family,metric,method,baseline,independent_training_group_count,paired_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples,statistical_unit
dense,relative_delta_change_from_unscrambled,canonical_svd_factor_average,naive_factor_average,5,-6.6752494164188105,-7.237923207095983,-6.112575625741639,4000,independent_adapter_training_group
dense,maximum_test_logit_change,canonical_svd_factor_average,naive_factor_average,5,-5.299830343334397,-5.606929498360097,-4.999111788957455,4000,independent_adapter_training_group
dense,test_prediction_disagreement,canonical_svd_factor_average,naive_factor_average,5,-0.3594075,-0.36698625,-0.352035,4000,independent_adapter_training_group
dense,test_accuracy_change,canonical_svd_factor_average,naive_factor_average,5,0.09685624999999998,0.09018374999999998,0.10439124999999998,4000,independent_adapter_training_group
dense,relative_delta_change_from_unscrambled,pairwise_reference_alignment,naive_factor_average,5,-6.6752494164187866,-7.237923207095955,-6.112575625741618,4000,independent_adapter_training_group
dense,maximum_test_logit_change,pairwise_reference_alignment,naive_factor_average,5,-5.299830343334351,-5.606929498360043,-4.987759333208487,4000,independent_adapter_training_group
dense,test_prediction_disagreement,pairwise_reference_alignment,naive_factor_average,5,-0.3594075,-0.36678,-0.352035,4000,independent_adapter_training_group
dense,test_accuracy_change,pairwise_reference_alignment,naive_factor_average,5,0.09685624999999998,0.09018374999999998,0.10452374999999994,4000,independent_adapter_training_group
dense,relative_delta_change_from_unscrambled,global_synchronization,naive_factor_average,5,-6.675249416418775,-7.237923207095936,-6.112575625741613,4000,independent_adapter_training_group
dense,maximum_test_logit_change,global_synchronization,naive_factor_average,5,-5.299830343334279,-5.606929498360008,-4.987759333208351,4000,independent_adapter_training_group
dense,test_prediction_disagreement,global_synchronization,naive_factor_average,5,-0.3594075,-0.36698624999999996,-0.35203500000000004,4000,independent_adapter_training_group
dense,test_accuracy_change,global_synchronization,naive_factor_average,5,0.09685624999999998,0.09018374999999998,0.10452374999999994,4000,independent_adapter_training_group
dense,relative_delta_change_from_unscrambled,cycle_aware_alignment,naive_factor_average,5,-6.6752494164188105,-7.237923207095983,-6.1125756257416395,4000,independent_adapter_training_group
dense,maximum_test_logit_change,cycle_aware_alignment,naive_factor_average,5,-5.299830343334394,-5.58879863170886,-4.987759333208529,4000,independent_adapter_training_group
dense,test_prediction_disagreement,cycle_aware_alignment,naive_factor_average,5,-0.3594075,-0.36698624999999996,-0.35208625,4000,independent_adapter_training_group
dense,test_accuracy_change,cycle_aware_alignment,naive_factor_average,5,0.09685624999999998,0.09018374999999998,0.10439124999999998,4000,independent_adapter_training_group
dense,relative_delta_change_from_unscrambled,oracle_alignment,naive_factor_average,5,-6.6752494164188105,-7.237923207095983,-6.150589714451421,4000,independent_adapter_training_group
dense,maximum_test_logit_change,oracle_alignment,naive_factor_average,5,-5.299830343334397,-5.588798631708864,-4.998827977563731,4000,independent_adapter_training_group
dense,test_prediction_disagreement,oracle_alignment,naive_factor_average,5,-0.3594075,-0.36698624999999996,-0.352035,4000,independent_adapter_training_group
dense,test_accuracy_change,oracle_alignment,naive_factor_average,5,0.09685624999999998,0.09018374999999998,0.10439124999999996,4000,independent_adapter_training_group
