setting_id,phase,seed,method,condition,examples,task_accuracy,chart_accuracy
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,seen_rotations_reflections,250,0.21199999749660492,0.6359999775886536
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,heldout_rotations,250,0.25200000405311584,0.0
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,heldout_reflections,250,0.23199999332427979,0.0
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,heldout_compositions,250,0.25200000405311584,0.0
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,gaussian_corruption,250,0.15600000321865082,0.2919999957084656
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,blur,250,0.19200000166893005,0.2639999985694885
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,chart_distribution_shift,250,0.20000000298023224,0.0
FashionMNIST_discovery_seed0,discovery,0,context_blind_synchronization,ambiguous_symmetric_inputs,250,0.2199999988079071,0.1599999964237213
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,seen_rotations_reflections,250,0.46399998664855957,0.6359999775886536
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,heldout_rotations,250,0.20000000298023224,0.0
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,heldout_reflections,250,0.1720000058412552,0.0
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,heldout_compositions,250,0.1599999964237213,0.0
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,gaussian_corruption,250,0.24400000274181366,0.2919999957084656
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,blur,250,0.20800000429153442,0.2639999985694885
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,chart_distribution_shift,250,0.09600000083446503,0.0
FashionMNIST_discovery_seed0,discovery,0,standard_cnn_chart_classifier,ambiguous_symmetric_inputs,250,0.2800000011920929,0.1599999964237213
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,seen_rotations_reflections,250,0.5519999861717224,0.5040000081062317
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,heldout_rotations,250,0.25200000405311584,0.0
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,heldout_reflections,250,0.48399999737739563,0.0
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,heldout_compositions,250,0.23999999463558197,0.0
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,gaussian_corruption,250,0.3319999873638153,0.2720000147819519
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,blur,250,0.30000001192092896,0.2160000056028366
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,chart_distribution_shift,250,0.17599999904632568,0.0
FashionMNIST_discovery_seed0,discovery,0,parameter_matched_standard_cnn_chart_classifier,ambiguous_symmetric_inputs,250,0.3840000033378601,0.18000000715255737
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,seen_rotations_reflections,250,0.46399998664855957,0.6359999775886536
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,heldout_rotations,250,0.20000000298023224,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,heldout_reflections,250,0.1720000058412552,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,heldout_compositions,250,0.1599999964237213,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,gaussian_corruption,250,0.24400000274181366,0.2919999957084656
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,blur,250,0.20800000429153442,0.2639999985694885
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,chart_distribution_shift,250,0.09600000083446503,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_mixture_of_experts,ambiguous_symmetric_inputs,250,0.2800000011920929,0.1599999964237213
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,seen_rotations_reflections,250,0.5440000295639038,0.6359999775886536
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,heldout_rotations,250,0.1599999964237213,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,heldout_reflections,250,0.3160000145435333,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,heldout_compositions,250,0.23999999463558197,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,gaussian_corruption,250,0.35199999809265137,0.2919999957084656
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,blur,250,0.30399999022483826,0.2639999985694885
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,chart_distribution_shift,250,0.18000000715255737,0.0
FashionMNIST_discovery_seed0,discovery,0,generic_low_rank_context_adapter,ambiguous_symmetric_inputs,250,0.36000001430511475,0.1599999964237213
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,seen_rotations_reflections,250,0.6959999799728394,0.7440000176429749
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,heldout_rotations,250,0.7319999933242798,0.7400000095367432
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,heldout_reflections,250,0.7319999933242798,0.7639999985694885
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,heldout_compositions,250,0.7960000038146973,0.7440000176429749
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,gaussian_corruption,250,0.6240000128746033,0.6399999856948853
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,blur,250,0.6800000071525574,0.7039999961853027
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,chart_distribution_shift,250,0.7160000205039978,0.7120000123977661
FashionMNIST_discovery_seed0,discovery,0,trained_d4_equivariant_cnn_chart_classifier,ambiguous_symmetric_inputs,250,0.47200000286102295,0.30000001192092896
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,seen_rotations_reflections,250,0.6959999799728394,0.7440000176429749
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,heldout_rotations,250,0.7319999933242798,0.7400000095367432
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,heldout_reflections,250,0.7319999933242798,0.7639999985694885
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,heldout_compositions,250,0.7960000038146973,0.7440000176429749
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,gaussian_corruption,250,0.6240000128746033,0.6399999856948853
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,blur,250,0.6800000071525574,0.7039999961853027
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,chart_distribution_shift,250,0.7160000205039978,0.7120000123977661
FashionMNIST_discovery_seed0,discovery,0,structured_group_router,ambiguous_symmetric_inputs,250,0.47200000286102295,0.30000001192092896
FashionMNIST_discovery_seed0,discovery,0,canonicalize_pool_retransport_inferred,seen_rotations_reflections,250,0.6959999799728394,0.7440000176429749
FashionMNIST_discovery_seed0,discovery,0,canonicalize_pool_retransport_inferred,heldout_rotations,250,0.7400000095367432,0.7400000095367432
FashionMNIST_discovery_seed0,discovery,0,canonicalize_pool_retransport_inferred,heldout_reflections,250,0.7360000014305115,0.7639999985694885
FashionMNIST_discovery_seed0,discovery,0,canonicalize_pool_retransport_inferred,heldout_compositions,250,0.7680000066757202,0.7440000176429749
