setting_id,group,noise,context_budget,seed,method,accuracy,loss,ece,training_time_seconds,epochs,trainable_parameters,stored_parameters,parameter_multiplier,branch_count,candidate_count,transition_samples,router_samples,selector_validation_samples,calibration_samples,test_samples,context_mode,certificate_activated,output_type,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command
S3_noise0.2_budget64_seed42,S3,0.2,64,42,unconstrained_learned_matrix_action,1.0,0.0033950165773904972,0.0030363920314391206,0.08876558393239975,24,484,484,1.8059701492537314,1,1,128,64,128,128,512,supplied,False,single_model,d4cd8c65f26166856302988291a5903032817cf6660bb19876a6596a5612e018,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed42,S3,0.2,64,42,context_blind_synchronization,0.99609375,0.02625385294267596,0.020291812730893498,0.05237054079771042,24,268,268,1.0,1,1,128,64,128,128,512,supplied,False,single_model,d4cd8c65f26166856302988291a5903032817cf6660bb19876a6596a5612e018,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed42,S3,0.2,64,42,ensemble_reference,0.990234375,0.038991686247658086,0.027966802599716636,0.1264206247869879,24,720,720,2.6865671641791047,4,1,128,64,128,128,512,supplied,False,ensemble,d4cd8c65f26166856302988291a5903032817cf6660bb19876a6596a5612e018,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,structured_group_retransport,1.0,0.0015983737237015585,0.001584405249280385,0.055735083064064384,24,268,268,1.0,1,1,128,64,128,128,512,supplied,False,single_model,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,twistedmerge_diagnostic_retransport,1.0,0.00225362716862765,0.0022273529107514943,0.07091233413666487,24,268,268,1.0,1,1,128,64,128,128,512,supplied,True,single_model,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,generic_mixture_of_experts,1.0,0.009637597054496877,0.009002113842372029,0.19803187507204711,24,852,852,3.1791044776119404,6,1,128,64,128,128,512,supplied,False,router,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,generic_low_rank_context_adapter,0.9921875,0.025650798614911444,0.012731863756944004,0.06612049997784197,24,358,358,1.335820895522388,1,1,128,64,128,128,512,supplied,False,single_model,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,unconstrained_learned_matrix_action,1.0,0.0033952652279001794,0.0032300903335408786,0.06055304082110524,24,484,484,1.8059701492537314,1,1,128,64,128,128,512,supplied,False,single_model,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,context_blind_synchronization,0.994140625,0.030538488084154908,0.021488026679090066,0.04971145908348262,24,268,268,1.0,1,1,128,64,128,128,512,supplied,False,single_model,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed43,S3,0.2,64,43,ensemble_reference,0.990234375,0.04876852331442282,0.02942026657930005,0.12980795791372657,24,720,720,2.6865671641791047,4,1,128,64,128,128,512,supplied,False,ensemble,f6b98b9fe47f641bc0a2063223256d9df3d6354c407a35713f2d51ce9c12ff95,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,structured_group_retransport,1.0,0.002206024222816746,0.0020904924165442715,0.05593575001694262,24,268,268,1.0,1,1,128,64,128,128,512,supplied,False,single_model,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,twistedmerge_diagnostic_retransport,1.0,0.002400073150872795,0.0023087513110352067,0.06128287501633167,24,268,268,1.0,1,1,128,64,128,128,512,supplied,True,single_model,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,generic_mixture_of_experts,0.998046875,0.00988730498606659,0.009068624597999932,0.18658379185944796,24,852,852,3.1791044776119404,6,1,128,64,128,128,512,supplied,False,router,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,generic_low_rank_context_adapter,1.0,0.012402185106312705,0.01167522649963387,0.06507308408617973,24,358,358,1.335820895522388,1,1,128,64,128,128,512,supplied,False,single_model,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,unconstrained_learned_matrix_action,0.998046875,0.004002716555202055,0.00332378807401716,0.06320066703483462,24,484,484,1.8059701492537314,1,1,128,64,128,128,512,supplied,False,single_model,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,context_blind_synchronization,0.994140625,0.02387702160464037,0.01628327873742951,0.05194245791062713,24,268,268,1.0,1,1,128,64,128,128,512,supplied,False,single_model,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.2_budget64_seed44,S3,0.2,64,44,ensemble_reference,0.998046875,0.026217705519098123,0.02017669913239878,0.1328003341332078,24,720,720,2.6865671641791047,4,1,128,64,128,128,512,supplied,False,ensemble,09f4e2ff47ee33bf66ed874f5b9dfe900122f0f3ce96aca58cb32af358332b3a,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,structured_group_retransport,0.94921875,0.12688097038109009,0.013675433653201192,0.03493033302947879,14,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,twistedmerge_diagnostic_retransport,0.955078125,0.12621657943403772,0.009459980970168171,0.0673793749883771,24,268,268,1.0,1,1,128,16,128,128,512,supplied,True,single_model,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,generic_mixture_of_experts,0.94140625,0.15663373139708955,0.022197575728533148,0.20440216595306993,24,852,852,3.1791044776119404,6,1,128,16,128,128,512,supplied,False,router,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,generic_low_rank_context_adapter,0.888671875,0.2565488890823525,0.02992309109456995,0.07408595806919038,24,358,358,1.335820895522388,1,1,128,16,128,128,512,supplied,False,single_model,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,unconstrained_learned_matrix_action,0.9296875,0.19783567994888884,0.02888593645509619,0.05667745810933411,22,484,484,1.8059701492537314,1,1,128,16,128,128,512,supplied,False,single_model,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,context_blind_synchronization,0.845703125,0.39910365510354107,0.03125281056226406,0.05011641699820757,24,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed40,S3,0.5,16,40,ensemble_reference,0.853515625,0.39123954694116486,0.03718416985148882,0.13500470807775855,24,720,720,2.6865671641791047,4,1,128,16,128,128,512,supplied,False,ensemble,94dfd49965fd31e3e48329f2c6ed655304ea82b826c56c35657c487612553010,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,structured_group_retransport,0.953125,0.1281998283749577,0.0164692890581047,0.05588654102757573,22,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,twistedmerge_diagnostic_retransport,0.947265625,0.1222516542243747,0.019028971629607656,0.07538187480531633,24,268,268,1.0,1,1,128,16,128,128,512,supplied,True,single_model,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,generic_mixture_of_experts,0.9296875,0.18600555207866393,0.02196654447664461,0.1969629169907421,24,852,852,3.1791044776119404,6,1,128,16,128,128,512,supplied,False,router,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,generic_low_rank_context_adapter,0.92578125,0.1914262623143081,0.011697971144354724,0.06583204213529825,24,358,358,1.335820895522388,1,1,128,16,128,128,512,supplied,False,single_model,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,unconstrained_learned_matrix_action,0.93359375,0.17710473701904506,0.016423155089034372,0.05346716707572341,20,484,484,1.8059701492537314,1,1,128,16,128,128,512,supplied,False,single_model,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,context_blind_synchronization,0.8828125,0.32398588178985716,0.031304153150657356,0.04882874991744757,24,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed41,S3,0.5,16,41,ensemble_reference,0.8828125,0.3116306878680814,0.03396671490726609,0.12364020803943276,24,720,720,2.6865671641791047,4,1,128,16,128,128,512,supplied,False,ensemble,b466bc60264beae0babdcfeae837759157668bec727177389fcca29f5bac9abb,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,structured_group_retransport,0.958984375,0.12060264404455975,0.01589363853193565,0.04225095803849399,15,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,twistedmerge_diagnostic_retransport,0.95703125,0.11491676789273562,0.013397735940442235,0.06025316705927253,20,268,268,1.0,1,1,128,16,128,128,512,supplied,True,single_model,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,generic_mixture_of_experts,0.9375,0.19627450740878255,0.02511466914940516,0.21833395794965327,24,852,852,3.1791044776119404,6,1,128,16,128,128,512,supplied,False,router,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,generic_low_rank_context_adapter,0.931640625,0.17733325686855086,0.02655400068964408,0.06919566611759365,24,358,358,1.335820895522388,1,1,128,16,128,128,512,supplied,False,single_model,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,unconstrained_learned_matrix_action,0.94140625,0.1475310709567485,0.017035413751036756,0.05349254212342203,20,484,484,1.8059701492537314,1,1,128,16,128,128,512,supplied,False,single_model,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,context_blind_synchronization,0.8515625,0.35820578982054496,0.02984592975579712,0.054281541146337986,24,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed42,S3,0.5,16,42,ensemble_reference,0.84375,0.3694631313139444,0.032634183384932985,0.1328410420101136,24,720,720,2.6865671641791047,4,1,128,16,128,128,512,supplied,False,ensemble,f8e42deeecb1b5749d882302592dc83ee168e0eb197873e86e85f581e818ad17,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,structured_group_retransport,0.9453125,0.12714716212334382,0.00972255739880774,0.05697945808060467,24,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,twistedmerge_diagnostic_retransport,0.9453125,0.13441204075210095,0.01126072282034525,0.06100416579283774,24,268,268,1.0,1,1,128,16,128,128,512,supplied,True,single_model,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,generic_mixture_of_experts,0.91796875,0.21463841576918397,0.013523810081724449,0.19289008318446577,24,852,852,3.1791044776119404,6,1,128,16,128,128,512,supplied,False,router,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,generic_low_rank_context_adapter,0.890625,0.27884172678404434,0.013588641689681961,0.06603004108183086,24,358,358,1.335820895522388,1,1,128,16,128,128,512,supplied,False,single_model,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,unconstrained_learned_matrix_action,0.91796875,0.2702198528544313,0.03831075292291096,0.05183441680856049,20,484,484,1.8059701492537314,1,1,128,16,128,128,512,supplied,False,single_model,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,context_blind_synchronization,0.81640625,0.3902811693501169,0.03295461948613893,0.04934904212132096,24,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed43,S3,0.5,16,43,ensemble_reference,0.830078125,0.3763998209349113,0.025397216895050177,0.13346683396957815,24,720,720,2.6865671641791047,4,1,128,16,128,128,512,supplied,False,ensemble,05d831ef8d7e91f7d8833d2372bb39bbcc89f09cbca5095e9b481a0fdc74c297,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,structured_group_retransport,0.951171875,0.12252067517052921,0.025985554986556345,0.04284579097293317,18,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,twistedmerge_diagnostic_retransport,0.966796875,0.12464424484675646,0.029779525112299546,0.029559917049482465,11,268,268,1.0,1,1,128,16,128,128,512,supplied,True,single_model,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,generic_mixture_of_experts,0.94140625,0.15687702689395883,0.030246410574869247,0.20021204208023846,24,852,852,3.1791044776119404,6,1,128,16,128,128,512,supplied,False,router,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,generic_low_rank_context_adapter,0.927734375,0.2065997784813089,0.026377873406334462,0.06853795796632767,24,358,358,1.335820895522388,1,1,128,16,128,128,512,supplied,False,single_model,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,unconstrained_learned_matrix_action,0.92578125,0.19352978343115113,0.04383989480171968,0.033479500096291304,13,484,484,1.8059701492537314,1,1,128,16,128,128,512,supplied,False,single_model,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,context_blind_synchronization,0.884765625,0.3390581429282754,0.049930216188144964,0.04853279097005725,23,268,268,1.0,1,1,128,16,128,128,512,supplied,False,single_model,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget16_seed44,S3,0.5,16,44,ensemble_reference,0.869140625,0.3259562485676303,0.027347865343658285,0.14417074993252754,24,720,720,2.6865671641791047,4,1,128,16,128,128,512,supplied,False,ensemble,630eeac5a0eca4b4e02f8c9ac5e41a028f795fe4663eb531c40e11c53e175e33,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget64_seed40,S3,0.5,64,40,structured_group_retransport,0.953125,0.12189536264086012,0.008600230171944417,0.04787995899096131,18,268,268,1.0,1,1,128,64,128,128,512,supplied,False,single_model,0b20fd3fd17ec09037c27930466a61ecfeaa771c36327eda5c6b6d5dc6ece468,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget64_seed40,S3,0.5,64,40,twistedmerge_diagnostic_retransport,0.95703125,0.12663440322882305,0.009780462120511186,0.05259637511335313,20,268,268,1.0,1,1,128,64,128,128,512,supplied,True,single_model,0b20fd3fd17ec09037c27930466a61ecfeaa771c36327eda5c6b6d5dc6ece468,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
S3_noise0.5_budget64_seed40,S3,0.5,64,40,generic_mixture_of_experts,0.94140625,0.14728033929485496,0.020356197983435534,0.19224074995145202,24,852,852,3.1791044776119404,6,1,128,64,128,128,512,supplied,False,router,0b20fd3fd17ec09037c27930466a61ecfeaa771c36327eda5c6b6d5dc6ece468,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,f87d5114e11ff167bda1f1736f9b11d6f92766f9c250e1bc1eb2e14fe1a8b144,python experiments/end_to_end_controlled_cost.py
