setting_id,dataset,phase,seed,method,implementation,accuracy,loss,ece,chart_accuracy,chart_cross_entropy,task_accuracy_correct_chart,task_accuracy_incorrect_chart,chart_training_examples,router_samples,selector_validation_examples,calibration_examples,test_examples,trainable_parameters,stored_parameters,parameter_multiplier,branch_count,candidate_count,training_time_seconds,batch_size,context_mode,certificate_activated,output_type,abstention_threshold,coverage,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command
FashionMNIST_discovery_seed1,FashionMNIST,discovery,1,chart_abstaining_structured_retransport,trained_neural,0.6755,1.1062993649716149,0.018923294101032544,0.6589999794960022,0.8495696187019348,0.7814871072769165,0.4706744849681854,1000,1000,500,500,2000,3913,61937,1.0674376120226112,8,2,10.019622458145022,128,inferred,True,branch_model,0.2597736120223999,0.9470000267028809,4e50eed61d4fd6d1011bd7a5508753e8dc162aadccdd861c50a87652da2c4331,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed1,FashionMNIST,discovery,1,supplied_chart_oracle,diagnostic_control,0.7465,0.7185978180522266,0.03141219097589773,0.1665000021457672,10.804603576660156,0.7507507801055908,0.7456508874893188,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3007883331738412,128,supplied,False,branch_model,,1.0,4e50eed61d4fd6d1011bd7a5508753e8dc162aadccdd861c50a87652da2c4331,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed1,FashionMNIST,discovery,1,random_action_control,diagnostic_control,0.27,4.620101087458912,0.4320843108712488,0.1665000021457672,10.804603576660156,0.2432432472705841,0.27534493803977966,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3007883331738412,128,inferred,False,branch_model,,1.0,4e50eed61d4fd6d1011bd7a5508753e8dc162aadccdd861c50a87652da2c4331,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed1,FashionMNIST,discovery,1,wrong_action_control,diagnostic_control,0.1035,6.658325927621159,0.677141208942938,0.6589999794960022,10.804603576660156,0.050834596157073975,0.20527859032154083,1000,1000,500,500,2000,0,58024,1.0,8,1,10.019622458145022,128,inferred,False,branch_model,,1.0,4e50eed61d4fd6d1011bd7a5508753e8dc162aadccdd861c50a87652da2c4331,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed1,FashionMNIST,discovery,1,ensemble_reference,trained_neural,0.229,2.3753142463296744,0.2272604708064504,0.1665000021457672,10.804603576660156,0.13513512909412384,0.2477504462003708,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3007883331738412,128,none,False,ensemble,,1.0,4e50eed61d4fd6d1011bd7a5508753e8dc162aadccdd861c50a87652da2c4331,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,context_blind_synchronization,trained_neural,0.2585,2.2774227374014795,0.12869138033205682,0.12449999898672104,14.546420097351074,0.2008032202720642,0.2667047381401062,1000,1000,500,500,2000,0,58024,1.0,8,1,3.3453000420704484,128,none,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,standard_cnn_chart_classifier,trained_neural,0.2365,2.7480962791110173,0.2765701261721388,0.12449999898672104,14.546420097351074,0.4658634662628174,0.20388349890708923,1000,1000,500,500,2000,12152,70176,1.2094305804494692,8,1,3.647385583957657,128,inferred,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,parameter_matched_standard_cnn_chart_classifier,trained_neural,0.2935,2.4680714036708062,0.17851693375676575,0.15000000596046448,14.546420097351074,0.5199999809265137,0.2535293996334076,1000,1000,500,500,2000,9768,67792,1.1683441334620157,8,1,3.643729666946456,128,inferred,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,generic_mixture_of_experts,trained_neural,0.2365,2.7480962791110173,0.2765701261721388,0.12449999898672104,14.546420097351074,0.4658634662628174,0.20388349890708923,1000,1000,500,500,2000,12152,70176,1.2094305804494692,8,1,3.647385583957657,128,inferred,False,router,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
FashionMNIST_discovery_seed2,FashionMNIST,discovery,2,generic_low_rank_context_adapter,trained_neural,0.3625,1.9364923716864761,0.12846963115530208,0.12449999898672104,14.546420097351074,0.6666666865348816,0.3192461431026459,1000,1000,500,500,2000,19282,77306,1.3323107679580863,1,1,4.613257501041517,128,inferred,False,branch_model,,1.0,d92045914dcef6ad019b030341f65568d7dc2dd4d336e49c9435086010b7e6ff,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4b91ed8f840589f7ea8075710f37adaf11109b370654a73d65fd4f8f18b4ede2,python experiments/trained_chart_inference.py
