setting_id,phase,seed,method,batch_size,latency_ms,peak_process_memory_mb,peak_mps_memory_mb,training_time_seconds,trainable_parameters,stored_parameters
FashionMNIST_confirmation_seed14,confirmation,14,parameter_matched_standard_cnn_chart_classifier,128,1.6873956192284822,688.828125,1099.28125,3.773009999189526,9768,67792
FashionMNIST_confirmation_seed14,confirmation,14,generic_mixture_of_experts,128,1.5330211026594043,688.828125,1099.28125,3.793177207931876,12152,70176
FashionMNIST_confirmation_seed14,confirmation,14,generic_low_rank_context_adapter,128,2.868271083571017,688.828125,1099.28125,5.021696166833863,19282,77306
FashionMNIST_confirmation_seed14,confirmation,14,trained_d4_equivariant_cnn_chart_classifier,128,20.85950004402548,688.828125,1099.28125,10.350159957073629,3913,61937
FashionMNIST_confirmation_seed14,confirmation,14,structured_group_router,128,23.623416433110833,688.828125,1099.28125,10.350159957073629,3913,61937
FashionMNIST_confirmation_seed14,confirmation,14,canonicalize_pool_retransport_inferred,128,21.968062035739422,688.828125,1099.28125,10.350159957073629,3913,61937
FashionMNIST_confirmation_seed14,confirmation,14,uncertainty_weighted_structured_retransport,128,19.749625003896654,688.828125,1099.28125,10.350159957073629,3913,61937
FashionMNIST_confirmation_seed14,confirmation,14,chart_abstaining_structured_retransport,128,19.473499967716634,688.828125,1099.28125,10.350159957073629,3913,61937
FashionMNIST_confirmation_seed14,confirmation,14,supplied_chart_oracle,128,0.0,688.828125,,3.424551374046132,0,58024
FashionMNIST_confirmation_seed14,confirmation,14,random_action_control,128,0.0,688.828125,,3.424551374046132,0,58024
FashionMNIST_confirmation_seed14,confirmation,14,wrong_action_control,128,0.0,688.828125,,10.350159957073629,0,58024
FashionMNIST_confirmation_seed14,confirmation,14,ensemble_reference,128,0.0,688.828125,,3.424551374046132,0,58024
