evidence_label,mode,corpus_seed,case_name,period,predicted_index,candidate_capacity,capacity_divisible_by_index,method,adapter_rank,branches,active_local_adapter_parameters,controlled_carrier_parameters,stored_carrier_bytes,parameter_multiplier_vs_shared_corpus,inference_multiplier,latency_ms_for_complete_test_tensor,estimated_peak_tensor_bytes,new_adapter_training,test_labels_used_before_logits_saved,projective_relation_residual,unitarity_residual,combined_structural_residual
controlled_on_real_features,confirmatory,0,period2_index2,2,2,4,True,oracle_coherent_lift,4,8,9296,0,1024,1.0,8.0,3.414333099499345,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,ordinary_same_capacity,4,8,9296,0,64,1.0,8.0,0.7709579076617956,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,coherent_projective_lift,4,8,9296,0,64,1.0,8.0,0.9913749527186155,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,parameter_matched_generic_unitary,4,8,9296,0,64,1.0,8.0,0.9726670105010271,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,random_branch_control,4,8,9296,0,64,1.0,8.0,0.98958401940763,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,wrong_cocycle_control,4,8,9296,0,64,1.0,8.0,0.9719589725136757,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,wrong_projective_representation,4,8,9296,0,64,1.0,8.0,0.9713750332593918,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,ensemble_upper_bound,4,8,9296,0,64,1.0,8.0,0.047708163037896156,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,1,False,oracle_coherent_lift,4,8,9296,0,64,1.0,8.0,4.31145797483623,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,ordinary_same_capacity,4,8,9296,0,256,1.0,8.0,1.3304159510880709,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,coherent_projective_lift,4,8,9296,0,256,1.0,8.0,3.4571660216897726,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,parameter_matched_generic_unitary,4,8,9296,0,256,1.0,8.0,3.467417089268565,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,random_branch_control,4,8,9296,0,256,1.0,8.0,3.431041957810521,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,wrong_cocycle_control,4,8,9296,0,256,1.0,8.0,3.4746250603348017,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,wrong_projective_representation,4,8,9296,0,256,1.0,8.0,3.464000066742301,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,ensemble_upper_bound,4,8,9296,0,256,1.0,8.0,0.050541944801807404,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,2,False,oracle_coherent_lift,4,8,9296,0,256,1.0,8.0,4.115374991670251,320000,False,False,6.181724643283815e-08,1.0,1.0
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,ordinary_same_capacity,4,8,9296,0,576,1.0,8.0,1.5689998399466276,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,coherent_projective_lift,4,8,9296,0,576,1.0,8.0,4.094166215509176,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,parameter_matched_generic_unitary,4,8,9296,0,576,1.0,8.0,4.087999928742647,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,random_branch_control,4,8,9296,0,576,1.0,8.0,4.070291994139552,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,wrong_cocycle_control,4,8,9296,0,576,1.0,8.0,4.029709147289395,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,wrong_projective_representation,4,8,9296,0,576,1.0,8.0,4.065208835527301,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,ensemble_upper_bound,4,8,9296,0,576,1.0,8.0,0.05462486296892166,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,3,False,oracle_coherent_lift,4,8,9296,0,576,1.0,8.0,4.093999974429607,320000,False,False,5.047356665954794e-08,0.8164966106414795,0.8164966106414795
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,ordinary_same_capacity,4,8,9296,0,1024,1.0,8.0,1.8915829714387655,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,coherent_projective_lift,4,8,9296,0,1024,1.0,8.0,4.781458061188459,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,parameter_matched_generic_unitary,4,8,9296,0,1024,1.0,8.0,4.833542043343186,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,random_branch_control,4,8,9296,0,1024,1.0,8.0,4.502125084400177,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,wrong_cocycle_control,4,8,9296,0,1024,1.0,8.0,4.57100011408329,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,wrong_projective_representation,4,8,9296,0,1024,1.0,8.0,4.9178749322891235,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,ensemble_upper_bound,4,8,9296,0,1024,1.0,8.0,0.041207997128367424,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,4,True,oracle_coherent_lift,4,8,9296,0,1024,1.0,8.0,4.743708064779639,320000,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,ordinary_same_capacity,4,8,9296,0,2304,1.0,8.0,2.5148747954517603,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,coherent_projective_lift,4,8,9296,0,2304,1.0,8.0,5.219125188887119,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,parameter_matched_generic_unitary,4,8,9296,0,2304,1.0,8.0,5.39229204878211,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,random_branch_control,4,8,9296,0,2304,1.0,8.0,5.248666042461991,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,wrong_cocycle_control,4,8,9296,0,2304,1.0,8.0,5.182958906516433,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,wrong_projective_representation,4,8,9296,0,2304,1.0,8.0,5.125041119754314,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,ensemble_upper_bound,4,8,9296,0,2304,1.0,8.0,0.032207928597927094,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,6,False,oracle_coherent_lift,4,8,9296,0,2304,1.0,8.0,4.8290828708559275,320000,False,False,3.5690199240434595e-08,0.5773502588272095,0.5773502588272095
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,ordinary_same_capacity,4,8,9296,0,4096,1.0,8.0,2.7095829136669636,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,coherent_projective_lift,4,8,9296,0,4096,1.0,8.0,5.472165998071432,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,parameter_matched_generic_unitary,4,8,9296,0,4096,1.0,8.0,5.347457947209477,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,random_branch_control,4,8,9296,0,4096,1.0,8.0,5.2620419301092625,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,wrong_cocycle_control,4,8,9296,0,4096,1.0,8.0,4.864375106990337,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,wrong_projective_representation,4,8,9296,0,4096,1.0,8.0,5.2449998911470175,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,ensemble_upper_bound,4,8,9296,0,4096,1.0,8.0,0.03087497316300869,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period2_index4,2,4,8,True,oracle_coherent_lift,4,8,9296,0,4096,1.0,8.0,4.891375079751015,320000,False,False,3.090862321641907e-08,0.0,3.090862321641907e-08
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,ordinary_same_capacity,4,8,9296,0,64,1.0,8.0,0.7481249049305916,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,coherent_projective_lift,4,8,9296,0,64,1.0,8.0,0.9803748689591885,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,parameter_matched_generic_unitary,4,8,9296,0,64,1.0,8.0,0.9765829890966415,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,random_branch_control,4,8,9296,0,64,1.0,8.0,0.9685829281806946,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,wrong_cocycle_control,4,8,9296,0,64,1.0,8.0,1.025250181555748,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,wrong_projective_representation,4,8,9296,0,64,1.0,8.0,0.9914999827742577,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,ensemble_upper_bound,4,8,9296,0,64,1.0,8.0,0.05020899698138237,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,1,False,oracle_coherent_lift,4,8,9296,0,64,1.0,8.0,4.195624962449074,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,ordinary_same_capacity,4,8,9296,0,256,1.0,8.0,1.3802079483866692,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,coherent_projective_lift,4,8,9296,0,256,1.0,8.0,3.4904589410871267,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,parameter_matched_generic_unitary,4,8,9296,0,256,1.0,8.0,3.4865830093622208,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,random_branch_control,4,8,9296,0,256,1.0,8.0,3.505040891468525,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,wrong_cocycle_control,4,8,9296,0,256,1.0,8.0,3.4719579853117466,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,wrong_projective_representation,4,8,9296,0,256,1.0,8.0,3.469166113063693,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,ensemble_upper_bound,4,8,9296,0,256,1.0,8.0,0.04516681656241417,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,2,False,oracle_coherent_lift,4,8,9296,0,256,1.0,8.0,4.175707930698991,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,ordinary_same_capacity,4,8,9296,0,576,1.0,8.0,1.6023330390453339,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,coherent_projective_lift,4,8,9296,0,576,1.0,8.0,4.136957926675677,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,parameter_matched_generic_unitary,4,8,9296,0,576,1.0,8.0,4.108291119337082,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,random_branch_control,4,8,9296,0,576,1.0,8.0,4.0731660556048155,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,wrong_cocycle_control,4,8,9296,0,576,1.0,8.0,4.0705830324441195,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,wrong_projective_representation,4,8,9296,0,576,1.0,8.0,4.131000023335218,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,ensemble_upper_bound,4,8,9296,0,576,1.0,8.0,0.05024997517466545,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,3,True,oracle_coherent_lift,4,8,9296,0,576,1.0,8.0,4.154792055487633,320000,False,False,5.960464477539063e-08,1.5389854013392323e-07,1.5389854013392323e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,ordinary_same_capacity,4,8,9296,0,1024,1.0,8.0,1.934749772772193,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,coherent_projective_lift,4,8,9296,0,1024,1.0,8.0,4.170083208009601,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,parameter_matched_generic_unitary,4,8,9296,0,1024,1.0,8.0,4.1885829996317625,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,random_branch_control,4,8,9296,0,1024,1.0,8.0,4.145084181800485,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,wrong_cocycle_control,4,8,9296,0,1024,1.0,8.0,4.152124980464578,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,wrong_projective_representation,4,8,9296,0,1024,1.0,8.0,4.08591702580452,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,ensemble_upper_bound,4,8,9296,0,1024,1.0,8.0,0.026250025257468224,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,4,False,oracle_coherent_lift,4,8,9296,0,1024,1.0,8.0,4.126999992877245,320000,False,False,5.161913918527716e-08,0.5,0.5
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,ordinary_same_capacity,4,8,9296,0,2304,1.0,8.0,2.286541974171996,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,coherent_projective_lift,4,8,9296,0,2304,1.0,8.0,4.683000035583973,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,parameter_matched_generic_unitary,4,8,9296,0,2304,1.0,8.0,4.580499837175012,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,random_branch_control,4,8,9296,0,2304,1.0,8.0,4.656667122617364,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,wrong_cocycle_control,4,8,9296,0,2304,1.0,8.0,4.649790935218334,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,wrong_projective_representation,4,8,9296,0,2304,1.0,8.0,4.644250031560659,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,ensemble_upper_bound,4,8,9296,0,2304,1.0,8.0,0.022625084966421127,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,0,period3_index3,3,3,6,True,oracle_coherent_lift,4,8,9296,0,2304,1.0,8.0,4.1095002088695765,320000,False,False,4.2146844236867764e-08,1.5389852592306852e-07,1.5389852592306852e-07
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,ordinary_same_capacity,4,8,9296,0,64,1.0,8.0,0.889332965016365,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,coherent_projective_lift,4,8,9296,0,64,1.0,8.0,1.0383750777691603,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,parameter_matched_generic_unitary,4,8,9296,0,64,1.0,8.0,1.0125420521944761,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,random_branch_control,4,8,9296,0,64,1.0,8.0,0.9932499378919601,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,wrong_cocycle_control,4,8,9296,0,64,1.0,8.0,0.9769159369170666,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,wrong_projective_representation,4,8,9296,0,64,1.0,8.0,0.9839169215410948,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,ensemble_upper_bound,4,8,9296,0,64,1.0,8.0,0.06708293221890926,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,1,False,oracle_coherent_lift,4,8,9296,0,64,1.0,8.0,3.6433341447263956,320000,False,False,0.0,1.0,1.0
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,ordinary_same_capacity,4,8,9296,0,256,1.0,8.0,1.3654998037964106,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,coherent_projective_lift,4,8,9296,0,256,1.0,8.0,3.4971251152455807,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,parameter_matched_generic_unitary,4,8,9296,0,256,1.0,8.0,3.4536670427769423,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,random_branch_control,4,8,9296,0,256,1.0,8.0,3.439874853938818,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,wrong_cocycle_control,4,8,9296,0,256,1.0,8.0,3.4244158305227757,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,wrong_projective_representation,4,8,9296,0,256,1.0,8.0,3.446167102083564,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
controlled_on_real_features,confirmatory,1,period2_index2,2,2,2,True,ensemble_upper_bound,4,8,9296,0,256,1.0,8.0,0.054167117923498154,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08
