evidence_label,mode,corpus_seed,case_name,period,predicted_index,candidate_capacity,capacity_divisible_by_index,method,adapter_rank,branches,active_local_adapter_parameters,controlled_carrier_parameters,stored_carrier_bytes,parameter_multiplier_vs_shared_corpus,inference_multiplier,latency_ms_for_complete_test_tensor,estimated_peak_tensor_bytes,new_adapter_training,test_labels_used_before_logits_saved,projective_relation_residual,unitarity_residual,combined_structural_residual,classification_accuracy,average_branch_accuracy,worst_branch_accuracy,nll,brier,ece,prediction_consistency,test_logits_path,test_logits_sha256,test_logits_content_sha256,execution_commit,accuracy_gap_from_ensemble,structural_gate_passed,task_gate_passed,coherent_application_success
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,ordinary_same_capacity,4,8,9296,0,64,1.0,8.0,3.922125091776252,320000,False,False,0.0,1.0,1.0,0.6850000023841858,0.23262499831616879,0.10000000149011612,1.4943737983703613,0.6710986495018005,0.4230282880598679,0.7738749980926514,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,-0.0040000081062316895,False,True,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,coherent_projective_lift,4,8,9296,0,64,1.0,8.0,4.266041098162532,320000,False,False,0.0,1.0,1.0,0.6850000023841858,0.23262499831616879,0.10000000149011612,1.4943737983703613,0.6710986495018005,0.4230282880598679,0.7738749980926514,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,-0.0040000081062316895,False,True,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,parameter_matched_generic_unitary,4,8,9296,0,64,1.0,8.0,1.0227910242974758,320000,False,False,0.0,1.0,1.0,0.6890000104904175,0.6081250011920929,0.5590000152587891,0.8812068700790405,0.43153077363967896,0.06920740008354187,0.753125011920929,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,0.0,False,True,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,random_branch_control,4,8,9296,0,64,1.0,8.0,0.9720830712467432,320000,False,False,0.0,1.0,1.0,0.6669999957084656,0.1708750007674098,0.10000000149011612,1.8059406280517578,0.7752330303192139,0.4869799269363284,0.8867499828338623,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,-0.022000014781951904,False,False,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,wrong_cocycle_control,4,8,9296,0,64,1.0,8.0,0.9682499803602695,320000,False,False,0.0,1.0,1.0,0.10000000149011612,0.10000000149011612,0.10000000149011612,2.3025851249694824,0.8999997973442078,1.4901161193847656e-08,1.0,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,-0.5890000090003014,False,False,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,wrong_projective_representation,4,8,9296,0,64,1.0,8.0,0.9608329273760319,320000,False,False,0.0,1.0,1.0,0.6850000023841858,0.23262499831616879,0.10000000149011612,1.4943737983703613,0.6710986495018005,0.4230282880598679,0.7738749980926514,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,-0.0040000081062316895,False,True,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,ensemble_upper_bound,4,8,9296,0,64,1.0,8.0,0.6965841166675091,320000,False,False,0.0,1.0,1.0,0.6890000104904175,0.6081250011920929,0.5590000152587891,0.8812068700790405,0.43153077363967896,0.06920739635825157,0.753125011920929,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,0.0,False,True,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,1,False,oracle_coherent_lift,4,8,9296,0,64,1.0,8.0,4.597916966304183,320000,False,False,0.0,1.0,1.0,0.6890000104904175,0.6081250011920929,0.5590000152587891,0.8812068700790405,0.43153077363967896,0.0692073991522193,0.753125011920929,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,0.0,False,True,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,2,True,ordinary_same_capacity,4,8,9296,0,256,1.0,8.0,1.4230411034077406,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08,0.20999999344348907,0.23187500002677552,0.0020000000949949026,2.2095518112182617,0.8794905543327332,0.05474740534555167,0.33012500405311584,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,-0.4790000170469284,True,False,False
controlled_on_real_features,confirmatory,0,period2_index2,2,2,2,True,coherent_projective_lift,4,8,9296,0,256,1.0,8.0,3.524000057950616,320000,False,False,6.181724643283815e-08,0.0,6.181724643283815e-08,0.6890000104904175,0.6081250011920929,0.5590000152587891,0.8812068104743958,0.4315307140350342,0.06920739216729999,0.753125011920929,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_confirmatory/candidate_logits_seed_0.npz,e66a85c7666dd04221594c3752c9051a195a2306e562c212a36b896ac4b530d8,6707bfe96c59ab59a5dc4d6211bd1f1440bcdd0a41ff1d3cddefb7c7149353c4,18efda786f0debf2b351d2c0fa026f93618ea341,0.0,True,True,True
