seed,scenario,method,dice,iou,boundary_dice,hausdorff95,assd,pixel_nll,pixel_ece,foreground_recall,foreground_precision,worst_domain_dice,calibration,hodge_residual,residual_after_edge_removal,corrupted_edge_recovery,residual_correction_activated,dice_degradation,runtime_seconds_per_seed
0,one_missing_expert,uniform_pooling,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7219609977038466,0.3220139549994201,1.0,0.2011566162109375,0.09133271202289646,0.3220139549994201,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790187308425084
0,one_missing_expert,validation_weighted_pooling,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7474138873845128,0.34113396355132863,1.0,0.2011566162109375,0.09133271202289646,0.34113396355132863,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190183417872
0,one_missing_expert,generic_router,0.2121320477254633,0.13459777832126124,0.058564231738035266,82.46406477432997,42.82866359026199,0.7323448886124392,0.32647119149896753,0.6691193203367974,0.17946370442708334,2.2925263640479312e-12,0.32647119149896753,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190416807309
0,one_missing_expert,graph_synchronization,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7474138873845128,0.34113396355132863,1.0,0.2011566162109375,0.09133271202289646,0.34113396355132863,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190516831354
0,one_missing_expert,hodge_diagnostic,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7474138873845128,0.34113396355132863,1.0,0.2011566162109375,0.09133271202289646,0.34113396355132863,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190591802821
0,one_missing_expert,chart_aware_structured_pooling,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7255334611512859,0.3234806231039329,1.0,0.2011566162109375,0.09133271202289646,0.3234806231039329,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190658392385
0,one_missing_expert,abstaining_fallback,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7219609977038466,0.3220139549994201,1.0,0.2011566162109375,0.09133271202289646,0.3220139549994201,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190733410418
0,two_missing_experts,uniform_pooling,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7105033238965734,0.3129988548662368,1.0,0.2011566162109375,0.09133271202289646,0.3129988548662368,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190774993971
0,two_missing_experts,validation_weighted_pooling,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7489813154236258,0.3422743082046509,1.0,0.2011566162109375,0.09133271202289646,0.3422743082046509,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.790190850012005
0,two_missing_experts,generic_router,0.2121320477254633,0.13459777832126124,0.058564231738035266,82.46406477432997,42.82866359026199,0.7344408186360687,0.32761196890805877,0.6691193203367974,0.17946370442708334,2.2925263640479312e-12,0.32761196890805877,3.1616625509065683e-18,2.281595216644815e-18,1.0,False,0.0,5.7901909168343995
