scenario,method,dice,dice_degradation,worst_domain_dice,calibration,hodge_residual,residual_after_edge_removal,residual_correction_activated
one_missing_expert,uniform_pooling,0.1269042988965637,0.12690429889115679,0.03653308481015825,0.3008533823379366,3.948170544621491e-18,6.463449586583571e-18,False
one_missing_expert,validation_weighted_pooling,0.2538085977877205,0.06345214944557839,0.0730661696186504,0.34798649419399225,3.948170544621491e-18,6.463449586583571e-18,False
one_missing_expert,generic_router,0.14830496853900788,0.004566635600507068,0.018266542406162746,0.30870126433037515,3.948170544621491e-18,6.463449586583571e-18,False
one_missing_expert,graph_synchronization,0.2538085977877205,0.06345214944557839,0.0730661696186504,0.34798649419399225,3.948170544621491e-18,6.463449586583571e-18,False
one_missing_expert,hodge_diagnostic,0.2538085977877205,0.06345214944557839,0.0730661696186504,0.34798649419399225,3.948170544621491e-18,6.463449586583571e-18,False
one_missing_expert,chart_aware_structured_pooling,0.19762439478307475,0.0351584631030665,0.03653308481048379,0.30181001597256907,3.948170544621491e-18,6.463449586583571e-18,False
one_missing_expert,abstaining_fallback,0.14251930845851626,0.11128928932920427,0.03653308481015825,0.3021544252624153,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,uniform_pooling,0.19035644834214213,0.06345214944557839,0.054799627214404324,0.28930841379033156,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,validation_weighted_pooling,0.19035644834214213,0.12690429889115679,0.054799627214404324,0.3158765604553082,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,generic_router,0.14830496853900788,0.004566635600507065,0.018266542406162746,0.3002567299106886,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,graph_synchronization,0.19035644834214213,0.12690429889115679,0.054799627214404324,0.3158765604553082,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,hodge_diagnostic,0.19035644834214213,0.12690429889115679,0.054799627214404324,0.3158765604553082,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,chart_aware_structured_pooling,0.19035644834214213,0.04242640954399913,0.054799627214404324,0.29084511212404324,3.948170544621491e-18,6.463449586583571e-18,False
two_missing_experts,abstaining_fallback,0.19035644834214213,0.06345214944557839,0.054799627214404324,0.28864399946241975,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,uniform_pooling,0.2538085977877205,0.0,0.0730661696186504,0.3138457008117257,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,validation_weighted_pooling,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,generic_router,0.15287160413951495,0.0,0.018266542406162746,0.3107658963520407,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,graph_synchronization,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,hodge_diagnostic,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,chart_aware_structured_pooling,0.23278285788614123,0.0,0.05479962721448102,0.31543996483342196,3.948170544621491e-18,6.463449586583571e-18,False
incomplete_comparison_graph,abstaining_fallback,0.2538085977877205,0.0,0.0730661696186504,0.31478524637732336,3.948170544621491e-18,6.463449586583571e-18,False
one_incorrect_transition,uniform_pooling,0.2538085977877205,0.0,0.0730661696186504,0.3138457008117257,0.026556612352130936,6.239739096804863e-18,False
one_incorrect_transition,validation_weighted_pooling,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,0.026556612352130936,6.239739096804863e-18,False
one_incorrect_transition,generic_router,0.15287160413951495,0.0,0.018266542406162746,0.3107658963520407,0.026556612352130936,6.239739096804863e-18,False
one_incorrect_transition,graph_synchronization,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,0.026556612352130936,6.239739096804863e-18,False
one_incorrect_transition,hodge_diagnostic,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,0.026556612352130936,6.239739096804863e-18,False
one_incorrect_transition,chart_aware_structured_pooling,0.23278285788614123,0.0,0.05479962721448102,0.31543996483342196,0.026556612352130936,6.239739096804863e-18,False
one_incorrect_transition,abstaining_fallback,0.2538085977877205,0.0,0.0730661696186504,0.31478524637732336,0.026556612352130936,6.239739096804863e-18,False
noisy_chart_estimates,uniform_pooling,0.2538085977877205,0.0,0.0730661696186504,0.3138457008117257,3.948170544621491e-18,6.463449586583571e-18,False
noisy_chart_estimates,validation_weighted_pooling,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
noisy_chart_estimates,generic_router,0.15287160413951495,0.0,0.018266542406162746,0.3107658963520407,3.948170544621491e-18,6.463449586583571e-18,False
noisy_chart_estimates,graph_synchronization,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
noisy_chart_estimates,hodge_diagnostic,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
noisy_chart_estimates,chart_aware_structured_pooling,0.23278285788614134,-6.661338147750939e-17,0.05479962721448127,0.31543991672615446,3.948170544621491e-18,6.463449586583571e-18,False
noisy_chart_estimates,abstaining_fallback,0.2538085977877205,0.0,0.0730661696186504,0.3138457008117257,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,uniform_pooling,0.2538085977877205,0.0,0.0730661696186504,0.3138457008117257,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,validation_weighted_pooling,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,generic_router,0.31726074723329895,-0.164389143093784,0.09133271202289646,0.3523408174374708,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,graph_synchronization,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,hodge_diagnostic,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,chart_aware_structured_pooling,0.2538085977877205,-0.021025739901579278,0.0730661696186504,0.31384585833147866,3.948170544621491e-18,6.463449586583571e-18,False
unavailable_center_metadata,abstaining_fallback,0.2538085977877205,0.0,0.0730661696186504,0.31384566179767714,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,uniform_pooling,0.2538085977877205,0.0,0.0730661696186504,0.3138457008117257,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,validation_weighted_pooling,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,generic_router,0.15287160413951495,0.0,0.018266542406162746,0.3107658963520407,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,graph_synchronization,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,hodge_diagnostic,0.31726074723329895,0.0,0.09133271202289646,0.35579935019159165,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,chart_aware_structured_pooling,0.2538085977877205,-0.021025739901579278,0.0730661696186504,0.3146434454319206,3.948170544621491e-18,6.463449586583571e-18,False
reduced_calibration,abstaining_fallback,0.2538085977877205,0.0,0.0730661696186504,0.31431566818500867,3.948170544621491e-18,6.463449586583571e-18,False
