family,scramble_index,scramble_seed,i,j,k,normalized_frobenius_defect,spectral_defect,holonomy_condition_number
ill_conditioned,10,20660729,0,1,3,644338771281.7178,320336859938.4471,325802543702.1251
ill_conditioned,10,20660729,0,2,3,2202637459815.299,159678909511.00058,3750099600524.473
ill_conditioned,10,20660729,1,2,3,52109804890.282936,78394897471.76154,1579993493.2956004
ill_conditioned,11,20660730,0,1,2,100020579747.27011,116382205100.3744,2388047441.717553
ill_conditioned,11,20660730,0,1,3,263483780505.7381,35617641308.50974,14789094872.040724
ill_conditioned,11,20660730,0,2,3,1357189333822.698,262967409991.9835,2059826172300.1367
ill_conditioned,11,20660730,1,2,3,1262894715869.569,39274300159.63719,78773365432.47292
ill_conditioned,12,20660731,0,1,2,160106523185.50925,45920264040.01886,37751774261.70089
ill_conditioned,12,20660731,0,1,3,24428703004.586765,11383481983.580168,6144845510.242288
ill_conditioned,12,20660731,0,2,3,6952515763.719161,4559148083.344788,1240866039.2459528
ill_conditioned,12,20660731,1,2,3,904422466470.8893,243905488105.24365,81488555414.61
ill_conditioned,13,20660732,0,1,2,46725810410.17172,337446176.237479,3480689096757.143
ill_conditioned,13,20660732,0,1,3,3789109268.1554556,52493178.687391356,659316897898.5581
ill_conditioned,13,20660732,0,2,3,76962347098.48083,830962841.8224429,5522757958492.06
ill_conditioned,13,20660732,1,2,3,54976287462.89506,10278107669.848198,252360148507.03857
ill_conditioned,14,20660733,0,1,2,4721525511649.515,3818835531271.247,128663648459.54137
ill_conditioned,14,20660733,0,1,3,979082183296.1382,377608503608.06165,156150546744.2361
ill_conditioned,14,20660733,0,2,3,1395837340842.8384,330623480362.5628,32362333908.11788
ill_conditioned,14,20660733,1,2,3,5458342622133.233,1325744227254.0845,162861586573.48215
ill_conditioned,15,20660734,0,1,2,1866364604868.6804,48085551435.64437,1399123152971.8284
ill_conditioned,15,20660734,0,1,3,4643975235543.96,189262359364.0312,7105034729325.996
ill_conditioned,15,20660734,0,2,3,2993206009309.8115,549552481551.29504,11273767808014.254
ill_conditioned,15,20660734,1,2,3,443948905204.5664,23608253678.292515,391001583293.2032
ill_conditioned,16,20660735,0,1,2,2982874820.517164,618673412.7416384,11929207886.210526
ill_conditioned,16,20660735,0,1,3,160557129406.60022,111839234593.7467,14880540745.33906
ill_conditioned,16,20660735,0,2,3,165230869672.3321,236417331715.38498,16992900329.49416
ill_conditioned,16,20660735,1,2,3,1033595439381.4122,409498287412.38745,115694931839.59976
ill_conditioned,17,20660736,0,1,2,1435720331054.8975,420124422865.334,101378732940.51659
ill_conditioned,17,20660736,0,1,3,185756939715.0813,43047289428.10212,50703031477.561844
ill_conditioned,17,20660736,0,2,3,381998890616.97736,43176144875.742615,53453295106.42792
ill_conditioned,17,20660736,1,2,3,420284027490.3125,42646861553.09806,1538278714160.9485
ill_conditioned,18,20660737,0,1,2,1384619122580.8132,338714638196.94666,76522188338.35358
ill_conditioned,18,20660737,0,1,3,38635685794.54198,7791545724.960279,4822650986.931376
ill_conditioned,18,20660737,0,2,3,249616105526.93387,29194320359.87076,96721918990.6133
ill_conditioned,18,20660737,1,2,3,1275976169422.3408,126092882241.71013,5361973195485.069
ill_conditioned,19,20660738,0,1,2,368589471762.49866,468602482297.1967,2561452783.5872173
ill_conditioned,19,20660738,0,1,3,4028003204513.1543,72980319782.51628,70457599756.13936
ill_conditioned,19,20660738,0,2,3,509108111161.4811,5336652480.782359,4960830508.299474
ill_conditioned,19,20660738,1,2,3,439263498246.75116,20037235777.054268,2839102143419.268
