evidence_label,mode,corpus_seed,case_name,period,predicted_index,candidate_capacity,capacity_divisible_by_index,method,adapter_rank,branches,active_local_adapter_parameters,controlled_carrier_parameters,stored_carrier_bytes,parameter_multiplier_vs_shared_corpus,inference_multiplier,latency_ms_for_complete_test_tensor,estimated_peak_tensor_bytes,new_adapter_training,test_labels_used_before_logits_saved,projective_relation_residual,unitarity_residual,combined_structural_residual,classification_accuracy,average_branch_accuracy,worst_branch_accuracy,nll,brier,ece,prediction_consistency,test_logits_path,test_logits_sha256,test_logits_content_sha256,execution_commit,accuracy_gap_from_ensemble,structural_gate_passed,task_gate_passed,coherent_application_success
controlled_on_real_features,smoke,0,period2_index2,2,2,3,False,wrong_cocycle_control,4,8,9296,0,576,1.0,8.0,1.3867088127881289,40960,False,False,5.047356665954794e-08,0.5773502588272095,0.5773502588272095,0.0390625,0.08203125,0.03125,2.368271827697754,0.91285640001297,0.08513247966766357,0.326171875,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.1796875,False,False,False
controlled_on_real_features,smoke,0,period2_index2,2,2,3,False,wrong_projective_representation,4,8,9296,0,576,1.0,8.0,1.3340418227016926,40960,False,False,5.047356665954794e-08,0.5773502588272095,0.5773502588272095,0.2109375,0.125,0.0546875,2.2652366161346436,0.892049252986908,0.09384460747241974,0.3056640625,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.0078125,False,False,False
controlled_on_real_features,smoke,0,period2_index2,2,2,3,False,ensemble_upper_bound,4,8,9296,0,576,1.0,8.0,0.00800006091594696,40960,False,False,5.047356665954794e-08,0.5773502588272095,0.5773502588272095,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846098184585571,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,False,True,False
controlled_on_real_features,smoke,0,period2_index2,2,2,3,False,oracle_coherent_lift,4,8,9296,0,576,1.0,8.0,1.0545412078499794,40960,False,False,5.047356665954794e-08,0.5773502588272095,0.5773502588272095,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846098184585571,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,False,True,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,ordinary_same_capacity,4,8,9296,0,1024,1.0,8.0,0.7619168609380722,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.078125,0.09765625,0.0546875,2.297595977783203,0.8990421891212463,0.03926598280668259,0.3046875,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.140625,True,False,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,coherent_projective_lift,4,8,9296,0,1024,1.0,8.0,1.2779578100889921,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846098184585571,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,True,True,True
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,parameter_matched_generic_unitary,4,8,9296,0,1024,1.0,8.0,1.227332977578044,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846096992492676,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,True,True,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,random_branch_control,4,8,9296,0,1024,1.0,8.0,1.2094590347260237,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.140625,0.1064453125,0.03125,2.292292356491089,0.8979470729827881,0.018405668437480927,0.31640625,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.078125,True,False,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,wrong_cocycle_control,4,8,9296,0,1024,1.0,8.0,1.2191659770905972,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.046875,0.06640625,0.03125,2.4111461639404297,0.9208956956863403,0.08778941631317139,0.3291015625,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.171875,True,False,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,wrong_projective_representation,4,8,9296,0,1024,1.0,8.0,1.202666200697422,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.1953125,0.109375,0.046875,2.27018404006958,0.8934109210968018,0.08051078766584396,0.2958984375,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.0234375,True,False,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,ensemble_upper_bound,4,8,9296,0,1024,1.0,8.0,0.003915978595614433,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846098184585571,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,True,True,False
controlled_on_real_features,smoke,0,period2_index2,2,2,4,True,oracle_coherent_lift,4,8,9296,0,1024,1.0,8.0,1.0420840699225664,40960,False,False,4.371138828673793e-08,0.0,4.371138828673793e-08,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846098184585571,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,True,True,False
controlled_on_real_features,smoke,0,period2_index4,2,4,1,False,ordinary_same_capacity,4,8,9296,0,64,1.0,8.0,0.32233307138085365,40960,False,False,0.0,1.0,1.0,0.2265625,0.1142578125,0.0703125,2.2577733993530273,0.8905904293060303,0.10729176551103592,0.65234375,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0078125,False,True,False
controlled_on_real_features,smoke,0,period2_index4,2,4,1,False,coherent_projective_lift,4,8,9296,0,64,1.0,8.0,0.515500083565712,40960,False,False,0.0,1.0,1.0,0.2265625,0.1142578125,0.0703125,2.2577733993530273,0.8905904293060303,0.10729176551103592,0.65234375,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0078125,False,True,False
controlled_on_real_features,smoke,0,period2_index4,2,4,1,False,parameter_matched_generic_unitary,4,8,9296,0,64,1.0,8.0,0.5089170299470425,40960,False,False,0.0,1.0,1.0,0.21875,0.1259765625,0.0703125,2.2299246788024902,0.8846098184585571,0.08531866874545813,0.3125,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,0.0,False,True,False
controlled_on_real_features,smoke,0,period2_index4,2,4,1,False,random_branch_control,4,8,9296,0,64,1.0,8.0,0.5087079480290413,40960,False,False,0.0,1.0,1.0,0.203125,0.1142578125,0.1015625,2.2816574573516846,0.8956547975540161,0.09209413826465607,0.88671875,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_C_smoke/candidate_logits_seed_0.npz,ca4c629e50e796a3349a51f63e9297df1e500fd2253f3d7eafdbd59a79c254e1,7e479e3de177bb2fd92088019750e5eb040aa2cde19e8459120d1e0a483e1ff0,35c650d2b2021b19ae22eea0489b1592b4591902,-0.015625,False,False,False
