alignment_family,heldout_fit_error,inverse_consistency,conditioning,cycle_residual,interpretation
permutation,0.009974804444313168,1.990313529400264e-15,1.0043497991480212,0.0,pairwise_fit_adequate
positive_monomial,0.00938661571272773,1.7744611617655652e-15,2.32660497777375,0.0,pairwise_fit_adequate
orthogonal_procrustes,0.010293325732344627,1.2137161848330775e-15,1.0052517857695766,0.0,pairwise_fit_adequate
block_orthogonal,0.010040049917213583,2.563012969162384e-15,1.005453967552845,0.0,pairwise_fit_adequate
whitened_linear,0.012153335707313338,1.1533586306086327e-15,33.13485899933715,0.0,pairwise_fit_adequate
low_rank_subspace,0.027334922450175565,1.0972175119294377e-13,14994.264700822285,0.0,pairwise_fit_adequate
