architecture,dataset,collection,domain,method,accuracy,loss,ece,worst_task_accuracy,forgetting,trainable_parameters,stored_parameters,branch_count,latency_seconds,peak_memory_mb,selector_validation_samples,candidate_count,lift_activated,selected_ordinary_method,leakage_hash_passed,logits_sha256
resnet18,CIFAR10,3,clean,git_rebasin_shared_feature_identity,0.76,1.7502166296797406,0.5763260135187805,0.7279102384291725,0.04669701771123572,0,5120,1,8.916016668081284e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,c2m3_shared_feature_identity,0.76,1.7502166296797406,0.5763260135187805,0.7279102384291725,0.04669701771123572,0,5120,1,8.916016668081284e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,task_arithmetic,0.76,1.7502166296797406,0.5763260135187805,0.7279102384291725,0.04669701771123572,0,5120,1,9.167008101940155e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,ties,0.76,1.601737005188486,0.5420970630308937,0.7279102384291725,0.04669701771123572,0,5120,1,8.792150765657425e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,dare,0.269,2.742247701497143,0.17170418321704947,0.10745891276864729,0.5344427907179826,0,5120,1,9.499955922365189e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,regmean,0.76,1.7502166296797406,0.5763260135187805,0.7279102384291725,0.04669701771123572,0,5120,1,1.454213634133339e-05,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,cca_shared_feature_alignment,0.76,1.7502166296797406,0.5763260135187805,0.7279102384291725,0.04669701771123572,0,5120,1,1.0124873369932175e-05,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,low_rank_task_subspace,0.604,1.7691027939684596,0.4115410863865587,0.49368863955119213,0.20801778443835445,0,5120,1,8.958857506513596e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,twistedmerge_hodge_lr,0.76,1.7502166296797406,0.5763260135187805,0.7279102384291725,0.04669701771123572,0,5120,1,1.0499963536858559e-05,342.046875,600,6,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,adaptive_router,0.735,1.6311524185899233,0.5182762975230977,0.7054698457223001,0.07247247244020194,44,20480,4,9.083189070224762e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,clean,ensemble_reference,0.76,1.7502166296797403,0.5763260135187804,0.7279102384291725,0.04669701771123572,0,20480,4,8.834060281515121e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,uniform_model_soup,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,8.95792618393898e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,greedy_model_soup,0.33,2.9474771519992626,0.10775808768075038,0.22727272727272727,0.1300637085259098,0,5120,1,9.292038157582283e-06,342.046875,600,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,git_rebasin_shared_feature_identity,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,1.00000761449337e-05,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,c2m3_shared_feature_identity,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,9.292038157582283e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,task_arithmetic,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,9.832903742790222e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,ties,0.398,1.9083770477515094,0.20348846804295653,0.33948863636363635,0.06000735538907015,0,5120,1,8.916947990655899e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,dare,0.327,1.9811485400360078,0.13169083323532427,0.23008849557522124,0.1281794990911459,0,5120,1,9.750016033649445e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,regmean,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,9.333016350865364e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,cca_shared_feature_alignment,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,8.832896128296852e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,low_rank_task_subspace,0.315,1.9753597430903342,0.13378840887502572,0.18892045454545456,0.14674640208838768,0,5120,1,8.792150765657425e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,twistedmerge_hodge_lr,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,5120,1,8.624978363513947e-06,342.046875,600,6,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,adaptive_router,0.386,1.9389678108008055,0.2026165595831543,0.3153409090909091,0.07215865746989884,44,20480,4,8.708098903298378e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,3,gaussian_shift,ensemble_reference,0.398,1.9780913385315662,0.22871667122713396,0.33948863636363635,0.06000735538907015,0,20480,4,8.792150765657425e-06,342.046875,0,1,False,uniform_model_soup,True,0c047a4027f0553580bdad4e14bda8e017d7418c21456f46d072d5499ef30c02
resnet18,CIFAR10,4,clean,uniform_model_soup,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,9.499955922365189e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,greedy_model_soup,0.658,3.330106325684957,0.39461941638651377,0.5676855895196506,0.1465391379900282,0,5120,1,1.0084128007292747e-05,342.046875,600,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,git_rebasin_shared_feature_identity,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,9.00006853044033e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,c2m3_shared_feature_identity,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,9.125098586082458e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,task_arithmetic,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,8.666189387440681e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,ties,0.76,1.601737005188486,0.5420970630308937,0.7453183520599251,0.04037268412173234,0,5120,1,8.875038474798203e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,dare,0.317,2.0218891588868377,0.07906094729018182,0.2325870646766169,0.4825139282090902,0,5120,1,9.084120392799377e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,regmean,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,1.0667135939002037e-05,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,cca_shared_feature_alignment,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,8.999835699796677e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,low_rank_task_subspace,0.589,1.7651308368181904,0.3948908690649097,0.45997088791848617,0.2184720738123253,0,5120,1,9.458977729082108e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,twistedmerge_hodge_lr,0.76,1.7502166296797406,0.5763260135187805,0.7453183520599251,0.04037268412173234,0,5120,1,8.624978363513947e-06,342.046875,600,6,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,adaptive_router,0.745,1.6106722501674509,0.5250783378519792,0.7340823970037453,0.05460708781394891,44,20480,4,8.750008419156075e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,clean,ensemble_reference,0.76,1.7502166296797403,0.5763260135187804,0.7453183520599251,0.04037268412173234,0,20480,4,8.624978363513947e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,uniform_model_soup,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,8.707866072654724e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,greedy_model_soup,0.385,2.872302222998284,0.13868315979493043,0.3173216885007278,0.06427362764755144,0,5120,1,8.874805644154549e-06,342.046875,600,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,git_rebasin_shared_feature_identity,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,1.295795664191246e-05,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,c2m3_shared_feature_identity,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,1.1125113815069199e-05,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,task_arithmetic,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,8.875038474798203e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,ties,0.398,1.9083770477515094,0.20348846804295653,0.3345771144278607,0.04671611856339836,0,5120,1,9.667128324508667e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,dare,0.166,2.123920108415586,0.14415669289221092,0.06965174129353234,0.2788620710279585,0,5120,1,9.333016350865364e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,regmean,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,9.958166629076004e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,cca_shared_feature_alignment,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,9.875046089291573e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,low_rank_task_subspace,0.422,1.9723865373287903,0.25470824801593184,0.36681222707423583,0.027034845736324017,0,5120,1,9.00006853044033e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,twistedmerge_hodge_lr,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,5120,1,9.708106517791748e-06,342.046875,600,6,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,adaptive_router,0.34,1.955181310807858,0.13917262065746897,0.24875621890547264,0.10453370072403372,44,20480,4,9.499955922365189e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR10,4,gaussian_shift,ensemble_reference,0.398,1.9780913385315662,0.22871667122713396,0.3345771144278607,0.04671611856339836,0,20480,4,9.333016350865364e-06,342.046875,0,1,False,uniform_model_soup,True,c70bbe6e71d2e071c0ff33b8a418de1701564bacc1b08450dcc34158a90a5abd
resnet18,CIFAR100,0,clean,uniform_model_soup,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,6.225006654858589e-05,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,greedy_model_soup,0.427,5.699007146377282,0.3813227118116803,0.3683492496589359,0.12997505436260254,0,51200,1,0.0001277080737054348,351.0,600,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,git_rebasin_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,0.00010845903307199478,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,c2m3_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,0.00010916683822870255,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,task_arithmetic,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,0.00012354087084531784,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,ties,0.514,3.5329462882001907,0.4774960305405682,0.5115961800818554,0.042415500022232044,0,51200,1,0.0001544589176774025,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,dare,0.043,4.328591163147769,0.05711522640120933,0.035667107001321,0.5134850421824955,0,51200,1,0.00010641687549650669,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,regmean,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,0.00012370781041681767,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,cca_shared_feature_alignment,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,0.00010545807890594006,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,low_rank_task_subspace,0.514,3.773914096377325,0.4872588813435605,0.5115961800818554,0.042415500022232044,0,51200,1,0.0001080420333892107,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,twistedmerge_hodge_lr,0.514,3.7739140963383204,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,51200,1,0.00010441616177558899,351.0,600,6,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,adaptive_router,0.457,3.731980088701954,0.4275612997970891,0.4478203434610304,0.09931997674048569,404,204800,4,6.462493911385536e-05,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,clean,ensemble_reference,0.514,3.77391409633832,0.4872588813490727,0.5115961800818554,0.042415500022232044,0,204800,4,0.00016054115258157253,351.0,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,uniform_model_soup,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,6.820913404226303e-05,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,greedy_model_soup,0.175,5.140771563088157,0.13138773580829008,0.13096862210095497,0.05465888049126976,0,51200,1,6.487499922513962e-05,358.03125,600,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,git_rebasin_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,0.0001634999644011259,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,c2m3_shared_feature_identity,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,0.00013029202818870544,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,task_arithmetic,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,0.00012837513349950314,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,ties,0.198,3.9011781850634506,0.1623041045589216,0.18626155878467635,0.03130673828194562,0,51200,1,0.00011666701175272465,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,dare,0.13,4.094424513076771,0.0970899197220754,0.10914051841746249,0.09933565572009595,0,51200,1,0.0001235001254826784,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,regmean,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,0.00013200007379055023,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,cca_shared_feature_alignment,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,7.1709044277668e-05,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,low_rank_task_subspace,0.198,4.047123906452942,0.17150775146042443,0.18626155878467635,0.03130673828194562,0,51200,1,9.474996477365494e-05,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,twistedmerge_hodge_lr,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,51200,1,0.00010787486098706722,358.03125,600,6,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,adaptive_router,0.199,4.027154887829261,0.1716791523554001,0.1700404858299595,0.030289587923116312,404,204800,4,6.125005893409252e-05,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,0,gaussian_shift,ensemble_reference,0.198,4.04712390624922,0.1715077515164326,0.18626155878467635,0.03130673828194562,0,204800,4,0.00011166604235768318,358.03125,0,1,False,uniform_model_soup,True,1ce53b3c407ad4380e8ea2f366bacd430275832f1976f8373cccc0aeec9ff71e
resnet18,CIFAR100,1,clean,uniform_model_soup,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,6.379210390150547e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,greedy_model_soup,0.439,5.553384271883904,0.3920216748494969,0.3836898395721925,0.12171579269107388,0,51200,1,6.104097701609135e-05,358.03125,600,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,git_rebasin_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,6.458396092057228e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,c2m3_shared_feature_identity,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,6.17089681327343e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,task_arithmetic,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,0.00015258393250405788,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,ties,0.514,3.5329462882001907,0.4774960305405682,0.49064171122994654,0.04551872166166428,0,51200,1,7.433304563164711e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,dare,0.068,4.3448446052005565,0.033888843168132586,0.046632124352331605,0.49142636397270056,0,51200,1,6.104097701609135e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,regmean,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,6.120884791016579e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,cca_shared_feature_alignment,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,6.187497638165951e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,low_rank_task_subspace,0.514,3.7739140963385536,0.48725888135519535,0.49064171122994654,0.04551872166166428,0,51200,1,8.90830997377634e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,twistedmerge_hodge_lr,0.514,3.7739140963383204,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,51200,1,6.13329466432333e-05,358.03125,600,6,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,adaptive_router,0.456,3.73256312651617,0.4267569525283789,0.42780748663101603,0.10380676458819588,404,204800,4,6.141699850559235e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,clean,ensemble_reference,0.514,3.77391409633832,0.4872588813490727,0.49064171122994654,0.04551872166166428,0,204800,4,6.062490865588188e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,uniform_model_soup,0.198,4.04712390624922,0.1715077515164326,0.17647058823529413,0.025972447158120478,0,51200,1,6.312504410743713e-05,358.03125,0,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
resnet18,CIFAR100,1,gaussian_shift,greedy_model_soup,0.178,5.059866803204375,0.13197469314096213,0.14705882352941177,0.04623414755978756,0,51200,1,8.720811456441879e-05,358.03125,600,1,False,uniform_model_soup,True,7ed0efc9b08fd24e1cb155c2b39c87351ca0b95c76ba60da0c065246a78be98b
