architecture,dataset,collection,domain,method,accuracy,loss,ece,worst_task_accuracy,forgetting,trainable_parameters,stored_parameters,branch_count,latency_seconds,peak_memory_mb,selector_validation_samples,candidate_count,lift_activated,selected_ordinary_method,leakage_hash_passed,logits_sha256
deit_tiny,CIFAR10,0,clean,c2m3_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,task_arithmetic,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,ties,0.807,0.7754464614136289,0.22933278504956106,0.7914893617021277,0.03348327944212057,0,1920,1,9.666895493865013e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,dare,0.682,1.0683174492094474,0.21095815756661268,0.6395939086294417,0.1572282374881723,0,1920,1,9.291805326938629e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,regmean,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,1920,1,9.458977729082108e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,cca_shared_feature_alignment,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,1920,1,9.958865121006966e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,low_rank_task_subspace,0.804,0.9470859222319608,0.33363602870800524,0.7801418439716312,0.03704921977946263,0,1920,1,1.0458985343575478e-05,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,twistedmerge_hodge_lr,0.804,0.9470859222319608,0.33363602870800524,0.7801418439716312,0.03704921977946263,0,1920,1,9.37492586672306e-06,358.03125,600,6,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,adaptive_router,0.808,0.8705435514955764,0.2916304285701804,0.7943262411347518,0.03244894775806115,44,7680,4,9.417068213224411e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,clean,ensemble_reference,0.807,0.9400555199808026,0.3359218653939963,0.7914893617021277,0.03348327944212057,0,7680,4,9.875046089291573e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,uniform_model_soup,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,1920,1,9.499955922365189e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,greedy_model_soup,0.65,1.662334074025014,0.11031504847065479,0.5716312056737589,0.15769135076554672,0,1920,1,9.167008101940155e-06,358.03125,600,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,git_rebasin_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,1920,1,9.249895811080933e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,c2m3_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,task_arithmetic,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,1920,1,9.207986295223236e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,ties,0.761,0.855491141776766,0.19669225091626946,0.7304964539007093,0.0428159828040901,0,1920,1,9.250128641724586e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,dare,0.695,1.0987372018467172,0.242764775562721,0.6638297872340425,0.10764128204007681,0,1920,1,9.58307646214962e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,regmean,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,1920,1,1.00000761449337e-05,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,cca_shared_feature_alignment,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,low_rank_task_subspace,0.748,1.0142368667647925,0.28748136320169965,0.7106382978723405,0.05639983752099345,0,1920,1,9.334180504083633e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,twistedmerge_hodge_lr,0.748,1.0142368667647925,0.28748136320169965,0.7106382978723405,0.05639983752099345,0,1920,1,9.292038157582283e-06,358.03125,600,6,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,adaptive_router,0.76,0.9546526612751043,0.26430682096062197,0.7367668097281831,0.04377816968349471,44,7680,4,9.58307646214962e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,0,gaussian_shift,ensemble_reference,0.761,1.0074805907421436,0.30168456504944746,0.7304964539007093,0.0428159828040901,0,7680,4,9.415904060006142e-06,358.03125,0,1,False,low_rank_task_subspace,True,5ef6ae96dd679ce56481c0615afbb047a9ceab477cc783a7e96a4241ed6b2dc9
deit_tiny,CIFAR10,1,clean,uniform_model_soup,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,9.791925549507141e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,greedy_model_soup,0.689,1.904421006889947,0.08953479391913911,0.6201117318435754,0.15544338213732245,0,1920,1,9.875046089291573e-06,358.03125,600,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,git_rebasin_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,9.833835065364838e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,c2m3_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,task_arithmetic,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,9.709037840366364e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,ties,0.807,0.7754464614136289,0.22933278504956106,0.7954545454545454,0.03342374492902675,0,1920,1,1.0167015716433525e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,dare,0.712,0.9873483230780058,0.2147424748450275,0.6691919191919192,0.12737765955972025,0,1920,1,9.916955605149269e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,regmean,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,1.095794141292572e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,cca_shared_feature_alignment,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,1.0041985660791397e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,low_rank_task_subspace,0.799,0.9454979909405508,0.32775741586451457,0.7723463687150838,0.042281030649929385,0,1920,1,9.750016033649445e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,twistedmerge_hodge_lr,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,1920,1,9.833136573433876e-06,358.03125,600,6,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,adaptive_router,0.806,0.8681345867609227,0.28971815924484523,0.7941919191919192,0.03446194484728446,44,7680,4,1.0499963536858559e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,clean,ensemble_reference,0.807,0.9400555199808026,0.3359218653939963,0.7954545454545454,0.03342374492902675,0,7680,4,1.0333023965358734e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,uniform_model_soup,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,1.00000761449337e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,greedy_model_soup,0.67,1.6167603048541275,0.10082511081407977,0.5949720670391061,0.14159480783225417,0,1920,1,9.58307646214962e-06,358.03125,600,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,git_rebasin_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,9.582843631505966e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,c2m3_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,1.0417075827717781e-05,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,task_arithmetic,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,9.667128324508667e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,ties,0.761,0.855491141776766,0.19669225091626946,0.74875,0.046200925174338436,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,dare,0.698,1.044457388381826,0.21904134981352905,0.6805555555555556,0.10870810290312302,0,1920,1,9.333016350865364e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,regmean,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,9.416835382580757e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,cca_shared_feature_alignment,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,9.250128641724586e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,low_rank_task_subspace,0.77,1.0044821729440128,0.31078489368761997,0.7458100558659218,0.03803920506123659,0,1920,1,9.292038157582283e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,twistedmerge_hodge_lr,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,1920,1,1.054094173014164e-05,358.03125,600,6,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,adaptive_router,0.766,0.9528786006527846,0.2702416550639377,0.755,0.04135066128557183,44,7680,4,9.709037840366364e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,1,gaussian_shift,ensemble_reference,0.761,1.0074805907421436,0.30168456504944746,0.74875,0.046200925174338436,0,7680,4,9.20821912586689e-06,358.03125,0,1,False,uniform_model_soup,True,1655d4c53b954184f5da1ed97276fd0b2a2d6cbcc6e051efb797b52e9427e2c9
deit_tiny,CIFAR10,2,clean,uniform_model_soup,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,1.033395528793335e-05,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,greedy_model_soup,0.659,2.068767998397648,0.085784460375276,0.5749636098981077,0.1891447642022298,0,1920,1,9.375158697366714e-06,358.03125,600,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,git_rebasin_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,9.499955922365189e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,c2m3_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,1.4208955690264702e-05,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,task_arithmetic,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,9.37492586672306e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,ties,0.807,0.7754464614136289,0.22933278504956106,0.8009950248756219,0.036771860387419586,0,1920,1,9.542098268866539e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,dare,0.685,1.0168787254542817,0.1885718403365197,0.6419213973799127,0.1606104696165068,0,1920,1,9.207986295223236e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,regmean,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,9.249895811080933e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,cca_shared_feature_alignment,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,9.624985978007317e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,low_rank_task_subspace,0.795,0.947218280259789,0.32495250260557745,0.7729257641921398,0.049931611521623176,0,1920,1,9.416835382580757e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,twistedmerge_hodge_lr,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,1920,1,1.2791948392987251e-05,358.03125,600,6,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,adaptive_router,0.808,0.8703734152816652,0.2921018076342002,0.8009950248756219,0.035713175799861996,44,7680,4,9.95793379843235e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,clean,ensemble_reference,0.807,0.9400555199808026,0.3359218653939963,0.8009950248756219,0.036771860387419586,0,7680,4,9.584007784724236e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,uniform_model_soup,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,4.9708178266882896e-05,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,greedy_model_soup,0.64,1.8418618361818526,0.07647246025754366,0.5760111576011158,0.17314852715647433,0,1920,1,1.0249903425574303e-05,358.03125,600,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,git_rebasin_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,9.541865438222885e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,c2m3_shared_feature_identity,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,1.6791047528386116e-05,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,task_arithmetic,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,9.292038157582283e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,ties,0.761,0.855491141776766,0.19669225091626946,0.7300995024875622,0.04791584385407516,0,1920,1,9.709037840366364e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,dare,0.674,1.081022368882689,0.1910490588426846,0.6666666666666666,0.13600935092207062,0,1920,1,9.167008101940155e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,regmean,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,1.900014467537403e-05,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,cca_shared_feature_alignment,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,low_rank_task_subspace,0.759,1.0073238207806576,0.30182257524134454,0.7425373134328358,0.05091844716266619,0,1920,1,9.58307646214962e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,twistedmerge_hodge_lr,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,1920,1,9.334180504083633e-06,358.03125,600,6,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,adaptive_router,0.763,0.9543837755750243,0.2680831871233582,0.7325870646766169,0.045853575215175385,44,7680,4,9.541865438222885e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,2,gaussian_shift,ensemble_reference,0.761,1.0074805907421436,0.30168456504944746,0.7300995024875622,0.04791584385407516,0,7680,4,9.333016350865364e-06,358.03125,0,1,False,uniform_model_soup,True,03c3a16a10444142028f7b5e9471daca65711860354641cbcbe77789ca7a571c
deit_tiny,CIFAR10,3,clean,uniform_model_soup,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,1.0417075827717781e-05,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,greedy_model_soup,0.668,2.01275990059172,0.08388707344384341,0.5904628330995793,0.18145749071478298,0,1920,1,9.875046089291573e-06,358.03125,600,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,git_rebasin_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,9.458046406507492e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,c2m3_shared_feature_identity,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,9.207986295223236e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,task_arithmetic,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,9.292038157582283e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,ties,0.807,0.7754464614136289,0.22933278504956106,0.7938288920056101,0.03850556442957831,0,1920,1,9.416835382580757e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,dare,0.731,0.994463252155517,0.2505985426511329,0.7117572692793932,0.11483655902594367,0,1920,1,9.290874004364014e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,regmean,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,9.750016033649445e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,cca_shared_feature_alignment,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,9.416136890649796e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,low_rank_task_subspace,0.805,0.9481190125559241,0.33624388190734633,0.7755960729312763,0.04140178350686191,0,1920,1,9.249895811080933e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,twistedmerge_hodge_lr,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,1920,1,1.133396290242672e-05,358.03125,600,6,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,adaptive_router,0.802,0.8768399599253489,0.2885293398091919,0.7868162692847125,0.04361297018003729,44,7680,4,9.542098268866539e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,clean,ensemble_reference,0.807,0.9400555199808026,0.3359218653939963,0.7938288920056101,0.03850556442957831,0,7680,4,9.666895493865013e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,uniform_model_soup,0.761,1.0074805907421436,0.30168456504944746,0.7386363636363636,0.04734523828721232,0,1920,1,9.584007784724236e-06,358.03125,0,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
deit_tiny,CIFAR10,3,gaussian_shift,greedy_model_soup,0.643,1.7852743197175127,0.06365528288410795,0.5511363636363636,0.16899789530144604,0,1920,1,9.499955922365189e-06,358.03125,600,1,False,uniform_model_soup,True,ff514b3916f1513482706609f02853df3bf401469c994c4b134bd88fb7844c3b
