seed,epoch,learning_rate,train_loss,train_accuracy,validation_accuracy,validation_nll,validation_ece,validation_brier,validation_worst_class_accuracy,training_seconds,validation_seconds,peak_rss_mb
25104,1,0.0,4.859270796179771,0.1123046875,0.103515625,861.95751953125,0.8708598613739014,1.7624468803405762,0.0,9.824426415842026,4.904960833955556,1136.671875
