setting_id,group,seed,noise,context_budget,method,accuracy,loss,ece,residual_before,residual_after,residual_reduction,selected_rank,trainable_parameters,latency_ms,peak_memory_mb,leakage_hash_passed,logits_sha256
S3_s0_n0.2_b64,S3,0,0.2,64,generic_low_rank_residual_correction,0.16833333333333333,3.29251605277761,0.4274836360843215,1.298452599299377,2.230124890204447,-0.9316722909050701,2,462,0.0213750172406435,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,hodge_low_rank_generic_retransport,0.31666666666666665,1.853057401109307,0.13122214924580242,1.298452599299377,1.115062445102223,0.18339015419715388,5,30,0.022625084966421127,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,group_retransport_without_low_rank,0.8391666666666666,1.1679494204052203,0.4220012646614309,1.298452599299377,0.0,1.298452599299377,5,462,0.02208305522799492,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_twistedmerge_hodge_lr,0.8391666666666666,1.1679494204052203,0.42200126466143073,1.298452599299377,1.6716259220676108e-15,1.2984525992993752,5,30,0.02174987457692623,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_random_group_law,0.0,2.5098086044761083,0.4188458445931637,1.298452599299377,1.4657686733662425,-0.16731607406686555,5,30,0.021958956494927406,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_shuffled_generator_identities,0.19166666666666668,2.1789040693592687,0.227179177926497,1.298452599299377,1.4277773575760861,-0.1293247582767092,6,30,0.022124964743852615,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_wrong_multiplication_order,0.18333333333333332,2.18441160990911,0.23551251125983036,1.298452599299377,1.3023680141375347,-0.003915414838157716,5,30,0.02191704697906971,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_without_pooling,0.7225,1.2755975615849926,0.3629711122338425,1.298452599299377,0.3246131498248434,0.9738394494745335,5,30,0.022207852452993393,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_without_retransport,0.20833333333333334,2.1508062657271405,0.21051251125983034,1.298452599299377,1.298452599299377,0.0,6,30,0.02200016751885414,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.2_b64,S3,0,0.2,64,full_followed_by_distillation,0.15333333333333332,4.63542473540918,0.5855906419341985,1.298452599299377,3.2487517897568563,-1.9502991904574793,6,30,0.019666971638798714,124.453125,True,c3aeb3109806b94031f3e6ef430f33e02928e3d29001e4daaa1a610c7942dbe1
S3_s0_n0.5_b16,S3,0,0.5,16,context_blind_strict_synchronization,0.20833333333333334,2.1508062657271405,0.21051251125983034,1.2999765711140108,1.2999765711140108,0.0,0,462,0.024417182430624962,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,group_retransport_without_hodge,0.5775,1.5145362522292345,0.1748759744802601,1.2999765711140108,0.0,1.2999765711140108,5,30,0.02245907671749592,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,weighted_hodge_without_low_rank,0.33416666666666667,1.6452713878515735,0.033509251868144935,1.2999765711140108,0.6499882855570054,0.6499882855570054,5,30,0.02245907671749592,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,generic_low_rank_residual_correction,0.17166666666666666,2.179610989826968,0.2575746641308443,1.2999765711140108,1.3295412987715656,-0.0295647276575548,2,462,0.02141715958714485,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,hodge_low_rank_generic_retransport,0.3441666666666667,1.6561895910982019,0.02431015725342736,1.2999765711140108,0.6647706493857825,0.6352059217282283,5,30,0.021624844521284103,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,group_retransport_without_low_rank,0.5775,1.5145362522292345,0.1748759744802601,1.2999765711140108,0.0,1.2999765711140108,5,462,0.022165942937135696,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_twistedmerge_hodge_lr,0.5775,1.5145362522292345,0.17487597448026002,1.2999765711140108,1.0004423015393423e-15,1.2999765711140097,5,30,0.021750107407569885,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_random_group_law,0.0,2.5132275853048394,0.4188458445931637,1.2999765711140108,1.415527599215265,-0.11555102810125417,5,30,0.021791085600852966,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_shuffled_generator_identities,0.18,2.149135729443831,0.23884584459316366,1.2999765711140108,1.4257545515458243,-0.12577798043181354,6,30,0.02229190431535244,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_wrong_multiplication_order,0.18333333333333332,2.18441160990911,0.23551251125983036,1.2999765711140108,1.3293192457246668,-0.029342674610655983,5,30,0.021665822714567184,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_without_pooling,0.505,1.5353652324279945,0.1464660967102693,1.2999765711140108,0.324994142778502,0.9749824283355087,5,30,0.02291705459356308,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_without_retransport,0.20833333333333334,2.1508062657271405,0.21051251125983034,1.2999765711140108,1.2999765711140108,0.0,6,30,0.021709129214286804,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b16,S3,0,0.5,16,full_followed_by_distillation,0.16916666666666666,1.937688758367683,0.13380830815538042,1.2999765711140108,1.1351449341174726,0.16483163699653813,6,30,0.01933285966515541,124.453125,True,49968e443dd2d721830ea4339f59f90d0641e16d0f49d8d82651391a20cdb28f
S3_s0_n0.5_b64,S3,0,0.5,64,context_blind_strict_synchronization,0.20833333333333334,2.1508062657271405,0.21051251125983034,1.3024737579229293,1.3024737579229293,0.0,0,462,0.02583279274404049,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,group_retransport_without_hodge,0.6025,1.5439982917053472,0.2082093078135934,1.3024737579229293,0.0,1.3024737579229293,5,30,0.023167114704847336,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,weighted_hodge_without_low_rank,0.3408333333333333,1.6599255652280187,0.039122140727000945,1.3024737579229293,0.6512368789614645,0.6512368789614648,5,30,0.022124964743852615,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,generic_low_rank_residual_correction,0.15583333333333332,3.351531340342022,0.4471748016328986,1.3024737579229293,2.2436766683181433,-0.941202910395214,2,462,0.021792016923427582,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,hodge_low_rank_generic_retransport,0.25833333333333336,2.063263529392491,0.19334921193945784,1.3024737579229293,1.1218383341590714,0.18063542376385788,5,30,0.021374784409999847,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,group_retransport_without_low_rank,0.6025,1.5439982917053472,0.2082093078135934,1.3024737579229293,0.0,1.3024737579229293,5,462,0.023707980290055275,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_twistedmerge_hodge_lr,0.6025,1.5439982917053472,0.2082093078135933,1.3024737579229293,1.2513763774134778e-15,1.302473757922928,5,30,0.023250002413988113,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_random_group_law,0.0,2.5098086044761083,0.4188458445931637,1.3024737579229293,1.4156754631514725,-0.11320170522854323,5,30,0.023417174816131592,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_shuffled_generator_identities,0.18083333333333335,2.1653791375160822,0.23801251125983033,1.3024737579229293,1.4331333130908048,-0.13065955516787553,6,30,0.02237502485513687,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_wrong_multiplication_order,0.18333333333333332,2.18441160990911,0.23551251125983036,1.3024737579229293,1.3214862551774822,-0.019012497254552896,5,30,0.023083994165062904,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_without_pooling,0.5225,1.5572930222261585,0.16963184268226414,1.3024737579229293,0.3256184394807315,0.9768553184421978,5,30,0.02395804040133953,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_without_retransport,0.20833333333333334,2.1508062657271405,0.21051251125983034,1.3024737579229293,1.302473757922929,2.220446049250313e-16,6,30,0.022625084966421127,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s0_n0.5_b64,S3,0,0.5,64,full_followed_by_distillation,0.15333333333333332,4.63542473540918,0.5855906419341985,1.3024737579229293,3.2407051497210033,-1.938231391798074,6,30,0.02133403904736042,124.453125,True,4d7b5acefea397d0d5a34c75a5f58b67b06ab14bee44ede6acae7b5cc4572ed3
S3_s1_n0.2_b16,S3,1,0.2,16,context_blind_strict_synchronization,0.21083333333333334,2.0984486833594427,0.2042201213022513,1.2930609588060975,1.2930609588060975,0.0,0,462,0.023999949917197227,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,group_retransport_without_hodge,0.825,1.2111053323488918,0.41332671986585606,1.2930609588060975,0.0,1.2930609588060975,5,30,0.022500054910779,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,weighted_hodge_without_low_rank,0.445,1.4687584209009816,0.1330400851670228,1.2930609588060975,0.6465304794030488,0.6465304794030488,5,30,0.020292121917009354,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,generic_low_rank_residual_correction,0.18833333333333332,2.118962366658744,0.23085894758176845,1.2930609588060975,1.2911582838316888,0.001902674974408658,2,462,0.02108304761350155,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,hodge_low_rank_generic_retransport,0.44333333333333336,1.4794069778150543,0.11565667562845625,1.2930609588060975,0.6455791419158446,0.6474818168902529,5,30,0.02087489701807499,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,group_retransport_without_low_rank,0.825,1.2111053323488918,0.41332671986585606,1.2930609588060975,0.0,1.2930609588060975,5,462,0.021999934688210487,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_twistedmerge_hodge_lr,0.825,1.2111053323488918,0.4133267198658562,1.2930609588060975,1.0577443571683523e-15,1.2930609588060964,5,30,0.02195802517235279,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_random_group_law,0.14333333333333334,2.1842525291296826,0.2717201213022513,1.2930609588060975,1.2969763758391657,-0.0039154170330681914,5,30,0.022042077034711838,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_shuffled_generator_identities,0.1775,2.16804925733652,0.2375534546355847,1.2930609588060975,1.433205837173799,-0.1401448783677015,6,30,0.02204091288149357,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_wrong_multiplication_order,0.16333333333333333,2.1740531765352507,0.2517201213022513,1.2930609588060975,1.2899200608935797,0.003140897912517815,5,30,0.02200016751885414,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_without_pooling,0.7225,1.2963121383642637,0.3640127587615188,1.2930609588060975,0.3232652397015249,0.9697957191045726,5,30,0.02237502485513687,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_without_retransport,0.21083333333333334,2.0984486833594427,0.2042201213022513,1.2930609588060975,1.2930609588060975,0.0,6,30,0.02141715958714485,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b16,S3,1,0.2,16,full_followed_by_distillation,0.17333333333333334,1.923006796352379,0.11487529717729875,1.2930609588060975,1.0867118682885666,0.20634909051753092,6,30,0.020209001377224922,124.46875,True,071cb2dcb56a9c41c9ea5ea5924bc37e2abda6563e48b55b4ca0234e8b93de04
S3_s1_n0.2_b64,S3,1,0.2,64,context_blind_strict_synchronization,0.21083333333333334,2.0984486833594427,0.2042201213022513,1.2846682027709078,1.2846682027709078,0.0,0,462,0.022541964426636696,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,group_retransport_without_hodge,0.8191666666666667,1.1820561316250495,0.4074933865325227,1.2846682027709078,0.0,1.2846682027709078,5,30,0.02295803278684616,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,weighted_hodge_without_low_rank,0.445,1.4543327716891448,0.137528394499771,1.2846682027709078,0.6423341013854539,0.6423341013854539,5,30,0.020707957446575165,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,generic_low_rank_residual_correction,0.185,2.861640489628373,0.40542455388319476,1.2846682027709078,1.8997842747982225,-0.6151160720273148,2,462,0.01895800232887268,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,hodge_low_rank_generic_retransport,0.3358333333333333,1.694884982217502,0.09983545967500247,1.2846682027709078,0.949892137399111,0.3347760653717967,5,30,0.020167091861367226,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,group_retransport_without_low_rank,0.8191666666666667,1.1820561316250495,0.4074933865325227,1.2846682027709078,0.0,1.2846682027709078,5,462,0.022875145077705383,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_twistedmerge_hodge_lr,0.8191666666666667,1.1820561316250495,0.4074933865325227,1.2846682027709078,8.725074097575756e-16,1.2846682027709069,5,30,0.02304092049598694,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_random_group_law,0.0,2.414032263372772,0.41505345463558463,1.2846682027709078,1.381955738731427,-0.0972875359605192,5,30,0.02391589805483818,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_shuffled_generator_identities,0.16166666666666665,2.1965649906040325,0.25338678796891806,1.2846682027709078,1.4388365236687795,-0.1541683208978717,6,30,0.023999949917197227,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_wrong_multiplication_order,0.16333333333333333,2.1740531765352507,0.2517201213022513,1.2846682027709078,1.311346215498898,-0.026678012727990197,5,30,0.02237502485513687,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_without_pooling,0.7166666666666667,1.2747861675949976,0.3589982781530479,1.2846682027709078,0.32116705069272655,0.9635011520781812,5,30,0.022875145077705383,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_without_retransport,0.21083333333333334,2.0984486833594427,0.2042201213022513,1.2846682027709078,1.2846682027709078,0.0,6,30,0.022500054910779,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.2_b64,S3,1,0.2,64,full_followed_by_distillation,0.175,4.64029814830285,0.5726724347558458,1.2846682027709078,3.31447635859516,-2.0298081558242522,6,30,0.02166605554521084,124.46875,True,953011592918b019ae0dcfd1f344a6ebe52b9085c4f4bf21b802f96d135370dd
S3_s1_n0.5_b16,S3,1,0.5,16,context_blind_strict_synchronization,0.21083333333333334,2.0984486833594427,0.2042201213022513,1.280068458207909,1.280068458207909,0.0,0,462,0.024167122319340706,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,group_retransport_without_hodge,0.5883333333333334,1.5201295163153001,0.21379531998965529,1.280068458207909,0.0,1.280068458207909,5,30,0.02308306284248829,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,weighted_hodge_without_low_rank,0.3625,1.6258540686572769,0.0651846860779637,1.280068458207909,0.6400342291039545,0.6400342291039545,5,30,0.02091703936457634,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,generic_low_rank_residual_correction,0.19,2.12119832718535,0.23009515677466819,1.280068458207909,1.2774760900884226,0.002592368119486377,2,462,0.021499814465641975,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,hodge_low_rank_generic_retransport,0.36,1.6384485864504872,0.04453158895085066,1.280068458207909,0.6387380450442115,0.6413304131636974,5,30,0.021916115656495094,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,group_retransport_without_low_rank,0.5883333333333334,1.5201295163153001,0.21379531998965529,1.280068458207909,0.0,1.280068458207909,5,462,0.022750115022063255,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_twistedmerge_hodge_lr,0.5883333333333334,1.5201295163153001,0.21379531998965529,1.280068458207909,5.601404026168995e-16,1.2800684582079083,5,30,0.022584106773138046,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_random_group_law,0.14333333333333334,2.1842525291296826,0.2717201213022513,1.280068458207909,1.318273759450896,-0.038205301242987044,5,30,0.023292144760489464,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_shuffled_generator_identities,0.15666666666666668,2.2040498522071186,0.258386787968918,1.280068458207909,1.4274795819433321,-0.1474111237354232,6,30,0.02337503246963024,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_wrong_multiplication_order,0.16333333333333333,2.1740531765352507,0.2517201213022513,1.280068458207909,1.3068816257914226,-0.02681316758351371,5,30,0.0227498821914196,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_without_pooling,0.5191666666666667,1.5296677168320492,0.17410102922492193,1.280068458207909,0.3200171145519773,0.9600513436559317,5,30,0.02295803278684616,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_without_retransport,0.21083333333333334,2.0984486833594427,0.2042201213022513,1.280068458207909,1.280068458207909,0.0,6,30,0.022041844204068184,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
S3_s1_n0.5_b16,S3,1,0.5,16,full_followed_by_distillation,0.17333333333333334,1.923006796352379,0.11487529717729875,1.280068458207909,1.0767092637679112,0.20335919443999773,6,30,0.021333107724785805,124.46875,True,2e65e77aedf0f73b49322ac8ae6f4814007ea4447afbf259daef404b2d54d3a0
