group,noise,context_budget,best_generic,mean_delta,ci_low,ci_high,positive_interval
S3,0.2,16,generic_mixture_of_experts,0.20475,0.15258333333333335,0.25625,True
S3,0.2,64,generic_mixture_of_experts,0.07041666666666667,0.04775000000000003,0.09833541666666668,True
S3,0.5,16,generic_mixture_of_experts,0.24425000000000002,0.20058125000000002,0.29058541666666665,True
S3,0.5,64,generic_mixture_of_experts,0.15850000000000003,0.12058125000000001,0.2042520833333334,True
D4,0.2,16,generic_mixture_of_experts,0.2724166666666667,0.22699791666666672,0.32716666666666666,True
D4,0.2,64,generic_mixture_of_experts,0.12591666666666668,0.09033333333333335,0.16408541666666665,True
D4,0.5,16,generic_mixture_of_experts,0.26666666666666666,0.20924583333333333,0.31966666666666665,True
D4,0.5,64,generic_mixture_of_experts,0.21191666666666667,0.1744166666666667,0.25233541666666676,True
