group,noise,context_budget,method,accuracy,ece,residual_reduction,selected_rank,trainable_parameters,latency_ms
D4,0.2,16,context_blind_strict_synchronization,0.18141666666666667,0.18209581741902267,0.0,0.0,648.0,0.01006235834211111
D4,0.2,16,full_followed_by_distillation,0.12308333333333335,0.12501491883834914,0.1710588361355248,8.0,56.0,0.00847899354994297
D4,0.2,16,full_random_group_law,0.13175,0.25509899219243454,-0.02010318203027226,7.0,56.0,0.008562463335692883
D4,0.2,16,full_shuffled_generator_identities,0.13083333333333333,0.23057176185905437,-0.12909344703917883,8.0,56.0,0.008499948307871819
D4,0.2,16,full_twistedmerge_hodge_lr,0.8210833333333334,0.46047856997582864,1.2930858947069357,7.0,56.0,0.008542090654373169
D4,0.2,16,full_without_pooling,0.7101666666666666,0.4073683791160442,0.9698144210302025,7.0,56.0,0.008603907190263271
D4,0.2,16,full_without_retransport,0.18141666666666667,0.18209581741902267,0.0,8.0,56.0,0.008416478522121906
D4,0.2,16,full_wrong_multiplication_order,0.131,0.23064276850103332,-0.026073536495174653,7.0,56.0,0.008521019481122494
D4,0.2,16,generic_low_rank_residual_correction,0.16091666666666665,0.2006054625580246,-0.006164688249078653,2.0,648.0,0.008479575626552105
D4,0.2,16,group_retransport_without_hodge,0.8210833333333334,0.46047856997582864,1.2930858947069368,7.0,56.0,0.008500530384480953
D4,0.2,16,group_retransport_without_low_rank,0.8210833333333334,0.46047856997582864,1.2930858947069368,7.0,648.0,0.00831263605505228
D4,0.2,16,hodge_low_rank_generic_retransport,0.40858333333333335,0.13803446117198004,0.6434606032289291,7.0,56.0,0.008520670235157013
D4,0.2,16,weighted_hodge_without_low_rank,0.41100000000000003,0.15718440638254952,0.6465429473534684,7.0,56.0,0.008583534508943558
D4,0.2,64,context_blind_strict_synchronization,0.18141666666666667,0.18209581741902267,0.0,0.0,648.0,0.01004151999950409
D4,0.2,64,full_followed_by_distillation,0.12225000000000001,0.5810931348530421,-1.9908637877595747,8.0,56.0,0.008395523764193058
D4,0.2,64,full_random_group_law,0.08741666666666667,0.2750629322755877,-0.052208713396187115,7.0,56.0,0.008458155207335949
D4,0.2,64,full_shuffled_generator_identities,0.12250000000000001,0.2394191673506681,-0.12987059324980052,8.0,56.0,0.008499948307871819
D4,0.2,64,full_twistedmerge_hodge_lr,0.826,0.46555783512923626,1.2917339584192895,7.0,56.0,0.0087289372459054
D4,0.2,64,full_without_pooling,0.7169166666666666,0.4136906916311688,0.9688004688144677,7.0,56.0,0.008833478204905987
D4,0.2,64,full_without_retransport,0.18141666666666667,0.18209581741902267,6.661338147750939e-17,8.0,56.0,0.008396105840802193
D4,0.2,64,full_wrong_multiplication_order,0.131,0.23064276850103332,-0.031098646166881138,7.0,56.0,0.008541508577764034
D4,0.2,64,generic_low_rank_residual_correction,0.1375,0.34086342322611296,-0.48769087851870374,2.0,648.0,0.008666422218084335
D4,0.2,64,group_retransport_without_hodge,0.826,0.46555783512923626,1.2917339584192904,7.0,56.0,0.00845850445330143
D4,0.2,64,group_retransport_without_low_rank,0.826,0.46555783512923626,1.2917339584192904,7.0,648.0,0.008208560757339
D4,0.2,64,hodge_low_rank_generic_retransport,0.3135833333333333,0.05186501109773385,0.4020215399502933,7.0,56.0,0.008499948307871819
D4,0.2,64,weighted_hodge_without_low_rank,0.41325,0.15872382257516326,0.6458669792096452,7.0,56.0,0.008770497515797615
D4,0.5,16,context_blind_strict_synchronization,0.18141666666666667,0.18209581741902267,0.0,0.0,648.0,0.009895535185933113
D4,0.5,16,full_followed_by_distillation,0.12308333333333335,0.12501491883834914,0.18137360851765427,8.0,56.0,0.00849948264658451
D4,0.5,16,full_random_group_law,0.13175,0.25509899219243454,-0.016357804658683372,7.0,56.0,0.008500064723193645
D4,0.5,16,full_shuffled_generator_identities,0.128,0.23380943516769995,-0.11670263123260367,8.0,56.0,0.008750008419156075
D4,0.5,16,full_twistedmerge_hodge_lr,0.5640833333333333,0.21630555872641785,1.3030685143377723,7.0,56.0,0.00889599323272705
D4,0.5,16,full_without_pooling,0.4990833333333334,0.19988932183942953,0.9773013857533301,7.0,56.0,0.008604489266872406
D4,0.5,16,full_without_retransport,0.18141666666666667,0.18209581741902267,0.0,8.0,56.0,0.00837456900626421
D4,0.5,16,full_wrong_multiplication_order,0.131,0.23064276850103332,-0.017975353982486997,7.0,56.0,0.008625094778835773
D4,0.5,16,generic_low_rank_residual_correction,0.161,0.2004395693162208,-0.003956896962365297,2.0,648.0,0.008770613931119442
D4,0.5,16,group_retransport_without_hodge,0.5640833333333333,0.2163055587264179,1.3030685143377734,7.0,56.0,0.00849948264658451
D4,0.5,16,group_retransport_without_low_rank,0.5640833333333333,0.2163055587264179,1.3030685143377734,7.0,648.0,0.00818807166069746
D4,0.5,16,hodge_low_rank_generic_retransport,0.31575000000000003,0.04876841528760606,0.6495558086877041,7.0,56.0,0.00866700429469347
D4,0.5,16,weighted_hodge_without_low_rank,0.31425000000000003,0.06372939087031644,0.6515342571688867,7.0,56.0,0.00904151238501072
D4,0.5,64,context_blind_strict_synchronization,0.18141666666666667,0.18209581741902267,0.0,0.0,648.0,0.010291463695466518
D4,0.5,64,full_followed_by_distillation,0.12225000000000001,0.5810931348530421,-1.9791424978386605,8.0,56.0,0.008395640179514885
D4,0.5,64,full_random_group_law,0.08741666666666667,0.2750629322755877,-0.04525903284259338,7.0,56.0,0.008833594620227814
D4,0.5,64,full_shuffled_generator_identities,0.12841666666666668,0.23364104211346964,-0.12114631862945265,8.0,56.0,0.008729053661227226
D4,0.5,64,full_twistedmerge_hodge_lr,0.5691666666666666,0.22199708491916822,1.297836654911541,7.0,56.0,0.008916482329368591
D4,0.5,64,full_without_pooling,0.4999166666666667,0.20038191666287436,0.9733774911836566,7.0,56.0,0.008812523446977139
D4,0.5,64,full_without_retransport,0.18141666666666667,0.18209581741902267,2.2204460492503132e-17,8.0,56.0,0.008853967301547527
D4,0.5,64,full_wrong_multiplication_order,0.131,0.23064276850103332,-0.018515900268342954,7.0,56.0,0.008791452273726463
D4,0.5,64,generic_low_rank_residual_correction,0.13633333333333333,0.34368787637245835,-0.4920953665197185,2.0,648.0,0.00856257975101471
D4,0.5,64,group_retransport_without_hodge,0.5691666666666666,0.22199708491916822,1.297836654911542,7.0,56.0,0.00866700429469347
D4,0.5,64,group_retransport_without_low_rank,0.5691666666666666,0.22199708491916822,1.297836654911542,7.0,648.0,0.008541508577764034
D4,0.5,64,hodge_low_rank_generic_retransport,0.24783333333333335,0.0934908443008562,0.4028706441959118,7.0,56.0,0.008708564564585686
D4,0.5,64,weighted_hodge_without_low_rank,0.3185,0.06713122355278213,0.648918327455771,7.0,56.0,0.00906200148165226
S3,0.2,16,context_blind_strict_synchronization,0.21083333333333334,0.21300280107705713,0.0,0.0,462.0,0.024124979972839355
S3,0.2,16,full_followed_by_distillation,0.17116666666666666,0.13825123732617497,0.15273030230891277,6.0,30.0,0.021707965061068535
S3,0.2,16,full_random_group_law,0.1295,0.31716777826635795,-0.055782041602550715,5.0,30.0,0.023104017600417137
S3,0.2,16,full_shuffled_generator_identities,0.16558333333333333,0.2581235549106252,-0.1506878180426095,6.0,30.0,0.02266641240566969
S3,0.2,16,full_twistedmerge_hodge_lr,0.83125,0.4090489815190401,1.2862861704781885,5.0,30.0,0.021936953999102116
S3,0.2,16,full_without_pooling,0.7265833333333334,0.3619476842188712,0.9647146278586419,5.0,30.0,0.022395513951778412
S3,0.2,16,full_without_retransport,0.21083333333333334,0.21300280107705713,0.0,6.0,30.0,0.022833584807813168
S3,0.2,16,full_wrong_multiplication_order,0.16699999999999998,0.2568542542167702,-0.03359125260262963,5.0,30.0,0.022875028662383556
S3,0.2,16,generic_low_rank_residual_correction,0.19141666666666665,0.2394301168184371,-0.020613499271922974,2.0,462.0,0.022832886315882206
S3,0.2,16,group_retransport_without_hodge,0.83125,0.4090489815190401,1.2862861704781892,5.0,30.0,0.023000058718025684
S3,0.2,16,group_retransport_without_low_rank,0.83125,0.4090489815190401,1.2862861704781892,5.0,462.0,0.0219584908336401
S3,0.2,16,hodge_low_rank_generic_retransport,0.44275000000000003,0.10639362192959043,0.6328363356031331,5.0,30.0,0.022020423784852028
S3,0.2,16,weighted_hodge_without_low_rank,0.4543333333333333,0.13930202398766928,0.6431430852390946,5.0,30.0,0.02116651739925146
S3,0.2,64,context_blind_strict_synchronization,0.21083333333333334,0.21300280107705713,0.0,0.0,462.0,0.024437555111944675
S3,0.2,64,full_followed_by_distillation,0.16383333333333333,0.5824885457208617,-2.0986653831685977,6.0,30.0,0.022333464585244656
S3,0.2,64,full_random_group_law,0.16283333333333333,0.2894082466207407,-0.035551024150579535,5.0,30.0,0.022812397219240665
S3,0.2,64,full_shuffled_generator_identities,0.16525,0.2585872883564739,-0.14871915898513044,6.0,30.0,0.023229513317346573
