group,noise,method,accuracy,nll,brier,ece,classwise_ece
D4,0.2,generic_mixture_of_experts_temperature,0.7148749999999999,1.5791608911900776,0.7084960770926836,0.4564539733581471,0.08303517988921999
D4,0.2,generic_mixture_of_experts_uncalibrated,0.7148749999999999,1.9525563887240722,0.8411216191037528,0.5672461842827528,0.01069223584185395
D4,0.2,learned_unconstrained_matrix_context_action_temperature,0.38575,1.8645178461692793,0.8038113993089547,0.13223409408450576,0.0310677090806215
D4,0.2,learned_unconstrained_matrix_context_action_uncalibrated,0.38575,1.891562252655799,0.7989486088596691,0.09877395630215821,0.03332541077287556
D4,0.2,twistedmerge_hodge_lr_temperature,0.828,1.190070528959818,0.4723533642099055,0.28374703690816794,0.05287076613489237
D4,0.2,twistedmerge_hodge_lr_uncalibrated,0.828,1.3500891730743263,0.6028587895669226,0.4685571401818508,0.08601304572740438
D4,0.2,twistedmerge_hodge_lr_vector,0.7625,1.2137850467416451,0.4803376536121121,0.2146506940189349,0.0511752733414423
D4,0.5,generic_mixture_of_experts_temperature,0.3675,1.9330492879117684,0.828207693290112,0.16301177775258316,0.024548960744774237
D4,0.5,generic_mixture_of_experts_uncalibrated,0.3675,2.035399715573314,0.8634278644905493,0.2273960374489703,0.008531595750528653
D4,0.5,learned_unconstrained_matrix_context_action_temperature,0.20787499999999998,2.052340168767085,0.8674986851201231,0.043600122029036154,0.015080498900733347
D4,0.5,learned_unconstrained_matrix_context_action_uncalibrated,0.20787499999999998,2.360792014720402,0.935063768958293,0.17470308748498597,0.06351657422838572
D4,0.5,twistedmerge_hodge_lr_temperature,0.5650000000000001,1.7741819766911646,0.7526104942586758,0.23767272194630756,0.04576603297398897
D4,0.5,twistedmerge_hodge_lr_uncalibrated,0.5650000000000001,1.775369579957178,0.7475796533099911,0.22286594669371831,0.04435425788340086
D4,0.5,twistedmerge_hodge_lr_vector,0.48150000000000004,1.7937390735450136,0.7593191542013058,0.151216397077857,0.04604513644689861
D4,1.0,generic_mixture_of_experts_temperature,0.125125,2.079601337327733,0.8750418320086322,0.007599621275430059,0.00784899305845849
D4,1.0,generic_mixture_of_experts_uncalibrated,0.125125,2.0810676308672544,0.8754096845725063,0.010580101439454469,0.008053517948365969
D4,1.0,learned_unconstrained_matrix_context_action_temperature,0.127125,2.1097943321875663,0.8827595704587481,0.049456947914414864,0.019604547075345907
D4,1.0,learned_unconstrained_matrix_context_action_uncalibrated,0.127125,2.7544174972696758,1.0366364265566026,0.2909841618116487,0.09728021168878828
D4,1.0,twistedmerge_hodge_lr_temperature,0.124125,2.095221313540118,0.8789182869637777,0.039788238449048954,0.015068557949792921
D4,1.0,twistedmerge_hodge_lr_uncalibrated,0.124125,2.4788498239201755,0.9793120217219589,0.23613133361593291,0.08289537034266505
D4,1.0,twistedmerge_hodge_lr_vector,0.1355,2.093731202551076,0.878426686202413,0.02726583417372693,0.016295957380393345
S3,0.2,generic_mixture_of_experts_temperature,0.76775,1.2702427600382635,0.6107584333237024,0.40933405955708535,0.10186394261613367
S3,0.2,generic_mixture_of_experts_uncalibrated,0.76775,1.6478703690050671,0.7821780130992984,0.5665885606176148,0.08521914598249744
S3,0.2,learned_unconstrained_matrix_context_action_temperature,0.5075000000000001,1.46908752474762,0.6971447967070052,0.14901918523589514,0.051812322837890126
S3,0.2,learned_unconstrained_matrix_context_action_uncalibrated,0.5075000000000001,1.4769588465258727,0.698162085344238,0.1366441437365566,0.05080408018747747
S3,0.2,twistedmerge_hodge_lr_temperature,0.8355,1.0427544366199324,0.450179555187426,0.27145949997112573,0.06809196626361244
S3,0.2,twistedmerge_hodge_lr_uncalibrated,0.8355,1.1713039525663451,0.5575183601869977,0.42524024678190486,0.09888493853266553
S3,0.2,twistedmerge_hodge_lr_vector,0.781875,1.0551478794387676,0.4544137080003335,0.2147850730960033,0.06655875601638117
S3,0.5,generic_mixture_of_experts_temperature,0.441625,1.6329292471861572,0.7662615005273717,0.16463696586148266,0.04875549555155252
S3,0.5,generic_mixture_of_experts_uncalibrated,0.441625,1.7395825797145907,0.8150997483240733,0.2528344962268735,0.024084434881061257
S3,0.5,learned_unconstrained_matrix_context_action_temperature,0.277875,1.7542483320934597,0.8196472370301068,0.059205710727330184,0.022298872380583236
S3,0.5,learned_unconstrained_matrix_context_action_uncalibrated,0.277875,1.9316316017175683,0.8641201098144258,0.13735599234886947,0.06587181162042124
S3,0.5,twistedmerge_hodge_lr_temperature,0.58575,1.5336911565491633,0.7104192576629413,0.22093174413546732,0.05651189383352269
S3,0.5,twistedmerge_hodge_lr_uncalibrated,0.58575,1.5323988159918616,0.7001855098294454,0.18965237081802927,0.059311998061908455
S3,0.5,twistedmerge_hodge_lr_vector,0.515125,1.5501266371279996,0.7156966025654186,0.1442011281657803,0.060438686372566816
S3,1.0,generic_mixture_of_experts_temperature,0.159,1.7926484436912329,0.8336290710755432,0.013105936668205836,0.011272824444502125
S3,1.0,generic_mixture_of_experts_uncalibrated,0.159,1.7952898484474982,0.8345147495486854,0.019884333197273445,0.011730874490074249
S3,1.0,learned_unconstrained_matrix_context_action_temperature,0.162625,1.8128068120640368,0.8403773954697231,0.0498109752012084,0.020792904952206558
S3,1.0,learned_unconstrained_matrix_context_action_uncalibrated,0.162625,2.216516012288684,0.9589664161337785,0.2481237431805221,0.10450371176507518
S3,1.0,twistedmerge_hodge_lr_temperature,0.16287500000000002,1.8055608089290054,0.8380961111598701,0.04776276808742359,0.01792997354614246
S3,1.0,twistedmerge_hodge_lr_uncalibrated,0.16287500000000002,2.1463709617792484,0.9503218029353026,0.24851108417492007,0.10625874938028101
S3,1.0,twistedmerge_hodge_lr_vector,0.16799999999999998,1.8038684091926682,0.8371825622283489,0.03271775281403176,0.02181231632546195
