setting_id,seed,n_models,width,sync_disagreement,diagnostic_threshold,train_size,validation_size,test_size,training_seconds,candidate_count,failed_candidates,split_sha256
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,0.14583333333333334,0.0,1600,400,1000,0.4466616250574589,19,0,8ba95f44567ef05f2b58b0c9f9686e942993632e052b6dd3c1b8a15fb759d327
post_iclr_v2_mnist_mlp_N4_W32_S9100,9100,4,32,0.291015625,0.0,1600,400,1000,0.5062588339205831,20,0,8ba95f44567ef05f2b58b0c9f9686e942993632e052b6dd3c1b8a15fb759d327
post_iclr_v2_mnist_mlp_N3_W32_S9101,9101,3,32,0.2048611111111111,0.0,1600,400,1000,0.3844793748576194,19,0,d320aa169c3e5d7232bb7837c915f2e4659217be18f641106336c28e218f3b6a
post_iclr_v2_mnist_mlp_N4_W32_S9101,9101,4,32,0.25,0.0,1600,400,1000,0.48993899999186397,20,0,d320aa169c3e5d7232bb7837c915f2e4659217be18f641106336c28e218f3b6a
