dimension_m,dimension_n,rank,adapter_count,precision,method,peak_rss_bytes,baseline_rss_bytes,incremental_peak_rss_bytes,accelerator_peak_bytes,temporary_allocation_bytes_analytical,dense_effective_update_allocations,dense_effective_update_bytes,stored_result_bytes,bytes_read,bytes_written
2048,2048,16,4,float32,naive_factor_average,289259520,288227328,1032192,not_available_cpu_benchmark,524288,0,0,262144,0,0
2048,2048,16,4,float32,pairwise_reference_alignment,291848192,288112640,3735552,not_available_cpu_benchmark,1064960,0,0,262144,0,0
2048,2048,16,8,float32,canonical_factor_space,269123584,265502720,3620864,not_available_cpu_benchmark,2146304,0,0,262144,0,0
2048,2048,16,8,float32,cycle_aware_alignment,276365312,271597568,4767744,not_available_cpu_benchmark,2162688,0,0,262144,0,0
2048,2048,16,8,float32,dense_deterministic_truncated_svd,310886400,289177600,21708800,not_available_cpu_benchmark,17563648,1,16777216,262144,0,0
2048,2048,16,8,float32,dense_randomized_svd,288456704,266338304,22118400,not_available_cpu_benchmark,17563648,1,16777216,262144,0,0
2048,2048,16,8,float32,global_synchronization,274219008,266551296,7667712,not_available_cpu_benchmark,2162688,0,0,262144,0,0
2048,2048,16,8,float32,naive_factor_average,268419072,267239424,1179648,not_available_cpu_benchmark,524288,0,0,262144,0,0
2048,2048,16,8,float32,pairwise_reference_alignment,277069824,268730368,8339456,not_available_cpu_benchmark,2162688,0,0,262144,0,0
2048,2048,16,16,float32,canonical_factor_space,275496960,267878400,7618560,not_available_cpu_benchmark,4292608,0,0,262144,0,0
2048,2048,16,16,float32,cycle_aware_alignment,323567616,291340288,32227328,not_available_cpu_benchmark,4456448,0,0,262144,0,0
2048,2048,16,16,float32,dense_deterministic_truncated_svd,284950528,259784704,25165824,not_available_cpu_benchmark,17563648,1,16777216,262144,0,0
2048,2048,16,16,float32,dense_randomized_svd,271302656,236388352,34914304,not_available_cpu_benchmark,17563648,1,16777216,262144,0,0
2048,2048,16,16,float32,global_synchronization,308068352,272318464,35749888,not_available_cpu_benchmark,4456448,0,0,262144,0,0
2048,2048,16,16,float32,naive_factor_average,274759680,272515072,2244608,not_available_cpu_benchmark,524288,0,0,262144,0,0
2048,2048,16,16,float32,pairwise_reference_alignment,288620544,278151168,10469376,not_available_cpu_benchmark,4456448,0,0,262144,0,0
2048,2048,32,4,float32,canonical_factor_space,288768000,285687808,3080192,not_available_cpu_benchmark,2195456,0,0,524288,0,0
2048,2048,32,4,float32,cycle_aware_alignment,274595840,268075008,6520832,not_available_cpu_benchmark,2162688,0,0,524288,0,0
2048,2048,32,4,float32,dense_deterministic_truncated_svd,294207488,274825216,19382272,not_available_cpu_benchmark,18087936,1,16777216,524288,0,0
2048,2048,32,4,float32,dense_randomized_svd,309395456,289587200,19808256,not_available_cpu_benchmark,18087936,1,16777216,524288,0,0
2048,2048,32,4,float32,global_synchronization,296075264,289636352,6438912,not_available_cpu_benchmark,2162688,0,0,524288,0,0
2048,2048,32,4,float32,naive_factor_average,290881536,289570816,1310720,not_available_cpu_benchmark,1048576,0,0,524288,0,0
2048,2048,32,4,float32,pairwise_reference_alignment,273711104,268042240,5668864,not_available_cpu_benchmark,2162688,0,0,524288,0,0
2048,2048,32,8,float32,canonical_factor_space,278626304,270958592,7667712,not_available_cpu_benchmark,4390912,0,0,524288,0,0
2048,2048,32,8,float32,cycle_aware_alignment,288768000,268926976,19841024,not_available_cpu_benchmark,4456448,0,0,524288,0,0
2048,2048,32,8,float32,dense_deterministic_truncated_svd,295469056,269352960,26116096,not_available_cpu_benchmark,18087936,1,16777216,524288,0,0
2048,2048,32,8,float32,dense_randomized_svd,313065472,288538624,24526848,not_available_cpu_benchmark,18087936,1,16777216,524288,0,0
2048,2048,32,8,float32,global_synchronization,290455552,270860288,19595264,not_available_cpu_benchmark,4456448,0,0,524288,0,0
2048,2048,32,8,float32,naive_factor_average,272318464,269991936,2326528,not_available_cpu_benchmark,1048576,0,0,524288,0,0
2048,2048,32,8,float32,pairwise_reference_alignment,267845632,257966080,9879552,not_available_cpu_benchmark,4456448,0,0,524288,0,0
2048,2048,32,16,float32,canonical_factor_space,288014336,272941056,15073280,not_available_cpu_benchmark,8781824,0,0,524288,0,0
2048,2048,32,16,float32,cycle_aware_alignment,403734528,296075264,107659264,not_available_cpu_benchmark,9437184,0,0,524288,0,0
2048,2048,32,16,float32,dense_deterministic_truncated_svd,321110016,296140800,24969216,not_available_cpu_benchmark,18087936,1,16777216,524288,0,0
2048,2048,32,16,float32,dense_randomized_svd,306790400,274808832,31981568,not_available_cpu_benchmark,18087936,1,16777216,524288,0,0
2048,2048,32,16,float32,global_synchronization,400261120,295600128,104660992,not_available_cpu_benchmark,9437184,0,0,524288,0,0
2048,2048,32,16,float32,naive_factor_average,292175872,286212096,5963776,not_available_cpu_benchmark,1048576,0,0,524288,0,0
2048,2048,32,16,float32,pairwise_reference_alignment,319569920,296173568,23396352,not_available_cpu_benchmark,9437184,0,0,524288,0,0
4096,4096,4,4,float32,canonical_factor_space,288276480,287211520,1064960,not_available_cpu_benchmark,525824,0,0,131072,0,0
4096,4096,4,4,float32,cycle_aware_alignment,289308672,287293440,2015232,not_available_cpu_benchmark,525312,0,0,131072,0,0
4096,4096,4,4,float32,dense_deterministic_truncated_svd,329023488,254099456,74924032,not_available_cpu_benchmark,67895296,1,67108864,131072,0,0
4096,4096,4,4,float32,dense_randomized_svd,335724544,264421376,71303168,not_available_cpu_benchmark,67895296,1,67108864,131072,0,0
4096,4096,4,4,float32,global_synchronization,269352960,267010048,2342912,not_available_cpu_benchmark,525312,0,0,131072,0,0
4096,4096,4,4,float32,naive_factor_average,288473088,287457280,1015808,not_available_cpu_benchmark,262144,0,0,131072,0,0
4096,4096,4,4,float32,pairwise_reference_alignment,280510464,262488064,18022400,not_available_cpu_benchmark,525312,0,0,131072,0,0
4096,4096,4,8,float32,canonical_factor_space,289669120,287834112,1835008,not_available_cpu_benchmark,1051648,0,0,131072,0,0
4096,4096,4,8,float32,cycle_aware_alignment,290799616,287670272,3129344,not_available_cpu_benchmark,1052672,0,0,131072,0,0
4096,4096,4,8,float32,dense_deterministic_truncated_svd,358580224,287653888,70926336,not_available_cpu_benchmark,67895296,1,67108864,131072,0,0
4096,4096,4,8,float32,dense_randomized_svd,355221504,287801344,67420160,not_available_cpu_benchmark,67895296,1,67108864,131072,0,0
4096,4096,4,8,float32,global_synchronization,291520512,287916032,3604480,not_available_cpu_benchmark,1052672,0,0,131072,0,0
4096,4096,4,8,float32,naive_factor_average,269336576,268304384,1032192,not_available_cpu_benchmark,262144,0,0,131072,0,0
4096,4096,4,8,float32,pairwise_reference_alignment,290963456,287866880,3096576,not_available_cpu_benchmark,1052672,0,0,131072,0,0
4096,4096,4,16,float32,canonical_factor_space,292503552,288817152,3686400,not_available_cpu_benchmark,2103296,0,0,131072,0,0
4096,4096,4,16,float32,cycle_aware_alignment,294617088,288718848,5898240,not_available_cpu_benchmark,2113536,0,0,131072,0,0
4096,4096,4,16,float32,dense_deterministic_truncated_svd,360054784,288849920,71204864,not_available_cpu_benchmark,67895296,1,67108864,131072,0,0
4096,4096,4,16,float32,dense_randomized_svd,359874560,288587776,71286784,not_available_cpu_benchmark,67895296,1,67108864,131072,0,0
4096,4096,4,16,float32,global_synchronization,282984448,277118976,5865472,not_available_cpu_benchmark,2113536,0,0,131072,0,0
4096,4096,4,16,float32,naive_factor_average,290045952,288800768,1245184,not_available_cpu_benchmark,262144,0,0,131072,0,0
4096,4096,4,16,float32,pairwise_reference_alignment,294289408,288849920,5439488,not_available_cpu_benchmark,2113536,0,0,131072,0,0
4096,4096,8,4,float32,canonical_factor_space,289980416,287817728,2162688,not_available_cpu_benchmark,1054720,0,0,262144,0,0
4096,4096,8,4,float32,cycle_aware_alignment,291602432,288063488,3538944,not_available_cpu_benchmark,1052672,0,0,262144,0,0
4096,4096,8,4,float32,dense_deterministic_truncated_svd,360316928,288030720,72286208,not_available_cpu_benchmark,68157440,1,67108864,262144,0,0
4096,4096,8,4,float32,dense_randomized_svd,360005632,287850496,72155136,not_available_cpu_benchmark,68157440,1,67108864,262144,0,0
4096,4096,8,4,float32,global_synchronization,291487744,288030720,3457024,not_available_cpu_benchmark,1052672,0,0,262144,0,0
4096,4096,8,4,float32,naive_factor_average,288784384,287735808,1048576,not_available_cpu_benchmark,524288,0,0,262144,0,0
4096,4096,8,4,float32,pairwise_reference_alignment,291110912,287637504,3473408,not_available_cpu_benchmark,1052672,0,0,262144,0,0
4096,4096,8,8,float32,canonical_factor_space,293109760,289226752,3883008,not_available_cpu_benchmark,2109440,0,0,262144,0,0
4096,4096,8,8,float32,cycle_aware_alignment,281821184,261947392,19873792,not_available_cpu_benchmark,2113536,0,0,262144,0,0
4096,4096,8,8,float32,dense_deterministic_truncated_svd,343326720,289112064,54214656,not_available_cpu_benchmark,68157440,1,67108864,262144,0,0
4096,4096,8,8,float32,dense_randomized_svd,361365504,289062912,72302592,not_available_cpu_benchmark,68157440,1,67108864,262144,0,0
4096,4096,8,8,float32,global_synchronization,268304384,256458752,11845632,not_available_cpu_benchmark,2113536,0,0,262144,0,0
4096,4096,8,8,float32,naive_factor_average,268271616,267239424,1032192,not_available_cpu_benchmark,524288,0,0,262144,0,0
4096,4096,8,8,float32,pairwise_reference_alignment,294879232,289210368,5668864,not_available_cpu_benchmark,2113536,0,0,262144,0,0
4096,4096,8,16,float32,canonical_factor_space,289554432,282476544,7077888,not_available_cpu_benchmark,4218880,0,0,262144,0,0
4096,4096,8,16,float32,cycle_aware_alignment,295976960,282886144,13090816,not_available_cpu_benchmark,4259840,0,0,262144,0,0
4096,4096,8,16,float32,dense_deterministic_truncated_svd,366690304,290799616,75890688,not_available_cpu_benchmark,68157440,1,67108864,262144,0,0
4096,4096,8,16,float32,dense_randomized_svd,316342272,240582656,75759616,not_available_cpu_benchmark,68157440,1,67108864,262144,0,0
4096,4096,8,16,float32,global_synchronization,283328512,272449536,10878976,not_available_cpu_benchmark,4259840,0,0,262144,0,0
4096,4096,8,16,float32,naive_factor_average,293584896,291274752,2310144,not_available_cpu_benchmark,524288,0,0,262144,0,0
4096,4096,8,16,float32,pairwise_reference_alignment,301056000,291045376,10010624,not_available_cpu_benchmark,4259840,0,0,262144,0,0
4096,4096,16,4,float32,canonical_factor_space,293830656,289374208,4456448,not_available_cpu_benchmark,2121728,0,0,524288,0,0
4096,4096,16,4,float32,cycle_aware_alignment,268435456,261488640,6946816,not_available_cpu_benchmark,2113536,0,0,524288,0,0
4096,4096,16,4,float32,dense_deterministic_truncated_svd,337788928,266846208,70942720,not_available_cpu_benchmark,68681728,1,67108864,524288,0,0
4096,4096,16,4,float32,dense_randomized_svd,339116032,266813440,72302592,not_available_cpu_benchmark,68681728,1,67108864,524288,0,0
4096,4096,16,4,float32,global_synchronization,273563648,266944512,6619136,not_available_cpu_benchmark,2113536,0,0,524288,0,0
4096,4096,16,4,float32,naive_factor_average,286720000,285261824,1458176,not_available_cpu_benchmark,1048576,0,0,524288,0,0
4096,4096,16,4,float32,pairwise_reference_alignment,278822912,261619712,17203200,not_available_cpu_benchmark,2113536,0,0,524288,0,0
4096,4096,16,8,float32,canonical_factor_space,298958848,291618816,7340032,not_available_cpu_benchmark,4243456,0,0,524288,0,0
4096,4096,16,8,float32,cycle_aware_alignment,283443200,270958592,12484608,not_available_cpu_benchmark,4259840,0,0,524288,0,0
4096,4096,16,8,float32,dense_deterministic_truncated_svd,342425600,269811712,72613888,not_available_cpu_benchmark,68681728,1,67108864,524288,0,0
4096,4096,16,8,float32,dense_randomized_svd,368869376,291782656,77086720,not_available_cpu_benchmark,68681728,1,67108864,524288,0,0
4096,4096,16,8,float32,global_synchronization,270974976,239124480,31850496,not_available_cpu_benchmark,4259840,0,0,524288,0,0
4096,4096,16,8,float32,naive_factor_average,285016064,270778368,14237696,not_available_cpu_benchmark,1048576,0,0,524288,0,0
4096,4096,16,8,float32,pairwise_reference_alignment,302481408,291831808,10649600,not_available_cpu_benchmark,4259840,0,0,524288,0,0
4096,4096,16,16,float32,canonical_factor_space,304562176,290357248,14204928,not_available_cpu_benchmark,8486912,0,0,524288,0,0
4096,4096,16,16,float32,cycle_aware_alignment,315146240,270860288,44285952,not_available_cpu_benchmark,8650752,0,0,524288,0,0
4096,4096,16,16,float32,dense_deterministic_truncated_svd,350978048,296026112,54951936,not_available_cpu_benchmark,68681728,1,67108864,524288,0,0
4096,4096,16,16,float32,dense_randomized_svd,333529088,203784192,129744896,not_available_cpu_benchmark,68681728,1,67108864,524288,0,0
4096,4096,16,16,float32,global_synchronization,341180416,295911424,45268992,not_available_cpu_benchmark,8650752,0,0,524288,0,0
4096,4096,16,16,float32,naive_factor_average,297730048,293519360,4210688,not_available_cpu_benchmark,1048576,0,0,524288,0,0
4096,4096,16,16,float32,pairwise_reference_alignment,302514176,282624000,19890176,not_available_cpu_benchmark,8650752,0,0,524288,0,0
4096,4096,32,4,float32,canonical_factor_space,284606464,272646144,11960320,not_available_cpu_benchmark,4292608,0,0,1048576,0,0
4096,4096,32,4,float32,cycle_aware_alignment,285032448,272678912,12353536,not_available_cpu_benchmark,4259840,0,0,1048576,0,0
4096,4096,32,4,float32,dense_deterministic_truncated_svd,353042432,282755072,70287360,not_available_cpu_benchmark,69730304,1,67108864,1048576,0,0
4096,4096,32,4,float32,dense_randomized_svd,373800960,292454400,81346560,not_available_cpu_benchmark,69730304,1,67108864,1048576,0,0
4096,4096,32,4,float32,global_synchronization,289079296,285999104,3080192,not_available_cpu_benchmark,4259840,0,0,1048576,0,0
4096,4096,32,4,float32,naive_factor_average,276905984,274219008,2686976,not_available_cpu_benchmark,2097152,0,0,1048576,0,0
4096,4096,32,4,float32,pairwise_reference_alignment,288391168,281509888,6881280,not_available_cpu_benchmark,4259840,0,0,1048576,0,0
4096,4096,32,8,float32,canonical_factor_space,293961728,273842176,20119552,not_available_cpu_benchmark,8585216,0,0,1048576,0,0
4096,4096,32,8,float32,cycle_aware_alignment,320471040,296370176,24100864,not_available_cpu_benchmark,8650752,0,0,1048576,0,0
4096,4096,32,8,float32,dense_deterministic_truncated_svd,382238720,296747008,85491712,not_available_cpu_benchmark,69730304,1,67108864,1048576,0,0
4096,4096,32,8,float32,dense_randomized_svd,349241344,296730624,52510720,not_available_cpu_benchmark,69730304,1,67108864,1048576,0,0
4096,4096,32,8,float32,global_synchronization,281034752,250937344,30097408,not_available_cpu_benchmark,8650752,0,0,1048576,0,0
4096,4096,32,8,float32,naive_factor_average,301596672,296845312,4751360,not_available_cpu_benchmark,2097152,0,0,1048576,0,0
4096,4096,32,8,float32,pairwise_reference_alignment,320667648,297041920,23625728,not_available_cpu_benchmark,8650752,0,0,1048576,0,0
4096,4096,32,16,float32,canonical_factor_space,299450368,284393472,15056896,not_available_cpu_benchmark,17170432,0,0,1048576,0,0
4096,4096,32,16,float32,cycle_aware_alignment,406257664,250789888,155467776,not_available_cpu_benchmark,17825792,0,0,1048576,0,0
4096,4096,32,16,float32,dense_deterministic_truncated_svd,337035264,172032000,165003264,not_available_cpu_benchmark,69730304,1,67108864,1048576,0,0
4096,4096,32,16,float32,dense_randomized_svd,376979456,294879232,82100224,not_available_cpu_benchmark,69730304,1,67108864,1048576,0,0
4096,4096,32,16,float32,global_synchronization,414711808,305102848,109608960,not_available_cpu_benchmark,17825792,0,0,1048576,0,0
4096,4096,32,16,float32,naive_factor_average,287719424,278855680,8863744,not_available_cpu_benchmark,2097152,0,0,1048576,0,0
4096,4096,32,16,float32,pairwise_reference_alignment,314277888,269729792,44548096,not_available_cpu_benchmark,17825792,0,0,1048576,0,0
