dimension_m,dimension_n,rank,adapter_count,precision,method,trial_count,median_wall_seconds,p25_wall_seconds,p75_wall_seconds,minimum_wall_seconds,maximum_wall_seconds,median_cpu_seconds,minimum_cpu_seconds,maximum_cpu_seconds
768,768,4,8,float32,global_synchronization,3,0.0043654590845108,0.004293458536267249,0.00450620858464385,0.0042214579880237,0.0046469580847769,0.006013,0.0057,0.0065329999999999
768,768,4,8,float32,naive_factor_average,3,4.3125124648213387e-05,3.654160536825657e-05,7.758359424765669e-05,2.995808608829975e-05,0.0001120420638471,4.300000000001525e-05,3.0000000000196536e-05,0.00011
768,768,4,8,float32,pairwise_reference_alignment,3,0.0039529160130769,0.0039164159679785,0.0040683745173737,0.0038799159228801,0.0041838330216705,0.005451,0.005354,0.00563
768,768,4,16,float32,canonical_factor_space,3,0.0019155000336468,0.0018986460054293002,0.00198910397011785,0.0018817919772118,0.0020627079065889,0.001915,0.001881,0.0020599999999999
768,768,4,16,float32,cycle_aware_alignment,3,0.0183821669779717,0.0183671874692663,0.018693124991841552,0.0183522079605609,0.0190040830057114,0.020907,0.020742,0.0220879999999998
768,768,4,16,float32,dense_deterministic_truncated_svd,3,0.0015262919478118,0.0015024379827081498,0.00161227094940835,0.0014785840176045,0.0016982499510049,0.0015249999999999,0.0014779999999999,0.0016929999999999
768,768,4,16,float32,dense_randomized_svd,3,0.0009870000649243,0.000981603981927,0.00109031249303365,0.0009762078989297,0.001193624921143,0.000987,0.0009759999999998,0.0011909999999999
768,768,4,16,float32,global_synchronization,3,0.0208066250197589,0.0202220419887453,0.0214034790406003,0.0196374589577317,0.0220003330614417,0.0253909999999999,0.0230729999999999,0.027757
768,768,4,16,float32,naive_factor_average,3,5.879090167582035e-05,5.104148294776678e-05,9.752041660246017e-05,4.329206421971321e-05,0.0001362499315291,5.700000000019578e-05,4.199999999987547e-05,0.0001339999999998
768,768,4,16,float32,pairwise_reference_alignment,3,0.0167890421580523,0.0166988960700109,0.016865417128428803,0.0166087499819695,0.0169417920988053,0.0189159999999999,0.0187829999999999,0.0193320000000001
