dimension_m,dimension_n,rank,adapter_count,precision,method,status,warmups,process_isolated,seed,trial,wall_seconds,cpu_seconds,baseline_rss_bytes,peak_rss_bytes,incremental_peak_rss_bytes,accelerator_peak_bytes,temporary_allocation_bytes_analytical,dense_effective_update_allocations,dense_effective_update_bytes,stored_result_bytes,bytes_read,bytes_written,decision,cycle_frobenius_defect,cycle_spectral_defect
768,768,8,8,float32,dense_deterministic_truncated_svd,success,1,True,21029527,1,0.0019212088081985,0.0019209999999999,287178752,290308096,3129344,,2555904,1,2359296,49152,0,0,dense_deterministic_range_svd,0.0,0.0
768,768,8,8,float32,dense_deterministic_truncated_svd,success,1,True,21029527,2,0.001913292100653,0.0019129999999999,287178752,290308096,3129344,,2555904,1,2359296,49152,0,0,dense_deterministic_range_svd,0.0,0.0
768,768,8,8,float32,dense_randomized_svd,success,1,True,21029527,0,0.0014900418464094,0.0014869999999999,286949376,290045952,3096576,,2555904,1,2359296,49152,0,0,dense_randomized_svd,0.0,0.0
768,768,8,8,float32,dense_randomized_svd,success,1,True,21029527,1,0.0012152080889791,0.001215,286949376,290095104,3145728,,2555904,1,2359296,49152,0,0,dense_randomized_svd,0.0,0.0
768,768,8,8,float32,dense_randomized_svd,success,1,True,21029527,2,0.0012100001331418,0.001206,286949376,290177024,3227648,,2555904,1,2359296,49152,0,0,dense_randomized_svd,0.0,0.0
768,768,8,8,float32,canonical_factor_space,success,1,True,21029527,0,0.0021416670642793,0.00214,262324224,263274496,950272,,405504,0,0,49152,0,0,per_adapter_thin_qr_core_svd,0.0,0.0
768,768,8,8,float32,canonical_factor_space,success,1,True,21029527,1,0.0018760419916361,0.0018719999999999,262324224,263274496,950272,,405504,0,0,49152,0,0,per_adapter_thin_qr_core_svd,0.0,0.0
768,768,8,8,float32,canonical_factor_space,success,1,True,21029527,2,0.0018548329826444,0.001854,262324224,263274496,950272,,405504,0,0,49152,0,0,per_adapter_thin_qr_core_svd,0.0,0.0
768,768,8,8,float32,pairwise_reference_alignment,success,1,True,21029527,0,0.005474500125274,0.0080419999999998,259440640,261292032,1851392,,409600,0,0,49152,0,0,whitened_pairwise_reference_alignment,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,pairwise_reference_alignment,success,1,True,21029527,1,0.0051490839105099,0.0076669999999998,259440640,261292032,1851392,,409600,0,0,49152,0,0,whitened_pairwise_reference_alignment,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,pairwise_reference_alignment,success,1,True,21029527,2,0.0051002500113099,0.0075169999999999,259440640,261292032,1851392,,409600,0,0,49152,0,0,whitened_pairwise_reference_alignment,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,global_synchronization,success,1,True,21029527,0,0.0070127500221133,0.0097599999999999,274300928,276283392,1982464,,409600,0,0,49152,0,0,whitened_orthogonal_global_synchronization,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,global_synchronization,success,1,True,21029527,1,0.0074722080025821,0.009741,274300928,276283392,1982464,,409600,0,0,49152,0,0,whitened_orthogonal_global_synchronization,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,global_synchronization,success,1,True,21029527,2,0.0072941249236464,0.0110689999999999,274300928,276283392,1982464,,409600,0,0,49152,0,0,whitened_orthogonal_global_synchronization,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,cycle_aware_alignment,success,1,True,21029527,0,0.0077287501189857,0.0096989999999999,277250048,285294592,8044544,,409600,0,0,49152,0,0,cycle_gated_global_synchronization,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,cycle_aware_alignment,success,1,True,21029527,1,0.0060686250217258,0.007506,277250048,285294592,8044544,,409600,0,0,49152,0,0,cycle_gated_global_synchronization,5.5081759041651e-07,8.319752851093654e-07
768,768,8,8,float32,cycle_aware_alignment,success,1,True,21029527,2,0.0070807500742375,0.0092320000000001,277250048,285294592,8044544,,409600,0,0,49152,0,0,cycle_gated_global_synchronization,5.5081759041651e-07,8.319752851093654e-07
768,768,8,16,float32,naive_factor_average,success,1,True,21029535,0,0.0001469999551773,0.0001440000000001,269352960,271695872,2342912,,98304,0,0,49152,0,0,factor_average,0.0,0.0
768,768,8,16,float32,naive_factor_average,success,1,True,21029535,1,8.204206824302673e-05,8.099999999999774e-05,269352960,271695872,2342912,,98304,0,0,49152,0,0,factor_average,0.0,0.0
768,768,8,16,float32,naive_factor_average,success,1,True,21029535,2,7.045804522931576e-05,7.00000000000145e-05,269352960,271695872,2342912,,98304,0,0,49152,0,0,factor_average,0.0,0.0
768,768,8,16,float32,dense_deterministic_truncated_svd,success,1,True,21029535,0,0.0022007091902196,0.0021989999999998,267698176,271302656,3604480,,2555904,1,2359296,49152,0,0,dense_deterministic_range_svd,0.0,0.0
768,768,8,16,float32,dense_deterministic_truncated_svd,success,1,True,21029535,1,0.002026000060141,0.0020249999999999,267698176,271351808,3653632,,2555904,1,2359296,49152,0,0,dense_deterministic_range_svd,0.0,0.0
768,768,8,16,float32,dense_deterministic_truncated_svd,success,1,True,21029535,2,0.001982333138585,0.001981,267698176,271433728,3735552,,2555904,1,2359296,49152,0,0,dense_deterministic_range_svd,0.0,0.0
768,768,8,16,float32,dense_randomized_svd,success,1,True,21029535,0,0.0019272910431027,0.001918,259211264,264994816,5783552,,2555904,1,2359296,49152,0,0,dense_randomized_svd,0.0,0.0
768,768,8,16,float32,dense_randomized_svd,success,1,True,21029535,1,0.0014967918395996,0.001495,259211264,265043968,5832704,,2555904,1,2359296,49152,0,0,dense_randomized_svd,0.0,0.0
768,768,8,16,float32,dense_randomized_svd,success,1,True,21029535,2,0.0014404170215129,0.001427,259211264,265125888,5914624,,2555904,1,2359296,49152,0,0,dense_randomized_svd,0.0,0.0
768,768,8,16,float32,canonical_factor_space,success,1,True,21029535,0,0.0043081671465188,0.004304,262111232,265846784,3735552,,811008,0,0,49152,0,0,per_adapter_thin_qr_core_svd,0.0,0.0
768,768,8,16,float32,canonical_factor_space,success,1,True,21029535,1,0.004752041073516,0.0046329999999998,262111232,265961472,3850240,,811008,0,0,49152,0,0,per_adapter_thin_qr_core_svd,0.0,0.0
768,768,8,16,float32,canonical_factor_space,success,1,True,21029535,2,0.0076167499646544,0.0063330000000001,262111232,266485760,4374528,,811008,0,0,49152,0,0,per_adapter_thin_qr_core_svd,0.0,0.0
768,768,8,16,float32,pairwise_reference_alignment,success,1,True,21029535,0,0.0305477920919656,0.0339450000000001,267141120,270761984,3620864,,851968,0,0,49152,0,0,whitened_pairwise_reference_alignment,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,pairwise_reference_alignment,success,1,True,21029535,1,0.0258970418944954,0.027506,267141120,270761984,3620864,,851968,0,0,49152,0,0,whitened_pairwise_reference_alignment,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,pairwise_reference_alignment,success,1,True,21029535,2,0.0270230420865118,0.0309379999999999,267141120,270761984,3620864,,851968,0,0,49152,0,0,whitened_pairwise_reference_alignment,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,global_synchronization,success,1,True,21029535,0,0.0348752092104405,0.045449,264912896,274546688,9633792,,851968,0,0,49152,0,0,whitened_orthogonal_global_synchronization,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,global_synchronization,success,1,True,21029535,1,0.033074458129704,0.040602,264912896,274546688,9633792,,851968,0,0,49152,0,0,whitened_orthogonal_global_synchronization,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,global_synchronization,success,1,True,21029535,2,0.035377874970436,0.045493,264912896,274546688,9633792,,851968,0,0,49152,0,0,whitened_orthogonal_global_synchronization,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,cycle_aware_alignment,success,1,True,21029535,0,0.0354567081667482,0.045458,252444672,266092544,13647872,,851968,0,0,49152,0,0,cycle_gated_global_synchronization,6.63951110253272e-07,1.1009899480995955e-06
768,768,8,16,float32,cycle_aware_alignment,success,1,True,21029535,1,0.0402742088772356,0.0476239999999998,252444672,266092544,13647872,,851968,0,0,49152,0,0,cycle_gated_global_synchronization,6.63951110253272e-07,1.1009899480995955e-06
