dimension_m,dimension_n,rank,adapter_count,precision,method,status,relative_frobenius_error_to_effective_mean,random_vector_probe_error,random_batch_logit_error,output_subspace_distance_to_reference_span,gauge_invariance_probe_error,output_rank,reference_mode,dense_reference_materialized_for_correctness
1024,1024,32,4,float32,canonical_factor_space,success,0.8713831890530839,0.8638098835945129,1.312868595123291,0.0031455319840461,1.510674428573111e-05,32,exact_low_rank_algebraic_identity,False
1024,1024,32,4,float32,pairwise_reference_alignment,success,0.0,9.51869253640325e-07,1.5348196029663086e-06,0.0029296875,9.053948815562762e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,4,float32,global_synchronization,success,0.0,9.264747973247722e-07,1.4454126358032229e-06,0.0028887109365314,9.016426702146418e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,4,float32,cycle_aware_alignment,success,0.0,9.264747973247722e-07,1.4454126358032229e-06,0.0028887109365314,9.016426702146418e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,naive_factor_average,success,0.927332502276611,0.9254282116889954,0.9283649921417236,0.0028887109365314,4.504181385040283,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,dense_deterministic_truncated_svd,success,0.0,1.1523807188495994e-06,1.3709068298339844e-06,0.0029700989834964,8.738958854337397e-07,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,dense_randomized_svd,success,0.0,1.17712761493749e-06,1.3113021850585938e-06,0.0030688000842928,1.2249280416654074e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,canonical_factor_space,success,0.9262741742987776,0.951961636543274,0.9721432328224182,0.0033652463462203,1.8471971998224035e-05,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,pairwise_reference_alignment,success,0.0,1.020959643938113e-06,1.2032687664031982e-06,0.0026294749695807,8.507846359862015e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,global_synchronization,success,0.0,1.0242600865240092e-06,1.3485550880432129e-06,0.0025135816540569,8.564261406718288e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,8,float32,cycle_aware_alignment,success,0.0,1.0242600865240092e-06,1.3485550880432129e-06,0.0025135816540569,8.564261406718288e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,naive_factor_average,success,0.965200540851106,0.961449921131134,0.8273433446884155,0.0035040772054344,4.458384037017822,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,dense_deterministic_truncated_svd,success,0.0,1.116026396630332e-06,9.83476638793945e-07,0.0029700989834964,8.977294783107936e-07,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,dense_randomized_svd,success,0.0,1.1288126415820443e-06,1.132488250732422e-06,0.0031832042150199,1.2456807780836243e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,canonical_factor_space,success,0.9715769814340404,0.962637424468994,0.8805972337722778,0.003257242264226,2.181314630433917e-05,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,pairwise_reference_alignment,success,0.0,9.458880185775342e-07,8.344650268554688e-07,0.0027186349034309,9.971785402740352e-06,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,global_synchronization,success,0.0003205854136113,9.2768243575847e-07,1.0728836059570312e-06,0.0026966212317347,1.0017543900175951e-05,32,exact_low_rank_algebraic_identity,False
1024,1024,32,16,float32,cycle_aware_alignment,success,0.0003205854136113,9.2768243575847e-07,1.0728836059570312e-06,0.0026966212317347,1.0017543900175951e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,naive_factor_average,success,0.8370262895969856,0.8742880821228027,7.690595149993896,0.0015822120476514,6.1193108558654785,4,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,dense_deterministic_truncated_svd,success,0.0003225100597626,1.2731167089441442e-06,1.3828277587890623e-05,0.0015440809074789,6.422000637940073e-07,4,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,dense_randomized_svd,success,0.0,1.3973265140521107e-06,1.1086463928222656e-05,0.0016914558364078,1.7060878008123836e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,canonical_factor_space,success,0.5666026775781364,0.5216825008392334,4.255273818969727,0.0013372133253142,2.3929920644150116e-05,4,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,pairwise_reference_alignment,success,0.0,8.77733327797614e-07,7.271766662597656e-06,0.001381067908369,5.574954684561817e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,global_synchronization,success,0.0,8.81197252056154e-07,8.58306884765625e-06,0.0015049838693812,5.5977429838094395e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,4,float32,cycle_aware_alignment,success,0.0,8.81197252056154e-07,8.58306884765625e-06,0.0015049838693812,5.5977429838094395e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,naive_factor_average,success,0.8723194220207716,0.8332985043525696,6.089836597442627,0.001381067908369,5.829507827758789,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,dense_deterministic_truncated_svd,success,0.0,1.435736294297385e-06,1.1801719665527344e-05,0.0008457279182039,6.004731289976917e-07,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,dense_randomized_svd,success,0.0,1.3037137023275136e-06,9.5367431640625e-06,0.00048828125,1.413489712831506e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,canonical_factor_space,success,0.8678318649050024,0.8550575375556946,6.524177074432373,0.0010358009021729,9.69738630374195e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,pairwise_reference_alignment,success,0.0004584840202433,1.0564723424977274e-06,8.165836334228516e-06,0.0009765625,3.533886456352775e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,global_synchronization,success,0.0004584840202433,1.0413291420263704e-06,7.867813110351562e-06,0.0009765625,3.4020144994428847e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,8,float32,cycle_aware_alignment,success,0.0004584840202433,1.0413291420263704e-06,7.867813110351562e-06,0.0009765625,3.4020144994428847e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,naive_factor_average,success,0.8524140044448729,0.8119828104972839,3.4843790531158447,0.0015440809074789,3.0046706199645996,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,dense_deterministic_truncated_svd,success,0.0006429020573669,1.2184955267002806e-06,5.4836273193359375e-06,0.0020716018043458,5.566764116338163e-07,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,dense_randomized_svd,success,0.0,1.1920983524760231e-06,6.9141387939453125e-06,0.0018269811989739,1.4287996918938006e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,canonical_factor_space,success,0.9672188365418448,0.995457410812378,4.207808494567871,0.0011451210593804,1.1533983524714133e-05,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,pairwise_reference_alignment,success,0.0,1.033735088640242e-06,4.5299530029296875e-06,0.0015049838693812,3.1474100978812203e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,global_synchronization,success,0.0,9.23237223560136e-07,3.725290298461914e-06,0.00146484375,3.2016157547332114e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,4,16,float32,cycle_aware_alignment,success,0.0,9.23237223560136e-07,3.725290298461914e-06,0.00146484375,3.2016157547332114e-06,4,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,naive_factor_average,success,0.8254782873982944,0.8315063118934631,4.236974716186523,0.0017605230677872,3.466555118560791,8,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,dense_deterministic_truncated_svd,success,0.0006448475989447,1.518243266218633e-06,8.106231689453125e-06,0.0022902421187609,7.648451401109924e-07,8,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,dense_randomized_svd,success,0.000720961533184,1.4702472981298342e-06,9.953975677490234e-06,0.0022902421187609,1.498991309745179e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,canonical_factor_space,success,0.8889741920695416,0.896308422088623,5.154210090637207,0.0012448778143152,1.0182200639974326e-05,8,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,pairwise_reference_alignment,success,0.0004559761100457,1.0845004680959391e-06,5.7220458984375e-06,0.0019223651615902,1.7195384316437412e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,global_synchronization,success,0.0,1.0637631930876523e-06,5.9604644775390625e-06,0.0019223651615902,1.6797790749478736e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,4,float32,cycle_aware_alignment,success,0.0,1.0637631930876523e-06,5.9604644775390625e-06,0.0019223651615902,1.6797790749478736e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,naive_factor_average,success,0.8965948399328754,0.9123920798301696,3.682321071624756,0.0016558422939851,4.106916904449463,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,dense_deterministic_truncated_svd,success,0.0,1.519686065876158e-06,6.9141387939453125e-06,0.0014235721901059,7.306721840905084e-07,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,dense_randomized_svd,success,0.0,1.3178503195376834e-06,5.364418029785156e-06,0.00146484375,1.40717042995675e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,canonical_factor_space,success,0.938452318252476,0.9219767451286316,3.7733116149902344,0.0018593196291476,8.716524462215602e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,pairwise_reference_alignment,success,0.0,1.1788232541221078e-06,5.602836608886719e-06,0.0013372133253142,1.936723492690362e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,global_synchronization,success,0.0,1.071075757863582e-06,5.245208740234375e-06,0.00146484375,1.826694074225088e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,8,float32,cycle_aware_alignment,success,0.0,1.071075757863582e-06,5.245208740234375e-06,0.00146484375,1.826694074225088e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,naive_factor_average,success,0.9237640593406384,0.8723874092102051,2.8246190547943115,0.00146484375,4.780627727508545,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,dense_deterministic_truncated_svd,success,0.0,1.3438462929116213e-06,4.060566425323486e-06,0.0020426269620656,7.140266689020791e-07,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,dense_randomized_svd,success,0.0,1.4692244576508529e-06,4.291534423828125e-06,0.0016914558364078,1.594970740370627e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,canonical_factor_space,success,0.9474760214996736,0.9398455619812012,2.8721938133239746,0.0020716018043458,1.052877905749483e-05,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,pairwise_reference_alignment,success,0.0,1.3068611224298363e-06,3.2186508178710938e-06,0.0024897556286305,2.924683485616697e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,global_synchronization,success,0.0,1.134515855483187e-06,3.0994415283203125e-06,0.0024656993336975,2.7186388251720928e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,8,16,float32,cycle_aware_alignment,success,0.0,1.134515855483187e-06,3.0994415283203125e-06,0.0024656993336975,2.7186388251720928e-06,8,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,naive_factor_average,success,0.8551398806473637,0.8226061463356018,2.887279510498047,0.0025605685077607,5.062471866607666,16,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,dense_deterministic_truncated_svd,success,0.0,1.4371535144164227e-06,5.245208740234375e-06,0.0024656993336975,7.767034162498021e-07,16,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,dense_randomized_svd,success,0.0,1.3561409559770254e-06,5.7220458984375e-06,0.0023417146876454,1.4874356111249654e-06,16,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,canonical_factor_space,success,0.8736817697525874,0.8316758871078491,3.3515470027923584,0.0026744266506284,2.625669185363222e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,pairwise_reference_alignment,success,0.0,1.040971937982249e-06,4.291534423828125e-06,0.002762135816738,2.1845778974238783e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,global_synchronization,success,0.0,1.0342454288547742e-06,5.0067901611328125e-06,0.0027404716238379,2.1867761461180635e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,4,float32,cycle_aware_alignment,success,0.0,1.0342454288547742e-06,5.0067901611328125e-06,0.0027404716238379,2.1867761461180635e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,naive_factor_average,success,0.9247171837819608,0.90502268075943,2.539970874786377,0.0028887109365314,4.5355072021484375,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,dense_deterministic_truncated_svd,success,0.0,1.3136973393557128e-06,3.993511199951172e-06,0.0025837414432317,6.612486345147772e-07,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,dense_randomized_svd,success,0.0,1.2631319350475678e-06,3.933906555175781e-06,0.0021001771092414,1.4670480368295102e-06,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,canonical_factor_space,success,0.9259200174596736,0.9534497857093812,2.9173669815063477,0.0022375858388841,1.125701419368852e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,pairwise_reference_alignment,success,0.0003232732794486,9.322913001597044e-07,4.0531158447265625e-06,0.0028680029790848,1.5067955246195195e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,global_synchronization,success,0.0,8.715065291653445e-07,3.5762786865234375e-06,0.0029296875,1.5073100257723128e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,8,float32,cycle_aware_alignment,success,0.0,8.715065291653445e-07,3.5762786865234375e-06,0.0029296875,1.5073100257723128e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,naive_factor_average,success,0.9553333310575388,0.9547120332717896,1.8516077995300293,0.0024656993336975,4.312385559082031,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,dense_deterministic_truncated_svd,success,0.0,1.390780880683451e-06,3.2186508178710938e-06,0.0022107874974608,6.41891858776944e-07,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,dense_randomized_svd,success,0.0,1.3427170415525325e-06,2.682209014892578e-06,0.0025837414432317,1.4754945141248754e-06,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,canonical_factor_space,success,0.9626568027423285,0.9676647186279296,1.768750786781311,0.0028261321131139,1.8257320334669203e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,pairwise_reference_alignment,success,0.0004553482430893,1.1151665830766433e-06,2.086162567138672e-06,0.002537183696404,1.6386911738663912e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,global_synchronization,success,0.0003219798304898,1.1109034403489204e-06,2.391636371612549e-06,0.0024168689269572,1.634478394407779e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,16,16,float32,cycle_aware_alignment,success,0.0003219798304898,1.1109034403489204e-06,2.391636371612549e-06,0.0024168689269572,1.634478394407779e-05,16,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,naive_factor_average,success,0.8550724150060175,0.8766009211540222,2.019399881362915,0.003621190553531,4.1781415939331055,32,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,dense_deterministic_truncated_svd,success,0.0,1.4085489965509623e-06,3.75509262084961e-06,0.0034698902163654,1.0528037819312883e-06,32,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,dense_randomized_svd,success,0.0,1.482578909417498e-06,4.231929779052734e-06,0.0034870256204158,1.6468071635244996e-06,32,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,canonical_factor_space,success,0.8676878827804255,0.854607105255127,2.5103964805603027,0.003936649300158,1.7185166143462993e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,pairwise_reference_alignment,success,0.0,1.195131176245923e-06,3.0994415283203125e-06,0.0036539623979479,1.070633516064845e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,global_synchronization,success,0.0,1.1545712368388197e-06,3.0994415283203125e-06,0.0037664182018488,1.0728266715887004e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,4,float32,cycle_aware_alignment,success,0.0,1.1545712368388197e-06,3.0994415283203125e-06,0.0037664182018488,1.0728266715887004e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,naive_factor_average,success,0.9267685150813588,0.9062012434005736,1.5901700258255005,0.0033652463462203,4.533575534820557,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,dense_deterministic_truncated_svd,success,0.0,1.5087956626302912e-06,2.6226043701171875e-06,0.0034870256204158,1.0111040182891884e-06,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,dense_randomized_svd,success,0.0,1.4312315670395035e-06,2.7418136596679688e-06,0.0034698902163654,1.6626696606181213e-06,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,canonical_factor_space,success,0.940729104312958,0.9391903281211852,1.5340250730514526,0.0034698902163654,1.7587490219739266e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,pairwise_reference_alignment,success,0.0,1.2395046269375598e-06,2.4959444999694824e-06,0.0045017306692898,1.2032263839500956e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,global_synchronization,success,0.0,1.1604985274971114e-06,2.250075340270996e-06,0.00443503446877,1.1960583833570126e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,8,float32,cycle_aware_alignment,success,0.0,1.1604985274971114e-06,2.250075340270996e-06,0.00443503446877,1.1960583833570126e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,naive_factor_average,success,0.9608024878753784,0.973992884159088,1.180544376373291,0.0039818133227527,4.560460567474365,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,dense_deterministic_truncated_svd,success,0.0004571474786473,1.5158793758018874e-06,2.264976501464844e-06,0.0035547411534935,1.090013711291249e-06,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,dense_randomized_svd,success,0.0,1.5147003296078765e-06,2.3245811462402344e-06,0.0035547411534935,1.7137205077233375e-06,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,canonical_factor_space,success,0.9648952010648186,0.9740461111068726,1.1330103874206543,0.00353793380782,2.751109241216909e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,pairwise_reference_alignment,success,0.0,1.357592054773704e-06,2.6226043701171875e-06,0.0041575650684535,1.311405958404066e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,global_synchronization,success,0.0,1.2897193073513336e-06,2.682209014892578e-06,0.0040559684857726,1.308736318605952e-05,32,exact_low_rank_algebraic_identity,False
2048,2048,32,16,float32,cycle_aware_alignment,success,0.0,1.2897193073513336e-06,2.682209014892578e-06,0.0040559684857726,1.308736318605952e-05,32,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,naive_factor_average,success,0.800158768521547,0.7388527989387512,10.012736320495604,0.0011960399569943,7.698807716369629,4,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,dense_deterministic_truncated_svd,success,0.000723044894489,1.535086084913928e-06,2.47955322265625e-05,0.0023417146876454,5.447866442409577e-07,4,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,dense_randomized_svd,success,0.0007920559976011,1.4203278624336235e-06,3.0517578125e-05,0.0023920799139887,1.8522525806474732e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,canonical_factor_space,success,0.6829113670532284,0.6571520566940308,10.438546180725098,0.0018911052029579,1.377434000460198e-05,4,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,pairwise_reference_alignment,success,0.0,8.09472396667843e-07,1.0773539543151855e-05,0.00048828125,2.118693373631686e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,global_synchronization,success,0.0,7.425859962495451e-07,1.1444091796875e-05,0.00048828125,2.0640115963033168e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,4,float32,cycle_aware_alignment,success,0.0,7.425859962495451e-07,1.1444091796875e-05,0.00048828125,2.0640115963033168e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,naive_factor_average,success,0.8828558030576147,0.9173333644866944,8.447340965270996,0.0018911052029579,4.139222145080566,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,dense_deterministic_truncated_svd,success,0.0009768593650313,2.103092811012175e-06,1.5497207641601562e-05,0.001381067908369,6.459198402808397e-07,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,dense_randomized_svd,success,0.0007976023315953,2.0942250102962134e-06,1.7642974853515625e-05,0.0015440809074789,2.168427727156086e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,canonical_factor_space,success,0.8717972115996484,0.9506234526634216,7.354386329650879,0.0017605230677872,8.047039045777638e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,pairwise_reference_alignment,success,0.0,1.62498474765016e-06,1.0751187801361084e-05,0.0020132351201027,6.495066827483242e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,global_synchronization,success,0.0,1.5076058161866968e-06,1.0013580322265623e-05,0.0018911052029579,6.161496457934845e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,8,float32,cycle_aware_alignment,success,0.0,1.5076058161866968e-06,1.0013580322265623e-05,0.0018911052029579,6.161496457934845e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,naive_factor_average,success,0.8552088969480107,0.7308328151702881,4.397439002990723,0.0020426269620656,3.2684009075164795,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,dense_deterministic_truncated_svd,success,0.0,1.8869244513552983e-06,1.1086463928222656e-05,0.0011960399569943,6.281154014686763e-07,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,dense_randomized_svd,success,0.0,2.301690301464987e-06,1.7881393432617188e-05,0.0011960399569943,2.3728375708742533e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,canonical_factor_space,success,0.9103446319393126,0.9213231205940248,5.085282325744629,0.00146484375,9.139756912190933e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,pairwise_reference_alignment,success,0.0,1.6024172282413929e-06,1.3113021850585938e-05,0.0009134905994869,7.074994300637627e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,global_synchronization,success,0.0,1.4426815369006365e-06,1.0251998901367188e-05,0.0008457279182039,6.9366124080261216e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,4,16,float32,cycle_aware_alignment,success,0.0,1.4426815369006365e-06,1.0251998901367188e-05,0.0008457279182039,6.9366124080261216e-06,4,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,naive_factor_average,success,0.843654406841506,0.8976609706878662,6.405564308166504,0.002537183696404,4.3757171630859375,8,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,dense_deterministic_truncated_svd,success,0.0004585230578422,1.9785441054409603e-06,1.5735626220703125e-05,0.0024897556286305,7.34964032744756e-07,8,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,dense_randomized_svd,success,0.0003242247635306,1.9671056179504376e-06,1.430511474609375e-05,0.0026067085564136,2.0062996100023156e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,canonical_factor_space,success,0.8130863472839863,0.7837960720062256,5.830549716949463,0.0030297054909169,2.2429625460063107e-05,8,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,pairwise_reference_alignment,success,0.0008578180931908,1.6746632809372386e-06,1.1682510375976562e-05,0.0023920799139887,2.1420460143417586e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,global_synchronization,success,0.0008578180931908,1.5918498093014932e-06,1.1801719665527344e-05,0.0023920799139887,2.1692858354072087e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,4,float32,cycle_aware_alignment,success,0.0008578180931908,1.5918498093014932e-06,1.1801719665527344e-05,0.0023920799139887,2.1692858354072087e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,naive_factor_average,success,0.9319774580219572,0.9153311848640442,5.0249714851379395,0.0021561915054917,6.068844795227051,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,dense_deterministic_truncated_svd,success,0.0,1.7671908381089452e-06,1.2516975402832031e-05,0.0024168689269572,6.469856543844799e-07,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,dense_randomized_svd,success,0.0,1.8268149233335864e-06,1.0669231414794922e-05,0.00244140625,2.0496113393164705e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,canonical_factor_space,success,0.9024925899442948,0.9260154366493224,5.628952980041504,0.0022107874974608,1.6659851098665968e-05,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,pairwise_reference_alignment,success,0.0005584495256739,1.232717295351904e-06,6.318092346191406e-06,0.0020426269620656,3.571293291315669e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,global_synchronization,success,0.0005584495256739,1.204723957926035e-06,6.9141387939453125e-06,0.0019223651615902,3.6782021197723225e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,8,float32,cycle_aware_alignment,success,0.0005584495256739,1.204723957926035e-06,6.9141387939453125e-06,0.0019223651615902,3.6782021197723225e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,naive_factor_average,success,0.9388459188294048,1.0251529216766355,4.361151218414307,0.002762135816738,3.553743600845337,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,dense_deterministic_truncated_svd,success,0.0,2.057296114799101e-06,8.773058652877808e-06,0.0021001771092414,6.56335487292381e-07,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,dense_randomized_svd,success,0.0,1.946081511050579e-06,8.344650268554688e-06,0.0016914558364078,2.1394066607172135e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,canonical_factor_space,success,0.931126511423796,0.9736398458480836,5.0245561599731445,0.0024656993336975,1.3745105206908192e-05,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,pairwise_reference_alignment,success,0.0,1.618693659111159e-06,5.245208740234375e-06,0.0021561915054917,3.3122507829830283e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,global_synchronization,success,0.0,1.5264685089277918e-06,5.900859832763672e-06,0.0021283687092363,3.2421471587440465e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,8,16,float32,cycle_aware_alignment,success,0.0,1.5264685089277918e-06,5.900859832763672e-06,0.0021283687092363,3.2421471587440465e-06,8,exact_low_rank_algebraic_identity,False
4096,4096,16,4,float32,naive_factor_average,success,0.8612724906955461,0.885651707649231,4.060155868530273,0.0027186349034309,3.8641531467437744,16,exact_low_rank_algebraic_identity,False
4096,4096,16,4,float32,dense_deterministic_truncated_svd,success,0.0,1.971312030946138e-06,8.58306884765625e-06,0.0032204359304159,7.627249374309031e-07,16,exact_low_rank_algebraic_identity,False
4096,4096,16,4,float32,dense_randomized_svd,success,0.0,1.9023347022084636e-06,1.0251998901367188e-05,0.0032204359304159,2.16974831346306e-06,16,exact_low_rank_algebraic_identity,False
4096,4096,16,4,float32,canonical_factor_space,success,0.8875394035220777,0.8943260312080383,4.638526439666748,0.003400485496968,1.697734660410788e-05,16,exact_low_rank_algebraic_identity,False
4096,4096,16,4,float32,pairwise_reference_alignment,success,0.0005631427565138,1.5423223658217466e-06,6.67572021484375e-06,0.002783631440252,1.9109878849121745e-05,16,exact_low_rank_algebraic_identity,False
