family,architecture,group,seed,inverse_consistency,cycle_norm,closure,centrality,distance_to_coboundaries,hodge_exact,hodge_coexact,hodge_harmonic,residual_rank,pairwise_fit,validation_loss,ordinary_merge_degradation,synchronized_merge_degradation,structured_gain,structured_correction_helps,harmful_activation
ordinary_merge,perturbed_linear,ordinary,171000016,6.848278207383031e-16,9.06605039816102e-16,2.886579864025407e-15,1.1734571300822246e-15,4.53302519908051e-16,0.9999999999999991,1.1734571300822246e-15,9.06605039816102e-16,0,0.0,0.3065876535070617,0.0,0.6953125,0.0,False,False
ordinary_merge,perturbed_linear,ordinary,171000017,6.030840450258657e-16,6.698515148579284e-16,-2.9976021664879227e-15,7.883399733736229e-16,3.349257574289642e-16,0.9999999999999993,7.883399733736229e-16,6.698515148579284e-16,0,0.0,0.2735445514287866,0.0,0.634765625,0.0,False,False
ordinary_merge,perturbed_linear,ordinary,171000018,5.436923112408436e-16,6.906526978034395e-16,-6.661338147750939e-16,8.481175219154657e-16,3.4532634890171974e-16,0.9999999999999993,8.481175219154657e-16,6.906526978034395e-16,0,0.0,0.2504705424741243,0.0,0.568359375,0.0,False,False
ordinary_merge,perturbed_linear,ordinary,171000019,8.436300767183303e-16,8.95040617722751e-16,1.9984014443252818e-15,1.1374057791614149e-15,4.475203088613755e-16,0.9999999999999991,1.1374057791614149e-15,8.95040617722751e-16,0,0.0,0.29866727237028995,0.0,0.619140625,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001000,6.069896349134426e-16,7.272622579017186e-16,-4.440892098500626e-16,9.863482413074885e-16,3.636311289508593e-16,0.9999999999999992,9.863482413074885e-16,7.272622579017186e-16,0,0.0,0.3399977598334852,0.0,0.734375,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001001,7.809695719966301e-16,9.24628564207558e-16,3.9968028886505635e-15,1.1097067650670392e-15,4.62314282103779e-16,0.9999999999999991,1.1097067650670392e-15,9.24628564207558e-16,0,0.0,0.3508110704044093,0.0,0.728515625,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001002,8.195361371424913e-16,7.818053236949709e-16,1.7763568394002505e-15,1.023987528697413e-15,3.9090266184748543e-16,0.9999999999999992,1.023987528697413e-15,7.818053236949709e-16,0,0.0,0.2774583388422571,0.0,0.658203125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001003,6.978755298729148e-16,6.857524487793739e-16,-1.6653345369377348e-15,1.0545221209446008e-15,3.4287622438968696e-16,0.9999999999999993,1.0545221209446008e-15,6.857524487793739e-16,0,0.0,0.3048873585774508,0.0,0.603515625,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001004,6.1275039936652e-16,5.986536207685365e-16,-1.4432899320127035e-15,8.888899732217657e-16,2.9932681038426825e-16,0.9999999999999994,8.888899732217657e-16,5.986536207685365e-16,0,0.0,0.3947023815546128,0.0,0.677734375,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001005,7.422003039321104e-16,9.12753872138003e-16,-2.220446049250313e-15,1.1097263828288067e-15,4.563769360690015e-16,0.9999999999999991,1.1097263828288067e-15,9.12753872138003e-16,0,0.0,0.30335290122138203,0.0,0.466796875,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001006,6.253293159607248e-16,5.753165359488419e-16,-9.992007221626409e-16,8.475209179832581e-16,2.8765826797442094e-16,0.9999999999999994,8.475209179832581e-16,5.753165359488419e-16,0,0.0,0.377330404008942,0.0,0.642578125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001007,7.006774794319258e-16,7.049766868544228e-16,2.220446049250313e-16,9.191755269955403e-16,3.524883434272114e-16,0.9999999999999993,9.191755269955403e-16,7.049766868544228e-16,0,0.0,0.3507750476919168,0.0,0.599609375,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001008,7.350321421309505e-16,8.322606873576432e-16,4.440892098500626e-16,1.1123392676894441e-15,4.161303436788216e-16,0.9999999999999992,1.1123392676894441e-15,8.322606873576432e-16,0,0.0,0.23135475299075478,0.0,0.517578125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001009,6.50197407808343e-16,7.417125877285641e-16,-9.992007221626409e-16,9.815314401005053e-16,3.7085629386428203e-16,0.9999999999999992,9.815314401005053e-16,7.417125877285641e-16,0,0.0,0.32784528849906425,0.0,0.74609375,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001010,7.089821425275223e-16,7.445268657435222e-16,4.440892098500626e-16,9.999348418108773e-16,3.722634328717611e-16,0.9999999999999992,9.999348418108773e-16,7.445268657435222e-16,0,0.0,0.23376173426995703,0.0,0.703125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001011,7.134087533412291e-16,7.901717798318612e-16,-4.440892098500626e-16,1.0512231038494083e-15,3.950858899159306e-16,0.9999999999999992,1.0512231038494083e-15,7.901717798318612e-16,0,0.0,0.36437937629188005,0.0,0.751953125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001012,6.207592887160339e-16,6.757355426701809e-16,-1.9984014443252818e-15,8.737938921132381e-16,3.3786777133509044e-16,0.9999999999999993,8.737938921132381e-16,6.757355426701809e-16,0,0.0,0.34050493482354327,0.0,0.546875,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001013,7.375824112308868e-16,8.038625575825643e-16,2.4424906541753444e-15,1.044704358279127e-15,4.0193127879128215e-16,0.9999999999999992,1.044704358279127e-15,8.038625575825643e-16,0,0.0,0.2632579495741032,0.0,0.64453125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001014,6.518752916788248e-16,7.973468303963613e-16,-3.3306690738754696e-15,1.0251184260117187e-15,3.9867341519818065e-16,0.9999999999999992,1.0251184260117187e-15,7.973468303963613e-16,0,0.0,0.37151909092323665,0.0,0.712890625,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001015,6.482947339859429e-16,7.056447526566193e-16,-1.887379141862766e-15,9.935779199132843e-16,3.5282237632830963e-16,0.9999999999999993,9.935779199132843e-16,7.056447526566193e-16,0,0.0,0.41701231283847146,0.0,0.68359375,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001016,6.508080479087121e-16,7.483060031707851e-16,-1.5543122344752192e-15,1.1334582835684614e-15,3.7415300158539257e-16,0.9999999999999992,1.1334582835684614e-15,7.483060031707851e-16,0,0.0,0.29022631751791994,0.0,0.638671875,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001017,8.265606952381689e-16,8.797212418911372e-16,-1.6653345369377348e-15,1.232725950509442e-15,4.398606209455686e-16,0.9999999999999991,1.232725950509442e-15,8.797212418911372e-16,0,0.0,0.21163500491191767,0.0,0.60546875,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001018,6.814880549406787e-16,6.792331193997329e-16,1.1102230246251565e-15,8.514778051429674e-16,3.3961655969986644e-16,0.9999999999999993,8.514778051429674e-16,6.792331193997329e-16,0,0.0,0.27529361691936405,0.0,0.61328125,0.0,False,False
removable_gauge_mismatch,orthogonal_linear,ordinary,171001019,7.85747876680075e-16,8.4803873778397e-16,-3.3306690738754696e-15,1.1932010260515452e-15,4.24019368891985e-16,0.9999999999999991,1.1932010260515452e-15,8.4803873778397e-16,0,0.0,0.4192414390679443,0.0,0.69140625,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002000,0.3922346383183161,0.39223463831831645,0.23805459037828958,0.5458527975893486,0.19611731915915823,0.6077653616816836,0.5458527975893486,0.39223463831831645,7,0.06537243971971939,0.274222940810643,0.0,0.70703125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002001,0.4913795899289427,0.49137958992894276,-0.26872419543627346,0.7509860628426104,0.24568979496447138,0.5086204100710572,0.7509860628426104,0.49137958992894276,8,0.08189659832149045,0.402366900059546,0.0,0.626953125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002002,0.415000399187067,0.41500039918706694,-0.25880335079464145,0.5112844962527442,0.20750019959353347,0.584999600812933,0.5112844962527442,0.41500039918706694,7,0.06916673319784448,0.2924813066179762,0.0,0.677734375,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002003,0.4313840683761575,0.43138406837615745,0.25213350192774575,0.650007595378132,0.21569203418807872,0.5686159316238426,0.650007595378132,0.43138406837615745,7,0.07189734472935959,0.31534973288306145,0.0,0.6640625,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002004,0.42278322191769935,0.4227832219176995,0.6496515954086102,0.5990535382313543,0.21139161095884976,0.5772167780823005,0.5990535382313543,0.4227832219176995,7,0.0704638703196165,0.34756430049261955,0.0,0.693359375,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002005,0.372363058852726,0.372363058852726,-0.3602225637976946,0.5521605166665463,0.186181529426363,0.627636941147274,0.5521605166665463,0.372363058852726,8,0.062060509808787655,0.3760566810666145,0.0,0.5390625,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002006,0.37756739494038755,0.37756739494038755,-0.2167225401381061,0.5410563306273981,0.18878369747019377,0.6224326050596125,0.5410563306273981,0.37756739494038755,8,0.06292789915673125,0.3001538659965852,0.0,0.646484375,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002007,0.42675192221065944,0.4267519222106596,-0.3485589413851662,0.5714152762960208,0.2133759611053298,0.5732480777893404,0.5714152762960208,0.4267519222106596,7,0.07112532036844325,0.30168273776619214,0.0,0.5625,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002008,0.4413506073275964,0.4413506073275964,0.5576315395086806,0.6579702090438182,0.2206753036637982,0.5586493926724037,0.6579702090438182,0.4413506073275964,7,0.07355843455459937,0.233936446143013,0.0,0.693359375,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002009,0.37157054999334166,0.37157054999334155,-0.19973764643620595,0.5666997580230098,0.18578527499667077,0.6284294500066585,0.5666997580230098,0.37157054999334155,7,0.06192842499889026,0.3212152311605655,0.0,0.486328125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002010,0.4313549713737136,0.43135497137371376,0.6066454716560501,0.5469001244626932,0.21567748568685688,0.5686450286262863,0.5469001244626932,0.43135497137371376,8,0.07189249522895226,0.32069079691815966,0.0,0.611328125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002011,0.35893062405636306,0.3589306240563631,0.13237590689102285,0.46494083290290894,0.17946531202818156,0.6410693759436369,0.46494083290290894,0.3589306240563631,7,0.05982177067606048,0.2558025148526957,0.0,0.67578125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002012,0.39812815448429195,0.39812815448429195,0.29887583721072786,0.5260281233125539,0.19906407724214598,0.601871845515708,0.5260281233125539,0.39812815448429195,7,0.06635469241404866,0.2478745333764875,0.0,0.658203125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002013,0.40405763669028094,0.4040576366902809,1.1804047473095092,0.49383894472744705,0.20202881834514044,0.5959423633097192,0.49383894472744705,0.4040576366902809,8,0.06734293944838017,0.2907379370176134,0.0,0.767578125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002014,0.46704438092787254,0.4670443809278728,1.7216392928845923,0.696919284753565,0.2335221904639364,0.5329556190721272,0.696919284753565,0.4670443809278728,7,0.07784073015464542,0.3602232343577901,0.0,0.76953125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002015,0.34446475478658833,0.34446475478658833,-0.34136620341173285,0.4753360257489217,0.17223237739329417,0.6555352452134117,0.4753360257489217,0.34446475478658833,7,0.057410792464431364,0.3076015133360718,0.0,0.71875,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002016,0.33665014070452104,0.33665014070452115,-0.3919565568102663,0.45092129489038857,0.16832507035226058,0.6633498592954788,0.45092129489038857,0.33665014070452115,8,0.05610835678408682,0.32885129029962645,0.0,0.595703125,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002017,0.39748927194126554,0.39748927194126554,-0.3569156267085202,0.5971852417137627,0.19874463597063277,0.6025107280587345,0.5971852417137627,0.39748927194126554,8,0.06624821199021093,0.3968547092423451,0.0,0.6015625,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002018,0.42788487988442836,0.4278848798844282,-0.563640180419194,0.6195133923439419,0.2139424399422141,0.5721151201155719,0.6195133923439419,0.4278848798844282,8,0.07131414664740472,0.18086605869557315,0.0,0.640625,0.0,False,False
noisy_transition_system,perturbed_linear,ordinary,171002019,0.44086161875839336,0.4408616187583935,-0.11527598303002795,0.6291603724399745,0.22043080937919676,0.5591383812416064,0.6291603724399745,0.4408616187583935,7,0.07347693645973226,0.3415270558966986,0.0,0.65234375,0.0,False,False
controlled_central_obstruction,orthogonal_linear,central,171003000,2.0000000000000004,2.0000000000000004,3.552713678800501e-15,1.0405744319533735e-15,1.0000000000000002,0.0,1.0405744319533735e-15,1.0,8,0.3333333333333334,0.3367531254318413,0.0,0.740234375,0.740234375,True,False
controlled_central_obstruction,orthogonal_linear,central,171003001,2.0,2.0,-4.440892098500626e-16,9.369996088952442e-16,1.0,0.0,9.369996088952442e-16,1.0,8,0.3333333333333333,0.32760408617094483,0.0,0.5625,0.5625,True,False
controlled_central_obstruction,orthogonal_linear,central,171003002,2.0,2.0,1.7763568394002505e-15,1.0353302746962853e-15,1.0,0.0,1.0353302746962853e-15,1.0,8,0.3333333333333333,0.3157003243853562,0.0,0.669921875,0.669921875,True,False
controlled_central_obstruction,orthogonal_linear,central,171003003,1.9999999999999998,1.9999999999999998,-2.9976021664879227e-15,1.0123526556522904e-15,0.9999999999999999,0.0,1.0123526556522904e-15,1.0,8,0.3333333333333333,0.3764520712422789,0.0,0.55078125,0.55078125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003004,1.9999999999999998,1.9999999999999998,-1.4432899320127035e-15,1.132959296207236e-15,0.9999999999999999,0.0,1.132959296207236e-15,1.0,8,0.3333333333333333,0.30280840308544954,0.0,0.720703125,0.720703125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003005,2.0,2.0,2.6645352591003757e-15,1.4530392213266848e-15,1.0,0.0,1.4530392213266848e-15,1.0,8,0.3333333333333333,0.23662144835189067,0.0,0.619140625,0.619140625,True,False
controlled_central_obstruction,orthogonal_linear,central,171003006,1.9999999999999998,1.9999999999999998,-1.6653345369377348e-15,1.309734318207536e-15,0.9999999999999999,0.0,1.309734318207536e-15,1.0,8,0.3333333333333333,0.3534004133035692,0.0,0.689453125,0.689453125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003007,2.0,2.0,2.220446049250313e-16,9.02999608610031e-16,1.0,0.0,9.02999608610031e-16,1.0,8,0.3333333333333333,0.27798510133985677,0.0,0.7421875,0.7421875,True,False
controlled_central_obstruction,orthogonal_linear,central,171003008,1.9999999999999998,2.0,2.220446049250313e-16,7.626954097750848e-16,1.0,0.0,7.626954097750848e-16,1.0,8,0.3333333333333333,0.27649809081766885,0.0,0.61328125,0.61328125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003009,1.9999999999999998,1.9999999999999998,-5.551115123125783e-16,8.391018793225586e-16,0.9999999999999999,0.0,8.391018793225586e-16,1.0,8,0.3333333333333333,0.27830121687840503,0.0,0.765625,0.765625,True,False
controlled_central_obstruction,orthogonal_linear,central,171003010,2.0,1.9999999999999998,-9.992007221626409e-16,1.0782547102193278e-15,0.9999999999999999,0.0,1.0782547102193278e-15,1.0,8,0.3333333333333333,0.34030199015100615,0.0,0.705078125,0.705078125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003011,1.9999999999999998,1.9999999999999998,-1.4432899320127035e-15,8.724562023332833e-16,0.9999999999999999,0.0,8.724562023332833e-16,1.0,8,0.3333333333333333,0.3512676244471127,0.0,0.810546875,0.810546875,True,False
controlled_central_obstruction,orthogonal_linear,central,171003012,2.0,2.0000000000000004,1.7763568394002505e-15,9.563161733813852e-16,1.0000000000000002,0.0,9.563161733813852e-16,1.0,8,0.3333333333333333,0.20779503522118142,0.0,0.7265625,0.7265625,True,False
controlled_central_obstruction,orthogonal_linear,central,171003013,1.9999999999999998,1.9999999999999993,-2.7755575615628914e-15,7.382079013130261e-16,0.9999999999999997,0.0,7.382079013130261e-16,1.0,8,0.3333333333333333,0.3807356831618785,0.0,0.71875,0.71875,True,False
controlled_central_obstruction,orthogonal_linear,central,171003014,2.0,2.0,2.220446049250313e-15,9.78750034404435e-16,1.0,0.0,9.78750034404435e-16,1.0,8,0.3333333333333333,0.2920645452910451,0.0,0.65234375,0.65234375,True,False
controlled_central_obstruction,orthogonal_linear,central,171003015,1.9999999999999998,2.0,2.220446049250313e-16,1.1034312622535721e-15,1.0,0.0,1.1034312622535721e-15,1.0,8,0.3333333333333333,0.37743580605268773,0.0,0.708984375,0.708984375,True,False
controlled_central_obstruction,orthogonal_linear,central,171003016,2.0,2.0,6.661338147750939e-16,7.227275742404924e-16,1.0,0.0,7.227275742404924e-16,1.0,8,0.3333333333333333,0.38349480352497856,0.0,0.607421875,0.607421875,True,False
controlled_central_obstruction,orthogonal_linear,central,171003017,1.9999999999999998,1.9999999999999993,-2.9976021664879227e-15,1.0348837011498688e-15,0.9999999999999997,0.0,1.0348837011498688e-15,1.0,8,0.3333333333333333,0.3133397323911045,0.0,0.6953125,0.6953125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003018,2.0,1.9999999999999998,-1.2212453270876722e-15,9.01569853421935e-16,0.9999999999999999,0.0,9.01569853421935e-16,1.0,8,0.3333333333333333,0.3268749971026302,0.0,0.455078125,0.455078125,True,False
controlled_central_obstruction,orthogonal_linear,central,171003019,1.9999999999999998,1.9999999999999998,-2.220446049250313e-15,1.1697446737585657e-15,0.9999999999999999,0.0,1.1697446737585657e-15,1.0,8,0.3333333333333333,0.38807735925034886,0.0,0.552734375,0.552734375,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004000,0.7071067811865477,0.7071067811865477,3.3306690738754696e-15,0.9895730680083014,0.35355339059327384,0.2928932188134523,0.9895730680083014,0.7071067811865477,2,0.11785113019775795,0.2889592461746633,0.0,0.6328125,0.49609375,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004001,0.7071067811865475,0.7071067811865475,6.661338147750939e-16,0.9917813014025816,0.35355339059327373,0.29289321881345254,0.9917813014025816,0.7071067811865475,2,0.1178511301977579,0.33684489876267765,0.0,0.755859375,0.634765625,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004002,0.7071067811865477,0.7071067811865475,2.6645352591003757e-15,0.9211615766552198,0.35355339059327373,0.29289321881345254,0.9211615766552198,0.7071067811865475,2,0.11785113019775795,0.31420655767915806,0.0,0.658203125,0.57421875,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004003,0.7071067811865475,0.7071067811865477,2.220446049250313e-16,0.981312108966886,0.35355339059327384,0.2928932188134523,0.981312108966886,0.7071067811865477,2,0.11785113019775789,0.3093417041230012,0.0,0.630859375,0.517578125,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004004,0.7071067811865475,0.7071067811865474,-3.3306690738754696e-15,0.8099800229443785,0.3535533905932737,0.29289321881345265,0.8099800229443785,0.7071067811865474,2,0.11785113019775789,0.3372195868788189,0.0,0.498046875,0.390625,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004005,0.7071067811865474,0.7071067811865474,1.5543122344752192e-15,0.8228762654784442,0.3535533905932737,0.29289321881345265,0.8228762654784442,0.7071067811865474,2,0.11785113019775789,0.3095523847185183,0.0,0.515625,0.404296875,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004006,0.7071067811865477,0.7071067811865477,2.220446049250313e-15,0.9963592272921089,0.35355339059327384,0.2928932188134523,0.9963592272921089,0.7071067811865477,2,0.11785113019775795,0.33847242610013417,0.0,0.626953125,0.51953125,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004007,0.7071067811865477,0.7071067811865477,2.220446049250313e-15,0.8827315100513143,0.35355339059327384,0.2928932188134523,0.8827315100513143,0.7071067811865477,2,0.11785113019775795,0.3075396802028916,0.0,0.48046875,0.400390625,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004008,0.7071067811865475,0.7071067811865477,2.220446049250313e-16,0.9735507003690196,0.35355339059327384,0.2928932188134523,0.9735507003690196,0.7071067811865477,2,0.1178511301977579,0.24011264089480377,0.0,0.607421875,0.486328125,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004009,0.7071067811865474,0.7071067811865474,6.661338147750939e-16,0.7704204990591691,0.3535533905932737,0.29289321881345265,0.7704204990591691,0.7071067811865474,2,0.1178511301977579,0.2872825699729296,0.0,0.546875,0.4453125,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004010,0.7071067811865477,0.7071067811865477,2.6645352591003757e-15,0.8079140453251928,0.35355339059327384,0.2928932188134523,0.8079140453251928,0.7071067811865477,2,0.11785113019775795,0.3330014301740827,0.0,0.68359375,0.53515625,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004011,0.7071067811865475,0.7071067811865477,3.9968028886505635e-15,0.9181992483358716,0.35355339059327384,0.2928932188134523,0.9181992483358716,0.7071067811865477,2,0.1178511301977579,0.3842987309952634,0.0,0.693359375,0.58984375,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004012,0.7071067811865474,0.7071067811865474,1.1102230246251565e-15,0.966131726704268,0.3535533905932737,0.29289321881345265,0.966131726704268,0.7071067811865474,2,0.11785113019775789,0.34394442192211205,0.0,0.73828125,0.603515625,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004013,0.7071067811865474,0.7071067811865475,0.0,0.9887259032330233,0.35355339059327373,0.29289321881345254,0.9887259032330233,0.7071067811865475,2,0.11785113019775789,0.28613280375507033,0.0,0.6484375,0.515625,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004014,0.7071067811865475,0.7071067811865475,8.881784197001252e-16,0.8434915399326085,0.35355339059327373,0.29289321881345254,0.8434915399326085,0.7071067811865475,2,0.1178511301977579,0.2720811924418907,0.0,0.607421875,0.43359375,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004015,0.7071067811865474,0.7071067811865474,-1.5543122344752192e-15,0.9718900005735117,0.3535533905932737,0.29289321881345265,0.9718900005735117,0.7071067811865474,2,0.11785113019775789,0.32052262610867427,0.0,0.603515625,0.4375,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004016,0.7071067811865475,0.7071067811865475,-1.1102230246251565e-16,0.9403106548093227,0.35355339059327373,0.29289321881345254,0.9403106548093227,0.7071067811865475,2,0.1178511301977579,0.24478380216298676,0.0,0.501953125,0.39453125,True,False
