family,architecture,group,seed,inverse_consistency,cycle_norm,closure,centrality,distance_to_coboundaries,hodge_exact,hodge_coexact,hodge_harmonic,residual_rank,pairwise_fit,validation_loss,ordinary_merge_degradation,synchronized_merge_degradation,structured_gain,structured_correction_helps,harmful_activation
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004017,0.7071067811865477,0.7071067811865477,3.552713678800501e-15,0.9480589192099811,0.35355339059327384,0.2928932188134523,0.9480589192099811,0.7071067811865477,2,0.11785113019775795,0.35653725068729497,0.0,0.625,0.5234375,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004018,0.7071067811865474,0.7071067811865475,8.881784197001252e-16,0.8284137492627781,0.35355339059327373,0.29289321881345254,0.8284137492627781,0.7071067811865475,2,0.11785113019775789,0.33585775574262905,0.0,0.568359375,0.44921875,True,False
controlled_noncentral_holonomy,orthogonal_linear,noncentral,171004019,0.7071067811865475,0.7071067811865475,6.661338147750939e-16,0.9791137185756524,0.35355339059327373,0.29289321881345254,0.9791137185756524,0.7071067811865475,2,0.1178511301977579,0.3926117644896112,0.0,0.712890625,0.544921875,True,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005000,0.11902626741696162,0.11902626741696175,-0.04455066271575969,0.16201110671493216,0.059513133708480874,0.8809737325830382,0.16201110671493216,0.11902626741696175,7,0.019837711236160287,0.35461115440708363,0.0,0.525390625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005001,0.11152560985222743,0.11152560985222743,0.06275796124734234,0.15944910117150438,0.05576280492611371,0.8884743901477725,0.15944910117150438,0.11152560985222743,8,0.018587601642037915,0.3376939803134773,0.0,0.791015625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005002,0.1199322207620256,0.11993222076202555,-0.004307102182547151,0.18047082745478954,0.05996611038101277,0.8800677792379744,0.18047082745478954,0.11993222076202555,7,0.019988703460337594,0.3801575796616345,0.0,0.572265625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005003,0.1034520993562543,0.10345209935625428,-0.045718195435802245,0.13586737642803662,0.05172604967812714,0.8965479006437457,0.13586737642803662,0.10345209935625428,8,0.017242016559375725,0.30304114946441607,0.0,0.55078125,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005004,0.10407775921071737,0.10407775921071746,-0.08810060061171454,0.14089875811664732,0.05203887960535873,0.8959222407892825,0.14089875811664732,0.10407775921071746,7,0.01734629320178625,0.3242379703195942,0.0,0.638671875,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005005,0.09780711124668708,0.09780711124668705,-0.022177861289531475,0.13338328928007961,0.048903555623343524,0.9021928887533129,0.13338328928007961,0.09780711124668705,8,0.016301185207781173,0.48504576836691227,0.0,0.681640625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005006,0.1281721573539862,0.1281721573539862,0.0025668344283475975,0.19252070959157658,0.0640860786769931,0.8718278426460138,0.19252070959157658,0.1281721573539862,7,0.021362026225664358,0.3732751151801439,0.0,0.5859375,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005007,0.1138461441842494,0.11384614418424949,0.01984696915255202,0.15642536308855942,0.056923072092124744,0.8861538558157505,0.15642536308855942,0.11384614418424949,7,0.01897435736404158,0.30323774945796317,0.0,0.716796875,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005008,0.1125775388316199,0.11257753883161982,-0.05765900302870475,0.15175642632280525,0.05628876941580991,0.8874224611683802,0.15175642632280525,0.11257753883161982,7,0.018762923138603324,0.3073283265162656,0.0,0.560546875,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005009,0.10591631853365209,0.10591631853365205,-0.18777511858292806,0.14492609391632594,0.052958159266826024,0.894083681466348,0.14492609391632594,0.10591631853365205,7,0.017652719755608705,0.244790154629295,0.0,0.73828125,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005010,0.10682839670460115,0.10682839670460123,-0.07568657323738748,0.15435216240922214,0.053414198352300615,0.8931716032953988,0.15435216240922214,0.10682839670460123,7,0.0178047327841002,0.40739633026425354,0.0,0.6953125,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005011,0.11699671437534259,0.11699671437534255,0.08526229293362353,0.16629541002254533,0.058498357187671275,0.8830032856246575,0.16629541002254533,0.11699671437534255,7,0.019499452395890425,0.3635694096115875,0.0,0.7265625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005012,0.11652781779679872,0.11652781779679879,-0.025001389901374016,0.14499379192812897,0.05826390889839939,0.8834721822032012,0.14499379192812897,0.11652781779679879,7,0.019421302966133102,0.28273997603406753,0.0,0.57421875,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005013,0.0947374893107552,0.0947374893107551,0.16060840764007578,0.11846141375844785,0.04736874465537755,0.9052625106892449,0.11846141375844785,0.0947374893107551,7,0.015789581551792536,0.37072765138362324,0.0,0.603515625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005014,0.10718181579118488,0.1071818157911848,0.002686298113106833,0.15101232854409838,0.0535909078955924,0.8928181842088152,0.15101232854409838,0.1071818157911848,8,0.017863635965197477,0.33212077219462466,0.0,0.6015625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005015,0.10994653395351496,0.10994653395351497,0.09923764761772036,0.1485264647868956,0.05497326697675749,0.890053466046485,0.1485264647868956,0.10994653395351497,7,0.018324422325585815,0.34010111216674865,0.0,0.703125,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005016,0.13761466856075805,0.13761466856075824,0.3832853976456254,0.17761970451502357,0.06880733428037912,0.8623853314392418,0.17761970451502357,0.13761466856075824,7,0.022935778093459692,0.4184608310678791,0.0,0.625,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005017,0.11714055615181242,0.1171405561518125,0.1432323723007436,0.1740635681354973,0.05857027807590625,0.8828594438481875,0.1740635681354973,0.1171405561518125,8,0.019523426025302063,0.322257430491198,0.0,0.673828125,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005018,0.10492215598178609,0.10492215598178607,0.15354980180574862,0.14993009884698208,0.052461077990893036,0.8950778440182139,0.14993009884698208,0.10492215598178607,8,0.017487025996964372,0.442463675486888,0.0,0.576171875,0.0,False,False
realistic_checkpoint_family,perturbed_linear,ordinary,171005019,0.12350054518662736,0.12350054518662733,0.13714359524549025,0.1552257069364758,0.061750272593313664,0.8764994548133727,0.1552257069364758,0.12350054518662733,8,0.02058342419777123,0.18435934608787158,0.0,0.65625,0.0,False,False
