axis,configurations,log_log_latency_slope,minimum_latency_ms,maximum_latency_ms
branch_count,4,0.06282228576259312,0.5620630690827966,0.6345000583678484
calibration_samples,4,0.12171225269056692,0.573020544834435,0.9742289548739791
faces,3,-0.015642787267934215,0.5860835080966353,0.625916407443583
graph_edges,4,0.5100192439734142,0.18112501129508018,0.5846454296261072
group_order,4,-0.017278059153895853,0.5857914220541716,0.6192914443090558
hidden_width,4,1.1432592518518205,0.3632705193012953,3.8402294740080833
models,3,0.8696253487802986,0.17460447270423174,0.6116665899753571
residual_rank,4,0.002890644283046686,0.5789169808849692,0.5858540534973145
