complex,class_type,trial,vertices,edges,faces,h1_dimension,exact,coexact,harmonic,distance_to_coboundaries,classified_nontrivial,expected_nontrivial,classification_correct,runtime_seconds
wedge_of_cycles,trivial_exact,89,5,6,0,2,0.9999939372134062,0.0,0.0034821740953496485,0.010583871777280872,False,False,True,3.50000336766243e-05
wedge_of_cycles,trivial_exact,90,5,6,0,2,0.9999993844591729,0.0,0.0011095410201241015,0.0055077624523557555,False,False,True,3.495789133012295e-05
wedge_of_cycles,trivial_exact,91,5,6,0,2,0.9999986542775248,0.0,0.0016405618364705612,0.005548874216142102,False,False,True,3.487500362098217e-05
wedge_of_cycles,trivial_exact,92,5,6,0,2,0.999967989272651,0.0,0.008001276773836758,0.023900446857191945,False,False,True,3.491691313683987e-05
wedge_of_cycles,trivial_exact,93,5,6,0,2,0.9999948221309961,0.0,0.003218029085904868,0.006142927565100925,False,False,True,3.4999800845980644e-05
wedge_of_cycles,trivial_exact,94,5,6,0,2,0.9999857585763139,0.0,0.005336913392049556,0.018287170330592267,False,False,True,3.479188308119774e-05
wedge_of_cycles,trivial_exact,95,5,6,0,2,0.9999700085795676,0.0,0.007744800925708472,0.017649225041158817,False,False,True,3.5167206078767776e-05
wedge_of_cycles,trivial_exact,96,5,6,0,2,0.9999999849179898,0.0,0.00017367792171876488,0.0006653322964548286,False,False,True,3.491691313683987e-05
wedge_of_cycles,trivial_exact,97,5,6,0,2,0.999999964205874,0.0,0.00026755980758504154,0.0014565049869031336,False,False,True,3.474997356534004e-05
wedge_of_cycles,trivial_exact,98,5,6,0,2,0.9999941611087176,0.0,0.0034172720804629604,0.014853808651373267,False,False,True,3.766687586903572e-05
wedge_of_cycles,trivial_exact,99,5,6,0,2,0.9999912851590074,0.0,0.004174877966681692,0.012325792911945122,False,False,True,3.504101186990738e-05
wedge_of_cycles,nontrivial_harmonic,0,5,6,0,2,0.030932566359201358,0.0,0.9995214736754953,1.0213547256170097,True,True,True,0.0008244579657912254
wedge_of_cycles,nontrivial_harmonic,1,5,6,0,2,0.01848762958935872,0.0,0.9998290891708277,0.9994705822503849,True,True,True,6.325007416307926e-05
wedge_of_cycles,nontrivial_harmonic,2,5,6,0,2,0.02560017797443474,0.0,0.9996722617376543,1.0042819519205954,True,True,True,5.6416960433125496e-05
wedge_of_cycles,nontrivial_harmonic,3,5,6,0,2,0.025504539616812805,0.0,0.9996747063214787,1.0014170024962175,True,True,True,5.4541975259780884e-05
wedge_of_cycles,nontrivial_harmonic,4,5,6,0,2,0.020833754691233823,0.0,0.9997829537782017,0.9997334125683126,True,True,True,4.9625057727098465e-05
wedge_of_cycles,nontrivial_harmonic,5,5,6,0,2,0.00204348383603619,0.0,0.9999979120847263,0.9956153005943523,True,True,True,4.8832967877388e-05
wedge_of_cycles,nontrivial_harmonic,6,5,6,0,2,0.0156727476381107,0.0,0.9998771749477393,1.0138639688602356,True,True,True,4.812516272068024e-05
wedge_of_cycles,nontrivial_harmonic,7,5,6,0,2,0.021662416062068025,0.0,0.9997653423330666,1.0104205718391437,True,True,True,4.733307287096977e-05
wedge_of_cycles,nontrivial_harmonic,8,5,6,0,2,0.018405478114928226,0.0,0.9998306048403205,0.998915107764008,True,True,True,5.041598342359066e-05
wedge_of_cycles,nontrivial_harmonic,9,5,6,0,2,0.01458879791523617,0.0,0.9998935778248546,1.000440515353906,True,True,True,4.712515510618687e-05
wedge_of_cycles,nontrivial_harmonic,10,5,6,0,2,0.014598133153321651,0.0,0.99989344157687,1.002892496363128,True,True,True,4.645809531211853e-05
wedge_of_cycles,nontrivial_harmonic,11,5,6,0,2,0.031287116194638954,0.0,0.9995104383448045,0.9962875859185297,True,True,True,4.6625034883618355e-05
wedge_of_cycles,nontrivial_harmonic,12,5,6,0,2,0.00932940978372076,0.0,0.9999564801095534,0.9980852314602614,True,True,True,4.612491466104984e-05
wedge_of_cycles,nontrivial_harmonic,13,5,6,0,2,0.009770498804600094,0.0,0.9999522675373606,1.0044914293233003,True,True,True,4.6208035200834274e-05
wedge_of_cycles,nontrivial_harmonic,14,5,6,0,2,0.01193130081733692,0.0,0.9999288194970711,1.0088894734348341,True,True,True,4.6457862481474876e-05
wedge_of_cycles,nontrivial_harmonic,15,5,6,0,2,0.02783010826599455,0.0,0.9996126675237279,1.0074959738107605,True,True,True,4.9042049795389175e-05
wedge_of_cycles,nontrivial_harmonic,16,5,6,0,2,0.026380141256897468,0.0,0.9996519835158967,1.0100121496160712,True,True,True,4.629092290997505e-05
wedge_of_cycles,nontrivial_harmonic,17,5,6,0,2,0.024304224746987842,0.0,0.9997046087017146,1.0090285725598462,True,True,True,4.6208035200834274e-05
wedge_of_cycles,nontrivial_harmonic,18,5,6,0,2,0.024285593211520386,0.0,0.9997050614868191,0.9950532442973737,True,True,True,4.583410918712616e-05
wedge_of_cycles,nontrivial_harmonic,19,5,6,0,2,0.014336774322085695,0.0,0.9998972231694804,0.9865026775181693,True,True,True,4.6083005145192146e-05
wedge_of_cycles,nontrivial_harmonic,20,5,6,0,2,0.006612781567316765,0.0,0.9999781353209394,0.999887024831828,True,True,True,4.7625042498111725e-05
wedge_of_cycles,nontrivial_harmonic,21,5,6,0,2,0.02930519994179782,0.0,0.9995705103975263,1.0019519224954783,True,True,True,4.566693678498268e-05
wedge_of_cycles,nontrivial_harmonic,22,5,6,0,2,0.035183046502287284,0.0,0.9993808849676974,0.9927536795626879,True,True,True,4.566693678498268e-05
wedge_of_cycles,nontrivial_harmonic,23,5,6,0,2,0.02073916609166267,0.0,0.9997849203652865,0.9978688229886807,True,True,True,4.52499371021986e-05
wedge_of_cycles,nontrivial_harmonic,24,5,6,0,2,0.018537829042779123,0.0,0.999828159682643,0.9899921980138725,True,True,True,4.5459019020199776e-05
wedge_of_cycles,nontrivial_harmonic,25,5,6,0,2,0.015971096126744657,0.0,0.9998724539102526,1.0015539632780064,True,True,True,4.508392885327339e-05
wedge_of_cycles,nontrivial_harmonic,26,5,6,0,2,0.020600575638317062,0.0,0.9997877856242143,0.9978956366277334,True,True,True,4.5625027269124985e-05
wedge_of_cycles,nontrivial_harmonic,27,5,6,0,2,0.02147781253647407,0.0,0.9997693251788875,0.9930372894251297,True,True,True,4.537496715784073e-05
wedge_of_cycles,nontrivial_harmonic,28,5,6,0,2,0.017319475042319878,0.0,0.9998500066431257,0.977157060896589,True,True,True,4.533282481133938e-05
wedge_of_cycles,nontrivial_harmonic,29,5,6,0,2,0.014426841632517074,0.0,0.9998959277047338,0.9961176020227381,True,True,True,4.554097540676594e-05
wedge_of_cycles,nontrivial_harmonic,30,5,6,0,2,0.016277669073933725,0.0,0.9998675099679555,0.9885747229665119,True,True,True,4.554190672934055e-05
wedge_of_cycles,nontrivial_harmonic,31,5,6,0,2,0.027554001037961778,0.0,0.9996203164335947,1.010599939709124,True,True,True,4.537496715784073e-05
wedge_of_cycles,nontrivial_harmonic,32,5,6,0,2,0.011608406761204896,0.0,0.9999326201762129,0.9827320128178798,True,True,True,4.52918466180563e-05
wedge_of_cycles,nontrivial_harmonic,33,5,6,0,2,0.027267559693489787,0.0,0.9996281709657657,0.9976750293342066,True,True,True,4.529207944869995e-05
wedge_of_cycles,nontrivial_harmonic,34,5,6,0,2,0.024102025080297088,0.0,0.9997095039995513,1.0078425584018602,True,True,True,4.529207944869995e-05
wedge_of_cycles,nontrivial_harmonic,35,5,6,0,2,0.021694802419603323,0.0,0.9997646400768405,0.9945104649856138,True,True,True,4.52918466180563e-05
wedge_of_cycles,nontrivial_harmonic,36,5,6,0,2,0.007179090979863811,0.0,0.9999742299943047,1.0108331979072305,True,True,True,4.52499371021986e-05
wedge_of_cycles,nontrivial_harmonic,37,5,6,0,2,0.015250160527927365,0.0,0.9998837095402007,0.9927987329192277,True,True,True,4.554190672934055e-05
wedge_of_cycles,nontrivial_harmonic,38,5,6,0,2,0.021075933174011685,0.0,0.9997778778512979,0.9809486069475836,True,True,True,5.1999930292367935e-05
wedge_of_cycles,nontrivial_harmonic,39,5,6,0,2,0.024131745150468162,0.0,0.9997087870355013,1.0165242058077055,True,True,True,4.554190672934055e-05
wedge_of_cycles,nontrivial_harmonic,40,5,6,0,2,0.022973215480367168,0.0,0.9997360808585899,0.9978344207335639,True,True,True,4.533305764198303e-05
wedge_of_cycles,nontrivial_harmonic,41,5,6,0,2,0.027381617161791997,0.0,0.9996250532282617,0.9879441649167883,True,True,True,4.533305764198303e-05
wedge_of_cycles,nontrivial_harmonic,42,5,6,0,2,0.008375349122847719,0.0,0.9999649261484478,1.0047096252309544,True,True,True,4.5082997530698776e-05
wedge_of_cycles,nontrivial_harmonic,43,5,6,0,2,0.025896492636824524,0.0,0.9996646295979021,1.0023091428896138,True,True,True,4.491605795919895e-05
wedge_of_cycles,nontrivial_harmonic,44,5,6,0,2,0.01352232362979165,0.0,0.9999085692020301,1.0080417236965575,True,True,True,4.529207944869995e-05
wedge_of_cycles,nontrivial_harmonic,45,5,6,0,2,0.022516531219289447,0.0,0.9997464707723905,1.0162393651615635,True,True,True,4.516681656241417e-05
wedge_of_cycles,nontrivial_harmonic,46,5,6,0,2,0.016989344015302523,0.0,0.9998556706794887,1.0039686153723004,True,True,True,4.495913162827492e-05
wedge_of_cycles,nontrivial_harmonic,47,5,6,0,2,0.01832177275665046,0.0,0.9998321422334121,0.9883927763507862,True,True,True,4.729186184704304e-05
wedge_of_cycles,nontrivial_harmonic,48,5,6,0,2,0.011222614307476652,0.0,0.9999370244810949,0.9982273264398162,True,True,True,4.541594535112381e-05
wedge_of_cycles,nontrivial_harmonic,49,5,6,0,2,0.011755737113037804,0.0,0.9999308989349861,1.015117200694621,True,True,True,4.52918466180563e-05
wedge_of_cycles,nontrivial_harmonic,50,5,6,0,2,0.022307921652257954,0.0,0.9997511473519582,0.9881584361586959,True,True,True,4.541710950434208e-05
wedge_of_cycles,nontrivial_harmonic,51,5,6,0,2,0.009548795913026742,0.0,0.9999544092090455,0.9958424397263196,True,True,True,4.5042019337415695e-05
wedge_of_cycles,nontrivial_harmonic,52,5,6,0,2,0.026537314243100407,0.0,0.9996478234622245,0.9987708553430549,True,True,True,4.52918466180563e-05
wedge_of_cycles,nontrivial_harmonic,53,5,6,0,2,0.015720530158432368,0.0,0.9998764248303578,1.01251278042041,True,True,True,4.558311775326729e-05
wedge_of_cycles,nontrivial_harmonic,54,5,6,0,2,0.020668093392258915,0.0,0.9997863921436063,0.9996543391511601,True,True,True,4.5291148126125336e-05
wedge_of_cycles,nontrivial_harmonic,55,5,6,0,2,0.01961450031497165,0.0,0.9998076171831229,0.9937921643055229,True,True,True,4.52499371021986e-05
wedge_of_cycles,nontrivial_harmonic,56,5,6,0,2,0.012414038981425613,0.0,0.9999229428491815,0.9936746126065511,True,True,True,4.5000109821558e-05
wedge_of_cycles,nontrivial_harmonic,57,5,6,0,2,0.012887750458029847,0.0,0.9999169494953727,0.9930182037530714,True,True,True,4.5708147808909416e-05
wedge_of_cycles,nontrivial_harmonic,58,5,6,0,2,0.014135371525349624,0.0,0.9999000906449805,0.988406848978452,True,True,True,4.549999721348286e-05
wedge_of_cycles,nontrivial_harmonic,59,5,6,0,2,0.028452598563348853,0.0,0.9995951428628457,0.9973553299006386,True,True,True,4.8582907766103745e-05
wedge_of_cycles,nontrivial_harmonic,60,5,6,0,2,0.01785923379811546,0.0,0.9998405111657281,0.9864021343752087,True,True,True,4.5042019337415695e-05
wedge_of_cycles,nontrivial_harmonic,61,5,6,0,2,0.0093916790904712,0.0,0.9999558972094028,0.9886040580083004,True,True,True,4.508392885327339e-05
wedge_of_cycles,nontrivial_harmonic,62,5,6,0,2,0.004916155156309011,0.0,0.9999879156362237,0.9913321648446918,True,True,True,4.52499371021986e-05
wedge_of_cycles,nontrivial_harmonic,63,5,6,0,2,0.011523624573933699,0.0,0.9999336008339149,0.9991213671205502,True,True,True,4.4999876990914345e-05
wedge_of_cycles,nontrivial_harmonic,64,5,6,0,2,0.02520586913994553,0.0,0.9996822816079617,0.9921594393783607,True,True,True,4.479195922613144e-05
wedge_of_cycles,nontrivial_harmonic,65,5,6,0,2,0.02535520462304273,0.0,0.999678505119783,0.9865757241938847,True,True,True,4.512490704655647e-05
wedge_of_cycles,nontrivial_harmonic,66,5,6,0,2,0.011126485315608916,0.0,0.999938098746378,0.9949565764846989,True,True,True,4.541594535112381e-05
wedge_of_cycles,nontrivial_harmonic,67,5,6,0,2,0.03360151802716807,0.0,0.9994353095554859,0.9971650870192591,True,True,True,4.512490704655647e-05
wedge_of_cycles,nontrivial_harmonic,68,5,6,0,2,0.020728962868946536,0.0,0.9997851319650526,0.9942135339781759,True,True,True,4.495796747505665e-05
wedge_of_cycles,nontrivial_harmonic,69,5,6,0,2,0.01151728707148669,0.0,0.9999336738496772,0.9933971952858109,True,True,True,4.4999876990914345e-05
wedge_of_cycles,nontrivial_harmonic,70,5,6,0,2,0.022124276253879305,0.0,0.9997552282435147,0.9898836045894531,True,True,True,4.4999876990914345e-05
wedge_of_cycles,nontrivial_harmonic,71,5,6,0,2,0.01602371793535617,0.0,0.9998716119900237,0.9920721036735798,True,True,True,4.508392885327339e-05
wedge_of_cycles,nontrivial_harmonic,72,5,6,0,2,0.02334505546758224,0.0,0.9997274670555049,0.9985292226566862,True,True,True,4.516704939305782e-05
wedge_of_cycles,nontrivial_harmonic,73,5,6,0,2,0.015123119160799897,0.0,0.9998856390942159,0.9973537627057845,True,True,True,4.487484693527222e-05
wedge_of_cycles,nontrivial_harmonic,74,5,6,0,2,0.011971434842299709,0.0,0.9999283398063166,1.001619473123334,True,True,True,4.512513987720013e-05
wedge_of_cycles,nontrivial_harmonic,75,5,6,0,2,0.01698505675348964,0.0,0.9998557435185743,0.9966842460530382,True,True,True,4.512513987720013e-05
wedge_of_cycles,nontrivial_harmonic,76,5,6,0,2,0.01873958887817533,0.0,0.9998243984863928,1.0160933526508518,True,True,True,4.4958898797631264e-05
wedge_of_cycles,nontrivial_harmonic,77,5,6,0,2,0.005105684204687429,0.0,0.9999869659094571,1.0024578862264844,True,True,True,4.529207944869995e-05
wedge_of_cycles,nontrivial_harmonic,78,5,6,0,2,0.023372784871351356,0.0,0.9997268191497903,1.011877657943705,True,True,True,4.7791050747036934e-05
wedge_of_cycles,nontrivial_harmonic,79,5,6,0,2,0.00904170276711786,0.0,0.9999591229700698,0.9830004923331829,True,True,True,4.5250169932842255e-05
wedge_of_cycles,nontrivial_harmonic,80,5,6,0,2,0.025680739297763204,0.0,0.9996701954290327,0.9943307078401855,True,True,True,4.520895890891552e-05
wedge_of_cycles,nontrivial_harmonic,81,5,6,0,2,0.02467373659307226,0.0,0.9996955570185033,0.9969471975367832,True,True,True,4.520895890891552e-05
wedge_of_cycles,nontrivial_harmonic,82,5,6,0,2,0.02398796146571445,0.0,0.999712247451595,0.9786296010481863,True,True,True,4.487507976591587e-05
wedge_of_cycles,nontrivial_harmonic,83,5,6,0,2,0.01735733281537781,0.0,0.9998493501510798,0.9995795983497615,True,True,True,4.479195922613144e-05
wedge_of_cycles,nontrivial_harmonic,84,5,6,0,2,0.02216088300070759,0.0,0.9997544174769267,0.9843175819038846,True,True,True,4.487507976591587e-05
wedge_of_cycles,nontrivial_harmonic,85,5,6,0,2,0.011153704628158347,0.0,0.9999377955018341,1.0075614587419206,True,True,True,9.200000204145908e-05
wedge_of_cycles,nontrivial_harmonic,86,5,6,0,2,0.01826802514312922,0.0,0.9998331257051701,1.0002407458551679,True,True,True,6.895815022289753e-05
wedge_of_cycles,nontrivial_harmonic,87,5,6,0,2,0.026837929075039287,0.0,0.9996397979087084,0.9898013834797209,True,True,True,5.3541967645287514e-05
wedge_of_cycles,nontrivial_harmonic,88,5,6,0,2,0.021386620387967056,0.0,0.999771280077789,0.9843232243374611,True,True,True,4.987488500773907e-05
wedge_of_cycles,nontrivial_harmonic,89,5,6,0,2,0.026972284558589847,0.0,0.9996361817509861,1.000754156359056,True,True,True,4.795799031853676e-05
wedge_of_cycles,nontrivial_harmonic,90,5,6,0,2,0.021504185188542177,0.0,0.9997687582733205,0.9947398951723732,True,True,True,4.6833883970975876e-05
wedge_of_cycles,nontrivial_harmonic,91,5,6,0,2,0.019607247173306846,0.0,0.999807759450928,0.9953363034876052,True,True,True,4.641711711883545e-05
wedge_of_cycles,nontrivial_harmonic,92,5,6,0,2,0.01734626812435904,0.0,0.9998495421723,1.0112572516655969,True,True,True,4.63330652564764e-05
wedge_of_cycles,nontrivial_harmonic,93,5,6,0,2,0.013650405304924727,0.0,0.9999068288770766,0.9991260923649142,True,True,True,4.587485454976559e-05
wedge_of_cycles,nontrivial_harmonic,94,5,6,0,2,0.010930458080372987,0.0,0.9999402607586882,1.0028384839096611,True,True,True,4.583410918712616e-05
wedge_of_cycles,nontrivial_harmonic,95,5,6,0,2,0.02027166417456271,0.0,0.9997945087024602,0.9818715890682955,True,True,True,4.574982449412346e-05
wedge_of_cycles,nontrivial_harmonic,96,5,6,0,2,0.02079396893980634,0.0,0.999783782052765,1.017173039045363,True,True,True,4.591699689626694e-05
wedge_of_cycles,nontrivial_harmonic,97,5,6,0,2,0.02667986437880604,0.0,0.9996440290607095,1.0039524626148388,True,True,True,4.5625027269124985e-05
wedge_of_cycles,nontrivial_harmonic,98,5,6,0,2,0.018922452932120908,0.0,0.9998209543588452,1.006862731723225,True,True,True,4.587508738040924e-05
wedge_of_cycles,nontrivial_harmonic,99,5,6,0,2,0.018061163377247016,0.0,0.9998368838852968,1.0053460869707498,True,True,True,4.587508738040924e-05
theta_graph,trivial_exact,0,5,6,0,2,0.9999882642659281,0.0,0.004844721913158393,0.017506999295730928,False,False,True,4.158308729529381e-05
theta_graph,trivial_exact,1,5,6,0,2,0.9999997123264224,0.0,0.0007585163623257805,0.00289145339721597,False,False,True,3.7458958104252815e-05
theta_graph,trivial_exact,2,5,6,0,2,0.9999992304336154,0.0,0.0012406176595141066,0.005166631329380668,False,False,True,3.616698086261749e-05
theta_graph,trivial_exact,3,5,6,0,2,0.9999041675654808,0.0,0.013843976494572651,0.014919586069001886,False,False,True,3.6125071346759796e-05
theta_graph,trivial_exact,4,5,6,0,2,0.999994263606872,0.0,0.0033871453097382323,0.013365502432117543,False,False,True,4.4999876990914345e-05
theta_graph,trivial_exact,5,5,6,0,2,0.9999551258672341,0.0,0.009473449838560114,0.017656984996138603,False,False,True,3.60831618309021e-05
theta_graph,trivial_exact,6,5,6,0,2,0.9999783274110657,0.0,0.00658366981000063,0.014388665108026671,False,False,True,3.5542063415050507e-05
theta_graph,trivial_exact,7,5,6,0,2,0.9999898638676605,0.0,0.004502461764172729,0.012085486411035943,False,False,True,6.500002928078175e-05
theta_graph,trivial_exact,8,5,6,0,2,0.9999987716364618,0.0,0.0015673945155193522,0.00920542593535399,False,False,True,4.041707143187523e-05
theta_graph,trivial_exact,9,5,6,0,2,0.9999418935132979,0.0,0.010780055521186802,0.022841139029654726,False,False,True,3.774999640882015e-05
theta_graph,trivial_exact,10,5,6,0,2,0.9999988511477454,0.0,0.0015158176635142772,0.006021104583764316,False,False,True,3.687501884996891e-05
theta_graph,trivial_exact,11,5,6,0,2,0.9999971188269344,0.0,0.0024004869983301307,0.008059719121682971,False,False,True,3.629201091825962e-05
theta_graph,trivial_exact,12,5,6,0,2,0.9999974892319778,0.0,0.0022408770024422084,0.010890914166386642,False,False,True,3.600004129111767e-05
theta_graph,trivial_exact,13,5,6,0,2,0.9999877488813989,0.0,0.0049499582939429776,0.015184404731184159,False,False,True,3.574998117983341e-05
theta_graph,trivial_exact,14,5,6,0,2,0.9999993336397116,0.0,0.0011544349842131994,0.003254340806683766,False,False,True,3.5833800211548805e-05
theta_graph,trivial_exact,15,5,6,0,2,0.9999981374700622,0.0,0.001930040519422229,0.011270503227679501,False,False,True,3.583403304219246e-05
theta_graph,trivial_exact,16,5,6,0,2,0.9999935058354815,0.0,0.0036039265895182544,0.009064756730667535,False,False,True,3.545917570590973e-05
theta_graph,trivial_exact,17,5,6,0,2,0.9999805469725425,0.0,0.006237441502300722,0.019232813866204672,False,False,True,3.583286888897419e-05
theta_graph,trivial_exact,18,5,6,0,2,0.9999973907084622,0.0,0.0022844203350992735,0.009796033846905224,False,False,True,3.850017674267292e-05
theta_graph,trivial_exact,19,5,6,0,2,0.999996853632895,0.0,0.0025085303088316314,0.011861776757069318,False,False,True,3.6082929000258446e-05
theta_graph,trivial_exact,20,5,6,0,2,0.9999933026092843,0.0,0.003659882044048161,0.011329908362627202,False,False,True,3.5499921068549156e-05
theta_graph,trivial_exact,21,5,6,0,2,0.9999467164962039,0.0,0.010322992224177343,0.021078967586205928,False,False,True,3.5624951124191284e-05
theta_graph,trivial_exact,22,5,6,0,2,0.9999992235029292,0.0,0.001246191613774014,0.0034950643294958225,False,False,True,3.558304160833359e-05
theta_graph,trivial_exact,23,5,6,0,2,0.9999781294467041,0.0,0.006613669803587144,0.030082404136716822,False,False,True,3.55839729309082e-05
theta_graph,trivial_exact,24,5,6,0,2,0.9999754019750675,0.0,0.007013946449906335,0.017738026857306924,False,False,True,3.550015389919281e-05
theta_graph,trivial_exact,25,5,6,0,2,0.9999593631641919,0.0,0.009015099570362442,0.01613215139518463,False,False,True,3.5499921068549156e-05
theta_graph,trivial_exact,26,5,6,0,2,0.99998446547212,0.0,0.005573940656153786,0.02028084364034515,False,False,True,3.533391281962395e-05
theta_graph,trivial_exact,27,5,6,0,2,0.9999921773631293,0.0,0.003955402956374167,0.005614228217104202,False,False,True,3.541586920619011e-05
theta_graph,trivial_exact,28,5,6,0,2,0.9999982460044904,0.0,0.0018729623443200865,0.009690389066961128,False,False,True,3.537489101290703e-05
theta_graph,trivial_exact,29,5,6,0,2,0.9999962629734397,0.0,0.0027338688986400872,0.007050325729237762,False,False,True,3.5499921068549156e-05
theta_graph,trivial_exact,30,5,6,0,2,0.9999975768002923,0.0,0.002201452598523797,0.007791168555948198,False,False,True,3.558304160833359e-05
theta_graph,trivial_exact,31,5,6,0,2,0.9996578849495559,0.0,0.026155555015714742,0.024505029820995967,False,False,True,3.533298149704933e-05
theta_graph,trivial_exact,32,5,6,0,2,0.9999877805447036,0.0,0.0049435575527661535,0.01536241794717104,False,False,True,3.570900298655033e-05
theta_graph,trivial_exact,33,5,6,0,2,0.9999990108420233,0.0,0.0014065258527757364,0.005508594019864145,False,False,True,3.545801155269146e-05
theta_graph,trivial_exact,34,5,6,0,2,0.9999980133976131,0.0,0.001993288947158174,0.009167545475969359,False,False,True,3.5624951124191284e-05
theta_graph,trivial_exact,35,5,6,0,2,0.9999609837960165,0.0,0.008833509251857124,0.021348364640357845,False,False,True,3.545801155269146e-05
theta_graph,trivial_exact,36,5,6,0,2,0.9999974407161187,0.0,0.002262423747303357,0.00891944288421812,False,False,True,3.533298149704933e-05
theta_graph,trivial_exact,37,5,6,0,2,0.9999954174010278,0.0,0.0030274043244608554,0.010068449019772833,False,False,True,3.541703335940838e-05
theta_graph,trivial_exact,38,5,6,0,2,0.9999998029431106,0.0,0.0006277847874869121,0.0016671430518639713,False,False,True,3.533298149704933e-05
theta_graph,trivial_exact,39,5,6,0,2,0.9999996160924204,0.0,0.000876250541961925,0.004083220533102807,False,False,True,3.516697324812412e-05
theta_graph,trivial_exact,40,5,6,0,2,0.9999909774259768,0.0,0.004247948521280057,0.007829556982483277,False,False,True,3.558304160833359e-05
theta_graph,trivial_exact,41,5,6,0,2,0.9999948504510565,0.0,0.0032092166284712845,0.007687987334010735,False,False,True,3.591598942875862e-05
theta_graph,trivial_exact,42,5,6,0,2,0.9999902260629366,0.0,0.0044212869842385465,0.012758837659588825,False,False,True,3.558304160833359e-05
theta_graph,trivial_exact,43,5,6,0,2,0.999925056246022,0.0,0.01224262600054383,0.013764598661369858,False,False,True,3.866688348352909e-05
theta_graph,trivial_exact,44,5,6,0,2,0.9999538982244425,0.0,0.009602157348276552,0.014465399796352063,False,False,True,3.587501123547554e-05
theta_graph,trivial_exact,45,5,6,0,2,0.9999918504523536,0.0,0.004037205577861293,0.012101382931317734,False,False,True,3.537512384355068e-05
theta_graph,trivial_exact,46,5,6,0,2,0.9999999822680704,0.0,0.000188318504406753,0.0013320417849850051,False,False,True,3.550015389919281e-05
theta_graph,trivial_exact,47,5,6,0,2,0.9999999682431936,0.0,0.0002520190699342148,0.0011135838383117891,False,False,True,3.6041950806975365e-05
theta_graph,trivial_exact,48,5,6,0,2,0.9999944076539689,0.0,0.00334434758789869,0.006053116371958188,False,False,True,3.516697324812412e-05
theta_graph,trivial_exact,49,5,6,0,2,0.9999890004929114,0.0,0.0046902977717786145,0.01199971150913324,False,False,True,3.5250093787908554e-05
theta_graph,trivial_exact,50,5,6,0,2,0.9999613670289018,0.0,0.008790019891296933,0.019089304789572086,False,False,True,3.562518395483494e-05
theta_graph,trivial_exact,51,5,6,0,2,0.9999948012470362,0.0,0.00322451219576264,0.016323053162830146,False,False,True,3.545801155269146e-05
theta_graph,trivial_exact,52,5,6,0,2,0.9999879888040002,0.0,0.004901249609071015,0.02528946481226245,False,False,True,3.5291071981191635e-05
theta_graph,trivial_exact,53,5,6,0,2,0.999991906348586,0.0,0.004023336590557484,0.012167104468895457,False,False,True,3.5207951441407204e-05
theta_graph,trivial_exact,54,5,6,0,2,0.9999903580736433,0.0,0.004391327788469306,0.008958540276139237,False,False,True,3.483402542769909e-05
theta_graph,trivial_exact,55,5,6,0,2,0.999985539425752,0.0,0.005377819203699442,0.014070189387519074,False,False,True,5.41249755769968e-05
theta_graph,trivial_exact,56,5,6,0,2,0.9999982716092707,0.0,0.0018592413698118888,0.00860014031978747,False,False,True,0.00025845784693956375
theta_graph,trivial_exact,57,5,6,0,2,0.9999949115855914,0.0,0.003190110174539227,0.01182327457756359,False,False,True,0.00026825000531971455
theta_graph,trivial_exact,58,5,6,0,2,0.9999990560807223,0.0,0.001373986049524332,0.004400759051543203,False,False,True,0.00018458301201462746
theta_graph,trivial_exact,59,5,6,0,2,0.9999829074444053,0.0,0.00584677851756274,0.018592368451279914,False,False,True,0.0001371670514345169
theta_graph,trivial_exact,60,5,6,0,2,0.9999969227836163,0.0,0.002480811016134402,0.011171174822771019,False,False,True,0.00011979206465184689
theta_graph,trivial_exact,61,5,6,0,2,0.9999822926651888,0.0,0.005950996225182145,0.019252654379173433,False,False,True,0.00012579187750816345
theta_graph,trivial_exact,62,5,6,0,2,0.9999940461306449,0.0,0.003450754013480053,0.010958208789993769,False,False,True,0.00017933384515345097
theta_graph,trivial_exact,63,5,6,0,2,0.9999938118674166,0.0,0.0035179861958116753,0.013487742746154167,False,False,True,0.00012762495316565037
theta_graph,trivial_exact,64,5,6,0,2,0.9999998557748054,0.0,0.0005370757563617929,0.0018740263597753555,False,False,True,0.00012945802882313728
theta_graph,trivial_exact,65,5,6,0,2,0.9999988558368822,0.0,0.0015127210339427675,0.006151052199334717,False,False,True,7.870793342590332e-05
theta_graph,trivial_exact,66,5,6,0,2,0.9999996754040957,0.0,0.0008057243346228948,0.003540995379200144,False,False,True,4.1999854147434235e-05
theta_graph,trivial_exact,67,5,6,0,2,0.9999658929819725,0.0,0.00825910847285808,0.019999871936300383,False,False,True,3.691692836582661e-05
theta_graph,trivial_exact,68,5,6,0,2,0.9999981048073285,0.0,0.0019468902770976612,0.005635484547683372,False,False,True,3.645801916718483e-05
theta_graph,trivial_exact,69,5,6,0,2,0.9999996949677458,0.0,0.0007810662044281526,0.004042701072683696,False,False,True,3.6250101402401924e-05
theta_graph,trivial_exact,70,5,6,0,2,0.9999959182485341,0.0,0.002857181525726775,0.015916664482257713,False,False,True,3.595789894461632e-05
theta_graph,trivial_exact,71,5,6,0,2,0.999951848948088,0.0,0.009813245401020793,0.022526769127898846,False,False,True,3.5708071663975716e-05
