subspace,null_family,draw,statistic
mlp_intermediate,edge_shuffle,30,0.6155490829126575
mlp_intermediate,edge_shuffle,31,0.6021584845488785
mlp_intermediate,edge_shuffle,32,0.5926123936403053
mlp_intermediate,edge_shuffle,33,0.5993734477228361
mlp_intermediate,edge_shuffle,34,0.500474073982549
mlp_intermediate,edge_shuffle,35,0.588952958921155
mlp_intermediate,edge_shuffle,36,0.43101214281791156
mlp_intermediate,edge_shuffle,37,0.4855618926713032
mlp_intermediate,edge_shuffle,38,0.4955035463860527
mlp_intermediate,edge_shuffle,39,0.570739396958972
mlp_intermediate,edge_shuffle,40,0.43564948861998065
mlp_intermediate,edge_shuffle,41,0.5989931306442873
mlp_intermediate,edge_shuffle,42,0.41158709602071314
mlp_intermediate,edge_shuffle,43,0.43101215583881736
mlp_intermediate,edge_shuffle,44,0.552996067409212
mlp_intermediate,edge_shuffle,45,0.45148752540033965
mlp_intermediate,edge_shuffle,46,0.4427056730719243
mlp_intermediate,edge_shuffle,47,0.5145560473257091
mlp_intermediate,edge_shuffle,48,0.518980724115783
mlp_intermediate,edge_shuffle,49,0.45747459326718204
mlp_intermediate,edge_shuffle,50,0.5526773882658492
mlp_intermediate,edge_shuffle,51,0.5852649319834862
mlp_intermediate,edge_shuffle,52,0.5529976252097689
mlp_intermediate,edge_shuffle,53,0.48476473530126307
mlp_intermediate,edge_shuffle,54,0.5890244279209823
mlp_intermediate,edge_shuffle,55,0.5622037017352296
mlp_intermediate,edge_shuffle,56,0.6058284440793685
mlp_intermediate,edge_shuffle,57,0.41158710875166205
mlp_intermediate,edge_shuffle,58,0.5091754548000115
mlp_intermediate,edge_shuffle,59,0.5906432951784177
mlp_intermediate,edge_shuffle,60,0.49941687478872865
mlp_intermediate,edge_shuffle,61,0.4928647707301993
mlp_intermediate,edge_shuffle,62,0.5926124108559647
mlp_intermediate,edge_shuffle,63,0.43684532883185506
mlp_intermediate,edge_shuffle,64,0.32210866203075383
mlp_intermediate,edge_shuffle,65,0.44270566406727746
mlp_intermediate,edge_shuffle,66,0.59276470711965
mlp_intermediate,edge_shuffle,67,0.5684691426906148
mlp_intermediate,edge_shuffle,68,0.4427056636740017
mlp_intermediate,edge_shuffle,69,0.5864902870601425
mlp_intermediate,edge_shuffle,70,0.5315151168936164
mlp_intermediate,edge_shuffle,71,0.5889529555312766
mlp_intermediate,edge_shuffle,72,0.41158710834118684
mlp_intermediate,edge_shuffle,73,0.5621527384993578
mlp_intermediate,edge_shuffle,74,0.633768628908188
mlp_intermediate,edge_shuffle,75,0.5091754549300435
mlp_intermediate,edge_shuffle,76,0.4922640567149022
mlp_intermediate,edge_shuffle,77,0.41158710834118684
mlp_intermediate,edge_shuffle,78,0.4196674616145946
mlp_intermediate,edge_shuffle,79,0.48476475300543753
mlp_intermediate,edge_shuffle,80,0.436260069107889
mlp_intermediate,edge_shuffle,81,0.5738446977517236
mlp_intermediate,edge_shuffle,82,0.4611206769747672
mlp_intermediate,edge_shuffle,83,0.4362600718667673
mlp_intermediate,edge_shuffle,84,0.525550994451721
mlp_intermediate,edge_shuffle,85,0.616804964989544
mlp_intermediate,edge_shuffle,86,0.5803133298692864
mlp_intermediate,edge_shuffle,87,0.6103966827699019
mlp_intermediate,edge_shuffle,88,0.46285173535720164
mlp_intermediate,edge_shuffle,89,0.608582798821274
mlp_intermediate,edge_shuffle,90,0.4427056685913824
mlp_intermediate,edge_shuffle,91,0.4368453186343741
mlp_intermediate,edge_shuffle,92,0.4855618806841092
mlp_intermediate,edge_shuffle,93,0.4422525081424106
mlp_intermediate,edge_shuffle,94,0.5915559244690973
mlp_intermediate,edge_shuffle,95,0.5247220402497916
mlp_intermediate,edge_shuffle,96,0.605828442316021
mlp_intermediate,edge_shuffle,97,0.590276522911596
mlp_intermediate,edge_shuffle,98,0.5266796192778361
mlp_intermediate,edge_shuffle,99,0.4362600888231118
mlp_intermediate,edge_shuffle,100,0.5463185705370613
mlp_intermediate,edge_shuffle,101,0.3436222230551046
mlp_intermediate,edge_shuffle,102,0.638351995876558
mlp_intermediate,edge_shuffle,103,0.5986038087017891
mlp_intermediate,edge_shuffle,104,0.39538519221880203
mlp_intermediate,edge_shuffle,105,0.5691259931273418
mlp_intermediate,edge_shuffle,106,0.603715971091648
mlp_intermediate,edge_shuffle,107,0.43684532151715744
mlp_intermediate,edge_shuffle,108,0.4362600499505476
mlp_intermediate,edge_shuffle,109,0.4115870946529487
mlp_intermediate,edge_shuffle,110,0.4422524913157132
mlp_intermediate,edge_shuffle,111,0.5684691387770435
mlp_intermediate,edge_shuffle,112,0.442705658931589
mlp_intermediate,edge_shuffle,113,0.4368453302161694
mlp_intermediate,edge_shuffle,114,0.4989647149407221
mlp_intermediate,edge_shuffle,115,0.5071536129543335
mlp_intermediate,edge_shuffle,116,0.618934051938305
mlp_intermediate,edge_shuffle,117,0.4351322614928415
mlp_intermediate,edge_shuffle,118,0.5902276595301992
mlp_intermediate,edge_shuffle,119,0.41966745739855177
mlp_intermediate,edge_shuffle,120,0.4422524987415021
mlp_intermediate,edge_shuffle,121,0.552996072774864
mlp_intermediate,edge_shuffle,122,0.4422525024727608
mlp_intermediate,edge_shuffle,123,0.5958596985194848
mlp_intermediate,edge_shuffle,124,0.5107162476110212
mlp_intermediate,edge_shuffle,125,0.598993125372797
mlp_intermediate,edge_shuffle,126,0.45747459326718204
mlp_intermediate,edge_shuffle,127,0.6583715964756863
mlp_intermediate,edge_shuffle,128,0.44225248542922185
mlp_intermediate,edge_shuffle,129,0.4875364686850459
mlp_intermediate,edge_shuffle,130,0.5904174054621953
mlp_intermediate,edge_shuffle,131,0.3953851957580265
mlp_intermediate,edge_shuffle,132,0.5790074905681142
mlp_intermediate,edge_shuffle,133,0.6196782332157127
mlp_intermediate,edge_shuffle,134,0.46881325463460866
mlp_intermediate,edge_shuffle,135,0.6149590405925303
mlp_intermediate,edge_shuffle,136,0.5278347396471397
mlp_intermediate,edge_shuffle,137,0.5529960579143876
mlp_intermediate,edge_shuffle,138,0.43684532977980384
mlp_intermediate,edge_shuffle,139,0.4427056618297453
mlp_intermediate,edge_shuffle,140,0.5801948902623416
mlp_intermediate,edge_shuffle,141,0.5071536202248818
mlp_intermediate,edge_shuffle,142,0.5915559040667945
mlp_intermediate,edge_shuffle,143,0.43684534703140043
mlp_intermediate,edge_shuffle,144,0.4529289063638574
mlp_intermediate,edge_shuffle,145,0.44225249024411967
mlp_intermediate,edge_shuffle,146,0.5388619037381779
mlp_intermediate,edge_shuffle,147,0.5993734443434388
mlp_intermediate,edge_shuffle,148,0.07145829939744162
mlp_intermediate,edge_shuffle,149,0.4529289190661312
mlp_intermediate,edge_shuffle,150,0.598993130611839
mlp_intermediate,edge_shuffle,151,0.48753647960530266
mlp_intermediate,edge_shuffle,152,0.4115871080649516
mlp_intermediate,edge_shuffle,153,0.595859701358044
mlp_intermediate,edge_shuffle,154,0.5904174151386302
mlp_intermediate,edge_shuffle,155,0.4115870936249649
mlp_intermediate,edge_shuffle,156,0.6396325091228795
mlp_intermediate,edge_shuffle,157,0.49226405744694396
mlp_intermediate,edge_shuffle,158,0.6701958590885889
mlp_intermediate,edge_shuffle,159,0.44918114136168197
mlp_intermediate,edge_shuffle,160,0.43684533376425905
mlp_intermediate,edge_shuffle,161,0.43626004406184404
mlp_intermediate,edge_shuffle,162,0.46285172582695294
mlp_intermediate,edge_shuffle,163,0.608582794410672
mlp_intermediate,edge_shuffle,164,0.5707393991634369
mlp_intermediate,edge_shuffle,165,0.5989931233019399
mlp_intermediate,edge_shuffle,166,0.51455604487089
mlp_intermediate,edge_shuffle,167,0.46285174340299307
mlp_intermediate,edge_shuffle,168,0.462851732519806
mlp_intermediate,edge_shuffle,169,0.47968260323380724
mlp_intermediate,edge_shuffle,170,0.5038492173185521
mlp_intermediate,edge_shuffle,171,0.4815860809639358
mlp_intermediate,edge_shuffle,172,0.46285173308311695
mlp_intermediate,edge_shuffle,173,0.31634833956228015
mlp_intermediate,edge_shuffle,174,0.4228061917225781
mlp_intermediate,edge_shuffle,175,0.4859988713426913
mlp_intermediate,edge_shuffle,176,0.520599202191063
mlp_intermediate,edge_shuffle,177,0.4628517332882997
mlp_intermediate,edge_shuffle,178,0.4955035304245239
mlp_intermediate,edge_shuffle,179,0.49226405744694396
mlp_intermediate,edge_shuffle,180,0.4362600644037134
mlp_intermediate,edge_shuffle,181,0.6081030668456838
mlp_intermediate,edge_shuffle,182,0.4922640510359915
mlp_intermediate,edge_shuffle,183,0.316348356680075
mlp_intermediate,edge_shuffle,184,0.5017370524355121
mlp_intermediate,edge_shuffle,185,0.6149590405925303
mlp_intermediate,edge_shuffle,186,0.4768521945936597
mlp_intermediate,edge_shuffle,187,0.5958597083680238
mlp_intermediate,edge_shuffle,188,0.5919988615331433
mlp_intermediate,edge_shuffle,189,0.6022758253434167
mlp_intermediate,edge_shuffle,190,0.6181375465075162
mlp_intermediate,edge_shuffle,191,0.4491811612628166
mlp_intermediate,edge_shuffle,192,0.5364661136357203
mlp_intermediate,edge_shuffle,193,0.36200942329625957
mlp_intermediate,edge_shuffle,194,0.4971066792891137
mlp_intermediate,edge_shuffle,195,0.4362600629157964
mlp_intermediate,edge_shuffle,196,0.4612570587880906
mlp_intermediate,edge_shuffle,197,0.4628517115628685
mlp_intermediate,edge_shuffle,198,0.43684532883185506
mlp_intermediate,edge_shuffle,199,0.4980493486068187
final_hidden_state,edge_shuffle,0,0.5121135524516409
final_hidden_state,edge_shuffle,1,0.49660693730229966
final_hidden_state,edge_shuffle,2,0.43551001713419835
final_hidden_state,edge_shuffle,3,0.4477394574326563
final_hidden_state,edge_shuffle,4,0.48206435850375995
final_hidden_state,edge_shuffle,5,0.24525251945428425
final_hidden_state,edge_shuffle,6,0.43056802714758796
final_hidden_state,edge_shuffle,7,0.5203888917142611
final_hidden_state,edge_shuffle,8,0.46511851638654805
final_hidden_state,edge_shuffle,9,0.4635211894081119
final_hidden_state,edge_shuffle,10,0.451325031600088
final_hidden_state,edge_shuffle,11,0.44465419411515655
final_hidden_state,edge_shuffle,12,0.4446542054775082
final_hidden_state,edge_shuffle,13,0.4736336885111373
final_hidden_state,edge_shuffle,14,0.5211480705486299
final_hidden_state,edge_shuffle,15,0.4670634878847331
final_hidden_state,edge_shuffle,16,0.41881527575820476
final_hidden_state,edge_shuffle,17,0.43056804768290263
final_hidden_state,edge_shuffle,18,0.24525251767515618
final_hidden_state,edge_shuffle,19,0.42390752580616464
final_hidden_state,edge_shuffle,20,0.5496147747660048
final_hidden_state,edge_shuffle,21,0.49684947054302725
final_hidden_state,edge_shuffle,22,0.5045223355310672
final_hidden_state,edge_shuffle,23,0.435510036647073
final_hidden_state,edge_shuffle,24,0.5126292769347581
final_hidden_state,edge_shuffle,25,0.43056808033167504
final_hidden_state,edge_shuffle,26,0.4978590906084572
final_hidden_state,edge_shuffle,27,0.5126292646568653
final_hidden_state,edge_shuffle,28,0.5930124844360719
final_hidden_state,edge_shuffle,29,0.4355100032881137
final_hidden_state,edge_shuffle,30,0.24525252136415882
final_hidden_state,edge_shuffle,31,0.47363368834874175
final_hidden_state,edge_shuffle,32,0.4751102059929102
final_hidden_state,edge_shuffle,33,0.4939088228206635
final_hidden_state,edge_shuffle,34,0.4914644919135596
final_hidden_state,edge_shuffle,35,0.5110185160136437
final_hidden_state,edge_shuffle,36,0.49390881490678884
final_hidden_state,edge_shuffle,37,0.4305680758123581
final_hidden_state,edge_shuffle,38,0.4643216985428022
final_hidden_state,edge_shuffle,39,0.30452802956332053
final_hidden_state,edge_shuffle,40,0.4676985389444811
final_hidden_state,edge_shuffle,41,0.49684947054302725
final_hidden_state,edge_shuffle,42,0.47120744714947155
final_hidden_state,edge_shuffle,43,0.3300888424256001
final_hidden_state,edge_shuffle,44,0.44465420394422295
final_hidden_state,edge_shuffle,45,0.519655904683384
final_hidden_state,edge_shuffle,46,0.22817218283279367
final_hidden_state,edge_shuffle,47,0.41881528350939484
final_hidden_state,edge_shuffle,48,0.4797738795417271
final_hidden_state,edge_shuffle,49,0.49785908810680346
final_hidden_state,edge_shuffle,50,0.5244580392473253
final_hidden_state,edge_shuffle,51,0.3106850708405293
final_hidden_state,edge_shuffle,52,0.21645276455334073
final_hidden_state,edge_shuffle,53,0.520388900968633
final_hidden_state,edge_shuffle,54,0.4355100312617605
final_hidden_state,edge_shuffle,55,0.42390755343875874
final_hidden_state,edge_shuffle,56,0.45132502889162
final_hidden_state,edge_shuffle,57,0.47102272917811566
final_hidden_state,edge_shuffle,58,0.43550998873971003
final_hidden_state,edge_shuffle,59,0.5926368808554713
final_hidden_state,edge_shuffle,60,0.5306249375880397
final_hidden_state,edge_shuffle,61,0.37386419361357687
final_hidden_state,edge_shuffle,62,0.3391856636443741
final_hidden_state,edge_shuffle,63,0.5506331201280708
final_hidden_state,edge_shuffle,64,0.6174908296420432
final_hidden_state,edge_shuffle,65,0.48546325680024405
final_hidden_state,edge_shuffle,66,0.5909210280928499
final_hidden_state,edge_shuffle,67,0.5140396786736531
final_hidden_state,edge_shuffle,68,0.5653365411169017
final_hidden_state,edge_shuffle,69,0.5776639883182919
final_hidden_state,edge_shuffle,70,0.4751102192207476
final_hidden_state,edge_shuffle,71,0.4939088228206635
final_hidden_state,edge_shuffle,72,0.5926368602959189
final_hidden_state,edge_shuffle,73,0.4762234931555958
final_hidden_state,edge_shuffle,74,0.4188152726162735
final_hidden_state,edge_shuffle,75,0.24525252888991197
final_hidden_state,edge_shuffle,76,0.42803053478738573
final_hidden_state,edge_shuffle,77,0.5887772711840562
final_hidden_state,edge_shuffle,78,0.5637403858034281
final_hidden_state,edge_shuffle,79,0.49660693169432657
final_hidden_state,edge_shuffle,80,0.6174908296420432
final_hidden_state,edge_shuffle,81,0.4305680450549511
final_hidden_state,edge_shuffle,82,0.5196558945071609
final_hidden_state,edge_shuffle,83,0.49494659273249353
final_hidden_state,edge_shuffle,84,0.47805881080238205
final_hidden_state,edge_shuffle,85,0.41881526236365885
final_hidden_state,edge_shuffle,86,0.521224443787807
final_hidden_state,edge_shuffle,87,0.4188152767474753
final_hidden_state,edge_shuffle,88,0.4188152913656689
final_hidden_state,edge_shuffle,89,0.435510036647073
final_hidden_state,edge_shuffle,90,0.49660693169432657
final_hidden_state,edge_shuffle,91,0.42241149218253493
final_hidden_state,edge_shuffle,92,0.06189759246503159
final_hidden_state,edge_shuffle,93,0.41881527575820476
final_hidden_state,edge_shuffle,94,0.5244580468586937
final_hidden_state,edge_shuffle,95,0.47395539376394785
final_hidden_state,edge_shuffle,96,0.41881528073183405
final_hidden_state,edge_shuffle,97,0.43083793557148997
final_hidden_state,edge_shuffle,98,0.245252529641345
final_hidden_state,edge_shuffle,99,0.3106850643544918
final_hidden_state,edge_shuffle,100,0.5637404086427028
final_hidden_state,edge_shuffle,101,0.4818166001214651
final_hidden_state,edge_shuffle,102,0.24525251680131407
final_hidden_state,edge_shuffle,103,0.47511020903362783
final_hidden_state,edge_shuffle,104,0.6149454230623939
final_hidden_state,edge_shuffle,105,0.21645275426237764
final_hidden_state,edge_shuffle,106,0.2452525261614283
final_hidden_state,edge_shuffle,107,0.06189758826308351
final_hidden_state,edge_shuffle,108,0.5273863029696704
final_hidden_state,edge_shuffle,109,0.4280305271298098
final_hidden_state,edge_shuffle,110,0.49684946175550726
final_hidden_state,edge_shuffle,111,0.43056804768290263
final_hidden_state,edge_shuffle,112,0.5110185290308803
final_hidden_state,edge_shuffle,113,0.3367783926403704
final_hidden_state,edge_shuffle,114,0.4188152865090007
final_hidden_state,edge_shuffle,115,0.5926368700587648
final_hidden_state,edge_shuffle,116,0.40628483709050717
final_hidden_state,edge_shuffle,117,0.597007213218252
final_hidden_state,edge_shuffle,118,0.33677839455848985
final_hidden_state,edge_shuffle,119,0.4770568509568024
final_hidden_state,edge_shuffle,120,0.44465417940727886
final_hidden_state,edge_shuffle,121,0.5858787721331786
final_hidden_state,edge_shuffle,122,0.46320926063618373
final_hidden_state,edge_shuffle,123,0.4792363631692861
final_hidden_state,edge_shuffle,124,0.24525253134595146
final_hidden_state,edge_shuffle,125,0.2666945561628259
final_hidden_state,edge_shuffle,126,0.4240597615729516
final_hidden_state,edge_shuffle,127,0.5996435227101473
final_hidden_state,edge_shuffle,128,0.4924829645163076
final_hidden_state,edge_shuffle,129,0.216452758728263
final_hidden_state,edge_shuffle,130,0.514039664203418
final_hidden_state,edge_shuffle,131,0.47902177120933725
final_hidden_state,edge_shuffle,132,0.4355100032881137
final_hidden_state,edge_shuffle,133,0.5996435194861812
