complex,vertices,edges,faces,runtime_seconds
theta_graph,5,6,0,4.487484693527222e-05
theta_graph,5,6,0,0.00011666701175272465
theta_graph,5,6,0,5.983305163681507e-05
theta_graph,5,6,0,5.16669824719429e-05
theta_graph,5,6,0,4.8833200708031654e-05
theta_graph,5,6,0,4.8208050429821014e-05
theta_graph,5,6,0,4.7208042815327644e-05
theta_graph,5,6,0,4.6833883970975876e-05
theta_graph,5,6,0,4.687486216425896e-05
theta_graph,5,6,0,4.645809531211853e-05
theta_graph,5,6,0,4.7625042498111725e-05
theta_graph,5,6,0,4.633399657905102e-05
theta_graph,5,6,0,4.6416185796260834e-05
theta_graph,5,6,0,5.0625065341591835e-05
theta_graph,5,6,0,4.5999884605407715e-05
theta_graph,5,6,0,4.541710950434208e-05
theta_graph,5,6,0,4.5666005462408066e-05
theta_graph,5,6,0,4.549999721348286e-05
theta_graph,5,6,0,4.549999721348286e-05
theta_graph,5,6,0,4.537496715784073e-05
theta_graph,5,6,0,4.5582884922623634e-05
theta_graph,5,6,0,5.037500523030758e-05
theta_graph,5,6,0,4.5625027269124985e-05
theta_graph,5,6,0,4.52499371021986e-05
theta_graph,5,6,0,4.549999721348286e-05
theta_graph,5,6,0,4.5084161683917046e-05
theta_graph,5,6,0,4.549999721348286e-05
theta_graph,5,6,0,4.5000109821558e-05
theta_graph,5,6,0,4.512490704655647e-05
theta_graph,5,6,0,4.491698928177357e-05
theta_graph,5,6,0,4.52499371021986e-05
theta_graph,5,6,0,4.5625027269124985e-05
theta_graph,5,6,0,4.7459034249186516e-05
theta_graph,5,6,0,4.566693678498268e-05
theta_graph,5,6,0,4.4999876990914345e-05
theta_graph,5,6,0,4.512490704655647e-05
theta_graph,5,6,0,4.6667177230119705e-05
theta_graph,5,6,0,4.516611807048321e-05
theta_graph,5,6,0,4.533282481133938e-05
theta_graph,5,6,0,4.533305764198303e-05
theta_graph,5,6,0,4.4958898797631264e-05
theta_graph,5,6,0,4.475004971027374e-05
theta_graph,5,6,0,4.495913162827492e-05
sparse_random,8,9,0,5.695805884897709e-05
sparse_random,8,9,0,5.208281800150871e-05
sparse_random,8,9,0,5.283299833536148e-05
sparse_random,8,9,0,4.962482489645481e-05
sparse_random,8,9,0,4.987488500773907e-05
sparse_random,8,9,0,4.933285526931286e-05
sparse_random,8,9,0,4.89591620862484e-05
sparse_random,8,9,0,4.9416907131671906e-05
sparse_random,8,9,0,5.124998278915882e-05
sparse_random,8,9,0,4.912517033517361e-05
sparse_random,8,9,0,4.8791058361530304e-05
sparse_random,8,9,0,4.9083027988672256e-05
sparse_random,8,9,0,4.89591620862484e-05
sparse_random,8,9,0,4.924996756017208e-05
sparse_random,8,9,0,4.933308809995651e-05
sparse_random,8,9,0,4.8832967877388e-05
sparse_random,8,9,0,4.912493750452995e-05
sparse_random,8,9,0,4.9291178584098816e-05
sparse_random,8,9,0,5.137501284480095e-05
sparse_random,8,9,0,4.912517033517361e-05
sparse_random,8,9,0,4.8791058361530304e-05
sparse_random,8,9,0,4.866695962846279e-05
sparse_random,8,9,0,4.8625050112605095e-05
sparse_random,8,9,0,4.8666028305888176e-05
sparse_random,8,9,0,4.854099825024605e-05
sparse_random,8,9,0,4.987488500773907e-05
sparse_random,8,9,0,4.850002005696297e-05
sparse_random,8,9,0,4.854216240346432e-05
sparse_random,8,9,0,4.866695962846279e-05
sparse_random,8,9,0,4.841713234782219e-05
sparse_random,8,9,0,4.870886914432049e-05
sparse_random,8,9,0,4.891701973974705e-05
sparse_random,8,9,0,4.866695962846279e-05
sparse_random,8,9,0,4.833284765481949e-05
sparse_random,8,9,0,4.833308048546314e-05
sparse_random,8,9,0,4.829186946153641e-05
sparse_random,8,9,0,4.820898175239563e-05
sparse_random,8,9,0,4.8582907766103745e-05
sparse_random,8,9,0,4.866695962846279e-05
sparse_random,8,9,0,4.841713234782219e-05
sparse_random,8,9,0,4.8541929572820663e-05
sparse_random,8,9,0,4.954100586473942e-05
sparse_random,8,9,0,4.849978722631931e-05
sparse_random,8,9,0,4.854216240346432e-05
sparse_random,8,9,0,4.8416899517178535e-05
sparse_random,8,9,0,4.908395931124687e-05
sparse_random,8,9,0,4.850002005696297e-05
sparse_random,8,9,0,4.8416899517178535e-05
sparse_random,8,9,0,4.8541929572820663e-05
sparse_random,8,9,0,4.833308048546314e-05
sparse_random,8,9,0,4.879198968410492e-05
sparse_random,8,9,0,4.866695962846279e-05
sparse_random,8,9,0,4.816683940589428e-05
sparse_random,8,9,0,4.829210229218006e-05
sparse_random,8,9,0,4.8999907448887825e-05
sparse_random,8,9,0,4.9416907131671906e-05
sparse_random,8,9,0,4.895799793303013e-05
sparse_random,8,9,0,6.308290176093578e-05
sparse_random,8,9,0,5.1541952416300774e-05
sparse_random,8,9,0,4.9167079851031303e-05
sparse_random,8,9,0,4.8667192459106445e-05
sparse_random,8,9,0,4.8625050112605095e-05
sparse_random,8,9,0,4.8999907448887825e-05
sparse_random,8,9,0,4.4708140194416046e-05
sparse_random,8,9,0,4.854099825024605e-05
sparse_random,8,9,0,4.841596819460392e-05
sparse_random,8,9,0,4.8584071919322014e-05
sparse_random,8,9,0,4.854099825024605e-05
sparse_random,8,9,0,4.837499000132084e-05
sparse_random,8,9,0,4.8625050112605095e-05
sparse_random,8,9,0,4.8625050112605095e-05
sparse_random,8,9,0,4.8625050112605095e-05
sparse_random,8,9,0,4.837522283196449e-05
sparse_random,8,9,0,4.8916786909103394e-05
sparse_random,8,9,0,4.85831405967474e-05
sparse_random,8,9,0,7.475004531443119e-05
sparse_random,8,9,0,9.374995715916157e-05
sparse_random,8,9,0,6.3000014051795e-05
sparse_random,8,9,0,7.120799273252487e-05
sparse_random,8,9,0,5.2625080570578575e-05
sparse_random,8,9,0,5.1791081205010414e-05
sparse_random,8,9,0,5.100015550851822e-05
sparse_random,8,9,0,5.0208065658807755e-05
sparse_random,8,9,0,4.979199729859829e-05
sparse_random,8,9,0,4.924996756017208e-05
sparse_random,8,9,0,4.9083027988672256e-05
sparse_random,8,9,0,5.720788612961769e-05
sparse_random,8,9,0,4.929210990667343e-05
sparse_random,8,9,0,4.929187707602978e-05
sparse_random,8,9,0,4.8541929572820663e-05
sparse_random,8,9,0,4.924996756017208e-05
sparse_random,8,9,0,4.8832967877388e-05
sparse_random,8,9,0,4.891701973974705e-05
sparse_random,8,9,0,4.983297549188137e-05
sparse_random,8,9,0,4.8459041863679886e-05
sparse_random,8,9,0,4.870793782174587e-05
sparse_random,8,9,0,5.9542013332247734e-05
sparse_random,8,9,0,4.88748773932457e-05
sparse_random,8,9,0,5.208398215472698e-05
sparse_random,8,9,0,4.9042049795389175e-05
sparse_random,8,9,0,8.766702376306057e-05
sparse_random,8,9,0,6.783287972211838e-05
sparse_random,8,9,0,7.670815102756023e-05
sparse_random,8,9,0,6.433296948671341e-05
sparse_random,8,9,0,6.654206663370132e-05
sparse_random,8,9,0,6.308313459157944e-05
sparse_random,8,9,0,6.258394569158554e-05
sparse_random,8,9,0,6.258301436901093e-05
sparse_random,8,9,0,6.225006654858589e-05
sparse_random,8,9,0,6.304215639829636e-05
sparse_random,8,9,0,6.77499920129776e-05
sparse_random,8,9,0,6.216694600880146e-05
sparse_random,8,9,0,6.22081570327282e-05
sparse_random,8,9,0,6.200000643730164e-05
sparse_random,8,9,0,6.233295425772667e-05
sparse_random,8,9,0,6.212480366230011e-05
sparse_random,8,9,0,6.220885552465916e-05
sparse_random,8,9,0,6.866687908768654e-05
sparse_random,8,9,0,6.216694600880146e-05
sparse_random,8,9,0,6.216717883944511e-05
sparse_random,8,9,0,6.333296187222004e-05
sparse_random,8,9,0,6.120791658759117e-05
sparse_random,8,9,0,6.204098463058472e-05
sparse_random,8,9,0,6.204214878380299e-05
sparse_random,8,9,0,6.212503649294376e-05
sparse_random,8,9,0,6.199977360665798e-05
sparse_random,8,9,0,6.187520921230316e-05
sparse_random,8,9,0,6.204191595315933e-05
sparse_random,8,9,0,6.700004450976849e-05
sparse_random,8,9,0,6.229197606444359e-05
sparse_random,8,9,0,6.216601468622684e-05
sparse_random,8,9,0,6.208312697708607e-05
sparse_random,8,9,0,6.154202856123447e-05
sparse_random,8,9,0,6.191711872816086e-05
sparse_random,8,9,0,6.174994632601738e-05
sparse_random,8,9,0,6.204214878380299e-05
sparse_random,8,9,0,6.291689351201057e-05
sparse_random,8,9,0,6.204191595315933e-05
sparse_random,8,9,0,6.43748790025711e-05
sparse_random,8,9,0,6.195902824401855e-05
sparse_random,8,9,0,6.191618740558624e-05
sparse_random,8,9,0,6.283284164965153e-05
sparse_random,8,9,0,6.187497638165951e-05
sparse_random,8,9,0,6.183306686580181e-05
sparse_random,8,9,0,6.187497638165951e-05
sparse_random,8,9,0,6.225006654858589e-05
sparse_random,8,9,0,6.204191595315933e-05
sparse_random,8,9,0,6.195809692144394e-05
sparse_random,8,9,0,6.179185584187508e-05
sparse_random,8,9,0,6.170780397951603e-05
sparse_random,8,9,0,6.191711872816086e-05
sparse_random,8,9,0,6.179208867251873e-05
sparse_random,8,9,0,6.191595457494259e-05
sparse_random,8,9,0,6.30419235676527e-05
sparse_random,8,9,0,6.162491627037525e-05
sparse_random,8,9,0,6.16251491010189e-05
sparse_random,8,9,0,0.0001482078805565834
sparse_random,8,9,0,5.92090655118227e-05
sparse_random,8,9,0,0.00025616702623665333
sparse_random,8,9,0,0.00022429111413657665
sparse_random,8,9,0,0.00019508320838212967
sparse_random,8,9,0,0.00020875013433396816
sparse_random,8,9,0,0.00019145896658301353
sparse_random,8,9,0,0.0001718329731374979
sparse_random,8,9,0,0.0002832920290529728
sparse_random,8,9,0,9.549991227686405e-05
sparse_random,8,9,0,7.058307528495789e-05
sparse_random,8,9,0,6.595882587134838e-05
sparse_random,8,9,0,6.470899097621441e-05
sparse_random,8,9,0,6.362493149936199e-05
sparse_random,8,9,0,6.345892325043678e-05
sparse_random,8,9,0,6.483285687863827e-05
sparse_random,8,9,0,6.3000014051795e-05
sparse_random,8,9,0,6.274995394051075e-05
sparse_random,8,9,0,6.270920857787132e-05
sparse_random,8,9,0,6.291689351201057e-05
sparse_random,8,9,0,6.291596218943596e-05
sparse_random,8,9,0,6.27501867711544e-05
sparse_random,8,9,0,7.445784285664558e-05
sparse_random,8,9,0,6.266706623136997e-05
sparse_random,8,9,0,6.287498399615288e-05
sparse_random,8,9,0,6.241700612008572e-05
sparse_random,8,9,0,6.241700612008572e-05
sparse_random,8,9,0,6.245891563594341e-05
sparse_random,8,9,0,6.204098463058472e-05
sparse_random,8,9,0,6.216601468622684e-05
sparse_random,8,9,0,6.49159774184227e-05
sparse_random,8,9,0,5.4208096116781235e-05
sparse_random,8,9,0,6.262492388486862e-05
sparse_random,8,9,0,6.141699850559235e-05
sparse_random,8,9,0,6.179185584187508e-05
sparse_random,8,9,0,6.183399818837643e-05
sparse_random,8,9,0,6.208405829966068e-05
sparse_random,8,9,0,6.183306686580181e-05
sparse_random,8,9,0,6.233295425772667e-05
sparse_random,8,9,0,6.187497638165951e-05
sparse_random,8,9,0,6.233388558030128e-05
sparse_random,8,9,0,6.141699850559235e-05
sparse_random,8,9,0,6.187520921230316e-05
sparse_random,8,9,0,6.200000643730164e-05
dense_complex,6,15,20,0.001234708121046424
dense_complex,6,15,20,0.00014283298514783382
dense_complex,6,15,20,0.00012204097583889961
dense_complex,6,15,20,0.00012091686949133873
dense_complex,6,15,20,0.00011612498201429844
dense_complex,6,15,20,0.00011512497439980507
dense_complex,6,15,20,0.00011608307249844074
dense_complex,6,15,20,0.00011462485417723656
dense_complex,6,15,20,0.00011383392848074436
dense_complex,6,15,20,0.00011329189874231815
dense_complex,6,15,20,0.00011283392086625099
dense_complex,6,15,20,0.00010337494313716888
dense_complex,6,15,20,0.00011625001206994057
dense_complex,6,15,20,0.00010324991308152676
dense_complex,6,15,20,0.00011262507177889347
dense_complex,6,15,20,0.00010249996557831764
dense_complex,6,15,20,0.00010308297351002693
dense_complex,6,15,20,0.00011229095980525017
dense_complex,6,15,20,0.00011533289216458797
dense_complex,6,15,20,0.00010308297351002693
dense_complex,6,15,20,0.00010291696526110172
dense_complex,6,15,20,0.0001139170490205288
dense_complex,6,15,20,0.00010283314622938633
dense_complex,6,15,20,0.00010208413004875183
dense_complex,6,15,20,0.00010224990546703339
dense_complex,6,15,20,0.00010204105637967587
dense_complex,6,15,20,0.00010212487541139126
dense_complex,6,15,20,0.00010208296589553356
dense_complex,6,15,20,0.00010316702537238598
dense_complex,6,15,20,0.00010241707786917686
dense_complex,6,15,20,0.00010224990546703339
dense_complex,6,15,20,0.00010245805606245995
dense_complex,6,15,20,0.00010233302600681782
dense_complex,6,15,20,0.00010183406993746758
dense_complex,6,15,20,0.00010191602632403374
dense_complex,6,15,20,0.00010225013829767704
dense_complex,6,15,20,0.00010200007818639278
dense_complex,6,15,20,0.00010249996557831764
dense_complex,6,15,20,0.00010212487541139126
dense_complex,6,15,20,0.00010199984535574913
dense_complex,6,15,20,0.00010258285328745842
dense_complex,6,15,20,0.00010216701775789261
dense_complex,6,15,20,0.00010200007818639278
dense_complex,6,15,20,0.00010225013829767704
dense_complex,6,15,20,0.00010200007818639278
dense_complex,6,15,20,0.00010216701775789261
dense_complex,6,15,20,0.00010212487541139126
dense_complex,6,15,20,0.00010300008580088615
dense_complex,6,15,20,0.00010233395732939243
dense_complex,6,15,20,0.0001019590999931097
dense_complex,6,15,20,0.00010229111649096012
dense_complex,6,15,20,0.00010216701775789261
dense_complex,6,15,20,0.00010220799595117569
dense_complex,6,15,20,0.00010191695764660835
dense_complex,6,15,20,0.00010224990546703339
dense_complex,6,15,20,0.00010416610166430473
dense_complex,6,15,20,0.00010279100388288498
dense_complex,6,15,20,0.00011150003410875797
dense_complex,6,15,20,0.00011441693641245365
dense_complex,6,15,20,0.00010216608643531799
dense_complex,6,15,20,0.0001018329057842493
dense_complex,6,15,20,0.00011087488383054733
dense_complex,6,15,20,0.00010183406993746758
dense_complex,6,15,20,0.00010204105637967587
dense_complex,6,15,20,0.0001019590999931097
dense_complex,6,15,20,0.00010216608643531799
dense_complex,6,15,20,0.00010212510824203491
dense_complex,6,15,20,0.00010208389721810818
dense_complex,6,15,20,0.00010204222053289413
dense_complex,6,15,20,0.00010649999603629112
dense_complex,6,15,20,0.00011062505654990673
dense_complex,6,15,20,0.00011108303442597389
dense_complex,6,15,20,0.00011058407835662365
dense_complex,6,15,20,0.0001107498537749052
dense_complex,6,15,20,0.00010700011625885963
dense_complex,6,15,20,0.0001112909521907568
dense_complex,6,15,20,0.00011087488383054733
dense_complex,6,15,20,0.00011062505654990673
dense_complex,6,15,20,0.00011079083196818829
dense_complex,6,15,20,0.00011112494394183159
dense_complex,6,15,20,0.00011091702617704868
dense_complex,6,15,20,0.00011079222895205021
dense_complex,6,15,20,0.00011062505654990673
dense_complex,6,15,20,0.00012095808051526546
dense_complex,6,15,20,0.00011141691356897354
dense_complex,6,15,20,0.00011108280159533024
dense_complex,6,15,20,0.0001114171463996172
dense_complex,6,15,20,0.00011075008660554886
dense_complex,6,15,20,0.00011108303442597389
dense_complex,6,15,20,0.00012191710993647575
dense_complex,6,15,20,0.00011195801198482513
dense_complex,6,15,20,0.00011054100468754768
dense_complex,6,15,20,0.00011154194362461567
dense_complex,6,15,20,0.00011120806448161602
dense_complex,6,15,20,0.0001118748914450407
dense_complex,6,15,20,0.00011224998161196709
dense_complex,6,15,20,0.00011145789176225662
dense_complex,6,15,20,0.00011199992150068283
dense_complex,6,15,20,0.00012258393689990044
dense_complex,6,15,20,0.00011141598224639893
dense_complex,6,15,20,0.00015774997882544994
dense_complex,6,15,20,0.0001247089821845293
dense_complex,6,15,20,0.00012345798313617706
dense_complex,6,15,20,0.00018429197371006012
dense_complex,6,15,20,0.0004623329732567072
dense_complex,6,15,20,0.00017758295871317387
dense_complex,6,15,20,0.0001368748489767313
dense_complex,6,15,20,0.00012933299876749516
dense_complex,6,15,20,0.00031633302569389343
dense_complex,6,15,20,0.0003433339297771454
dense_complex,6,15,20,0.00013558403588831425
dense_complex,6,15,20,0.00012766709551215172
dense_complex,6,15,20,0.000124374870210886
dense_complex,6,15,20,0.00012279115617275238
dense_complex,6,15,20,0.00012933393009006977
dense_complex,6,15,20,0.00012462493032217026
dense_complex,6,15,20,0.00012174993753433228
dense_complex,6,15,20,0.0001324580516666174
dense_complex,6,15,20,0.0001235839445143938
dense_complex,6,15,20,0.0001207499299198389
dense_complex,6,15,20,0.00012137508019804955
dense_complex,6,15,20,0.00012112502008676529
dense_complex,6,15,20,0.0001212910283356905
dense_complex,6,15,20,0.00012383400462567806
dense_complex,6,15,20,0.00012524984776973724
dense_complex,6,15,20,0.0001218749675899744
dense_complex,6,15,20,0.00012116692960262299
dense_complex,6,15,20,0.00012087495997548103
dense_complex,6,15,20,0.00012095808051526546
dense_complex,6,15,20,0.00012029195204377174
dense_complex,6,15,20,0.00012087495997548103
dense_complex,6,15,20,0.00012058299034833908
dense_complex,6,15,20,0.00012095784768462181
dense_complex,6,15,20,0.00012079114094376564
dense_complex,6,15,20,0.00012066704221069813
dense_complex,6,15,20,0.00012083305045962334
dense_complex,6,15,20,0.0001204158179461956
dense_complex,6,15,20,0.00012083305045962334
dense_complex,6,15,20,0.00012874999083578587
dense_complex,6,15,20,0.00012112502008676529
dense_complex,6,15,20,0.00012095808051526546
dense_complex,6,15,20,0.00012095901183784008
dense_complex,6,15,20,0.00012058299034833908
dense_complex,6,15,20,0.00012083398178219795
dense_complex,6,15,20,0.00013033300638198853
dense_complex,6,15,20,0.00012625008821487427
dense_complex,6,15,20,0.00012208311818540096
dense_complex,6,15,20,0.00012141698971390724
dense_complex,6,15,20,0.00013175001367926598
dense_complex,6,15,20,0.0001235001254826784
dense_complex,6,15,20,0.00012120907194912434
dense_complex,6,15,20,0.00012016692198812962
dense_complex,6,15,20,0.0001213329378515482
dense_complex,6,15,20,0.00012179091572761536
dense_complex,6,15,20,0.00011995784007012844
dense_complex,6,15,20,0.00012062489986419678
dense_complex,6,15,20,0.000132082961499691
dense_complex,6,15,20,0.00012262514792382717
dense_complex,6,15,20,0.00012283306568861008
dense_complex,6,15,20,0.00012025004252791405
dense_complex,6,15,20,0.00012083398178219795
dense_complex,6,15,20,0.00012004212476313114
dense_complex,6,15,20,0.00012099999003112316
dense_complex,6,15,20,0.00012174993753433228
dense_complex,6,15,20,0.00012145796790719032
dense_complex,6,15,20,0.00011962489224970341
dense_complex,6,15,20,0.00012025004252791405
dense_complex,6,15,20,0.00012045912444591522
dense_complex,6,15,20,0.00012025004252791405
dense_complex,6,15,20,0.00012070778757333755
dense_complex,6,15,20,0.00012049986980855465
dense_complex,6,15,20,0.0001203340943902731
dense_complex,6,15,20,0.00012025004252791405
dense_complex,6,15,20,0.00012004212476313114
dense_complex,6,15,20,0.00012045796029269695
dense_complex,6,15,20,0.00011983304284512997
dense_complex,6,15,20,0.00012129195965826511
dense_complex,6,15,20,0.0001207918394356966
dense_complex,6,15,20,0.00012304214760661125
dense_complex,6,15,20,0.00012108311057090759
dense_complex,6,15,20,0.00012070778757333755
dense_complex,6,15,20,0.00012016692198812962
dense_complex,6,15,20,0.00012333295308053493
dense_complex,6,15,20,0.00012045796029269695
dense_complex,6,15,20,0.00012141698971390724
dense_complex,6,15,20,0.00012175017036497593
dense_complex,6,15,20,0.00012075016275048256
dense_complex,6,15,20,0.00011983281001448631
dense_complex,6,15,20,0.00012058299034833908
dense_complex,6,15,20,0.00012041698209941387
dense_complex,6,15,20,0.00011999998241662979
dense_complex,6,15,20,0.00011999998241662979
dense_complex,6,15,20,0.00012058415450155735
dense_complex,6,15,20,0.00012025004252791405
dense_complex,6,15,20,0.00012037507258355618
dense_complex,6,15,20,0.00012037507258355618
dense_complex,6,15,20,0.00012033293023705482
dense_complex,6,15,20,0.0001205001026391983
dense_complex,6,15,20,0.00012070802040398121
dense_complex,6,15,20,0.00011995900422334671
missing_faces,6,15,3,6.845896132290363e-05
missing_faces,6,15,3,6.624986417591572e-05
missing_faces,6,15,3,6.449990905821323e-05
missing_faces,6,15,3,6.41669612377882e-05
missing_faces,6,15,3,6.354204379022121e-05
missing_faces,6,15,3,6.39171339571476e-05
missing_faces,6,15,3,6.337510421872139e-05
missing_faces,6,15,3,6.354204379022121e-05
missing_faces,6,15,3,6.354181095957756e-05
missing_faces,6,15,3,6.387499161064625e-05
missing_faces,6,15,3,6.329105235636234e-05
missing_faces,6,15,3,0.0003084170166403055
missing_faces,6,15,3,0.0002008338924497366
missing_faces,6,15,3,0.0001787920482456684
missing_faces,6,15,3,0.00017291703261435032
missing_faces,6,15,3,0.00014754105359315872
missing_faces,6,15,3,7.850001566112041e-05
missing_faces,6,15,3,7.395795546472073e-05
missing_faces,6,15,3,6.729201413691044e-05
missing_faces,6,15,3,6.737490184605122e-05
missing_faces,6,15,3,6.362493149936199e-05
missing_faces,6,15,3,6.350013427436352e-05
missing_faces,6,15,3,6.329105235636234e-05
missing_faces,6,15,3,7.345806807279587e-05
missing_faces,6,15,3,6.225006654858589e-05
missing_faces,6,15,3,6.325007416307926e-05
missing_faces,6,15,3,6.38328492641449e-05
missing_faces,6,15,3,6.433296948671341e-05
missing_faces,6,15,3,6.345799192786217e-05
missing_faces,6,15,3,6.433390080928802e-05
missing_faces,6,15,3,7.9666031524539e-05
missing_faces,6,15,3,0.00010287505574524403
missing_faces,6,15,3,7.283315062522888e-05
missing_faces,6,15,3,6.841705180704594e-05
missing_faces,6,15,3,6.641680374741554e-05
missing_faces,6,15,3,6.495811976492405e-05
missing_faces,6,15,3,6.550014950335026e-05
missing_faces,6,15,3,6.441702134907246e-05
missing_faces,6,15,3,6.400002166628838e-05
missing_faces,6,15,3,0.00010083289816975594
missing_faces,6,15,3,6.474996916949749e-05
missing_faces,6,15,3,6.370898336172104e-05
missing_faces,6,15,3,6.39590434730053e-05
missing_faces,6,15,3,6.28340058028698e-05
missing_faces,6,15,3,7.237517274916172e-05
missing_faces,6,15,3,6.937491707503796e-05
missing_faces,6,15,3,0.0002035831566900015
missing_faces,6,15,3,0.0013211672194302082
missing_faces,6,15,3,8.999998681247234e-05
missing_faces,6,15,3,6.975000724196434e-05
missing_faces,6,15,3,6.63751270622015e-05
missing_faces,6,15,3,6.500002928078175e-05
missing_faces,6,15,3,6.441702134907246e-05
missing_faces,6,15,3,6.550014950335026e-05
missing_faces,6,15,3,6.391596980392933e-05
missing_faces,6,15,3,6.400002166628838e-05
missing_faces,6,15,3,6.387499161064625e-05
missing_faces,6,15,3,6.362493149936199e-05
missing_faces,6,15,3,7.19588715583086e-05
missing_faces,6,15,3,6.391690112650394e-05
missing_faces,6,15,3,6.43748790025711e-05
missing_faces,6,15,3,6.395811215043068e-05
missing_faces,6,15,3,6.354204379022121e-05
missing_faces,6,15,3,6.354204379022121e-05
missing_faces,6,15,3,6.354087963700294e-05
missing_faces,6,15,3,6.337487138807774e-05
missing_faces,6,15,3,6.354204379022121e-05
missing_faces,6,15,3,6.33331947028637e-05
missing_faces,6,15,3,6.329198367893696e-05
missing_faces,6,15,3,6.333296187222004e-05
missing_faces,6,15,3,6.295903585851192e-05
missing_faces,6,15,3,6.333296187222004e-05
missing_faces,6,15,3,6.337487138807774e-05
missing_faces,6,15,3,6.308406591415405e-05
missing_faces,6,15,3,6.337487138807774e-05
missing_faces,6,15,3,6.362493149936199e-05
missing_faces,6,15,3,6.370805203914642e-05
missing_faces,6,15,3,6.649992428719997e-05
missing_faces,6,15,3,6.316695362329483e-05
missing_faces,6,15,3,6.337510421872139e-05
missing_faces,6,15,3,6.320793181657791e-05
missing_faces,6,15,3,6.312504410743713e-05
missing_faces,6,15,3,6.449990905821323e-05
missing_faces,6,15,3,6.337487138807774e-05
missing_faces,6,15,3,6.354087963700294e-05
missing_faces,6,15,3,6.325007416307926e-05
missing_faces,6,15,3,6.408314220607281e-05
missing_faces,6,15,3,6.304215639829636e-05
missing_faces,6,15,3,0.00010716589167714119
missing_faces,6,15,3,7.762503810226917e-05
missing_faces,6,15,3,6.966711953282356e-05
missing_faces,6,15,3,6.783287972211838e-05
missing_faces,6,15,3,6.666709668934345e-05
missing_faces,6,15,3,6.691599264740944e-05
missing_faces,6,15,3,6.458396092057228e-05
missing_faces,6,15,3,6.441702134907246e-05
missing_faces,6,15,3,6.537511944770813e-05
missing_faces,6,15,3,6.437511183321476e-05
missing_faces,6,15,3,6.77499920129776e-05
missing_faces,6,15,3,6.449990905821323e-05
missing_faces,6,15,3,0.00021104211919009686
missing_faces,6,15,3,8.79999715834856e-05
missing_faces,6,15,3,8.708378300070763e-05
missing_faces,6,15,3,8.350005373358727e-05
missing_faces,6,15,3,8.27079638838768e-05
missing_faces,6,15,3,8.216709829866886e-05
missing_faces,6,15,3,8.187489584088326e-05
missing_faces,6,15,3,8.200015872716904e-05
missing_faces,6,15,3,8.183298632502556e-05
missing_faces,6,15,3,8.779112249612808e-05
missing_faces,6,15,3,8.179200813174248e-05
missing_faces,6,15,3,8.212495595216751e-05
missing_faces,6,15,3,8.170795626938343e-05
missing_faces,6,15,3,8.183298632502556e-05
missing_faces,6,15,3,8.150003850460052e-05
missing_faces,6,15,3,8.149980567395687e-05
missing_faces,6,15,3,8.13330989331007e-05
missing_faces,6,15,3,8.166697807610035e-05
missing_faces,6,15,3,8.400017395615578e-05
missing_faces,6,15,3,8.162506856024265e-05
missing_faces,6,15,3,8.141598664224148e-05
missing_faces,6,15,3,8.083414286375046e-05
missing_faces,6,15,3,8.108303882181644e-05
missing_faces,6,15,3,8.095800876617432e-05
missing_faces,6,15,3,8.470797911286354e-05
missing_faces,6,15,3,8.17091204226017e-05
missing_faces,6,15,3,8.05421732366085e-05
missing_faces,6,15,3,8.204206824302673e-05
missing_faces,6,15,3,8.212495595216751e-05
missing_faces,6,15,3,8.062506094574928e-05
missing_faces,6,15,3,8.079200051724911e-05
missing_faces,6,15,3,8.208397775888443e-05
missing_faces,6,15,3,8.099991828203201e-05
missing_faces,6,15,3,8.075009100139141e-05
missing_faces,6,15,3,8.079200051724911e-05
missing_faces,6,15,3,8.066697046160698e-05
missing_faces,6,15,3,8.091703057289124e-05
missing_faces,6,15,3,8.120806887745857e-05
missing_faces,6,15,3,8.337502367794514e-05
missing_faces,6,15,3,8.125021122395992e-05
missing_faces,6,15,3,8.079200051724911e-05
missing_faces,6,15,3,8.070794865489006e-05
missing_faces,6,15,3,8.083297871053219e-05
missing_faces,6,15,3,8.095800876617432e-05
missing_faces,6,15,3,8.112494833767414e-05
missing_faces,6,15,3,8.095917291939259e-05
missing_faces,6,15,3,8.05840827524662e-05
missing_faces,6,15,3,8.054194040596485e-05
missing_faces,6,15,3,8.079200051724911e-05
missing_faces,6,15,3,7.875007577240467e-05
missing_faces,6,15,3,8.25000461190939e-05
missing_faces,6,15,3,8.245790377259254e-05
missing_faces,6,15,3,8.241715840995312e-05
missing_faces,6,15,3,8.262507617473602e-05
missing_faces,6,15,3,8.266721852123737e-05
missing_faces,6,15,3,8.291704580187798e-05
missing_faces,6,15,3,8.35831742733717e-05
missing_faces,6,15,3,8.245906792581081e-05
missing_faces,6,15,3,8.237501606345177e-05
missing_faces,6,15,3,8.26660543680191e-05
missing_faces,6,15,3,8.254195563495159e-05
missing_faces,6,15,3,8.266698569059372e-05
missing_faces,6,15,3,8.287513628602028e-05
missing_faces,6,15,3,8.245790377259254e-05
missing_faces,6,15,3,8.241692557930946e-05
missing_faces,6,15,3,8.216709829866886e-05
missing_faces,6,15,3,8.262484334409237e-05
missing_faces,6,15,3,8.220900781452656e-05
missing_faces,6,15,3,8.245790377259254e-05
missing_faces,6,15,3,8.25000461190939e-05
missing_faces,6,15,3,8.216616697609425e-05
missing_faces,6,15,3,8.220900781452656e-05
