benchmark,method,mean_accuracy,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,measured_inference_time_seconds,inference_multiplier,peak_memory_mb,best_benchmark_accuracy,worst_case_regret,inference_overhead,lambda_regret,lambda_inference,practical_score
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.0,0.01,0.521484375
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.0,0.05,0.521484375
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.1,0.0,0.5138671875
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.1,0.01,0.5138671875
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.1,0.05,0.5138671875
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.25,0.0,0.50244140625
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.25,0.01,0.50244140625
pretrained_vision,dare,0.521484375,5130.0,11181642.0,1.0,,0.0004832909908145,0.965053454740723,,0.59765625,0.076171875,0.0,0.25,0.05,0.50244140625
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.0,0.0,0.578125
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.0,0.01,0.5779061830944007
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.0,0.05,0.5770309154720034
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.1,0.0,0.576171875
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.1,0.01,0.5759530580944007
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.1,0.05,0.5750777904720034
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.25,0.0,0.5732421875
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.25,0.01,0.5730233705944007
pretrained_vision,greedy_soup,0.578125,5130.0,11181642.0,1.0,,0.000511750113219,1.0218816905599324,,0.59765625,0.01953125,0.021881690559932387,0.25,0.05,0.5721481029720034
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.0,0.0,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.0,0.01,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.0,0.05,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.1,0.0,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.1,0.01,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.1,0.05,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.25,0.0,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.25,0.01,0.59765625
pretrained_vision,slerp,0.59765625,5130.0,11181642.0,1.0,,0.0004750830121338,0.9486634571350864,,0.59765625,0.0,0.0,0.25,0.05,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.0,0.0,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.0,0.01,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.0,0.05,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.1,0.0,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.1,0.01,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.1,0.05,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.25,0.0,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.25,0.01,0.59765625
pretrained_vision,task_arithmetic,0.59765625,5130.0,11181642.0,1.0,,0.0004987090360373,0.9958407818177168,,0.59765625,0.0,0.0,0.25,0.05,0.59765625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.0,0.0,0.541015625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.0,0.01,0.541015625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.0,0.05,0.541015625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.1,0.0,0.5353515625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.1,0.01,0.5353515625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.1,0.05,0.5353515625
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.25,0.0,0.52685546875
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.25,0.01,0.52685546875
pretrained_vision,ties,0.541015625,5130.0,11181642.0,1.0,,0.0004752080421894,0.948913121808,,0.59765625,0.056640625,0.0,0.25,0.05,0.52685546875
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.0,0.0,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.0,0.01,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.0,0.05,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.1,0.0,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.1,0.01,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.1,0.05,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.25,0.0,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.25,0.01,0.59765625
pretrained_vision,twistedmerge_exact_gauge_soup_selector,0.59765625,5130.0,11181642.0,1.0,,0.0004835829604417,0.9656364705690912,,0.59765625,0.0,0.0,0.25,0.05,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.0,0.0,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.0,0.01,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.0,0.05,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.1,0.0,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.1,0.01,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.1,0.05,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.25,0.0,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.25,0.01,0.59765625
pretrained_vision,weight_average,0.59765625,5130.0,11181642.0,1.0,,0.0005007919389754,1.0,,0.59765625,0.0,0.0,0.25,0.05,0.59765625
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.0,0.0,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.0,0.01,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.0,0.05,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.1,0.0,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.1,0.01,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.1,0.05,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.25,0.0,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.25,0.01,0.998046875
quaternion_pose,c2m3_style_strict_alignment,0.998046875,16.0,16.0,1.0,1.0,4.245868573586146e-05,0.46773086579059564,,0.998046875,0.0,0.0,0.25,0.05,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.0,0.0,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.0,0.01,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.0,0.05,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.1,0.0,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.1,0.01,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.1,0.05,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.25,0.0,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.25,0.01,0.998046875
quaternion_pose,ensemble_reference,0.998046875,16.0,64.0,4.0,4.0,3.969444272418817e-05,0.4396095801419457,,0.998046875,0.0,0.0,0.25,0.05,0.998046875
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.0,0.0,0.9856770833333334
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.0,0.01,0.9856770833333334
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.0,0.05,0.9856770833333334
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.1,0.0,0.9844401041666667
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.1,0.01,0.9844401041666667
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.1,0.05,0.9844401041666667
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.25,0.0,0.9825846354166667
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.25,0.01,0.9825846354166667
quaternion_pose,parameter_matched_wide_control,0.9856770833333334,16.0,16.0,1.0,1.0,4.0610708917180695e-05,0.4508773002184108,,0.998046875,0.01236979166666663,0.0,0.25,0.05,0.9825846354166667
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.0,0.0,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.0,0.01,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.0,0.05,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.1,0.0,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.1,0.01,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.1,0.05,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.25,0.0,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.25,0.01,0.998046875
quaternion_pose,quaternion_sign_synchronization,0.998046875,16.0,16.0,1.0,1.0,4.436106731494268e-05,0.4844698501236997,,0.998046875,0.0,0.0,0.25,0.05,0.998046875
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.0,0.0,0.7473958333333334
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.0,0.01,0.7473958333333334
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.0,0.05,0.7473958333333334
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.1,0.0,0.7223307291666667
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.1,0.01,0.7223307291666667
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.1,0.05,0.7223307291666667
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.25,0.0,0.6847330729166667
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.25,0.01,0.6847330729166667
quaternion_pose,random_two_branch_control,0.7473958333333334,16.0,32.0,2.0,2.0,4.099992414315542e-05,0.45618614408681707,,0.998046875,0.25065104166666663,0.0,0.25,0.05,0.6847330729166667
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.0,0.0,0.7630208333333334
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.0,0.01,0.7630208333333334
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.0,0.05,0.7630208333333334
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.1,0.0,0.7395182291666667
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.1,0.01,0.7395182291666667
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.1,0.05,0.7395182291666667
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.25,0.0,0.7042643229166667
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.25,0.01,0.7042643229166667
quaternion_pose,raw_weight_average,0.7630208333333334,16.0,16.0,1.0,1.0,0.00013488864836592364,1.0,,0.998046875,0.23502604166666663,0.0,0.25,0.05,0.7042643229166667
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.0,0.0,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.0,0.01,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.0,0.05,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.1,0.0,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.1,0.01,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.1,0.05,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.25,0.0,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.25,0.01,0.998046875
quaternion_pose,sign_invariant_quadratic_qqt,0.998046875,16.0,16.0,1.0,1.0,4.1111294801036515e-05,0.45640950289850674,,0.998046875,0.0,0.0,0.25,0.05,0.998046875
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.0,0.0,0.052083333333333336
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.0,0.01,0.052083333333333336
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.0,0.05,0.052083333333333336
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.1,0.0,-0.04251302083333334
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.1,0.01,-0.04251302083333334
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.1,0.05,-0.04251302083333334
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.25,0.0,-0.18440755208333331
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.25,0.01,-0.18440755208333331
quaternion_pose,so3_synchronization,0.052083333333333336,16.0,16.0,1.0,1.0,5.179131403565407e-05,0.5484855478652569,,0.998046875,0.9459635416666666,0.0,0.25,0.05,-0.18440755208333331
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.0,0.0,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.0,0.01,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.0,0.05,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.1,0.0,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.1,0.01,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.1,0.05,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.25,0.0,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.25,0.01,0.998046875
quaternion_pose,two_branch_q_minus_q_lift,0.998046875,16.0,32.0,2.0,2.0,4.163896664977074e-05,0.45868861009041506,,0.998046875,0.0,0.0,0.25,0.05,0.998046875
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.0,0.0,0.0
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.0,0.01,0.0
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.0,0.05,0.0
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.1,0.0,-0.0998046875
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.1,0.01,-0.0998046875
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.1,0.05,-0.0998046875
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.25,0.0,-0.24951171875
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.25,0.01,-0.24951171875
quaternion_pose,wrong_sign_control,0.0,16.0,16.0,1.0,1.0,4.0528286869327225e-05,0.4458029815645979,,0.998046875,0.998046875,0.0,0.25,0.05,-0.24951171875
transformer,dare,0.564453125,5882.0,5882.0,1.0,1.0,0.0046645000111311,1.0140858794468404,,0.6201171875,0.0556640625,0.014085879446840366,0.0,0.0,0.564453125
