setting_id,n_models,width,seed,pairwise_alignment_residual,sync_disagreement,permutation_cycle_score,monomial_phase_or_scale_cycle_score,monomial_centrality_improvement_from_permutation,global_scale_sync_rms_residual,global_scale_sync_max_residual,individual_accuracy_variance,individual_accuracy_mean,weight_average_degradation,strict_merge_degradation,monomial_over_strict_gain,selector_accuracy,greedy_accuracy,source_execution_commit,matched_natural_trained_checkpoints,label_permutation_regression_passed
mnist_mlp_N4_W64_S1812,4,64,1812,0.7184369961420695,0.28125,1.2427854488555752,1.0184604588590864,0.463782633832865,0.3641809303209612,4.338619323827183,4.2918750000000494e-06,0.8805749999999999,0.3194,0.02059999999999995,0.009000000000000008,0.8832,0.8832,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1813,3,16,1813,0.791105051835378,0.1666666666666666,1.224744871391589,1.0219273342934505,0.5520809425517765,0.1588296658055549,0.3551412087531399,0.0001831266666666,0.8019,0.3843,0.05899999999999994,0.024899999999999922,0.8207,0.8207,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1813,3,32,1813,0.765925665696462,0.1597222222222222,1.1989578808281798,0.9522977801540632,0.5407645934123708,0.138152118671592,0.4826578510698575,3.321555555555519e-05,0.8521333333333333,0.15549999999999997,0.03079999999999994,9.999999999998899e-05,0.8577,0.858,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1813,3,64,1813,0.699037770430247,0.1857638888888889,1.25,1.0162019696187716,0.4592866285326318,0.2015264218375871,1.6951985737264763,9.42888888888881e-06,0.8770333333333333,0.11580000000000001,0.019100000000000006,0.008400000000000074,0.8811,0.8813,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1813,4,16,1813,0.8498673538366953,0.24609375,1.1565132447209423,0.927151522745123,0.6186248436281947,0.4065599876937548,2.451780003310639,0.000951181875,0.803825,0.275,0.10409999999999997,0.01959999999999995,0.8446,0.8446,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1813,4,32,1813,0.7774979670842489,0.234375,1.1672352176208816,1.0111241435475191,0.4168886980567547,0.2127167195373583,1.276369239950419,1.6771874999999955e-05,0.8538749999999999,0.12360000000000004,0.035499999999999976,0.021399999999999975,0.8559,0.8557,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1813,4,64,1813,0.7255844672520956,0.3095703125,1.2866942497058935,1.0908219575248788,0.1307380128547526,0.3687268049158731,4.701795919378062,2.991875000000057e-06,0.879125,0.14880000000000004,0.013600000000000056,0.0035000000000000586,0.8786,0.8818,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1814,3,16,1814,0.7877206206321716,0.125,1.0606601717798212,0.8779950875768009,0.5693957491667347,0.6733954295305162,3.137680303008997,0.0012053399999999,0.8012,0.2027,0.19229999999999992,0.10109999999999997,0.8381,0.8381,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1814,3,32,1814,0.7743457158406576,0.1770833333333333,1.274754878398196,1.032741186357962,0.5357496278082364,0.1619776391771346,0.5835301253723351,4.3355555555555455e-06,0.8589333333333333,0.15280000000000005,0.03180000000000005,0.012199999999999989,0.8615,0.8615,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1814,3,64,1814,0.7136298219362894,0.2013888888888889,1.3228756555322954,1.0521951662764288,0.4801863799779411,0.1497417672906945,1.471299867659349,8.975555555555486e-06,0.8785666666666666,0.07110000000000005,0.016900000000000026,0.0048000000000000265,0.8812,0.882,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1814,4,16,1814,0.8479748467604319,0.2109375,1.1026330433380014,0.9480981589251194,0.5546951363883592,0.2739399346375354,1.514597324912716,5.223499999999953e-05,0.823,0.20729999999999993,0.06359999999999999,0.019500000000000073,0.8271,0.831,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1814,4,32,1814,0.746784488360087,0.271484375,1.2044369033711506,0.9850952458784912,0.494955194373752,0.1385630736853333,0.4652464970071874,9.231875000000116e-06,0.858425,0.1421,0.040899999999999936,0.0031999999999999806,0.8605,0.8603,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1814,4,64,1814,0.6886804004510244,0.294921875,1.252546932994873,1.02363361298872,0.4477741249317203,0.1232005419056193,0.5742517998668121,2.0531875000000275e-05,0.880375,0.0837,0.016300000000000092,0.0,0.8668,0.8837,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1815,3,16,1815,0.8404738704363505,0.1805555555555555,1.274754878398196,1.0711273159703367,0.4456898664239256,0.4976308051922591,3.589173266426335,2.7708888888888835e-05,0.8293666666666666,0.23409999999999997,0.04569999999999996,0.006399999999999961,0.8304,0.8368,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1815,3,32,1815,0.7513762712478638,0.1840277777777778,1.299038105676658,1.0252281383549644,0.5070220843628768,0.1459205298895763,0.7377756363528081,1.5680000000000273e-05,0.8528000000000001,0.11380000000000001,0.02290000000000003,0.00039999999999995595,0.8584,0.8584,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1815,3,64,1815,0.666294793287913,0.1666666666666666,1.2119199643540823,0.9944822268262674,0.4384395439136722,0.1069919407562991,0.3971182338327154,1.628888888888883e-06,0.8787666666666666,0.07820000000000005,0.011900000000000022,0.006500000000000061,0.8717,0.879,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1815,4,16,1815,0.8324006001154581,0.21875,1.114502245781817,0.9336448351383484,0.5622263940875243,0.2443725898845362,1.4714314799408956,3.8516875000000354e-05,0.823375,0.15710000000000002,0.08530000000000004,0.011900000000000022,0.8277,0.8277,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1815,4,32,1815,0.7909015814463297,0.25,1.1844991867649513,0.9614868842400736,0.548243887498067,0.1736914548551682,0.71296826803905,1.7702499999999975e-05,0.8613500000000001,0.2863,0.03170000000000006,0.007500000000000062,0.8656,0.8656,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1815,4,64,1815,0.7260323365529379,0.291015625,1.2466687106880696,1.0252056337422604,0.4571524845660805,0.1503509784889135,1.1387772010980726,3.330687499999973e-05,0.878975,0.1805,0.022299999999999986,0.008000000000000007,0.8843,0.8843,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1816,3,16,1816,0.7978450854619344,0.1111111111111111,1.0,0.8940509408061226,0.5434367351757677,0.1719946236623441,0.4985046195473464,9.19022222222215e-05,0.8218666666666666,0.2804,0.10329999999999995,0.03589999999999993,0.8246,0.8246,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1816,3,32,1816,0.7689216335614523,0.1666666666666666,1.224744871391589,0.9826306644868228,0.5258046522845091,0.1410428013362805,0.361089383029968,1.4155555555555669e-06,0.8637666666666667,0.14329999999999998,0.027800000000000047,0.007300000000000084,0.8648,0.8648,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1816,3,64,1816,0.6968201200167338,0.1892361111111111,1.299038105676658,1.061204487043681,0.4414771455329019,0.1313235382212179,0.5948152167815095,1.3579999999999916e-05,0.8771,0.11429999999999996,0.012699999999999934,0.006299999999999972,0.8794,0.8794,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1816,4,16,1816,0.8964807192484537,0.26171875,1.1844991867649517,0.95590914409942,0.6193453646082838,0.3439446879247572,2.3088697910975458,0.0002415049999999,0.7961,0.2539,0.1624,0.04390000000000005,0.8157,0.8157,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1816,4,32,1816,0.7576547662417094,0.24609375,1.154173365040803,0.961385403302628,0.516453637022812,0.1601973064928522,1.294696457693341,1.3546875000000036e-05,0.8649249999999999,0.1430999999999999,0.02429999999999999,0.005400000000000071,0.8664,0.8664,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1816,4,64,1816,0.6991823216279348,0.3056640625,1.271441484652721,1.0389235616429977,0.4472528198706396,0.2147524859164762,2.4476173970811375,1.9218750000000094e-06,0.8758750000000001,0.09860000000000002,0.013800000000000034,0.0029000000000000137,0.8758,0.8759,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1817,3,16,1817,0.9008457859357198,0.1944444444444444,1.3228756555322954,1.0245965310635372,0.6714765220048047,0.5095649350077831,2.411451872871059,9.219555555555602e-05,0.7956666666666666,0.1403000000000001,0.03600000000000003,0.014499999999999957,0.8037,0.799,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1817,3,32,1817,0.759804348150889,0.1736111111111111,1.1726039399558572,0.9617406824935892,0.5411940042386327,0.3404702788198248,2.210174622882608,1.0686666666666696e-05,0.8634000000000001,0.08200000000000007,0.03380000000000005,0.007000000000000006,0.8662,0.8675,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1817,3,64,1817,0.6820941964785258,0.1666666666666666,1.2119199643540823,1.0007792800025324,0.4479508894922526,0.2745306694035417,3.564900880038095,6.828888888888906e-06,0.8786333333333333,0.026699999999999946,0.014699999999999935,0.006299999999999972,0.8809,0.8772,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1817,4,16,1817,0.8443403939406077,0.2734375,1.2236794091770269,1.1654455783645323,-0.5543390527491795,0.3086533523958318,2.1078937744509627,0.000165545,0.8265,0.4588,0.1038,0.023800000000000043,0.8187,0.8367,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1817,4,32,1817,0.779701848824819,0.291015625,1.2778103798213754,1.008471204484876,0.5210598333389429,0.32723946298334,4.6001715613219805,4.613187500000019e-05,0.861425,0.07400000000000007,0.028299999999999992,0.011499999999999955,0.8667,0.8678,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1817,4,64,1817,0.7112654546896616,0.2939453125,1.2467341542165609,1.0411469620830178,0.4083514477725386,0.3458149038200163,5.481309539212578,5.272499999999971e-06,0.87695,0.19479999999999997,0.013599999999999945,0.0040000000000000036,0.8754,0.8763,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1818,3,16,1818,0.8509398301442465,0.1805555555555555,1.274754878398196,0.9939479093271044,0.6290111317274434,0.2005306948755501,0.4790191324579572,7.783999999999966e-05,0.8208000000000001,0.4362,0.07399999999999995,0.024899999999999922,0.8318,0.8318,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1818,3,32,1818,0.7597211798032125,0.1458333333333333,1.14564392373896,0.9400489446090284,0.5274161343321172,0.5273047016976602,3.590548510601021,2.3022222222221887e-06,0.8601666666666666,0.08039999999999992,0.04249999999999998,0.020500000000000074,0.8593,0.8593,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1818,3,64,1818,0.7053979833920797,0.1979166666666666,1.286953767623375,1.0305068105917574,0.471299291360947,0.340168043734984,3.224998565587516,6.888888888890084e-08,0.8752333333333334,0.10210000000000008,0.026000000000000023,0.015499999999999958,0.8651,0.8756,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1818,4,16,1818,0.9036896328131356,0.3046875,1.307719693622516,1.928955270776222,-3.528854061134277,0.4590867887707843,1.9886133114602709,7.650500000000046e-05,0.8265,0.26680000000000004,0.09710000000000008,0.043399999999999994,0.8332,0.8273,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1818,4,32,1818,0.7862232426802317,0.28515625,1.2433031272540402,0.9887764300890062,0.5237129135364078,0.1544458775729206,0.5450881214674097,5.081874999999901e-06,0.860125,0.2953,0.017900000000000027,-0.0041999999999999815,0.8577,0.8621,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1818,4,64,1818,0.7250857551892599,0.3134765625,1.2866942497058935,1.0430813562509798,0.4627428686078906,0.1262321583715421,0.5105011092147084,3.27500000000005e-06,0.8806,0.09870000000000001,0.008099999999999996,0.0014999999999999458,0.8828,0.8818,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W16_S1819,3,16,1819,0.8330545226732889,0.1527777777777778,1.1726039399558574,0.9444093832095772,0.5934728901172636,0.1772607813280484,0.4849527944125955,3.846666666666559e-06,0.8331,0.21689999999999998,0.08729999999999993,0.0040999999999999925,0.8339,0.8339,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W32_S1819,3,32,1819,0.7694333593050638,0.2013888888888889,1.274754878398196,1.0303554012687732,0.5513821103287065,0.3846191738923271,3.853510751532831,3.682888888888937e-05,0.8599333333333333,0.19490000000000007,0.042300000000000004,0.008399999999999963,0.8685,0.8685,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N3_W64_S1819,3,64,1819,0.7114032308260599,0.1857638888888889,1.2624381172952597,1.0238892403408248,0.4700119183172639,0.1566870897524157,1.0634296141632282,7.246666666666758e-06,0.8821,0.06889999999999996,0.018199999999999994,0.006199999999999983,0.8842,0.8842,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W16_S1819,4,16,1819,0.8422640264034271,0.265625,1.198674405673723,3.832593519640573,-4.147478667080428,0.5000302502923232,3.4967254409398354,2.451187500000011e-05,0.825025,0.2699999999999999,0.07499999999999996,0.0353,0.8227,0.824,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W32_S1819,4,32,1819,0.7692388395468394,0.27734375,1.2052628908918035,0.971544060080072,0.534123353534153,0.1481819223043825,0.6047807011522806,2.886874999999915e-06,0.8627250000000001,0.3408,0.031500000000000083,0.019199999999999995,0.8626,0.8626,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
mnist_mlp_N4_W64_S1819,4,64,1819,0.7034634550412496,0.2734375,1.2143120449936895,1.484179525076155,-1.775671732913315,0.3356109838530309,2.867452164393569,9.650000000000263e-07,0.8786999999999999,0.08779999999999999,0.0047999999999999154,0.0,0.8783,0.8783,d71d1a3651a4c4c23a3e6e80c834b729d6a8aa2e,True,True
