method,parameter_count,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,inference_multiplier,measured_inference_time_seconds,candidate_count,selector_validation_budget,is_single_model,is_branch_model,uses_supplied_context,uses_validation_data,uses_obstruction_data
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.0028582920785993338,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.002908749971538782,1,4000,False,False,False,False,False
ensemble_reference,2308,2308,2308,4.0,4,4.0,0.0019690829794853926,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.0030712501611560583,1,4000,False,False,False,False,False
ensemble_reference,2308,2308,2308,4.0,4,4.0,0.001945708179846406,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.002725624945014715,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.002865749876946211,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.002743916120380163,1,4000,False,False,False,False,False
ensemble_reference,2308,2308,2308,4.0,4,4.0,0.00180537486448884,1,4000,False,False,False,False,False
ensemble_reference,2308,2308,2308,4.0,4,4.0,0.0017357079777866602,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.002841667039319873,1,4000,False,False,False,False,False
ensemble_reference,8708,8708,8708,4.0,4,4.0,0.0028371671214699745,1,4000,False,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007229167968034744,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.000511083984747529,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006782079581171274,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007122920360416174,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004405409563332796,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003971660044044256,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006585000082850456,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0010024590883404016,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004889580886811018,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004241249989718199,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0009043749887496233,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004466669633984566,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007256250828504562,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00040900008752942085,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006559579633176327,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006934169214218855,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007328330539166927,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007814159616827965,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006745420396327972,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0011618330609053373,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006755830254405737,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007101669907569885,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005319591145962477,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004748748615384102,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.000669499859213829,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006612918805330992,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007152080070227385,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006914590485394001,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003649999853223562,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003950831014662981,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007509579882025719,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00046975002624094486,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007019168697297573,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007281668949872255,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00038879201747477055,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007520418148487806,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007421670015901327,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005798749625682831,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003981250338256359,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006790000479668379,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006811670027673244,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003835409879684448,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007474580779671669,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0008642908651381731,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00047500012442469597,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007479579653590918,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0010393750853836536,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006927091162651777,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006831670179963112,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006712079048156738,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.000441916985437274,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004268328193575144,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006826668977737427,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0009427499026060104,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004069581627845764,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006869579665362835,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004189161118119955,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004890828859061003,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00039541698060929775,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004449160769581795,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0009928750805556774,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007725418545305729,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004074170719832182,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004895830061286688,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007112089078873396,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0012974590063095093,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007503340020775795,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004563750699162483,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0010904159862548113,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004788751248270273,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.000777082983404398,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004718329291790724,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0011681669857352972,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00046258303336799145,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00038424995727837086,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00037591694854199886,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00048616714775562286,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006754170171916485,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004264581948518753,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0007057080511003733,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007098331116139889,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006998328026384115,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006950418464839458,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006644579116255045,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005432090256363153,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004290000069886446,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003998340107500553,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0010536669287830591,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007592500187456608,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007085420656949282,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005012908950448036,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007483339868485928,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003926670178771019,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0010533749591559172,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004619578830897808,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004072908777743578,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007813749834895134,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0008002910763025284,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003887088969349861,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0006242501549422741,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003796250093728304,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007306670304387808,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003975001163780689,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0008910840842872858,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006845421157777309,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0013628329616039991,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00040508387610316277,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.000804124865680933,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004286668263375759,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0009071668609976768,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006902909372001886,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007393751293420792,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007139581721276045,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.000463792122900486,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.000732791144400835,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004842081107199192,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0008444159757345915,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00039337482303380966,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007721248548477888,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007195000071078539,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0006105410866439342,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00048191705718636513,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006997499149292707,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003802089486271143,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0006467080675065517,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0009675419423729181,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007451251149177551,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006876250263303518,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005262920167297125,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004458329640328884,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007178329396992922,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00046337489038705826,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006594590377062559,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00045679090544581413,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005147920455783606,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007246250752359629,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0008216670248657465,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006579579785466194,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00039833318442106247,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0007284590974450111,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004130839370191097,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.000583041924983263,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004176669754087925,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0003845838364213705,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00042270892299711704,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005204170010983944,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007933329325169325,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004589168820530176,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006781660486012697,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00046916701830923557,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004038340412080288,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004206250887364149,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005316671449691057,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.000656916992738843,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007237500976771116,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006942909676581621,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005261250771582127,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005703750066459179,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006727089639753103,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004471251741051674,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00039900001138448715,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006923750042915344,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004853750579059124,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0012672091834247112,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0011902078986167908,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006905000191181898,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007325001060962677,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007708331104367971,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.000664958031848073,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00045012496411800385,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004805419594049454,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0007612500339746475,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005006662104278803,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0006902499590069056,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004488341510295868,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0005031670443713665,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004055001772940159,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.00045900000259280205,1,4000,True,False,False,False,False
git_rebasin_pairwise,577,577,577,1.0,1,1.0,0.0004673751536756754,1,4000,True,False,False,False,False
git_rebasin_pairwise,2177,2177,2177,1.0,1,1.0,0.0023150420747697353,1,4000,True,False,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000664958031848073,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007709171622991562,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00045916694216430187,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00045970804058015347,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000863207969814539,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000686457846313715,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004162921104580164,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00042854086495935917,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0003978339955210686,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0005751249846071005,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00046545802615582943,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0008943751454353333,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007625841535627842,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00048550008796155453,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00045841606333851814,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007335001137107611,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007354998961091042,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004267499316483736,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0003691248130053282,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0011493749916553497,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004904589150100946,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0005044590216130018,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000691999914124608,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000672333175316453,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004034999292343855,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0011546248570084572,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0009916671551764011,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007857079617679119,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007608341984450817,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004170420579612255,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007452501449733973,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004774159751832485,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004382501356303692,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.000398166012018919,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007235831581056118,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004671248607337475,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000696792034432292,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007017920725047588,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0006628339178860188,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0006884161848574877,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.00146949989721179,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004328328650444746,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.000858415849506855,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0008813331369310617,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.000765542034059763,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000708000035956502,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0006609580013900995,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0013442498166114092,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004098750650882721,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000665667001157999,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0004553329199552536,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00046391692012548447,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0023824588861316442,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0005524998996406794,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.0009237499907612801,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.000728874932974577,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0007150000892579556,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00041041593067348003,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00039604189805686474,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0006721250247210264,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0006726249121129513,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00043304217979311943,1,4000,False,True,False,False,False
no_twist_branch_control,4354,4354,4354,2.0,2,2.0,0.0006982921622693539,1,4000,False,True,False,False,False
no_twist_branch_control,1154,1154,1154,2.0,2,2.0,0.00041812495328485966,1,4000,False,True,False,False,False
