setting_id,group,width,seed,method,accuracy,loss,val_accuracy,val_loss,selected_method,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,measured_inference_time_seconds,inference_multiplier,candidate_count,selector_validation_budget,method_kind,supplied_context,uses_validation_data,uses_obstruction_data,saved_logits_path,saved_logits_sha256,label_permutation_regression_passed
S3_W32_S0,S3,32,0,ordinary_weight_average,0.161,1.7917594692280547,0.16,1.7917594692280547,,198,198,1.0,1,6.082933396100998e-06,1.0,1,1000,single_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,git_rebasin_style_pairwise,0.126,2.251620120948063,0.135,2.2289198363993825,,198,198,1.0,1,5.542067810893059e-06,0.9110847431677256,1,1000,single_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,c2m3_strict_synchronization,0.126,2.251620120948063,0.135,2.2289198363993825,,198,198,1.0,1,5.125068128108978e-06,0.8425323432595881,1,1000,single_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,greedy_soup,0.223,2.0741076775577385,0.215,2.080629065709298,,198,198,1.0,1,5.3042080253362656e-05,8.719819337058869,1,1000,single_model,False,True,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,naive_regular_representation_without_pooling,0.126,2.251620120948063,0.135,2.2289198363993825,,198,1188,6.0,6,8.166697807610035e-05,13.42559136492383,1,1000,branch_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,uniform_pooling_without_correct_action,0.161,1.7917594692280547,0.16,1.7917594692280547,,198,1188,6.0,6,8.333008736371994e-06,1.3698997167572533,1,1000,branch_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,random_same_branch_count_control,0.179,2.1337374371190734,0.155,2.151578126795414,,198,1188,6.0,6,9.832903742790222e-06,1.6164740105641888,1,1000,branch_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,wrong_generator_control,0.095,2.27705352999605,0.097,2.2645653043154716,,198,198,1.0,1,7.999828085303307e-06,1.3151266937150732,1,1000,single_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,wrong_order_control,0.708,1.365083570582337,0.717,1.31029662736488,,198,198,1.0,1,8.125090971589088e-06,1.3357192069203092,1,1000,single_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,wrong_group_action_control,0.641,1.4480324505899096,0.633,1.4605501151931266,,198,198,1.0,1,6.1248429119586945e-06,1.0068896884329785,1,1000,single_model,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,twistedmerge_hodge_lr,1.0,0.9162434478233518,1.0,0.9169193909465004,,198,1188,6.0,6,4.58303838968277e-06,0.7534257061930644,1,1000,branch_model,True,False,True,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,branch_orbit_lift_invariant_pooling,1.0,0.9162434478233518,1.0,0.9169193909465005,,198,1188,6.0,6,4.708068445324898e-06,0.7739799433514507,1,1000,branch_model,True,False,True,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,branch_regular_lift_invariant_pooling,1.0,0.9162434478233518,1.0,0.9169193909465005,,198,1188,6.0,6,3.7499703466892242e-06,0.6164740105641889,1,1000,branch_model,True,False,True,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,supplied_context_oracle,1.0,0.9162434478233519,1.0,0.9169193909465005,,198,1188,6.0,6,4.333909600973129e-06,0.7124703360636914,1,1000,branch_model,True,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
S3_W32_S0,S3,32,0,learned_feature_router,0.9945,0.9486646074599537,0.995,0.9482806266707253,,240,1230,6.212121212121212,6,4.00003045797348e-06,0.6575824848809615,1,1000,router,False,False,False,reports/overnight_program/logits/two_loop_context/S3_W32_S0.npz,f7c4fd96b9c01b92a241cdf8378516f7937df9bb30207f8fa87a15c4826bdbeb,True
