family,width,seed,method,test_accuracy,test_loss,label_permutation_regression_passed,candidate_logits_executed,parameter_count,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,inference_multiplier,measured_inference_time_seconds,candidate_count,selector_validation_budget,saved_logits_path,saved_logits_sha256,is_single_model,is_branch_model,uses_supplied_context,uses_validation_data,uses_obstruction_data
mu2_coboundary,32,14,wrong_twist_control,0.0,1.2020542490331665,True,True,1154,1154,1154,2.0,2,2.0,0.0005101659335196018,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S14.npz,ce845c88949f320ad44efcee8c542dd797868e6149f4962675803a233ac75393,False,True,False,False,False
mu2_coboundary,32,14,wrong_context_control,1.0,0.4082086843050522,True,True,1154,1154,1154,2.0,2,2.0,0.00046712509356439114,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S14.npz,ce845c88949f320ad44efcee8c542dd797868e6149f4962675803a233ac75393,False,True,False,False,False
mu2_coboundary,32,14,no_twist_branch_control,1.0,0.4082086843050522,True,True,1154,1154,1154,2.0,2,2.0,0.0004829589743167162,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S14.npz,ce845c88949f320ad44efcee8c542dd797868e6149f4962675803a233ac75393,False,True,False,False,False
mu2_coboundary,32,14,distilled_single_model_control,1.0,0.4082086843050522,True,True,577,577,577,1.0,1,1.0,0.0004422909114509821,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S14.npz,ce845c88949f320ad44efcee8c542dd797868e6149f4962675803a233ac75393,True,False,False,True,False
mu2_coboundary,32,14,parameter_matched_wide_control,0.982375,0.48001209736717587,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.000952000031247735,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S14.npz,ce845c88949f320ad44efcee8c542dd797868e6149f4962675803a233ac75393,True,False,False,False,False
mu2_coboundary,32,14,ensemble_reference,1.0,0.4082086843050522,True,True,2308,2308,2308,4.0,4,4.0,0.001856457907706499,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S14.npz,ce845c88949f320ad44efcee8c542dd797868e6149f4962675803a233ac75393,False,False,False,False,False
mu2_coboundary,32,15,ordinary_weight_average,0.504875,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0004478751216083765,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,True,False,False,False,False
mu2_coboundary,32,15,git_rebasin_pairwise,1.0,0.4098417845126165,True,True,577,577,577,1.0,1,1.0,0.0004290000069886446,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,True,False,False,False,False
mu2_coboundary,32,15,c2m3_synchronized,1.0,0.4098417845126165,True,True,577,577,577,1.0,1,1.0,0.00040458282455801964,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,True,False,False,False,False
mu2_coboundary,32,15,supplied_context_q2_branch_predictor,1.0,0.4098417845126165,True,True,1154,1154,1154,2.0,2,2.0,0.00039583281613886356,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,True,False,True
mu2_coboundary,32,15,random_branch_control,0.0,1.2003374838012622,True,True,1154,1154,1154,2.0,2,2.0,0.0004589168820530176,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,False,False,False
mu2_coboundary,32,15,validation_global_branch_selector,1.0,0.4098417845126165,True,True,1154,1154,1154,2.0,2,2.0,0.0003987499512732029,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,False,True,False
mu2_coboundary,32,15,validation_face_table_router,1.0,0.4098417845126165,True,True,1154,1154,1154,2.0,2,2.0,0.0004070419818162918,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,False,True,False
mu2_coboundary,32,15,wrong_twist_control,0.0,1.2003374838012622,True,True,1154,1154,1154,2.0,2,2.0,0.0004907080437988043,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,False,False,False
mu2_coboundary,32,15,wrong_context_control,1.0,0.4098417845126165,True,True,1154,1154,1154,2.0,2,2.0,0.0004417079035192728,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,False,False,False
mu2_coboundary,32,15,no_twist_branch_control,1.0,0.4098417845126165,True,True,1154,1154,1154,2.0,2,2.0,0.00042266608215868473,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,True,False,False,False
mu2_coboundary,32,15,distilled_single_model_control,1.0,0.4098417845126165,True,True,577,577,577,1.0,1,1.0,0.00042945798486471176,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,True,False,False,True,False
mu2_coboundary,32,15,parameter_matched_wide_control,0.988625,0.4818215322726803,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0008253329433500767,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,True,False,False,False,False
mu2_coboundary,32,15,ensemble_reference,1.0,0.4098417845126165,True,True,2308,2308,2308,4.0,4,4.0,0.00174708291888237,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S15.npz,1cefdbe944958b65513c992eb23985174162c0644cfd5a5be7697fafc81a8ac9,False,False,False,False,False
mu2_coboundary,32,16,ordinary_weight_average,0.49775,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.000443791039288044,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,True,False,False,False,False
mu2_coboundary,32,16,git_rebasin_pairwise,1.0,0.40735320490887517,True,True,577,577,577,1.0,1,1.0,0.00040900008752942085,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,True,False,False,False,False
mu2_coboundary,32,16,c2m3_synchronized,1.0,0.40735320490887517,True,True,577,577,577,1.0,1,1.0,0.0003974158316850662,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,True,False,False,False,False
mu2_coboundary,32,16,supplied_context_q2_branch_predictor,1.0,0.40735320490887517,True,True,1154,1154,1154,2.0,2,2.0,0.0004091670271009207,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,True,False,True
mu2_coboundary,32,16,random_branch_control,1.0,0.40735320490887517,True,True,1154,1154,1154,2.0,2,2.0,0.0004289590287953615,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,False,False,False
mu2_coboundary,32,16,validation_global_branch_selector,1.0,0.40735320490887517,True,True,1154,1154,1154,2.0,2,2.0,0.0005420830566436052,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,False,True,False
mu2_coboundary,32,16,validation_face_table_router,1.0,0.40735320490887517,True,True,1154,1154,1154,2.0,2,2.0,0.0004189170431345701,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,False,True,False
mu2_coboundary,32,16,wrong_twist_control,0.0,1.2029369171420847,True,True,1154,1154,1154,2.0,2,2.0,0.000394958071410656,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,False,False,False
mu2_coboundary,32,16,wrong_context_control,1.0,0.40735320490887517,True,True,1154,1154,1154,2.0,2,2.0,0.0004274998791515827,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,False,False,False
mu2_coboundary,32,16,no_twist_branch_control,1.0,0.40735320490887517,True,True,1154,1154,1154,2.0,2,2.0,0.00046854116953909397,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,True,False,False,False
mu2_coboundary,32,16,distilled_single_model_control,1.0,0.40735320490887517,True,True,577,577,577,1.0,1,1.0,0.0004424171056598425,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,True,False,False,True,False
mu2_coboundary,32,16,parameter_matched_wide_control,0.970375,0.4776133911271514,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0009236671030521393,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,True,False,False,False,False
mu2_coboundary,32,16,ensemble_reference,1.0,0.40735320490887517,True,True,2308,2308,2308,4.0,4,4.0,0.0018034998793154955,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S16.npz,e18026019cdae10c51aaf29f23abcb7ae366127fd5de4b00991fe52ad3f8805f,False,False,False,False,False
mu2_coboundary,32,17,ordinary_weight_average,0.500375,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.00047716707922518253,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,True,False,False,False,False
mu2_coboundary,32,17,git_rebasin_pairwise,1.0,0.40887519649002263,True,True,577,577,577,1.0,1,1.0,0.0004889580886811018,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,True,False,False,False,False
mu2_coboundary,32,17,c2m3_synchronized,1.0,0.40887519649002263,True,True,577,577,577,1.0,1,1.0,0.0005003330297768116,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,True,False,False,False,False
mu2_coboundary,32,17,supplied_context_q2_branch_predictor,1.0,0.40887519649002263,True,True,1154,1154,1154,2.0,2,2.0,0.0005179578438401222,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,True,False,True
mu2_coboundary,32,17,random_branch_control,1.0,0.40887519649002263,True,True,1154,1154,1154,2.0,2,2.0,0.00048525002785027027,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,False,False,False
mu2_coboundary,32,17,validation_global_branch_selector,1.0,0.40887519649002263,True,True,1154,1154,1154,2.0,2,2.0,0.0005152500234544277,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,False,True,False
mu2_coboundary,32,17,validation_face_table_router,1.0,0.40887519649002263,True,True,1154,1154,1154,2.0,2,2.0,0.0005297497846186161,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,False,True,False
mu2_coboundary,32,17,wrong_twist_control,0.0,1.198725802804271,True,True,1154,1154,1154,2.0,2,2.0,0.00048225000500679016,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,False,False,False
mu2_coboundary,32,17,wrong_context_control,1.0,0.40887519649002263,True,True,1154,1154,1154,2.0,2,2.0,0.00048241694457829,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,False,False,False
mu2_coboundary,32,17,no_twist_branch_control,1.0,0.40887519649002263,True,True,1154,1154,1154,2.0,2,2.0,0.000577291939407587,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,True,False,False,False
mu2_coboundary,32,17,distilled_single_model_control,1.0,0.40887519649002263,True,True,577,577,577,1.0,1,1.0,0.0005287500098347664,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,True,False,False,True,False
mu2_coboundary,32,17,parameter_matched_wide_control,0.96575,0.4781261820403281,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0012160839978605509,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,True,False,False,False,False
mu2_coboundary,32,17,ensemble_reference,1.0,0.40887519649002263,True,True,2308,2308,2308,4.0,4,4.0,0.0027975421398878098,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S17.npz,7ee421e67c3dddb1be7dee2068c4d86b3b52efae934fedcaec9762b8d17f6076,False,False,False,False,False
mu2_coboundary,32,18,ordinary_weight_average,0.50325,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0005199580918997526,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,True,False,False,False,False
mu2_coboundary,32,18,git_rebasin_pairwise,1.0,0.40414722873007475,True,True,577,577,577,1.0,1,1.0,0.0004405409563332796,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,True,False,False,False,False
mu2_coboundary,32,18,c2m3_synchronized,1.0,0.40414722873007475,True,True,577,577,577,1.0,1,1.0,0.00043000001460313797,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,True,False,False,False,False
mu2_coboundary,32,18,supplied_context_q2_branch_predictor,1.0,0.40414722873007475,True,True,1154,1154,1154,2.0,2,2.0,0.00039070798084139824,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,True,False,True
mu2_coboundary,32,18,random_branch_control,0.0,1.212010327001382,True,True,1154,1154,1154,2.0,2,2.0,0.0003858748823404312,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,False,False,False
mu2_coboundary,32,18,validation_global_branch_selector,1.0,0.40414722873007475,True,True,1154,1154,1154,2.0,2,2.0,0.0003954581916332245,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,False,True,False
mu2_coboundary,32,18,validation_face_table_router,1.0,0.40414722873007475,True,True,1154,1154,1154,2.0,2,2.0,0.0007506248075515032,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,False,True,False
mu2_coboundary,32,18,wrong_twist_control,0.0,1.212010327001382,True,True,1154,1154,1154,2.0,2,2.0,0.00047174980863928795,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,False,False,False
mu2_coboundary,32,18,wrong_context_control,1.0,0.40414722873007475,True,True,1154,1154,1154,2.0,2,2.0,0.0006240420043468475,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,False,False,False
mu2_coboundary,32,18,no_twist_branch_control,1.0,0.40414722873007475,True,True,1154,1154,1154,2.0,2,2.0,0.000574916135519743,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,True,False,False,False
mu2_coboundary,32,18,distilled_single_model_control,1.0,0.40414722873007475,True,True,577,577,577,1.0,1,1.0,0.0006520841270685196,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,True,False,False,True,False
mu2_coboundary,32,18,parameter_matched_wide_control,0.952375,0.46583538352188364,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0008869580924510956,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,True,False,False,False,False
mu2_coboundary,32,18,ensemble_reference,1.0,0.40414722873007475,True,True,2308,2308,2308,4.0,4,4.0,0.002392916940152645,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S18.npz,beeed8f451fce8328d3d4bb086b1e7b821941a7bdd06dd09a4d7d3e8521b75af,False,False,False,False,False
mu2_coboundary,32,19,ordinary_weight_average,0.496625,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0008921660482883453,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,True,False,False,False,False
mu2_coboundary,32,19,git_rebasin_pairwise,1.0,0.4051594197740608,True,True,577,577,577,1.0,1,1.0,0.00047500012442469597,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,True,False,False,False,False
mu2_coboundary,32,19,c2m3_synchronized,1.0,0.4051594197740608,True,True,577,577,577,1.0,1,1.0,0.00039879116229712963,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,True,False,False,False,False
mu2_coboundary,32,19,supplied_context_q2_branch_predictor,1.0,0.4051594197740608,True,True,1154,1154,1154,2.0,2,2.0,0.0007117921486496925,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,True,False,True
mu2_coboundary,32,19,random_branch_control,1.0,0.4051594197740608,True,True,1154,1154,1154,2.0,2,2.0,0.0009773748461157084,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,False,False,False
mu2_coboundary,32,19,validation_global_branch_selector,1.0,0.4051594197740608,True,True,1154,1154,1154,2.0,2,2.0,0.0007097499910742044,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,False,True,False
mu2_coboundary,32,19,validation_face_table_router,1.0,0.4051594197740608,True,True,1154,1154,1154,2.0,2,2.0,0.0008034580387175083,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,False,True,False
mu2_coboundary,32,19,wrong_twist_control,0.0,1.2103297046907038,True,True,1154,1154,1154,2.0,2,2.0,0.0005600410513579845,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,False,False,False
mu2_coboundary,32,19,wrong_context_control,1.0,0.4051594197740608,True,True,1154,1154,1154,2.0,2,2.0,0.0005371249280869961,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,False,False,False
mu2_coboundary,32,19,no_twist_branch_control,1.0,0.4051594197740608,True,True,1154,1154,1154,2.0,2,2.0,0.0005622080061584711,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,True,False,False,False
mu2_coboundary,32,19,distilled_single_model_control,1.0,0.4051594197740608,True,True,577,577,577,1.0,1,1.0,0.0005700420588254929,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,True,False,False,True,False
mu2_coboundary,32,19,parameter_matched_wide_control,0.945375,0.4655330042166522,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0016843329649418592,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,True,False,False,False,False
mu2_coboundary,32,19,ensemble_reference,1.0,0.4051594197740608,True,True,2308,2308,2308,4.0,4,4.0,0.0022257089149206877,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S19.npz,9c7555ba538d4d128eefc9f9334137f52c4eda55fe4e20965afcd16c87fd3bbe,False,False,False,False,False
mu2_coboundary,32,20,ordinary_weight_average,0.507875,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.000599999912083149,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,True,False,False,False,False
mu2_coboundary,32,20,git_rebasin_pairwise,1.0,0.4122823856982756,True,True,577,577,577,1.0,1,1.0,0.0005798749625682831,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,True,False,False,False,False
mu2_coboundary,32,20,c2m3_synchronized,1.0,0.4122823856982756,True,True,577,577,577,1.0,1,1.0,0.000573999946936965,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,True,False,False,False,False
mu2_coboundary,32,20,supplied_context_q2_branch_predictor,1.0,0.4122823856982756,True,True,1154,1154,1154,2.0,2,2.0,0.0005807080306112766,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,True,False,True
mu2_coboundary,32,20,random_branch_control,0.0,1.191913592592141,True,True,1154,1154,1154,2.0,2,2.0,0.0008308747783303261,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,False,False,False
mu2_coboundary,32,20,validation_global_branch_selector,1.0,0.4122823856982756,True,True,1154,1154,1154,2.0,2,2.0,0.000610999995842576,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,False,True,False
mu2_coboundary,32,20,validation_face_table_router,1.0,0.4122823856982756,True,True,1154,1154,1154,2.0,2,2.0,0.0007105420809239149,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,False,True,False
mu2_coboundary,32,20,wrong_twist_control,0.0,1.191913592592141,True,True,1154,1154,1154,2.0,2,2.0,0.0006186668761074543,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,False,False,False
mu2_coboundary,32,20,wrong_context_control,1.0,0.4122823856982756,True,True,1154,1154,1154,2.0,2,2.0,0.0006159588228911161,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,False,False,False
mu2_coboundary,32,20,no_twist_branch_control,1.0,0.4122823856982756,True,True,1154,1154,1154,2.0,2,2.0,0.00048412522301077843,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,True,False,False,False
mu2_coboundary,32,20,distilled_single_model_control,1.0,0.4122823856982756,True,True,577,577,577,1.0,1,1.0,0.0008233329281210899,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,True,False,False,True,False
mu2_coboundary,32,20,parameter_matched_wide_control,0.981625,0.48273413412194827,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.001038457965478301,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,True,False,False,False,False
mu2_coboundary,32,20,ensemble_reference,1.0,0.4122823856982756,True,True,2308,2308,2308,4.0,4,4.0,0.002036249963566661,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S20.npz,656a419d8db0c0c1d869186d3924f4f2b115421eebedfdd658eb1372a5b28300,False,False,False,False,False
mu2_coboundary,32,21,ordinary_weight_average,0.5035,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.00042233290150761604,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S21.npz,0d2646254dc0ee7f9fa4c23df6271c2a79580fc0fe7348a255bd688451b32789,True,False,False,False,False
