family,width,seed,method,test_accuracy,test_loss,label_permutation_regression_passed,candidate_logits_executed,parameter_count,actual_trainable_parameters,stored_parameters,parameter_multiplier,branch_count,inference_multiplier,measured_inference_time_seconds,candidate_count,selector_validation_budget,saved_logits_path,saved_logits_sha256,is_single_model,is_branch_model,uses_supplied_context,uses_validation_data,uses_obstruction_data
mu2_coboundary,32,0,ordinary_weight_average,0.498875,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0005256249569356441,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,True,False,False,False,False
mu2_coboundary,32,0,git_rebasin_pairwise,1.0,0.40675592879940736,True,True,577,577,577,1.0,1,1.0,0.0004748748615384102,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,True,False,False,False,False
mu2_coboundary,32,0,c2m3_synchronized,1.0,0.40675592879940736,True,True,577,577,577,1.0,1,1.0,0.0004789589438587427,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,True,False,False,False,False
mu2_coboundary,32,0,supplied_context_q2_branch_predictor,1.0,0.40675592879940736,True,True,1154,1154,1154,2.0,2,2.0,0.0004809168167412281,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,True,False,True
mu2_coboundary,32,0,random_branch_control,0.0,1.2033840006407073,True,True,1154,1154,1154,2.0,2,2.0,0.0004654999356716871,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,False,False,False
mu2_coboundary,32,0,validation_global_branch_selector,1.0,0.40675592879940736,True,True,1154,1154,1154,2.0,2,2.0,0.0004949169233441353,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,False,True,False
mu2_coboundary,32,0,validation_face_table_router,1.0,0.40675592879940736,True,True,1154,1154,1154,2.0,2,2.0,0.00047558313235640526,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,False,True,False
mu2_coboundary,32,0,wrong_twist_control,0.0,1.2033840006407073,True,True,1154,1154,1154,2.0,2,2.0,0.0004469999112188816,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,False,False,False
mu2_coboundary,32,0,wrong_context_control,1.0,0.40675592879940736,True,True,1154,1154,1154,2.0,2,2.0,0.00044354191049933434,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,False,False,False
mu2_coboundary,32,0,no_twist_branch_control,1.0,0.40675592879940736,True,True,1154,1154,1154,2.0,2,2.0,0.00045970804058015347,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,True,False,False,False
mu2_coboundary,32,0,distilled_single_model_control,1.0,0.40675592879940736,True,True,577,577,577,1.0,1,1.0,0.0004891250282526016,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,True,False,False,True,False
mu2_coboundary,32,0,parameter_matched_wide_control,0.949125,0.46913160303061524,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0010177500080317259,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,True,False,False,False,False
mu2_coboundary,32,0,ensemble_reference,1.0,0.40675592879940736,True,True,2308,2308,2308,4.0,4,4.0,0.0019115000031888485,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S0.npz,5b763efe57dd776d419c854b5ae6b75748c16910211575107ef64793e33bcba0,False,False,False,False,False
mu2_coboundary,32,1,ordinary_weight_average,0.506125,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.00043479190208017826,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,True,False,False,False,False
mu2_coboundary,32,1,git_rebasin_pairwise,1.0,0.4068268456706351,True,True,577,577,577,1.0,1,1.0,0.0003981250338256359,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,True,False,False,False,False
mu2_coboundary,32,1,c2m3_synchronized,1.0,0.4068268456706351,True,True,577,577,577,1.0,1,1.0,0.00038329209201037884,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,True,False,False,False,False
mu2_coboundary,32,1,supplied_context_q2_branch_predictor,1.0,0.4068268456706351,True,True,1154,1154,1154,2.0,2,2.0,0.00042512500658631325,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,True,False,True
mu2_coboundary,32,1,random_branch_control,0.0,1.2080494195247375,True,True,1154,1154,1154,2.0,2,2.0,0.0008060000836849213,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,False,False,False
mu2_coboundary,32,1,validation_global_branch_selector,1.0,0.4068268456706351,True,True,1154,1154,1154,2.0,2,2.0,0.0008024999406188726,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,False,True,False
mu2_coboundary,32,1,validation_face_table_router,1.0,0.4068268456706351,True,True,1154,1154,1154,2.0,2,2.0,0.0005405000410974026,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,False,True,False
mu2_coboundary,32,1,wrong_twist_control,0.0,1.2080494195247375,True,True,1154,1154,1154,2.0,2,2.0,0.0004912079311907291,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,False,False,False
mu2_coboundary,32,1,wrong_context_control,1.0,0.4068268456706351,True,True,1154,1154,1154,2.0,2,2.0,0.0005379579961299896,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,False,False,False
mu2_coboundary,32,1,no_twist_branch_control,1.0,0.4068268456706351,True,True,1154,1154,1154,2.0,2,2.0,0.0009301251266151667,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,True,False,False,False
mu2_coboundary,32,1,distilled_single_model_control,1.0,0.4068268456706351,True,True,577,577,577,1.0,1,1.0,0.0011110000777989626,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,True,False,False,True,False
mu2_coboundary,32,1,parameter_matched_wide_control,0.947625,0.4678171168837873,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.00253362488001585,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,True,False,False,False,False
mu2_coboundary,32,1,ensemble_reference,1.0,0.4068268456706351,True,True,2308,2308,2308,4.0,4,4.0,0.001945708179846406,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S1.npz,14cb54742f95bb1412acf011932af5f47f7e1a2d0d9dfa4801c260c0de09d14a,False,False,False,False,False
mu2_coboundary,32,2,ordinary_weight_average,0.50025,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0004983341787010431,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,True,False,False,False,False
mu2_coboundary,32,2,git_rebasin_pairwise,1.0,0.4072718675247337,True,True,577,577,577,1.0,1,1.0,0.000511083984747529,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,True,False,False,False,False
mu2_coboundary,32,2,c2m3_synchronized,1.0,0.4072718675247337,True,True,577,577,577,1.0,1,1.0,0.0009483341127634048,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,True,False,False,False,False
mu2_coboundary,32,2,supplied_context_q2_branch_predictor,1.0,0.4072718675247337,True,True,1154,1154,1154,2.0,2,2.0,0.0004253750666975975,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,True,False,True
mu2_coboundary,32,2,random_branch_control,0.0,1.2024732502378215,True,True,1154,1154,1154,2.0,2,2.0,0.00041429116390645504,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,False,False,False
mu2_coboundary,32,2,validation_global_branch_selector,1.0,0.4072718675247337,True,True,1154,1154,1154,2.0,2,2.0,0.00044495915062725544,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,False,True,False
mu2_coboundary,32,2,validation_face_table_router,1.0,0.4072718675247337,True,True,1154,1154,1154,2.0,2,2.0,0.0004063330125063658,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,False,True,False
mu2_coboundary,32,2,wrong_twist_control,0.0,1.2024732502378215,True,True,1154,1154,1154,2.0,2,2.0,0.0004529578145593405,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,False,False,False
mu2_coboundary,32,2,wrong_context_control,1.0,0.4072718675247337,True,True,1154,1154,1154,2.0,2,2.0,0.0004049998242408037,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,False,False,False
mu2_coboundary,32,2,no_twist_branch_control,1.0,0.4072718675247337,True,True,1154,1154,1154,2.0,2,2.0,0.0004553329199552536,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,True,False,False,False
mu2_coboundary,32,2,distilled_single_model_control,1.0,0.4072718675247337,True,True,577,577,577,1.0,1,1.0,0.0003915829584002495,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,True,False,False,True,False
mu2_coboundary,32,2,parameter_matched_wide_control,0.965625,0.47634541812499265,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0008933329954743385,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,True,False,False,False,False
mu2_coboundary,32,2,ensemble_reference,1.0,0.4072718675247337,True,True,2308,2308,2308,4.0,4,4.0,0.0017357079777866602,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S2.npz,f6d95b598ead3c5d68ddfad1be3be8ca4c4db33b29295a94d9cb568ba289b0d2,False,False,False,False,False
mu2_coboundary,32,3,ordinary_weight_average,0.50275,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0004953329917043447,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,True,False,False,False,False
mu2_coboundary,32,3,git_rebasin_pairwise,1.0,0.4071379849534847,True,True,577,577,577,1.0,1,1.0,0.0003998340107500553,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,True,False,False,False,False
mu2_coboundary,32,3,c2m3_synchronized,1.0,0.4071379849534847,True,True,577,577,577,1.0,1,1.0,0.00047570792958140373,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,True,False,False,False,False
mu2_coboundary,32,3,supplied_context_q2_branch_predictor,1.0,0.4071379849534847,True,True,1154,1154,1154,2.0,2,2.0,0.000486917095258832,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,True,False,True
mu2_coboundary,32,3,random_branch_control,1.0,0.4071379849534847,True,True,1154,1154,1154,2.0,2,2.0,0.0004010419361293316,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,False,False,False
mu2_coboundary,32,3,validation_global_branch_selector,1.0,0.4071379849534847,True,True,1154,1154,1154,2.0,2,2.0,0.0004884169902652502,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,False,True,False
mu2_coboundary,32,3,validation_face_table_router,1.0,0.4071379849534847,True,True,1154,1154,1154,2.0,2,2.0,0.000517750158905983,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,False,True,False
mu2_coboundary,32,3,wrong_twist_control,0.0,1.2054910664797696,True,True,1154,1154,1154,2.0,2,2.0,0.0008670000825077295,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,False,False,False
mu2_coboundary,32,3,wrong_context_control,1.0,0.4071379849534847,True,True,1154,1154,1154,2.0,2,2.0,0.00070583401247859,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,False,False,False
mu2_coboundary,32,3,no_twist_branch_control,1.0,0.4071379849534847,True,True,1154,1154,1154,2.0,2,2.0,0.0005621251184493303,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,True,False,False,False
mu2_coboundary,32,3,distilled_single_model_control,1.0,0.4071379849534847,True,True,577,577,577,1.0,1,1.0,0.0004842081107199192,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,True,False,False,True,False
mu2_coboundary,32,3,parameter_matched_wide_control,0.99675,0.4800046718572268,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0010963748209178448,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,True,False,False,False,False
mu2_coboundary,32,3,ensemble_reference,1.0,0.4071379849534847,True,True,2308,2308,2308,4.0,4,4.0,0.002136792056262493,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S3.npz,b3d79ad25b7a5aa89af7aa751b1ebade76a13e095606b8001efea61c9943c9d1,False,False,False,False,False
mu2_coboundary,32,4,ordinary_weight_average,0.501125,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0005393750034272671,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,True,False,False,False,False
mu2_coboundary,32,4,git_rebasin_pairwise,1.0,0.40925999042301586,True,True,577,577,577,1.0,1,1.0,0.000463792122900486,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,True,False,False,False,False
mu2_coboundary,32,4,c2m3_synchronized,1.0,0.40925999042301586,True,True,577,577,577,1.0,1,1.0,0.0004403749480843544,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,True,False,False,False,False
mu2_coboundary,32,4,supplied_context_q2_branch_predictor,1.0,0.40925999042301586,True,True,1154,1154,1154,2.0,2,2.0,0.0004905839450657368,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,True,False,True
mu2_coboundary,32,4,random_branch_control,0.0,1.1997281944025158,True,True,1154,1154,1154,2.0,2,2.0,0.0005014159251004457,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,False,False,False
mu2_coboundary,32,4,validation_global_branch_selector,1.0,0.40925999042301586,True,True,1154,1154,1154,2.0,2,2.0,0.00041741691529750824,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,False,True,False
mu2_coboundary,32,4,validation_face_table_router,1.0,0.40925999042301586,True,True,1154,1154,1154,2.0,2,2.0,0.0004351248499006033,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,False,True,False
mu2_coboundary,32,4,wrong_twist_control,0.0,1.1997281944025158,True,True,1154,1154,1154,2.0,2,2.0,0.0005360420327633619,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,False,False,False
mu2_coboundary,32,4,wrong_context_control,1.0,0.40925999042301586,True,True,1154,1154,1154,2.0,2,2.0,0.0005208328366279602,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,False,False,False
mu2_coboundary,32,4,no_twist_branch_control,1.0,0.40925999042301586,True,True,1154,1154,1154,2.0,2,2.0,0.0005524998996406794,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,True,False,False,False
mu2_coboundary,32,4,distilled_single_model_control,1.0,0.40925999042301586,True,True,577,577,577,1.0,1,1.0,0.00040570786222815514,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,True,False,False,True,False
mu2_coboundary,32,4,parameter_matched_wide_control,0.961125,0.4778813100011746,True,True,1189,1189,1189,2.0606585788561524,1,1.0,0.0009641670621931553,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,True,False,False,False,False
mu2_coboundary,32,4,ensemble_reference,1.0,0.40925999042301586,True,True,2308,2308,2308,4.0,4,4.0,0.00200224993750453,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S4.npz,939aa6a81fe71a5402a70a74e456bb443309755a4d12ed9a3edab749da4fcf4d,False,False,False,False,False
mu2_coboundary,32,5,ordinary_weight_average,0.501,0.6931471805599454,True,True,577,577,577,1.0,1,1.0,0.0004945409018546343,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,True,False,False,False,False
mu2_coboundary,32,5,git_rebasin_pairwise,1.0,0.40711359391036234,True,True,577,577,577,1.0,1,1.0,0.0004449160769581795,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,True,False,False,False,False
mu2_coboundary,32,5,c2m3_synchronized,1.0,0.40711359391036234,True,True,577,577,577,1.0,1,1.0,0.0004540418740361929,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,True,False,False,False,False
mu2_coboundary,32,5,supplied_context_q2_branch_predictor,1.0,0.40711359391036234,True,True,1154,1154,1154,2.0,2,2.0,0.00044137495569884777,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,True,False,True
mu2_coboundary,32,5,random_branch_control,0.0,1.2060804033944281,True,True,1154,1154,1154,2.0,2,2.0,0.0004183331038802862,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,False,False,False
mu2_coboundary,32,5,validation_global_branch_selector,1.0,0.40711359391036234,True,True,1154,1154,1154,2.0,2,2.0,0.00046675000339746475,1,4000,reports/overnight_program/logits/central_mu2/mu2_coboundary_W32_S5.npz,895edf8708e77cbb94c0e4f240f6691fae95e89379ea839b66714ead8af0ef09,False,True,False,True,False
