evidence_label,mode,corpus_seed,transition_method,threshold_level,selected_by_application_A,classification,brauer_like_candidate,execution_commit,max_centrality_residual,mean_centrality_residual,max_bootstrap_centrality_ci_high,max_bootstrap_phase_instability,max_root_residual,minimum_root_margin,dominant_root_order,max_cocycle_residual,coboundary_residual,max_gauge_invariance_delta
natural_measured,smoke,0,weight_based,strict,True,trivial_coboundary,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,1.0475963809293357e-06,9.93229953928847e-07,1.0475963809293357e-06,-0.0,1.048847914076415e-06,0.9999989137593751,1,0.0,0.0,4.799037562420248e-07
natural_measured,smoke,0,weight_based,medium,True,trivial_coboundary,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,1.0475963809293357e-06,9.93229953928847e-07,1.0475963809293357e-06,-0.0,1.048847914076415e-06,0.9999989137593751,1,0.0,0.0,4.799037562420248e-07
natural_measured,smoke,0,weight_based,loose,True,trivial_coboundary,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,1.0475963809293357e-06,9.93229953928847e-07,1.0475963809293357e-06,-0.0,1.048847914076415e-06,0.9999989137593751,1,0.0,0.0,4.799037562420248e-07
natural_measured,smoke,0,activation_procrustes,strict,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.5393419190886629,0.45950746787540275,0.8417816891187668,-0.0,0.5619841789925482,0.5140794646917153,1,0.0,0.0,1.0617077350616455e-07
natural_measured,smoke,0,activation_procrustes,medium,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.5393419190886629,0.45950746787540275,0.8417816891187668,-0.0,0.5619841789925482,0.5140794646917153,1,0.0,0.0,1.0617077350616455e-07
natural_measured,smoke,0,activation_procrustes,loose,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.5393419190886629,0.45950746787540275,0.8417816891187668,-0.0,0.5619841789925482,0.5140794646917153,1,0.0,0.0,1.0617077350616455e-07
natural_measured,smoke,0,low_rank_subspace,strict,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.9999998485232912,0.9999410582735103,0.9671613732999805,-0.0,1.0000565373268806,5.510362227623133e-07,1,0.0,0.0,2.0286177459638566e-05
natural_measured,smoke,0,low_rank_subspace,medium,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.9999998485232912,0.9999410582735103,0.9671613732999805,-0.0,1.0000565373268806,5.510362227623133e-07,1,0.0,0.0,2.0286177459638566e-05
natural_measured,smoke,0,low_rank_subspace,loose,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.9999998485232912,0.9999410582735103,0.9671613732999805,-0.0,1.0000565373268806,5.510362227623133e-07,1,0.0,0.0,2.0286177459638566e-05
natural_measured,smoke,0,joint_weight_activation,strict,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.667469719418068,0.6003801279034799,0.8360617934366212,-0.0,0.7146510885848821,0.405778831965805,1,0.0,0.0,9.313225746154785e-08
natural_measured,smoke,0,joint_weight_activation,medium,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.667469719418068,0.6003801279034799,0.8360617934366212,-0.0,0.7146510885848821,0.405778831965805,1,0.0,0.0,9.313225746154785e-08
natural_measured,smoke,0,joint_weight_activation,loose,False,noncentral_holonomy,False,8e6d7c8492fe0ff3835d94415c6eaac49448237a,0.667469719418068,0.6003801279034799,0.8360617934366212,-0.0,0.7146510885848821,0.405778831965805,1,0.0,0.0,9.313225746154785e-08
