evidence_label,mode,corpus_seed,chart,chart_name,encoder,encoder_weights,encoder_weights_sha256,dataset,dataset_archive_sha256,feature_dim,adapter_rank,training_examples,validation_examples,overlap_fit_examples,overlap_validation_examples,test_examples,validation_accuracy,validation_nll,validation_brier,validation_ece,epochs_completed,trainable_parameters,stored_adapter_bytes,checkpoint_path,checkpoint_sha256,test_logits_path,test_logits_sha256,test_logits_content_sha256,test_labels_used_for_transition_or_selection,validation_label_permutation_guard_passed,execution_commit,source_sha256,config_sha256,command
natural_measured,confirmatory,0,0,rotation_0,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.68359375,0.9237949252128601,0.4263060390949249,0.029575100052170455,30,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,1,rotation_90,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.595703125,1.1553982496261597,0.531441330909729,0.04045355768175796,35,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,2,rotation_180,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.625,1.0845582485198975,0.5109950304031372,0.028410721861291677,46,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,3,rotation_270,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.6015625,1.165803074836731,0.5412818193435669,0.0276007381035015,32,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,4,reflection_rotation_0,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.68359375,0.9845207929611206,0.46034008264541626,0.04888100503012538,35,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,5,reflection_rotation_90,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.611328125,1.1307568550109863,0.5290358066558838,0.06735360168386251,40,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,6,reflection_rotation_180,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.6015625,1.1328763961791992,0.5317421555519104,0.025211297790519893,28,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,0,7,reflection_rotation_270,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.59765625,1.1320290565490723,0.5377804636955261,0.0433463410299737,30,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_0.pt,07315995b507da60576589abe804768109e38469fa5a1de144b9e2e77409c4ef,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_0.npz,5692b36186c05992aa566bc4c01c0387d4cfe5e798b3d9ced404b21924393f4c,b021ff36d1cc44aae00add9fd271c7be15cfc4475a7770032967e28c9ffe6f6c,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,1,0,rotation_0,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.712890625,0.9152263402938843,0.42595189809799194,0.03333035862306133,33,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_1.pt,37b4196d479bba7914d08956795bc535f2ca78bc6b2efcb57989e0f00e3b88c7,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_1.npz,6f2046aa81300f67cc340d0bc26719a8be6435a0f3f20a59172142fff41d4003,2fd7199d9c71db9dddcccce8567ba2ca9aef58424fea89240820fcfc814ac581,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
natural_measured,confirmatory,1,1,rotation_90,torchvision_resnet18,IMAGENET1K_V1,f37072fd47e89c5e827621c5baffa7500819f7896bbacec160b1a16c560e07ec,CIFAR10,6d958be074577803d12ecdefd02955f39262c83c16fe9348329d7fe0b5c001ce,64,4,2500,512,512,512,1000,0.599609375,1.1458613872528076,0.5276535153388977,0.03193160897353664,31,1162,4648,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/adapter_seed_1.pt,37b4196d479bba7914d08956795bc535f2ca78bc6b2efcb57989e0f00e3b88c7,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/shared_corpus_confirmatory/test_logits_seed_1.npz,6f2046aa81300f67cc340d0bc26719a8be6435a0f3f20a59172142fff41d4003,2fd7199d9c71db9dddcccce8567ba2ca9aef58424fea89240820fcfc814ac581,False,True,4f0a08c9b7b4b0ead2e1450a9fdf57b8149d41b2,618a4f5ce68c64035e766c05ada5796b7ce3bc2e5a101b79bed98dc830a68dde,cf071362d1fbed0bf2a5bb989a78cc6ce1f7326685aac72dc23b4defee03a593,/Users/tinggong/Documents/GitHub/TwistedMerge/.venv/bin/python experiments/holonomy_shared_corpus.py --mode confirmatory --data-dir /Users/tinggong/Documents/GitHub/TwistedMerge/data --device auto
