draw,null_family,null_residual,setting_id,dataset,seed
124,matched_edge_topology_shuffle,0.15270958931711523,modelnet10_s1,ModelNet10,1
125,matched_edge_topology_shuffle,0.11492442013224295,modelnet10_s1,ModelNet10,1
126,matched_edge_topology_shuffle,0.110556434525673,modelnet10_s1,ModelNet10,1
127,matched_edge_topology_shuffle,0.1463144953807267,modelnet10_s1,ModelNet10,1
128,matched_edge_topology_shuffle,0.14854807954124508,modelnet10_s1,ModelNet10,1
129,matched_edge_topology_shuffle,0.14644704416530854,modelnet10_s1,ModelNet10,1
130,matched_edge_topology_shuffle,0.1474312227917778,modelnet10_s1,ModelNet10,1
131,matched_edge_topology_shuffle,0.14652370479035132,modelnet10_s1,ModelNet10,1
132,matched_edge_topology_shuffle,0.14802354816135344,modelnet10_s1,ModelNet10,1
133,matched_edge_topology_shuffle,0.14619618220072098,modelnet10_s1,ModelNet10,1
134,matched_edge_topology_shuffle,0.14884382662085185,modelnet10_s1,ModelNet10,1
135,matched_edge_topology_shuffle,0.14489642276817183,modelnet10_s1,ModelNet10,1
136,matched_edge_topology_shuffle,0.14743122279177776,modelnet10_s1,ModelNet10,1
137,matched_edge_topology_shuffle,0.14769635214303375,modelnet10_s1,ModelNet10,1
138,matched_edge_topology_shuffle,0.14622870098444288,modelnet10_s1,ModelNet10,1
139,matched_edge_topology_shuffle,0.14964760409942338,modelnet10_s1,ModelNet10,1
140,matched_edge_topology_shuffle,0.14800969491123672,modelnet10_s1,ModelNet10,1
141,matched_edge_topology_shuffle,0.14765913576010078,modelnet10_s1,ModelNet10,1
142,matched_edge_topology_shuffle,0.14651151260942238,modelnet10_s1,ModelNet10,1
143,matched_edge_topology_shuffle,0.1450883696176171,modelnet10_s1,ModelNet10,1
144,matched_edge_topology_shuffle,0.1466912262535617,modelnet10_s1,ModelNet10,1
145,matched_edge_topology_shuffle,0.14457573455483522,modelnet10_s1,ModelNet10,1
146,matched_edge_topology_shuffle,0.14608177716112994,modelnet10_s1,ModelNet10,1
147,matched_edge_topology_shuffle,0.14848874950142685,modelnet10_s1,ModelNet10,1
148,matched_edge_topology_shuffle,0.1527095893171152,modelnet10_s1,ModelNet10,1
149,matched_edge_topology_shuffle,0.14694456057410693,modelnet10_s1,ModelNet10,1
150,matched_edge_topology_shuffle,0.14991845186132144,modelnet10_s1,ModelNet10,1
151,matched_edge_topology_shuffle,0.14641006204234344,modelnet10_s1,ModelNet10,1
152,matched_edge_topology_shuffle,0.15034397297951782,modelnet10_s1,ModelNet10,1
153,matched_edge_topology_shuffle,0.15032303543578965,modelnet10_s1,ModelNet10,1
154,matched_edge_topology_shuffle,0.1463422700517277,modelnet10_s1,ModelNet10,1
155,matched_edge_topology_shuffle,0.14945006370590505,modelnet10_s1,ModelNet10,1
156,matched_edge_topology_shuffle,0.14875177593870054,modelnet10_s1,ModelNet10,1
157,matched_edge_topology_shuffle,0.15270958931711515,modelnet10_s1,ModelNet10,1
158,matched_edge_topology_shuffle,0.1494500637059052,modelnet10_s1,ModelNet10,1
159,matched_edge_topology_shuffle,0.11055643452567303,modelnet10_s1,ModelNet10,1
160,matched_edge_topology_shuffle,0.1483220695066886,modelnet10_s1,ModelNet10,1
161,matched_edge_topology_shuffle,0.14957095726934425,modelnet10_s1,ModelNet10,1
162,matched_edge_topology_shuffle,0.15078333919509695,modelnet10_s1,ModelNet10,1
163,matched_edge_topology_shuffle,0.14640683380975847,modelnet10_s1,ModelNet10,1
164,matched_edge_topology_shuffle,0.15032303543578965,modelnet10_s1,ModelNet10,1
165,matched_edge_topology_shuffle,0.1519058671589275,modelnet10_s1,ModelNet10,1
166,matched_edge_topology_shuffle,0.15060136858717307,modelnet10_s1,ModelNet10,1
167,matched_edge_topology_shuffle,0.152946639138959,modelnet10_s1,ModelNet10,1
168,matched_edge_topology_shuffle,0.14945006370590516,modelnet10_s1,ModelNet10,1
169,matched_edge_topology_shuffle,0.14798093306859222,modelnet10_s1,ModelNet10,1
170,matched_edge_topology_shuffle,0.15089602110657813,modelnet10_s1,ModelNet10,1
171,matched_edge_topology_shuffle,0.1451010011292858,modelnet10_s1,ModelNet10,1
172,matched_edge_topology_shuffle,0.14944110871055896,modelnet10_s1,ModelNet10,1
173,matched_edge_topology_shuffle,0.151224446113317,modelnet10_s1,ModelNet10,1
174,matched_edge_topology_shuffle,0.14609060201441706,modelnet10_s1,ModelNet10,1
175,matched_edge_topology_shuffle,0.14892667480300867,modelnet10_s1,ModelNet10,1
176,matched_edge_topology_shuffle,0.15147868127312022,modelnet10_s1,ModelNet10,1
177,matched_edge_topology_shuffle,0.14832940544881773,modelnet10_s1,ModelNet10,1
178,matched_edge_topology_shuffle,0.14869866536454174,modelnet10_s1,ModelNet10,1
179,matched_edge_topology_shuffle,0.14884382662085177,modelnet10_s1,ModelNet10,1
180,matched_edge_topology_shuffle,0.1448355416522696,modelnet10_s1,ModelNet10,1
181,matched_edge_topology_shuffle,0.14510100112928584,modelnet10_s1,ModelNet10,1
182,matched_edge_topology_shuffle,0.14651151260942227,modelnet10_s1,ModelNet10,1
183,matched_edge_topology_shuffle,0.153943085371381,modelnet10_s1,ModelNet10,1
184,matched_edge_topology_shuffle,0.15051457932510312,modelnet10_s1,ModelNet10,1
185,matched_edge_topology_shuffle,0.14790901701628537,modelnet10_s1,ModelNet10,1
186,matched_edge_topology_shuffle,0.1527095893171152,modelnet10_s1,ModelNet10,1
187,matched_edge_topology_shuffle,0.14991845186132133,modelnet10_s1,ModelNet10,1
188,matched_edge_topology_shuffle,0.152946639138959,modelnet10_s1,ModelNet10,1
189,matched_edge_topology_shuffle,0.14802354816135344,modelnet10_s1,ModelNet10,1
190,matched_edge_topology_shuffle,0.14777803300635192,modelnet10_s1,ModelNet10,1
191,matched_edge_topology_shuffle,0.14945006370590513,modelnet10_s1,ModelNet10,1
192,matched_edge_topology_shuffle,0.1519058671589276,modelnet10_s1,ModelNet10,1
193,matched_edge_topology_shuffle,0.14434251489920086,modelnet10_s1,ModelNet10,1
194,matched_edge_topology_shuffle,0.14945006370590502,modelnet10_s1,ModelNet10,1
195,matched_edge_topology_shuffle,0.14945006370590505,modelnet10_s1,ModelNet10,1
196,matched_edge_topology_shuffle,0.146235875283049,modelnet10_s1,ModelNet10,1
197,matched_edge_topology_shuffle,0.15203762251489167,modelnet10_s1,ModelNet10,1
198,matched_edge_topology_shuffle,0.1466912262535617,modelnet10_s1,ModelNet10,1
199,matched_edge_topology_shuffle,0.14636817106769304,modelnet10_s1,ModelNet10,1
0,matched_edge_topology_shuffle,0.14775976209734376,modelnet10_s2,ModelNet10,2
1,matched_edge_topology_shuffle,0.14194847288095713,modelnet10_s2,ModelNet10,2
2,matched_edge_topology_shuffle,0.15385339830179856,modelnet10_s2,ModelNet10,2
3,matched_edge_topology_shuffle,0.15415886165628345,modelnet10_s2,ModelNet10,2
4,matched_edge_topology_shuffle,0.15165597457014354,modelnet10_s2,ModelNet10,2
5,matched_edge_topology_shuffle,0.14834302675239214,modelnet10_s2,ModelNet10,2
6,matched_edge_topology_shuffle,0.15415886165628345,modelnet10_s2,ModelNet10,2
7,matched_edge_topology_shuffle,0.14777039120285906,modelnet10_s2,ModelNet10,2
8,matched_edge_topology_shuffle,0.1502922794719035,modelnet10_s2,ModelNet10,2
9,matched_edge_topology_shuffle,0.1471429602312869,modelnet10_s2,ModelNet10,2
10,matched_edge_topology_shuffle,0.15029227947190332,modelnet10_s2,ModelNet10,2
11,matched_edge_topology_shuffle,0.14503603912699164,modelnet10_s2,ModelNet10,2
12,matched_edge_topology_shuffle,0.14299737207600816,modelnet10_s2,ModelNet10,2
13,matched_edge_topology_shuffle,0.14565327671707318,modelnet10_s2,ModelNet10,2
14,matched_edge_topology_shuffle,0.14722717908582028,modelnet10_s2,ModelNet10,2
15,matched_edge_topology_shuffle,0.1507298278933203,modelnet10_s2,ModelNet10,2
16,matched_edge_topology_shuffle,0.15091202574302826,modelnet10_s2,ModelNet10,2
17,matched_edge_topology_shuffle,0.15415886165628348,modelnet10_s2,ModelNet10,2
18,matched_edge_topology_shuffle,0.14632179124275135,modelnet10_s2,ModelNet10,2
19,matched_edge_topology_shuffle,0.1463217912427514,modelnet10_s2,ModelNet10,2
20,matched_edge_topology_shuffle,0.11900474231986295,modelnet10_s2,ModelNet10,2
21,matched_edge_topology_shuffle,0.14850750260380793,modelnet10_s2,ModelNet10,2
22,matched_edge_topology_shuffle,0.14822423439923277,modelnet10_s2,ModelNet10,2
23,matched_edge_topology_shuffle,0.1508380667812955,modelnet10_s2,ModelNet10,2
24,matched_edge_topology_shuffle,0.15072982789332048,modelnet10_s2,ModelNet10,2
25,matched_edge_topology_shuffle,0.15060373179052217,modelnet10_s2,ModelNet10,2
26,matched_edge_topology_shuffle,0.14898236873051987,modelnet10_s2,ModelNet10,2
27,matched_edge_topology_shuffle,0.14395254326086812,modelnet10_s2,ModelNet10,2
28,matched_edge_topology_shuffle,0.14472641900848798,modelnet10_s2,ModelNet10,2
29,matched_edge_topology_shuffle,0.1452123026006415,modelnet10_s2,ModelNet10,2
30,matched_edge_topology_shuffle,0.15208962926209685,modelnet10_s2,ModelNet10,2
31,matched_edge_topology_shuffle,0.1510654902935457,modelnet10_s2,ModelNet10,2
32,matched_edge_topology_shuffle,0.15068558460655437,modelnet10_s2,ModelNet10,2
33,matched_edge_topology_shuffle,0.14472641900848798,modelnet10_s2,ModelNet10,2
34,matched_edge_topology_shuffle,0.14841572746502182,modelnet10_s2,ModelNet10,2
35,matched_edge_topology_shuffle,0.1459145097666141,modelnet10_s2,ModelNet10,2
36,matched_edge_topology_shuffle,0.14565327671707312,modelnet10_s2,ModelNet10,2
37,matched_edge_topology_shuffle,0.15302110209280853,modelnet10_s2,ModelNet10,2
38,matched_edge_topology_shuffle,0.14758675159690565,modelnet10_s2,ModelNet10,2
39,matched_edge_topology_shuffle,0.15415886165628345,modelnet10_s2,ModelNet10,2
40,matched_edge_topology_shuffle,0.1446987715366407,modelnet10_s2,ModelNet10,2
41,matched_edge_topology_shuffle,0.15208962926209696,modelnet10_s2,ModelNet10,2
42,matched_edge_topology_shuffle,0.14475111651903955,modelnet10_s2,ModelNet10,2
43,matched_edge_topology_shuffle,0.14714296023128698,modelnet10_s2,ModelNet10,2
44,matched_edge_topology_shuffle,0.1473036098300243,modelnet10_s2,ModelNet10,2
45,matched_edge_topology_shuffle,0.14681564429099342,modelnet10_s2,ModelNet10,2
46,matched_edge_topology_shuffle,0.14841472039029197,modelnet10_s2,ModelNet10,2
47,matched_edge_topology_shuffle,0.14790286053579318,modelnet10_s2,ModelNet10,2
48,matched_edge_topology_shuffle,0.1471429602312869,modelnet10_s2,ModelNet10,2
49,matched_edge_topology_shuffle,0.15129766515092666,modelnet10_s2,ModelNet10,2
50,matched_edge_topology_shuffle,0.14621593194342622,modelnet10_s2,ModelNet10,2
51,matched_edge_topology_shuffle,0.15129766515092674,modelnet10_s2,ModelNet10,2
52,matched_edge_topology_shuffle,0.14972017685643027,modelnet10_s2,ModelNet10,2
53,matched_edge_topology_shuffle,0.14858396239197763,modelnet10_s2,ModelNet10,2
54,matched_edge_topology_shuffle,0.15208962926209685,modelnet10_s2,ModelNet10,2
55,matched_edge_topology_shuffle,0.1507254244316109,modelnet10_s2,ModelNet10,2
56,matched_edge_topology_shuffle,0.15129766515092666,modelnet10_s2,ModelNet10,2
57,matched_edge_topology_shuffle,0.1483318586172974,modelnet10_s2,ModelNet10,2
58,matched_edge_topology_shuffle,0.14814109087178876,modelnet10_s2,ModelNet10,2
59,matched_edge_topology_shuffle,0.1482894373831901,modelnet10_s2,ModelNet10,2
60,matched_edge_topology_shuffle,0.1445485719867591,modelnet10_s2,ModelNet10,2
61,matched_edge_topology_shuffle,0.15091202574302823,modelnet10_s2,ModelNet10,2
62,matched_edge_topology_shuffle,0.14963833693748382,modelnet10_s2,ModelNet10,2
63,matched_edge_topology_shuffle,0.14886379437501687,modelnet10_s2,ModelNet10,2
64,matched_edge_topology_shuffle,0.14621593194342622,modelnet10_s2,ModelNet10,2
65,matched_edge_topology_shuffle,0.14833185861729753,modelnet10_s2,ModelNet10,2
66,matched_edge_topology_shuffle,0.11055643452567299,modelnet10_s2,ModelNet10,2
67,matched_edge_topology_shuffle,0.14763102362360966,modelnet10_s2,ModelNet10,2
68,matched_edge_topology_shuffle,0.14728384046747942,modelnet10_s2,ModelNet10,2
69,matched_edge_topology_shuffle,0.14728349978693134,modelnet10_s2,ModelNet10,2
70,matched_edge_topology_shuffle,0.14495011562685042,modelnet10_s2,ModelNet10,2
71,matched_edge_topology_shuffle,0.14828943738319006,modelnet10_s2,ModelNet10,2
72,matched_edge_topology_shuffle,0.14814345933048442,modelnet10_s2,ModelNet10,2
73,matched_edge_topology_shuffle,0.15007713534679273,modelnet10_s2,ModelNet10,2
74,matched_edge_topology_shuffle,0.1459896938926299,modelnet10_s2,ModelNet10,2
75,matched_edge_topology_shuffle,0.14258617835829746,modelnet10_s2,ModelNet10,2
76,matched_edge_topology_shuffle,0.15208962926209693,modelnet10_s2,ModelNet10,2
77,matched_edge_topology_shuffle,0.15165597457014357,modelnet10_s2,ModelNet10,2
78,matched_edge_topology_shuffle,0.14533119181106888,modelnet10_s2,ModelNet10,2
79,matched_edge_topology_shuffle,0.14841472039029197,modelnet10_s2,ModelNet10,2
80,matched_edge_topology_shuffle,0.15124128898445252,modelnet10_s2,ModelNet10,2
81,matched_edge_topology_shuffle,0.14877678176969517,modelnet10_s2,ModelNet10,2
82,matched_edge_topology_shuffle,0.14763102362360966,modelnet10_s2,ModelNet10,2
83,matched_edge_topology_shuffle,0.15072982789332026,modelnet10_s2,ModelNet10,2
84,matched_edge_topology_shuffle,0.1442561538647562,modelnet10_s2,ModelNet10,2
85,matched_edge_topology_shuffle,0.14411947906053119,modelnet10_s2,ModelNet10,2
86,matched_edge_topology_shuffle,0.14417625555941077,modelnet10_s2,ModelNet10,2
87,matched_edge_topology_shuffle,0.1483430267523921,modelnet10_s2,ModelNet10,2
88,matched_edge_topology_shuffle,0.11055643452567299,modelnet10_s2,ModelNet10,2
89,matched_edge_topology_shuffle,0.14704090118743895,modelnet10_s2,ModelNet10,2
90,matched_edge_topology_shuffle,0.15010517921506325,modelnet10_s2,ModelNet10,2
91,matched_edge_topology_shuffle,0.14601887208829464,modelnet10_s2,ModelNet10,2
92,matched_edge_topology_shuffle,0.14494112435425285,modelnet10_s2,ModelNet10,2
93,matched_edge_topology_shuffle,0.15263424988668045,modelnet10_s2,ModelNet10,2
94,matched_edge_topology_shuffle,0.14767021395737934,modelnet10_s2,ModelNet10,2
95,matched_edge_topology_shuffle,0.15213221820023948,modelnet10_s2,ModelNet10,2
96,matched_edge_topology_shuffle,0.1471429602312869,modelnet10_s2,ModelNet10,2
97,matched_edge_topology_shuffle,0.14806705807391146,modelnet10_s2,ModelNet10,2
98,matched_edge_topology_shuffle,0.14617696005242023,modelnet10_s2,ModelNet10,2
99,matched_edge_topology_shuffle,0.1508293546321269,modelnet10_s2,ModelNet10,2
100,matched_edge_topology_shuffle,0.1508380667812954,modelnet10_s2,ModelNet10,2
101,matched_edge_topology_shuffle,0.15060373179052225,modelnet10_s2,ModelNet10,2
102,matched_edge_topology_shuffle,0.14886290698639312,modelnet10_s2,ModelNet10,2
103,matched_edge_topology_shuffle,0.14609010761149074,modelnet10_s2,ModelNet10,2
104,matched_edge_topology_shuffle,0.14831427017461413,modelnet10_s2,ModelNet10,2
105,matched_edge_topology_shuffle,0.1538533983017986,modelnet10_s2,ModelNet10,2
106,matched_edge_topology_shuffle,0.14361858172512337,modelnet10_s2,ModelNet10,2
107,matched_edge_topology_shuffle,0.15007713534679265,modelnet10_s2,ModelNet10,2
108,matched_edge_topology_shuffle,0.14650702909063265,modelnet10_s2,ModelNet10,2
109,matched_edge_topology_shuffle,0.14862523178578782,modelnet10_s2,ModelNet10,2
110,matched_edge_topology_shuffle,0.1507298278933205,modelnet10_s2,ModelNet10,2
111,matched_edge_topology_shuffle,0.14343586170171532,modelnet10_s2,ModelNet10,2
112,matched_edge_topology_shuffle,0.14803638517844434,modelnet10_s2,ModelNet10,2
113,matched_edge_topology_shuffle,0.1507254244316109,modelnet10_s2,ModelNet10,2
114,matched_edge_topology_shuffle,0.14917680946183862,modelnet10_s2,ModelNet10,2
115,matched_edge_topology_shuffle,0.14803638517844434,modelnet10_s2,ModelNet10,2
116,matched_edge_topology_shuffle,0.11352953214438329,modelnet10_s2,ModelNet10,2
117,matched_edge_topology_shuffle,0.14763102362360964,modelnet10_s2,ModelNet10,2
118,matched_edge_topology_shuffle,0.14876404068868887,modelnet10_s2,ModelNet10,2
119,matched_edge_topology_shuffle,0.14533494155260349,modelnet10_s2,ModelNet10,2
120,matched_edge_topology_shuffle,0.14505113760934887,modelnet10_s2,ModelNet10,2
121,matched_edge_topology_shuffle,0.14770356314394137,modelnet10_s2,ModelNet10,2
122,matched_edge_topology_shuffle,0.14503603912699164,modelnet10_s2,ModelNet10,2
123,matched_edge_topology_shuffle,0.15385339830179862,modelnet10_s2,ModelNet10,2
124,matched_edge_topology_shuffle,0.1459271890469645,modelnet10_s2,ModelNet10,2
125,matched_edge_topology_shuffle,0.1507298278933205,modelnet10_s2,ModelNet10,2
126,matched_edge_topology_shuffle,0.14875809514141144,modelnet10_s2,ModelNet10,2
127,matched_edge_topology_shuffle,0.14621593194342633,modelnet10_s2,ModelNet10,2
128,matched_edge_topology_shuffle,0.14437038042150135,modelnet10_s2,ModelNet10,2
129,matched_edge_topology_shuffle,0.15072982789332037,modelnet10_s2,ModelNet10,2
130,matched_edge_topology_shuffle,0.14808251960409818,modelnet10_s2,ModelNet10,2
131,matched_edge_topology_shuffle,0.14738519155053337,modelnet10_s2,ModelNet10,2
132,matched_edge_topology_shuffle,0.14552020359466925,modelnet10_s2,ModelNet10,2
133,matched_edge_topology_shuffle,0.15101572827698445,modelnet10_s2,ModelNet10,2
134,matched_edge_topology_shuffle,0.1461559634977532,modelnet10_s2,ModelNet10,2
135,matched_edge_topology_shuffle,0.14407748685929042,modelnet10_s2,ModelNet10,2
136,matched_edge_topology_shuffle,0.14850750260380793,modelnet10_s2,ModelNet10,2
137,matched_edge_topology_shuffle,0.153976366663646,modelnet10_s2,ModelNet10,2
138,matched_edge_topology_shuffle,0.14860901785281883,modelnet10_s2,ModelNet10,2
139,matched_edge_topology_shuffle,0.14826958411127186,modelnet10_s2,ModelNet10,2
140,matched_edge_topology_shuffle,0.15385339830179853,modelnet10_s2,ModelNet10,2
141,matched_edge_topology_shuffle,0.145537251026404,modelnet10_s2,ModelNet10,2
142,matched_edge_topology_shuffle,0.1526342498866805,modelnet10_s2,ModelNet10,2
143,matched_edge_topology_shuffle,0.14862523178578782,modelnet10_s2,ModelNet10,2
144,matched_edge_topology_shuffle,0.14873838980818363,modelnet10_s2,ModelNet10,2
145,matched_edge_topology_shuffle,0.14968963154273945,modelnet10_s2,ModelNet10,2
146,matched_edge_topology_shuffle,0.15208962926209693,modelnet10_s2,ModelNet10,2
147,matched_edge_topology_shuffle,0.15106549029354566,modelnet10_s2,ModelNet10,2
148,matched_edge_topology_shuffle,0.1458906860089568,modelnet10_s2,ModelNet10,2
149,matched_edge_topology_shuffle,0.14873838980818363,modelnet10_s2,ModelNet10,2
150,matched_edge_topology_shuffle,0.14730356898358046,modelnet10_s2,ModelNet10,2
151,matched_edge_topology_shuffle,0.14527007712213522,modelnet10_s2,ModelNet10,2
152,matched_edge_topology_shuffle,0.1499374386450528,modelnet10_s2,ModelNet10,2
153,matched_edge_topology_shuffle,0.15124128898445252,modelnet10_s2,ModelNet10,2
154,matched_edge_topology_shuffle,0.1467579188396228,modelnet10_s2,ModelNet10,2
155,matched_edge_topology_shuffle,0.1443044755550616,modelnet10_s2,ModelNet10,2
156,matched_edge_topology_shuffle,0.14621593194342633,modelnet10_s2,ModelNet10,2
157,matched_edge_topology_shuffle,0.14581591390275456,modelnet10_s2,ModelNet10,2
158,matched_edge_topology_shuffle,0.15029227947190354,modelnet10_s2,ModelNet10,2
159,matched_edge_topology_shuffle,0.11352953214438337,modelnet10_s2,ModelNet10,2
160,matched_edge_topology_shuffle,0.14409512412125783,modelnet10_s2,ModelNet10,2
161,matched_edge_topology_shuffle,0.14886290698639312,modelnet10_s2,ModelNet10,2
162,matched_edge_topology_shuffle,0.14898236873051973,modelnet10_s2,ModelNet10,2
163,matched_edge_topology_shuffle,0.1419484728809572,modelnet10_s2,ModelNet10,2
164,matched_edge_topology_shuffle,0.15060317696547196,modelnet10_s2,ModelNet10,2
165,matched_edge_topology_shuffle,0.1492436419802841,modelnet10_s2,ModelNet10,2
166,matched_edge_topology_shuffle,0.14475111651903935,modelnet10_s2,ModelNet10,2
167,matched_edge_topology_shuffle,0.14858396239197758,modelnet10_s2,ModelNet10,2
168,matched_edge_topology_shuffle,0.14421821586440353,modelnet10_s2,ModelNet10,2
169,matched_edge_topology_shuffle,0.1147785361785526,modelnet10_s2,ModelNet10,2
170,matched_edge_topology_shuffle,0.1482090703401452,modelnet10_s2,ModelNet10,2
171,matched_edge_topology_shuffle,0.15029227947190332,modelnet10_s2,ModelNet10,2
172,matched_edge_topology_shuffle,0.15213221820023945,modelnet10_s2,ModelNet10,2
173,matched_edge_topology_shuffle,0.1500724238080576,modelnet10_s2,ModelNet10,2
174,matched_edge_topology_shuffle,0.1505918547254027,modelnet10_s2,ModelNet10,2
175,matched_edge_topology_shuffle,0.14263134916004908,modelnet10_s2,ModelNet10,2
176,matched_edge_topology_shuffle,0.1493863455837435,modelnet10_s2,ModelNet10,2
177,matched_edge_topology_shuffle,0.1147785361785526,modelnet10_s2,ModelNet10,2
178,matched_edge_topology_shuffle,0.11055643452567299,modelnet10_s2,ModelNet10,2
179,matched_edge_topology_shuffle,0.14472013964294392,modelnet10_s2,ModelNet10,2
180,matched_edge_topology_shuffle,0.15263424988668042,modelnet10_s2,ModelNet10,2
181,matched_edge_topology_shuffle,0.14751783171122926,modelnet10_s2,ModelNet10,2
182,matched_edge_topology_shuffle,0.11055643452567304,modelnet10_s2,ModelNet10,2
183,matched_edge_topology_shuffle,0.14751783171122917,modelnet10_s2,ModelNet10,2
184,matched_edge_topology_shuffle,0.14454857198675924,modelnet10_s2,ModelNet10,2
185,matched_edge_topology_shuffle,0.1507298278933203,modelnet10_s2,ModelNet10,2
186,matched_edge_topology_shuffle,0.14751822447123403,modelnet10_s2,ModelNet10,2
187,matched_edge_topology_shuffle,0.14977932707927655,modelnet10_s2,ModelNet10,2
188,matched_edge_topology_shuffle,0.14686742750644421,modelnet10_s2,ModelNet10,2
189,matched_edge_topology_shuffle,0.1467855921549705,modelnet10_s2,ModelNet10,2
190,matched_edge_topology_shuffle,0.15013499724300775,modelnet10_s2,ModelNet10,2
191,matched_edge_topology_shuffle,0.14342955054422915,modelnet10_s2,ModelNet10,2
192,matched_edge_topology_shuffle,0.15007713534679265,modelnet10_s2,ModelNet10,2
193,matched_edge_topology_shuffle,0.14775976209734404,modelnet10_s2,ModelNet10,2
194,matched_edge_topology_shuffle,0.14741068071451827,modelnet10_s2,ModelNet10,2
195,matched_edge_topology_shuffle,0.15165597457014357,modelnet10_s2,ModelNet10,2
196,matched_edge_topology_shuffle,0.15028758177810508,modelnet10_s2,ModelNet10,2
197,matched_edge_topology_shuffle,0.1449565904365189,modelnet10_s2,ModelNet10,2
198,matched_edge_topology_shuffle,0.1538533983017986,modelnet10_s2,ModelNet10,2
199,matched_edge_topology_shuffle,0.11477853617855256,modelnet10_s2,ModelNet10,2
0,matched_edge_topology_shuffle,0.15134700958758987,modelnet10_s3,ModelNet10,3
1,matched_edge_topology_shuffle,0.14746110355783756,modelnet10_s3,ModelNet10,3
2,matched_edge_topology_shuffle,0.14689407087184336,modelnet10_s3,ModelNet10,3
3,matched_edge_topology_shuffle,0.14911449136874083,modelnet10_s3,ModelNet10,3
4,matched_edge_topology_shuffle,0.14543513302155878,modelnet10_s3,ModelNet10,3
5,matched_edge_topology_shuffle,0.14669786030663645,modelnet10_s3,ModelNet10,3
6,matched_edge_topology_shuffle,0.11055643452567303,modelnet10_s3,ModelNet10,3
7,matched_edge_topology_shuffle,0.14686082006965892,modelnet10_s3,ModelNet10,3
8,matched_edge_topology_shuffle,0.14887594680754376,modelnet10_s3,ModelNet10,3
9,matched_edge_topology_shuffle,0.11055643452567304,modelnet10_s3,ModelNet10,3
10,matched_edge_topology_shuffle,0.1479859224258626,modelnet10_s3,ModelNet10,3
11,matched_edge_topology_shuffle,0.1443686423431016,modelnet10_s3,ModelNet10,3
12,matched_edge_topology_shuffle,0.1462423952914898,modelnet10_s3,ModelNet10,3
13,matched_edge_topology_shuffle,0.14488716611581973,modelnet10_s3,ModelNet10,3
14,matched_edge_topology_shuffle,0.1486879066233166,modelnet10_s3,ModelNet10,3
15,matched_edge_topology_shuffle,0.14772988771371173,modelnet10_s3,ModelNet10,3
16,matched_edge_topology_shuffle,0.15134700958758981,modelnet10_s3,ModelNet10,3
17,matched_edge_topology_shuffle,0.14640604179139258,modelnet10_s3,ModelNet10,3
18,matched_edge_topology_shuffle,0.1457841054562791,modelnet10_s3,ModelNet10,3
19,matched_edge_topology_shuffle,0.14236462473508538,modelnet10_s3,ModelNet10,3
20,matched_edge_topology_shuffle,0.14644155835833847,modelnet10_s3,ModelNet10,3
21,matched_edge_topology_shuffle,0.15033345346244936,modelnet10_s3,ModelNet10,3
22,matched_edge_topology_shuffle,0.14896694897221094,modelnet10_s3,ModelNet10,3
23,matched_edge_topology_shuffle,0.14322113252603969,modelnet10_s3,ModelNet10,3
24,matched_edge_topology_shuffle,0.14839584060674377,modelnet10_s3,ModelNet10,3
25,matched_edge_topology_shuffle,0.1479859224258623,modelnet10_s3,ModelNet10,3
26,matched_edge_topology_shuffle,0.1463237304734443,modelnet10_s3,ModelNet10,3
27,matched_edge_topology_shuffle,0.15033345346244945,modelnet10_s3,ModelNet10,3
28,matched_edge_topology_shuffle,0.1474611035578375,modelnet10_s3,ModelNet10,3
29,matched_edge_topology_shuffle,0.14652702763161266,modelnet10_s3,ModelNet10,3
30,matched_edge_topology_shuffle,0.14737483658275122,modelnet10_s3,ModelNet10,3
31,matched_edge_topology_shuffle,0.11055643452567303,modelnet10_s3,ModelNet10,3
32,matched_edge_topology_shuffle,0.14331026015049292,modelnet10_s3,ModelNet10,3
33,matched_edge_topology_shuffle,0.14276489482976815,modelnet10_s3,ModelNet10,3
34,matched_edge_topology_shuffle,0.15037974476303215,modelnet10_s3,ModelNet10,3
35,matched_edge_topology_shuffle,0.14669786030663645,modelnet10_s3,ModelNet10,3
36,matched_edge_topology_shuffle,0.14653124653371996,modelnet10_s3,ModelNet10,3
37,matched_edge_topology_shuffle,0.14885573036039537,modelnet10_s3,ModelNet10,3
38,matched_edge_topology_shuffle,0.14715226945121715,modelnet10_s3,ModelNet10,3
39,matched_edge_topology_shuffle,0.14340540567194088,modelnet10_s3,ModelNet10,3
40,matched_edge_topology_shuffle,0.15041370149040928,modelnet10_s3,ModelNet10,3
41,matched_edge_topology_shuffle,0.1427648948297682,modelnet10_s3,ModelNet10,3
42,matched_edge_topology_shuffle,0.14689407087184345,modelnet10_s3,ModelNet10,3
43,matched_edge_topology_shuffle,0.14674875861058975,modelnet10_s3,ModelNet10,3
44,matched_edge_topology_shuffle,0.1486879066233166,modelnet10_s3,ModelNet10,3
45,matched_edge_topology_shuffle,0.14571964437547993,modelnet10_s3,ModelNet10,3
46,matched_edge_topology_shuffle,0.1386167262452086,modelnet10_s3,ModelNet10,3
47,matched_edge_topology_shuffle,0.1471522694512175,modelnet10_s3,ModelNet10,3
48,matched_edge_topology_shuffle,0.15041370149040928,modelnet10_s3,ModelNet10,3
