setting_id,dataset,seed,pairwise_heldout_fit,inverse_consistency,cycle_residual,null_q95,calibration_resample_stable,beyond_null,residual_after_correction,residual_reduced
modelnet10_s0,ModelNet10,0,0.010517752783370327,0.11055643452567299,0.11055643452567303,0.1860243548842206,True,False,0.11055643452567303,False
modelnet10_s1,ModelNet10,1,0.30150350407252025,0.110556434525673,0.110556434525673,0.1527095893171152,True,False,0.110556434525673,False
modelnet10_s2,ModelNet10,2,0.0068070865437697865,0.11055643452567299,0.11055643452567296,0.153062716903258,True,False,0.11055643452567296,False
modelnet10_s3,ModelNet10,3,0.009298253929961612,0.11055643452567303,0.110556434525673,0.15041370149040928,True,False,0.110556434525673,False
modelnet10_s4,ModelNet10,4,0.013018883516328785,0.11055643452567304,0.11055643452567304,0.16581559469165577,True,False,0.11055643452567304,False
