setting_id,teacher,group,seed,objective,method,accuracy,loss,ece,teacher_accuracy,teacher_student_kl,action_accuracy,unseen_word_accuracy,retained_teacher_gain_fraction,teacher_stored_parameters,trainable_parameters,stored_parameters,material_storage_reduction,latency_ms,peak_memory_mb,label_permutation_hash_passed,execution_commit,source_sha256
S3_s0,controlled_S3_structured,S3,0,chart_action,canonical_predictor_learned_retransport,0.14625,2.192648404629518,0.2598851041721564,1.0,0.6754374955401611,0.14625,0.14625,-0.011352418558736425,180,726,726,False,0.062000006437301636,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,chart_action,low_rank_chart_adapter,0.15458333333333332,1.7947189389073939,0.023457252698601022,1.0,0.30033785271474117,nan,0.15458333333333332,-0.001480750246791709,180,246,246,False,0.16008294187486172,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,chart_action,finite_state_chart_module,1.0,0.9460716283792391,0.5943751092135482,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06079208105802536,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,chart_action,parameter_matched_widened_model,0.155,1.8099536386202282,0.06069977859437499,1.0,0.31792782240482276,nan,0.155,-0.0009871668311944616,180,30246,30246,False,0.05725002847611904,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,ordinary_single_model,0.15541666666666668,1.7937466021881383,0.02029506466548836,1.0,0.2997040762228238,nan,0.15541666666666668,-0.0004935834155972144,180,726,726,False,0.03937515430152416,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,explicit_chart_token,0.21375,1.788492665159634,0.037744662091735964,1.0,0.2980471577308187,1.0,0.21375,0.0686080947680158,180,186,186,False,0.06395787931978703,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,group_equivariant_output_head,1.0,0.9460716283792391,0.5943751092135482,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06074993871152401,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,canonical_predictor_learned_retransport,0.14625,2.192648404629518,0.2598851041721564,1.0,0.6754374955401611,0.14625,0.14625,-0.011352418558736425,180,726,726,False,0.060042133554816246,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,low_rank_chart_adapter,0.15416666666666667,1.793989764952496,0.021437492852217965,1.0,0.2997577722244953,nan,0.15416666666666667,-0.001974333662388923,180,246,246,False,0.0575000885874033,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,finite_state_chart_module,1.0,0.9460716283792391,0.5943751092135482,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06387499161064625,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,group_law_consistency,parameter_matched_widened_model,0.15583333333333332,1.811805229635313,0.05271026269132118,1.0,0.31451171412111606,nan,0.15583333333333332,0.0,180,30246,30246,False,0.057999975979328156,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,ordinary_single_model,0.15416666666666667,1.7941325652351892,0.023007564825215432,1.0,0.300035688896299,nan,0.15416666666666667,-0.012468827930174552,180,726,726,False,0.0399579294025898,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,explicit_chart_token,0.21333333333333335,1.787805088265173,0.035610196191180665,1.0,0.29806872723941474,1.0,0.21333333333333335,0.05835411471321698,180,186,186,False,0.06962497718632221,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,group_equivariant_output_head,1.0,0.9460716283792391,0.5943751092135482,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06566592492163181,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,canonical_predictor_learned_retransport,0.14625,2.192648404629518,0.2598851041721564,1.0,0.6754374955401611,0.14625,0.14625,-0.02194513715710724,180,726,726,False,0.06874999962747097,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,low_rank_chart_adapter,0.15291666666666667,1.7944122078233302,0.024126107188040508,1.0,0.30009075901653803,nan,0.15291666666666667,-0.013965087281795501,180,246,246,False,0.10333303362131119,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,finite_state_chart_module,1.0,0.9460716283792391,0.5943751092135482,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06350013427436352,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s0,controlled_S3_structured,S3,0,mixed,parameter_matched_widened_model,0.16458333333333333,1.8136551304330746,0.05020799039775234,1.0,0.32121282638573223,nan,0.16458333333333333,0.0,180,30246,30246,False,0.05970895290374756,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,ordinary_single_model,0.16791666666666666,1.7927186510241218,0.00590860168018098,1.0,0.36275117153663333,nan,0.16791666666666666,-0.010627530364372478,180,726,726,False,0.047625042498111725,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,explicit_chart_token,0.19875,1.7901971017716773,0.02573085259349181,1.0,0.3617634930966909,1.0,0.19875,0.026821862348178148,180,186,186,False,0.07308297790586948,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,group_equivariant_output_head,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06816699169576168,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,canonical_predictor_learned_retransport,0.15625,2.2456242086040916,0.2804839609430483,1.0,0.8099876865842807,0.15625,0.15625,-0.024797570850202427,180,726,726,False,0.0624579843133688,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,low_rank_chart_adapter,0.16458333333333333,1.7928229552464128,0.008900819724274728,1.0,0.3627793119315304,nan,0.16458333333333333,-0.014676113360323888,180,246,246,False,0.06925011985003948,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,finite_state_chart_module,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.07654190994799137,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,kl,parameter_matched_widened_model,0.17666666666666667,1.800245217646638,0.02295526325321277,1.0,0.37200792310591096,nan,0.17666666666666667,0.0,180,30246,30246,False,0.05574990063905716,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,ordinary_single_model,0.17208333333333334,1.7949741037822529,0.013225123889997211,1.0,0.3647576914091691,nan,0.17208333333333334,-0.0005035246727089408,180,726,726,False,0.05087489262223244,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,explicit_chart_token,0.18833333333333332,1.7867755629708957,0.0076486742874648855,1.0,0.3614997291257303,1.0,0.18833333333333332,0.01913393756294059,180,186,186,False,0.06354181095957756,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,group_equivariant_output_head,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06683403626084328,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,canonical_predictor_learned_retransport,0.15625,2.2456242086040916,0.2804839609430483,1.0,0.8099876865842807,0.15625,0.15625,-0.01963746223564953,180,726,726,False,0.07112487219274044,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,low_rank_chart_adapter,0.17166666666666666,1.7951113497055886,0.010754182270784562,1.0,0.3646884111864514,nan,0.17166666666666666,-0.001007049345417915,180,246,246,False,0.07187505252659321,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,finite_state_chart_module,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06424984894692898,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,supervised,parameter_matched_widened_model,0.1725,1.8341469901289944,0.07344321778882555,1.0,0.4107043270791992,nan,0.1725,0.0,180,30246,30246,False,0.05308282561600208,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,ordinary_single_model,0.16875,1.7935712909939312,0.010214417136618638,1.0,0.3634793450636451,nan,0.16875,-0.016301579215486504,180,726,726,False,0.06679189391434193,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,explicit_chart_token,0.19291666666666665,1.7882754362595275,0.016378454810400147,1.0,0.3614207149994515,1.0,0.19291666666666665,0.013245033112582748,180,186,186,False,0.06762496195733547,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,group_equivariant_output_head,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.062166014686226845,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,canonical_predictor_learned_retransport,0.15625,2.2456242086040916,0.2804839609430483,1.0,0.8099876865842807,0.15625,0.15625,-0.03158430973000511,180,726,726,False,0.060042133554816246,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,low_rank_chart_adapter,0.16958333333333334,1.7937195306600529,0.00794571752283299,1.0,0.3634862397430427,nan,0.16958333333333334,-0.015282730514518608,180,246,246,False,0.07212487980723381,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,finite_state_chart_module,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06420910358428955,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,chart_action,parameter_matched_widened_model,0.18208333333333335,1.8070523506580185,0.04737200373870588,1.0,0.3892830676739398,nan,0.18208333333333335,0.0,180,30246,30246,False,0.04779198206961155,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,ordinary_single_model,0.16708333333333333,1.7930763122973796,0.008885879633647426,1.0,0.36304659958849217,nan,0.16708333333333333,-0.01523616048755715,180,726,726,False,0.04987511783838272,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,explicit_chart_token,0.19625,1.789183433128865,0.02151234297278584,1.0,0.3615392681613341,1.0,0.19625,0.020314880650076177,180,186,186,False,0.06950017996132374,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,group_equivariant_output_head,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.05983398295938969,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,canonical_predictor_learned_retransport,0.15625,2.2456242086040916,0.2804839609430483,1.0,0.8099876865842807,0.15625,0.15625,-0.028440832910106666,180,726,726,False,0.061916885897517204,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,low_rank_chart_adapter,0.16791666666666666,1.7932093266493796,0.007411992855744898,1.0,0.363070859533433,nan,0.16791666666666666,-0.01422041645505335,180,246,246,False,0.07329089567065239,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,finite_state_chart_module,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06429199129343033,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,group_law_consistency,parameter_matched_widened_model,0.17958333333333334,1.805720716978028,0.034050036113846674,1.0,0.37910825947776905,nan,0.17958333333333334,0.0,180,30246,30246,False,0.05179201252758503,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,ordinary_single_model,0.16625,1.7933568061428409,0.011192105633263238,1.0,0.36328975350111437,nan,0.16625,-0.017285205897305533,180,726,726,False,0.051042065024375916,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,explicit_chart_token,0.19541666666666666,1.7886259682711447,0.01952060807219347,1.0,0.3614554695280866,1.0,0.19541666666666666,0.018301982714794086,180,186,186,False,0.06729201413691044,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,group_equivariant_output_head,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.069458968937397,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,canonical_predictor_learned_retransport,0.15625,2.2456242086040916,0.2804839609430483,1.0,0.8099876865842807,0.15625,0.15625,-0.02948652770716828,180,726,726,False,0.06674998439848423,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,low_rank_chart_adapter,0.16708333333333333,1.7935005897869425,0.009537039752538973,1.0,0.36330522839035784,nan,0.16708333333333333,-0.016268429079816984,180,246,246,False,0.0689169391989708,0.1117401123046875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,finite_state_chart_module,1.0,0.8743372268371805,0.5632660390569517,1.0,0.0,1.0,1.0,1.0,180,180,180,False,0.06404216401278973,0.111236572265625,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s1,controlled_S3_structured,S3,1,mixed,parameter_matched_widened_model,0.18041666666666667,1.8051199565850944,0.03369445535755616,1.0,0.37976976663312006,nan,0.18041666666666667,0.0,180,30246,30246,False,0.047999899834394455,0.3406219482421875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s2,controlled_S3_structured,S3,2,kl,ordinary_single_model,0.14875,1.7938092807083243,0.024421663771449192,1.0,0.3149928615103801,nan,0.14875,-0.01793721973094172,180,726,726,False,0.04891701973974705,0.1154022216796875,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
S3_s2,controlled_S3_structured,S3,2,kl,explicit_chart_token,0.16125,1.7921297065493202,0.011325005453890591,1.0,0.31453296263256064,1.0,0.16125,-0.00298953662182362,180,186,186,False,0.06204191595315933,0.1112823486328125,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,fd60f48de41a3f53e37eb803793157df28031f80b57e51d4ea521be9ffbdd890
