setting_id,phase,dataset,seed,method,implementation,evaluation_split,accuracy,loss,ece,chart_accuracy,chart_training_examples,selector_validation_examples,test_examples,trainable_parameters,stored_parameters,latency_ms,branch_count,candidate_count,abstention_threshold,coverage,logits_sha256,label_permutation_hash_passed,dataset_revision,execution_commit,source_sha256
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,generic_mixture_of_experts,ridge_chart_router_weighted_branch_logits,iid_random_D4_transform,0.3835,2.161369457224632,0.25861101459711444,0.448,1000,500,2000,592,3192,0.0327499583363533,8,1,0.1334381200127678,0.9995,cb71049733e8305e963be88fa1274f08ef66c67bfc921b8749a4e26b1e94d598,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,generic_low_rank_context_adapter,equal_blend_proxy_not_fitted_low_rank_adapter,iid_random_D4_transform,0.57,2.135190760276045,0.445995490493611,0.448,1000,500,2000,592,3192,0.03437488339841366,1,1,0.1334381200127678,0.9995,ae6ce0aae3e433470ad23851be36bb865a199c05f611011716733ee19244adda,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,group_equivariant_cnn_chart_classifier,orbit_moment_ridge_proxy_not_cnn,iid_random_D4_transform,0.555,2.0208241476827538,0.4049238157656066,0.448,1000,500,2000,592,3192,0.03508385270833969,1,1,0.1334381200127678,0.9995,ad0cecbc2848963f18bd6c3561e7ef10f4f00f7c3dde1b77b9bd647b2d5b6cf1,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,structured_group_router,hybrid_random_feature_and_orbit_moment_ridge_router,iid_random_D4_transform,0.555,2.0208241476827538,0.4049238157656066,0.448,1000,500,2000,592,3192,0.03329198807477951,8,1,0.1334381200127678,0.9995,ad0cecbc2848963f18bd6c3561e7ef10f4f00f7c3dde1b77b9bd647b2d5b6cf1,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,canonicalize_pool_retransport_inferred,inferred_chart_canonicalization_and_branch_selection,iid_random_D4_transform,0.555,2.0208241476827538,0.4049238157656066,0.448,1000,500,2000,592,3192,0.03595813177525997,8,1,0.1334381200127678,0.9995,ad0cecbc2848963f18bd6c3561e7ef10f4f00f7c3dde1b77b9bd647b2d5b6cf1,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,twistedmerge_diagnostic_structured_retransport,validation_thresholded_structured_branch_with_moe_fallback,iid_random_D4_transform,0.5545,2.020871959078162,0.40442699374174945,0.448,1000,500,2000,592,3192,0.035207951441407204,8,2,0.1334381200127678,0.9995,06ce705d56dba4d01e377ead8cdf59da177a0966e76b6aa288dc2f18d7aa52e1,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,supplied_chart_oracle,true_chart_branch_selection_oracle,iid_random_D4_transform,0.7465,1.8959790996994907,0.585985779204881,0.448,1000,500,2000,592,3192,0.03358302637934685,8,1,0.1334381200127678,0.9995,8de9868b945d359ff0ba038ccc5751a9d6cef070beb1e6d1f580d27e53952f0c,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,random_action_control,uniform_random_chart_branch,iid_random_D4_transform,0.3,2.1960172686340256,0.14821358331538229,0.448,1000,500,2000,592,3192,0.04833308048546314,1,1,0.1334381200127678,0.9995,645a29725c30638e6a47c6adc68bf2f6fc001d160a8fa1c76187b8f560499b88,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,wrong_action_control,cyclically_shifted_inferred_chart_branch,iid_random_D4_transform,0.1805,2.2760738536896725,0.035947188126827005,0.448,1000,500,2000,592,3192,0.0439169816672802,1,1,0.1334381200127678,0.9995,5bfb88955913a00c7fe19a5699d3b950891d1f0b9216ead4f07d2075ef44f3cc,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s3,discovery,FashionMNIST,3,ensemble,mean_of_eight_canonicalized_branch_logits,iid_random_D4_transform,0.263,2.1910566775436,0.13667836139985587,0.448,1000,500,2000,592,3192,0.043042004108428955,8,1,0.1334381200127678,0.9995,02ba82da8ae047ee9451eba90ea128c4e6e2fd45eccdb4b21490e02114743ecc,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
FashionMNIST_discovery_s4,discovery,FashionMNIST,4,context_blind_synchronization,mean_of_eight_canonicalized_branch_logits,iid_random_D4_transform,0.2495,2.201971556723495,0.12361195069968553,0.458,1000,500,2000,592,3192,0.02345792017877102,1,1,0.13025722682899465,1.0,99b5d68a02c2f3615e3020a870091eb80119201acc46ee6f5f9b32944f631059,True,torchvision_cached_FashionMNIST,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,6b8efdd2f53b11767b159b21ac845125032b8ba7b35fd44039fe0f81aafbd372
