seed,example,chart,method,boundary_dice,hausdorff95,assd
0,cju0ue769mxii08019zqgdbxn.png,4,four_expert_supplied_canonicalization,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,four_expert_supplied_canonicalization,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,four_expert_supplied_canonicalization,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,four_expert_supplied_canonicalization,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,four_expert_supplied_canonicalization,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,four_expert_supplied_canonicalization,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,four_expert_supplied_canonicalization,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,four_expert_supplied_canonicalization,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,four_expert_supplied_canonicalization,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,four_expert_supplied_canonicalization,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,four_expert_supplied_canonicalization,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,four_expert_supplied_canonicalization,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,four_expert_supplied_canonicalization,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,four_expert_supplied_canonicalization,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,four_expert_supplied_canonicalization,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,four_expert_supplied_canonicalization,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,four_expert_inferred_canonicalization,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,four_expert_inferred_canonicalization,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,four_expert_inferred_canonicalization,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,four_expert_inferred_canonicalization,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,four_expert_inferred_canonicalization,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,four_expert_inferred_canonicalization,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,four_expert_inferred_canonicalization,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,four_expert_inferred_canonicalization,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,four_expert_inferred_canonicalization,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,four_expert_inferred_canonicalization,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,four_expert_inferred_canonicalization,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,four_expert_inferred_canonicalization,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,four_expert_inferred_canonicalization,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,four_expert_inferred_canonicalization,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,four_expert_inferred_canonicalization,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,four_expert_inferred_canonicalization,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,generic_soft_moe,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,generic_soft_moe,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,generic_soft_moe,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,generic_soft_moe,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,generic_soft_moe,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,generic_soft_moe,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,generic_soft_moe,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,generic_soft_moe,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,generic_soft_moe,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,generic_soft_moe,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,generic_soft_moe,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,generic_soft_moe,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,generic_soft_moe,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,generic_soft_moe,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,generic_soft_moe,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,generic_soft_moe,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,generic_hard_routing,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,generic_hard_routing,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,generic_hard_routing,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,generic_hard_routing,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,generic_hard_routing,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,generic_hard_routing,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,generic_hard_routing,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,generic_hard_routing,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,generic_hard_routing,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,generic_hard_routing,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,generic_hard_routing,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,generic_hard_routing,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,generic_hard_routing,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,generic_hard_routing,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,generic_hard_routing,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,generic_hard_routing,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,direct_d4_equivariant_unet,0.0,94.22307098187838,54.87517343477387
0,cju13cgqmnhwn0988yrainhcp.png,4,direct_d4_equivariant_unet,0.0,82.09004550184656,44.82427783573631
0,cju16ach3m1da0993r1dq3sn2.png,1,direct_d4_equivariant_unet,0.0,55.17245689653489,33.3095805464062
0,cju171py4qiha0835u8sl59ds.png,3,direct_d4_equivariant_unet,0.22813688212927757,72.68921273421937,27.342645988589005
0,cju17g6ykn1cs0993dww6qdi8.png,0,direct_d4_equivariant_unet,0.0582010582010582,52.43770115781215,29.759015377519
0,cju183od81ff608017ekzif89.png,3,direct_d4_equivariant_unet,0.03983516483516483,83.23851267166631,35.75966213416754
0,cju1c0qb4tzi308355wtsnp0y.png,6,direct_d4_equivariant_unet,0.0,53.89169874945708,27.656404651820232
0,cju1cyjb5qtie0993njqne9m3.png,3,direct_d4_equivariant_unet,0.1483050847457627,48.419408880819276,21.365814923753547
0,cju1d50a94qf50855wsowacrc.png,0,direct_d4_equivariant_unet,0.045207956600361664,116.32680317964757,55.1162637643785
0,cju1fb9236a110801yvg0fwju.png,0,direct_d4_equivariant_unet,0.05970149253731343,53.76975680638649,28.018936786438918
0,cju1ftaji6isw0855108yqcse.png,6,direct_d4_equivariant_unet,0.0,79.8363884489689,43.22378916629342
0,cju1gv7106qd008784gk603mg.png,0,direct_d4_equivariant_unet,0.0,99.41072196603358,42.46648851956829
0,cju1hirfi7ekp0855q0vgm9qq.png,1,direct_d4_equivariant_unet,0.0,75.00399899216556,57.156259682360826
0,cju2i6acqvo6l0799u20fift8.png,6,direct_d4_equivariant_unet,0.0,64.45615949985616,43.4127743913205
0,cju2nguelpmlj0835rojdn097.png,4,direct_d4_equivariant_unet,0.018518518518518517,78.40494827712102,40.94436384183493
0,cju2omjpeqj5a0988pjdlb8l1.png,6,direct_d4_equivariant_unet,0.0,64.81512169239521,32.87148501329682
0,cju0ue769mxii08019zqgdbxn.png,4,d4_test_time_augmentation,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,d4_test_time_augmentation,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,d4_test_time_augmentation,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,d4_test_time_augmentation,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,d4_test_time_augmentation,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,d4_test_time_augmentation,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,d4_test_time_augmentation,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,d4_test_time_augmentation,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,d4_test_time_augmentation,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,d4_test_time_augmentation,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,d4_test_time_augmentation,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,d4_test_time_augmentation,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,d4_test_time_augmentation,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,d4_test_time_augmentation,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,d4_test_time_augmentation,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,d4_test_time_augmentation,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,supplied_chart_canonicalize_pool_retransport,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,supplied_chart_canonicalize_pool_retransport,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,supplied_chart_canonicalize_pool_retransport,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,supplied_chart_canonicalize_pool_retransport,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,supplied_chart_canonicalize_pool_retransport,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,supplied_chart_canonicalize_pool_retransport,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,supplied_chart_canonicalize_pool_retransport,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,supplied_chart_canonicalize_pool_retransport,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,supplied_chart_canonicalize_pool_retransport,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,supplied_chart_canonicalize_pool_retransport,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,supplied_chart_canonicalize_pool_retransport,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,supplied_chart_canonicalize_pool_retransport,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,supplied_chart_canonicalize_pool_retransport,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,supplied_chart_canonicalize_pool_retransport,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,supplied_chart_canonicalize_pool_retransport,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,supplied_chart_canonicalize_pool_retransport,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,inferred_chart_canonicalize_pool_retransport,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,inferred_chart_canonicalize_pool_retransport,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,inferred_chart_canonicalize_pool_retransport,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,inferred_chart_canonicalize_pool_retransport,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,inferred_chart_canonicalize_pool_retransport,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,inferred_chart_canonicalize_pool_retransport,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,inferred_chart_canonicalize_pool_retransport,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,inferred_chart_canonicalize_pool_retransport,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,inferred_chart_canonicalize_pool_retransport,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,inferred_chart_canonicalize_pool_retransport,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,inferred_chart_canonicalize_pool_retransport,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,inferred_chart_canonicalize_pool_retransport,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,inferred_chart_canonicalize_pool_retransport,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,inferred_chart_canonicalize_pool_retransport,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,inferred_chart_canonicalize_pool_retransport,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,inferred_chart_canonicalize_pool_retransport,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,uncertainty_weighted_retransport,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,uncertainty_weighted_retransport,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,uncertainty_weighted_retransport,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,uncertainty_weighted_retransport,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,uncertainty_weighted_retransport,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,uncertainty_weighted_retransport,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,uncertainty_weighted_retransport,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,uncertainty_weighted_retransport,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,uncertainty_weighted_retransport,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,uncertainty_weighted_retransport,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,uncertainty_weighted_retransport,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,uncertainty_weighted_retransport,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,uncertainty_weighted_retransport,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,uncertainty_weighted_retransport,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,uncertainty_weighted_retransport,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,uncertainty_weighted_retransport,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,abstaining_retransport,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,abstaining_retransport,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,abstaining_retransport,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,abstaining_retransport,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,abstaining_retransport,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,abstaining_retransport,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,abstaining_retransport,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,abstaining_retransport,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,abstaining_retransport,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,abstaining_retransport,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,abstaining_retransport,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,abstaining_retransport,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,abstaining_retransport,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,abstaining_retransport,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,abstaining_retransport,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,abstaining_retransport,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,weight_average,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,weight_average,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,weight_average,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,weight_average,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,weight_average,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,weight_average,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,weight_average,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,weight_average,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,weight_average,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,weight_average,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,weight_average,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,weight_average,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,weight_average,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,weight_average,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,weight_average,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,weight_average,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,greedy_validation_soup,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,greedy_validation_soup,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,greedy_validation_soup,0.0,55.09762366317681,33.51939573397362
