seed,example,chart,method,boundary_dice,hausdorff95,assd
0,cju171py4qiha0835u8sl59ds.png,3,greedy_validation_soup,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,greedy_validation_soup,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,greedy_validation_soup,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,greedy_validation_soup,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,greedy_validation_soup,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,greedy_validation_soup,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,greedy_validation_soup,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,greedy_validation_soup,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,greedy_validation_soup,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,greedy_validation_soup,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,greedy_validation_soup,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,greedy_validation_soup,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,greedy_validation_soup,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,ensemble_original_frame,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,ensemble_original_frame,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,ensemble_original_frame,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,ensemble_original_frame,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,ensemble_original_frame,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,ensemble_original_frame,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,ensemble_original_frame,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,ensemble_original_frame,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,ensemble_original_frame,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,ensemble_original_frame,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,ensemble_original_frame,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,ensemble_original_frame,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,ensemble_original_frame,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,ensemble_original_frame,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,ensemble_original_frame,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,ensemble_original_frame,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,random_chart_control,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,random_chart_control,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,random_chart_control,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,random_chart_control,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,random_chart_control,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,random_chart_control,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,random_chart_control,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,random_chart_control,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,random_chart_control,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,random_chart_control,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,random_chart_control,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,random_chart_control,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,random_chart_control,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,random_chart_control,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,random_chart_control,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,random_chart_control,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,wrong_output_action_control,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,wrong_output_action_control,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,wrong_output_action_control,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,wrong_output_action_control,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,wrong_output_action_control,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,wrong_output_action_control,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,wrong_output_action_control,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,wrong_output_action_control,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,wrong_output_action_control,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,wrong_output_action_control,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,wrong_output_action_control,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,wrong_output_action_control,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,wrong_output_action_control,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,wrong_output_action_control,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,wrong_output_action_control,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,wrong_output_action_control,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,wrong_multiplication_order_control,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,wrong_multiplication_order_control,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,wrong_multiplication_order_control,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,wrong_multiplication_order_control,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,wrong_multiplication_order_control,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,wrong_multiplication_order_control,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,wrong_multiplication_order_control,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,wrong_multiplication_order_control,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,wrong_multiplication_order_control,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,wrong_multiplication_order_control,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,wrong_multiplication_order_control,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,wrong_multiplication_order_control,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,wrong_multiplication_order_control,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,wrong_multiplication_order_control,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,wrong_multiplication_order_control,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,wrong_multiplication_order_control,0.0,64.72244026174339,33.199036254820086
0,cju0ue769mxii08019zqgdbxn.png,4,inferred_canonical_no_output_retransport,0.0,93.34527452645696,55.25806047262957
0,cju13cgqmnhwn0988yrainhcp.png,4,inferred_canonical_no_output_retransport,0.0,81.50055028876181,46.06880223140988
0,cju16ach3m1da0993r1dq3sn2.png,1,inferred_canonical_no_output_retransport,0.0,55.09762366317681,33.51939573397362
0,cju171py4qiha0835u8sl59ds.png,3,inferred_canonical_no_output_retransport,0.23425692695214106,72.54636950777115,27.159128066746508
0,cju17g6ykn1cs0993dww6qdi8.png,0,inferred_canonical_no_output_retransport,0.05590851334180432,52.32590180780452,29.19303176226556
0,cju183od81ff608017ekzif89.png,3,inferred_canonical_no_output_retransport,0.04032258064516129,83.1948980663433,36.274772045008575
0,cju1c0qb4tzi308355wtsnp0y.png,6,inferred_canonical_no_output_retransport,0.0,53.5647572149767,27.648572771263524
0,cju1cyjb5qtie0993njqne9m3.png,3,inferred_canonical_no_output_retransport,0.21428571428571427,46.760451118536,20.008006816195326
0,cju1d50a94qf50855wsowacrc.png,0,inferred_canonical_no_output_retransport,0.04612850082372323,115.43006525397247,57.14744196445251
0,cju1fb9236a110801yvg0fwju.png,0,inferred_canonical_no_output_retransport,0.054187192118226604,53.24283661483117,28.110856773764926
0,cju1ftaji6isw0855108yqcse.png,6,inferred_canonical_no_output_retransport,0.0,79.82605615238494,43.34397820935001
0,cju1gv7106qd008784gk603mg.png,0,inferred_canonical_no_output_retransport,0.0,99.05397384216138,42.914889602705884
0,cju1hirfi7ekp0855q0vgm9qq.png,1,inferred_canonical_no_output_retransport,0.0,74.71268649983972,56.14985503647638
0,cju2i6acqvo6l0799u20fift8.png,6,inferred_canonical_no_output_retransport,0.0,64.35060217278468,43.53179414567997
0,cju2nguelpmlj0835rojdn097.png,4,inferred_canonical_no_output_retransport,0.017595307917888565,77.9201211939801,41.907303023376194
0,cju2omjpeqj5a0988pjdlb8l1.png,6,inferred_canonical_no_output_retransport,0.0,64.72244026174339,33.199036254820086
1,cju0ue769mxii08019zqgdbxn.png,3,one_canonical_on_transformed_input,0.0,nan,nan
1,cju13cgqmnhwn0988yrainhcp.png,0,one_canonical_on_transformed_input,0.0,nan,nan
1,cju16ach3m1da0993r1dq3sn2.png,2,one_canonical_on_transformed_input,0.0,nan,nan
1,cju171py4qiha0835u8sl59ds.png,7,one_canonical_on_transformed_input,0.0,nan,nan
1,cju17g6ykn1cs0993dww6qdi8.png,7,one_canonical_on_transformed_input,0.0,nan,nan
1,cju183od81ff608017ekzif89.png,5,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1d50a94qf50855wsowacrc.png,4,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1gv7106qd008784gk603mg.png,1,one_canonical_on_transformed_input,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,one_canonical_on_transformed_input,0.0,nan,nan
1,cju2i6acqvo6l0799u20fift8.png,5,one_canonical_on_transformed_input,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,one_canonical_on_transformed_input,0.0,nan,nan
1,cju2omjpeqj5a0988pjdlb8l1.png,2,one_canonical_on_transformed_input,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju13cgqmnhwn0988yrainhcp.png,0,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju16ach3m1da0993r1dq3sn2.png,2,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju171py4qiha0835u8sl59ds.png,7,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju17g6ykn1cs0993dww6qdi8.png,7,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju183od81ff608017ekzif89.png,5,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1d50a94qf50855wsowacrc.png,4,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1gv7106qd008784gk603mg.png,1,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju2i6acqvo6l0799u20fift8.png,5,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju2omjpeqj5a0988pjdlb8l1.png,2,one_canonical_supplied_inverse_and_retransport,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju13cgqmnhwn0988yrainhcp.png,0,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju16ach3m1da0993r1dq3sn2.png,2,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju171py4qiha0835u8sl59ds.png,7,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju17g6ykn1cs0993dww6qdi8.png,7,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju183od81ff608017ekzif89.png,5,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1d50a94qf50855wsowacrc.png,4,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1gv7106qd008784gk603mg.png,1,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju2i6acqvo6l0799u20fift8.png,5,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju2omjpeqj5a0988pjdlb8l1.png,2,one_canonical_inferred_inverse_and_retransport,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,four_expert_supplied_canonicalization,0.0,90.52071586106685,49.755678893752595
1,cju13cgqmnhwn0988yrainhcp.png,0,four_expert_supplied_canonicalization,0.0,84.64923693003126,55.659070718362194
1,cju16ach3m1da0993r1dq3sn2.png,2,four_expert_supplied_canonicalization,0.0,57.383755432955056,39.93599609332075
1,cju171py4qiha0835u8sl59ds.png,7,four_expert_supplied_canonicalization,0.2735294117647059,66.50357884617235,23.514668964430903
1,cju17g6ykn1cs0993dww6qdi8.png,7,four_expert_supplied_canonicalization,0.0,58.182901149342726,34.99429457869663
1,cju183od81ff608017ekzif89.png,5,four_expert_supplied_canonicalization,0.0,85.26705152559727,44.279818706960405
1,cju1c0qb4tzi308355wtsnp0y.png,2,four_expert_supplied_canonicalization,0.0,59.58144499762309,30.97765537790924
1,cju1cyjb5qtie0993njqne9m3.png,3,four_expert_supplied_canonicalization,0.25,54.0,20.064543733578798
1,cju1d50a94qf50855wsowacrc.png,4,four_expert_supplied_canonicalization,0.0,118.26648941530827,68.8313876880449
1,cju1fb9236a110801yvg0fwju.png,5,four_expert_supplied_canonicalization,0.03428571428571429,54.0,30.08656858869757
1,cju1ftaji6isw0855108yqcse.png,0,four_expert_supplied_canonicalization,0.0,80.38986476357907,41.797116394650814
1,cju1gv7106qd008784gk603mg.png,1,four_expert_supplied_canonicalization,0.0,97.33866422622009,37.01385223928135
1,cju1hirfi7ekp0855q0vgm9qq.png,6,four_expert_supplied_canonicalization,0.0,76.2220657620331,59.25169750477762
1,cju2i6acqvo6l0799u20fift8.png,5,four_expert_supplied_canonicalization,0.0,65.91465805938427,49.030712187011794
1,cju2nguelpmlj0835rojdn097.png,6,four_expert_supplied_canonicalization,0.0,80.80284646319151,50.97805439393342
1,cju2omjpeqj5a0988pjdlb8l1.png,2,four_expert_supplied_canonicalization,0.0,66.73677218719195,38.866590086145266
1,cju0ue769mxii08019zqgdbxn.png,3,four_expert_inferred_canonicalization,0.0,90.52071586106685,49.755678893752595
1,cju13cgqmnhwn0988yrainhcp.png,0,four_expert_inferred_canonicalization,0.0,79.28647249572741,43.267078657552226
1,cju16ach3m1da0993r1dq3sn2.png,2,four_expert_inferred_canonicalization,0.0,57.383755432955056,39.93599609332075
1,cju171py4qiha0835u8sl59ds.png,7,four_expert_inferred_canonicalization,0.13823529411764707,75.69138306696061,34.46763736252906
1,cju17g6ykn1cs0993dww6qdi8.png,7,four_expert_inferred_canonicalization,0.0,58.18333081298018,35.00366986036441
1,cju183od81ff608017ekzif89.png,5,four_expert_inferred_canonicalization,0.0,85.26705152559727,44.279818706960405
1,cju1c0qb4tzi308355wtsnp0y.png,2,four_expert_inferred_canonicalization,0.0,59.58144499762309,30.97765537790924
1,cju1cyjb5qtie0993njqne9m3.png,3,four_expert_inferred_canonicalization,0.25,54.0,20.064543733578798
1,cju1d50a94qf50855wsowacrc.png,4,four_expert_inferred_canonicalization,0.05622489959839357,113.69038607346029,49.53942953844569
1,cju1fb9236a110801yvg0fwju.png,5,four_expert_inferred_canonicalization,0.06330935251798561,54.25919952647267,33.28008900801074
1,cju1ftaji6isw0855108yqcse.png,0,four_expert_inferred_canonicalization,0.0,80.38986476357907,41.797116394650814
1,cju1gv7106qd008784gk603mg.png,1,four_expert_inferred_canonicalization,0.0,97.33866422622009,37.01385223928135
1,cju1hirfi7ekp0855q0vgm9qq.png,6,four_expert_inferred_canonicalization,0.0,76.2220657620331,59.25169750477762
1,cju2i6acqvo6l0799u20fift8.png,5,four_expert_inferred_canonicalization,0.0,65.47469843023137,45.13038779964283
1,cju2nguelpmlj0835rojdn097.png,6,four_expert_inferred_canonicalization,0.0,80.80284646319151,50.97805439393342
1,cju2omjpeqj5a0988pjdlb8l1.png,2,four_expert_inferred_canonicalization,0.0,66.73677218719195,38.866590086145266
1,cju0ue769mxii08019zqgdbxn.png,3,generic_soft_moe,0.0,93.34527452645696,55.25806047262957
1,cju13cgqmnhwn0988yrainhcp.png,0,generic_soft_moe,0.0,81.50055028876181,46.06880223140988
1,cju16ach3m1da0993r1dq3sn2.png,2,generic_soft_moe,0.0,56.88744145997956,37.304763772740074
1,cju171py4qiha0835u8sl59ds.png,7,generic_soft_moe,0.23425692695214106,72.54636950777115,27.159128066746508
1,cju17g6ykn1cs0993dww6qdi8.png,7,generic_soft_moe,0.05590851334180432,52.32590180780452,29.19303176226556
1,cju183od81ff608017ekzif89.png,5,generic_soft_moe,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,generic_soft_moe,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,generic_soft_moe,0.21428571428571427,46.760451118536,20.008006816195326
1,cju1d50a94qf50855wsowacrc.png,4,generic_soft_moe,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,generic_soft_moe,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,generic_soft_moe,0.0,79.82605615238494,43.34397820935001
1,cju1gv7106qd008784gk603mg.png,1,generic_soft_moe,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,generic_soft_moe,0.0,74.71268649983972,56.14985503647637
1,cju2i6acqvo6l0799u20fift8.png,5,generic_soft_moe,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,generic_soft_moe,0.017595307917888565,77.9201211939801,41.907303023376194
1,cju2omjpeqj5a0988pjdlb8l1.png,2,generic_soft_moe,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,generic_hard_routing,0.0,93.34527452645696,55.25806047262957
1,cju13cgqmnhwn0988yrainhcp.png,0,generic_hard_routing,0.0,81.50055028876181,46.06880223140988
1,cju16ach3m1da0993r1dq3sn2.png,2,generic_hard_routing,0.0,nan,nan
1,cju171py4qiha0835u8sl59ds.png,7,generic_hard_routing,0.0,nan,nan
1,cju17g6ykn1cs0993dww6qdi8.png,7,generic_hard_routing,0.05590851334180432,52.32590180780452,29.19303176226556
1,cju183od81ff608017ekzif89.png,5,generic_hard_routing,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,generic_hard_routing,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,generic_hard_routing,0.21428571428571427,46.760451118536,20.008006816195326
1,cju1d50a94qf50855wsowacrc.png,4,generic_hard_routing,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,generic_hard_routing,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,generic_hard_routing,0.0,79.82605615238494,43.34397820935001
1,cju1gv7106qd008784gk603mg.png,1,generic_hard_routing,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,generic_hard_routing,0.0,nan,nan
1,cju2i6acqvo6l0799u20fift8.png,5,generic_hard_routing,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,generic_hard_routing,0.0,nan,nan
1,cju2omjpeqj5a0988pjdlb8l1.png,2,generic_hard_routing,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,direct_d4_equivariant_unet,0.0,nan,nan
1,cju13cgqmnhwn0988yrainhcp.png,0,direct_d4_equivariant_unet,0.0,nan,nan
1,cju16ach3m1da0993r1dq3sn2.png,2,direct_d4_equivariant_unet,0.0,nan,nan
1,cju171py4qiha0835u8sl59ds.png,7,direct_d4_equivariant_unet,0.0,nan,nan
1,cju17g6ykn1cs0993dww6qdi8.png,7,direct_d4_equivariant_unet,0.0,nan,nan
1,cju183od81ff608017ekzif89.png,5,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1d50a94qf50855wsowacrc.png,4,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1gv7106qd008784gk603mg.png,1,direct_d4_equivariant_unet,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,direct_d4_equivariant_unet,0.0,nan,nan
1,cju2i6acqvo6l0799u20fift8.png,5,direct_d4_equivariant_unet,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,direct_d4_equivariant_unet,0.0,nan,nan
1,cju2omjpeqj5a0988pjdlb8l1.png,2,direct_d4_equivariant_unet,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,d4_test_time_augmentation,0.0,nan,nan
1,cju13cgqmnhwn0988yrainhcp.png,0,d4_test_time_augmentation,0.0,nan,nan
1,cju16ach3m1da0993r1dq3sn2.png,2,d4_test_time_augmentation,0.0,nan,nan
1,cju171py4qiha0835u8sl59ds.png,7,d4_test_time_augmentation,0.0,nan,nan
1,cju17g6ykn1cs0993dww6qdi8.png,7,d4_test_time_augmentation,0.0,nan,nan
1,cju183od81ff608017ekzif89.png,5,d4_test_time_augmentation,0.0,nan,nan
1,cju1c0qb4tzi308355wtsnp0y.png,2,d4_test_time_augmentation,0.0,nan,nan
1,cju1cyjb5qtie0993njqne9m3.png,3,d4_test_time_augmentation,0.0,nan,nan
1,cju1d50a94qf50855wsowacrc.png,4,d4_test_time_augmentation,0.0,nan,nan
1,cju1fb9236a110801yvg0fwju.png,5,d4_test_time_augmentation,0.0,nan,nan
1,cju1ftaji6isw0855108yqcse.png,0,d4_test_time_augmentation,0.0,nan,nan
1,cju1gv7106qd008784gk603mg.png,1,d4_test_time_augmentation,0.0,nan,nan
1,cju1hirfi7ekp0855q0vgm9qq.png,6,d4_test_time_augmentation,0.0,nan,nan
1,cju2i6acqvo6l0799u20fift8.png,5,d4_test_time_augmentation,0.0,nan,nan
1,cju2nguelpmlj0835rojdn097.png,6,d4_test_time_augmentation,0.0,nan,nan
1,cju2omjpeqj5a0988pjdlb8l1.png,2,d4_test_time_augmentation,0.0,nan,nan
1,cju0ue769mxii08019zqgdbxn.png,3,supplied_chart_canonicalize_pool_retransport,0.0,90.52071586106685,49.755678893752595
1,cju13cgqmnhwn0988yrainhcp.png,0,supplied_chart_canonicalize_pool_retransport,0.0,84.64923693003126,55.659070718362194
1,cju16ach3m1da0993r1dq3sn2.png,2,supplied_chart_canonicalize_pool_retransport,0.0,57.383755432955056,39.93599609332075
1,cju171py4qiha0835u8sl59ds.png,7,supplied_chart_canonicalize_pool_retransport,0.2735294117647059,66.50357884617235,23.514668964430903
1,cju17g6ykn1cs0993dww6qdi8.png,7,supplied_chart_canonicalize_pool_retransport,0.0,58.182901149342726,34.99429457869663
1,cju183od81ff608017ekzif89.png,5,supplied_chart_canonicalize_pool_retransport,0.0,85.26705152559727,44.279818706960405
1,cju1c0qb4tzi308355wtsnp0y.png,2,supplied_chart_canonicalize_pool_retransport,0.0,59.58144499762309,30.97765537790924
1,cju1cyjb5qtie0993njqne9m3.png,3,supplied_chart_canonicalize_pool_retransport,0.25,54.0,20.064543733578798
1,cju1d50a94qf50855wsowacrc.png,4,supplied_chart_canonicalize_pool_retransport,0.0,118.26648941530827,68.8313876880449
1,cju1fb9236a110801yvg0fwju.png,5,supplied_chart_canonicalize_pool_retransport,0.03428571428571429,54.0,30.08656858869757
1,cju1ftaji6isw0855108yqcse.png,0,supplied_chart_canonicalize_pool_retransport,0.0,80.38986476357907,41.797116394650814
1,cju1gv7106qd008784gk603mg.png,1,supplied_chart_canonicalize_pool_retransport,0.0,97.33866422622009,37.01385223928135
1,cju1hirfi7ekp0855q0vgm9qq.png,6,supplied_chart_canonicalize_pool_retransport,0.0,76.2220657620331,59.25169750477762
1,cju2i6acqvo6l0799u20fift8.png,5,supplied_chart_canonicalize_pool_retransport,0.0,65.91465805938427,49.030712187011794
