observation_id,evidence_label,corpus_seed,setting_family,fusion_method,reference_accuracy,observed_accuracy,ordinary_fusion_harmful,ordinary_fusion_safe,gauge_sync_sufficient,branch_lift_beneficial,projective_rank_expansion_required,abstention_recommended,ordinary_prediction_disagreement,estimated_period,estimated_index,candidate_capacity,controlled_structural_residual,capacity_divisible_by_index,controlled_projective_indicator,fusion_parameter_multiplier,mean_heldout_pairwise_residual,mean_inverse_consistency_residual,global_synchronization_residual,mean_parameter_distance,max_loop_holonomy_norm,loop_commutator_norm,mean_loop_spectral_radius,mean_loop_absolute_phase,centrality_residual,torsion_confidence,cocycle_residual,coboundary_residual,bootstrap_stability,natural_connection_trivial_indicator
D0178,controlled_on_real_features,0,period3_index3,parameter_matched_generic_unitary,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,3.0,1.5389854013392326e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389854013392326e-07,1.0,5.960464477539064e-08,1.0,1.0,0.0
D0179,controlled_on_real_features,0,period3_index3,random_branch_control,0.6890000104904175,0.1360000073909759,1,0,0,1,0,1,0.6183750033378601,3.0,3.0,3.0,1.5389854013392326e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389854013392326e-07,1.0,5.960464477539064e-08,1.0,1.0,0.0
D0180,controlled_on_real_features,0,period3_index3,wrong_cocycle_control,0.6890000104904175,0.2360000014305114,1,0,0,1,0,1,0.6216250061988831,3.0,3.0,3.0,1.5389854013392326e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389854013392326e-07,1.0,5.960464477539064e-08,1.0,1.0,0.0
D0181,controlled_on_real_features,0,period3_index3,wrong_projective_representation,0.6890000104904175,0.6000000238418579,1,0,0,1,0,1,0.5362499952316284,3.0,3.0,3.0,1.5389854013392326e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389854013392326e-07,1.0,5.960464477539064e-08,1.0,1.0,0.0
D0182,controlled_on_real_features,0,period3_index3,ensemble_upper_bound,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,3.0,1.5389854013392326e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389854013392326e-07,1.0,5.960464477539064e-08,1.0,1.0,0.0
D0183,controlled_on_real_features,0,period3_index3,oracle_coherent_lift,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,3.0,1.5389854013392326e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389854013392326e-07,1.0,5.960464477539064e-08,1.0,1.0,0.0
D0184,controlled_on_real_features,0,period3_index3,ordinary_same_capacity,0.6890000104904175,0.4370000064373016,1,0,0,1,1,1,0.6308749914169312,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0185,controlled_on_real_features,0,period3_index3,coherent_projective_lift,0.6890000104904175,0.6330000162124634,1,0,0,1,1,1,0.26737499237060547,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0186,controlled_on_real_features,0,period3_index3,parameter_matched_generic_unitary,0.6890000104904175,0.6890000104904175,0,1,0,1,1,0,0.24687498807907104,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0187,controlled_on_real_features,0,period3_index3,random_branch_control,0.6890000104904175,0.5189999938011169,1,0,0,1,1,1,0.5883750021457672,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0188,controlled_on_real_features,0,period3_index3,wrong_cocycle_control,0.6890000104904175,0.2569999992847442,1,0,0,1,1,1,0.6042500138282776,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0189,controlled_on_real_features,0,period3_index3,wrong_projective_representation,0.6890000104904175,0.5220000147819519,1,0,0,1,1,1,0.5946249961853027,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0190,controlled_on_real_features,0,period3_index3,ensemble_upper_bound,0.6890000104904175,0.6890000104904175,0,1,0,1,1,0,0.24687498807907104,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0191,controlled_on_real_features,0,period3_index3,oracle_coherent_lift,0.6890000104904175,0.6890000104904175,0,1,0,1,1,0,0.24687498807907104,3.0,3.0,4.0,0.5,0.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,0.5,0.0,5.161913918527716e-08,0.0,1.0,0.0
D0192,controlled_on_real_features,0,period3_index3,ordinary_same_capacity,0.6890000104904175,0.4589999914169311,1,0,0,1,0,1,0.6472499966621399,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0193,controlled_on_real_features,0,period3_index3,coherent_projective_lift,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0194,controlled_on_real_features,0,period3_index3,parameter_matched_generic_unitary,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0195,controlled_on_real_features,0,period3_index3,random_branch_control,0.6890000104904175,0.2179999947547912,1,0,0,1,0,1,0.6151250004768372,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0196,controlled_on_real_features,0,period3_index3,wrong_cocycle_control,0.6890000104904175,0.1689999997615814,1,0,0,1,0,1,0.5706250071525574,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0197,controlled_on_real_features,0,period3_index3,wrong_projective_representation,0.6890000104904175,0.5649999976158142,1,0,0,1,0,1,0.5746249854564667,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0198,controlled_on_real_features,0,period3_index3,ensemble_upper_bound,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0199,controlled_on_real_features,0,period3_index3,oracle_coherent_lift,0.6890000104904175,0.6890000104904175,0,1,0,1,0,0,0.24687498807907104,3.0,3.0,6.0,1.5389852592306855e-07,1.0,1.0,1.0,0.8168120123445988,9.499294232487696e-07,0.0315774726415319,0.7066647027220044,1.5538902289335963e-06,1.1007763305315166e-06,1.0000013354545767,4.608493631799271e-07,1.5389852592306855e-07,1.0,4.214684423686776e-08,1.0,1.0,0.0
D0200,controlled_on_real_features,1,period2_index2,ordinary_same_capacity,0.6859999895095825,0.6790000200271606,0,1,0,0,1,1,0.22587502002716064,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0201,controlled_on_real_features,1,period2_index2,coherent_projective_lift,0.6859999895095825,0.6790000200271606,0,1,0,0,1,0,0.22587502002716064,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0202,controlled_on_real_features,1,period2_index2,parameter_matched_generic_unitary,0.6859999895095825,0.6859999895095825,0,1,0,0,1,0,0.2471250295639038,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0203,controlled_on_real_features,1,period2_index2,random_branch_control,0.6859999895095825,0.5920000076293945,1,0,0,0,1,1,0.11349999904632568,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0204,controlled_on_real_features,1,period2_index2,wrong_cocycle_control,0.6859999895095825,0.1000000014901161,1,0,0,0,1,1,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0205,controlled_on_real_features,1,period2_index2,wrong_projective_representation,0.6859999895095825,0.6790000200271606,0,1,0,0,1,0,0.22587502002716064,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0206,controlled_on_real_features,1,period2_index2,ensemble_upper_bound,0.6859999895095825,0.6859999895095825,0,1,0,0,1,0,0.2471250295639038,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0207,controlled_on_real_features,1,period2_index2,oracle_coherent_lift,0.6859999895095825,0.6859999895095825,0,1,0,0,1,0,0.2471250295639038,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0208,controlled_on_real_features,1,period2_index2,ordinary_same_capacity,0.6859999895095825,0.221000000834465,1,0,0,1,0,1,0.6703749895095825,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0209,controlled_on_real_features,1,period2_index2,coherent_projective_lift,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0210,controlled_on_real_features,1,period2_index2,parameter_matched_generic_unitary,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0211,controlled_on_real_features,1,period2_index2,random_branch_control,0.6859999895095825,0.003000000026077,1,0,0,1,0,1,0.6441250145435333,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0212,controlled_on_real_features,1,period2_index2,wrong_cocycle_control,0.6859999895095825,0.0020000000949949,1,0,0,1,0,1,0.4177500009536743,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0213,controlled_on_real_features,1,period2_index2,wrong_projective_representation,0.6859999895095825,0.5370000004768372,1,0,0,1,0,1,0.5482499897480011,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0214,controlled_on_real_features,1,period2_index2,ensemble_upper_bound,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0215,controlled_on_real_features,1,period2_index2,oracle_coherent_lift,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0216,controlled_on_real_features,1,period2_index2,ordinary_same_capacity,0.6859999895095825,0.5320000052452087,1,0,0,1,1,1,0.6349999904632568,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0217,controlled_on_real_features,1,period2_index2,coherent_projective_lift,0.6859999895095825,0.6320000290870667,1,0,0,1,1,1,0.28125,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0218,controlled_on_real_features,1,period2_index2,parameter_matched_generic_unitary,0.6859999895095825,0.6859999895095825,0,1,0,1,1,0,0.2471250295639038,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0219,controlled_on_real_features,1,period2_index2,random_branch_control,0.6859999895095825,0.2569999992847442,1,0,0,1,1,1,0.6290000081062317,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0220,controlled_on_real_features,1,period2_index2,wrong_cocycle_control,0.6859999895095825,0.0020000000949949,1,0,0,1,1,1,0.3046249747276306,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0221,controlled_on_real_features,1,period2_index2,wrong_projective_representation,0.6859999895095825,0.5509999990463257,1,0,0,1,1,1,0.557875007390976,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0222,controlled_on_real_features,1,period2_index2,ensemble_upper_bound,0.6859999895095825,0.6859999895095825,0,1,0,1,1,0,0.2471250295639038,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0223,controlled_on_real_features,1,period2_index2,oracle_coherent_lift,0.6859999895095825,0.6859999895095825,0,1,0,1,1,0,0.2471250295639038,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0224,controlled_on_real_features,1,period2_index2,ordinary_same_capacity,0.6859999895095825,0.221000000834465,1,0,0,1,0,1,0.6463750004768372,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0225,controlled_on_real_features,1,period2_index2,coherent_projective_lift,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0226,controlled_on_real_features,1,period2_index2,parameter_matched_generic_unitary,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0227,controlled_on_real_features,1,period2_index2,random_branch_control,0.6859999895095825,0.1049999967217445,1,0,0,1,0,1,0.6747500002384186,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0228,controlled_on_real_features,1,period2_index2,wrong_cocycle_control,0.6859999895095825,0.0020000000949949,1,0,0,1,0,1,0.4177500009536743,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0229,controlled_on_real_features,1,period2_index2,wrong_projective_representation,0.6859999895095825,0.5479999780654907,1,0,0,1,0,1,0.5923750102519989,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0230,controlled_on_real_features,1,period2_index2,ensemble_upper_bound,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0231,controlled_on_real_features,1,period2_index2,oracle_coherent_lift,0.6859999895095825,0.6859999895095825,0,1,0,1,0,0,0.2471250295639038,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0232,controlled_on_real_features,1,period2_index4,ordinary_same_capacity,0.6859999895095825,0.7070000171661377,0,1,0,0,1,1,0.3373749852180481,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0233,controlled_on_real_features,1,period2_index4,coherent_projective_lift,0.6859999895095825,0.7070000171661377,0,1,0,0,1,0,0.3373749852180481,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0234,controlled_on_real_features,1,period2_index4,parameter_matched_generic_unitary,0.6859999895095825,0.6859999895095825,0,1,0,0,1,0,0.2471250295639038,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0235,controlled_on_real_features,1,period2_index4,random_branch_control,0.6859999895095825,0.6850000023841858,0,1,0,0,1,0,0.2250000238418579,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0236,controlled_on_real_features,1,period2_index4,wrong_cocycle_control,0.6859999895095825,0.1000000014901161,1,0,0,0,1,1,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0237,controlled_on_real_features,1,period2_index4,wrong_projective_representation,0.6859999895095825,0.6790000200271606,0,1,0,0,1,0,0.22587502002716064,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0238,controlled_on_real_features,1,period2_index4,ensemble_upper_bound,0.6859999895095825,0.6859999895095825,0,1,0,0,1,0,0.2471250295639038,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0239,controlled_on_real_features,1,period2_index4,oracle_coherent_lift,0.6859999895095825,0.6859999895095825,0,1,0,0,1,0,0.2471250295639038,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.8217456942158086,9.555994761204341e-07,0.0331561467942914,0.7051042595079967,1.4941324479877949e-06,1.106474314838124e-06,1.0000014964813762,4.2551720624255e-07,1.0,0.0,0.0,0.0,1.0,0.0
