outcome,feature_set,fold_index,feature,logistic_coefficient_standardized
ordinary_fusion_harmful,full_holonomy_projective,7,mean_inverse_consistency_residual,0.04490309101121594
ordinary_fusion_harmful,full_holonomy_projective,7,global_synchronization_residual,0.037473261410082774
ordinary_fusion_harmful,full_holonomy_projective,7,ordinary_prediction_disagreement,2.1007481243796318
ordinary_fusion_harmful,full_holonomy_projective,7,mean_parameter_distance,-0.021514955334340363
ordinary_fusion_harmful,full_holonomy_projective,7,max_loop_holonomy_norm,-0.021160172734802443
ordinary_fusion_harmful,full_holonomy_projective,7,loop_commutator_norm,-0.04254702332043424
ordinary_fusion_harmful,full_holonomy_projective,7,mean_loop_spectral_radius,-0.04711501390005743
ordinary_fusion_harmful,full_holonomy_projective,7,mean_loop_absolute_phase,-0.010072299244845557
ordinary_fusion_harmful,full_holonomy_projective,7,centrality_residual,0.713655147769892
ordinary_fusion_harmful,full_holonomy_projective,7,torsion_confidence,0.4744943432296919
ordinary_fusion_harmful,full_holonomy_projective,7,cocycle_residual,-0.09944816361319854
ordinary_fusion_harmful,full_holonomy_projective,7,coboundary_residual,0.16825199563273643
ordinary_fusion_harmful,full_holonomy_projective,7,bootstrap_stability,-0.43816594616777627
ordinary_fusion_harmful,full_holonomy_projective,7,estimated_period,-0.42377744175562015
ordinary_fusion_harmful,full_holonomy_projective,7,estimated_index,-1.0933141220690255
ordinary_fusion_harmful,full_holonomy_projective,7,candidate_capacity,0.6474204284055347
ordinary_fusion_harmful,full_holonomy_projective,7,controlled_structural_residual,0.7136543090207835
ordinary_fusion_harmful,full_holonomy_projective,8,mean_heldout_pairwise_residual,0.032559179878474974
ordinary_fusion_harmful,full_holonomy_projective,8,mean_inverse_consistency_residual,0.05463485064700039
ordinary_fusion_harmful,full_holonomy_projective,8,global_synchronization_residual,0.012143565400782253
ordinary_fusion_harmful,full_holonomy_projective,8,ordinary_prediction_disagreement,2.3452150268961915
ordinary_fusion_harmful,full_holonomy_projective,8,mean_parameter_distance,-0.03372016246882834
ordinary_fusion_harmful,full_holonomy_projective,8,max_loop_holonomy_norm,-0.042328159274185255
ordinary_fusion_harmful,full_holonomy_projective,8,loop_commutator_norm,-0.07458542665834622
ordinary_fusion_harmful,full_holonomy_projective,8,mean_loop_spectral_radius,-0.0692182770513885
ordinary_fusion_harmful,full_holonomy_projective,8,mean_loop_absolute_phase,0.013499465866427241
ordinary_fusion_harmful,full_holonomy_projective,8,centrality_residual,0.18247450656130587
ordinary_fusion_harmful,full_holonomy_projective,8,torsion_confidence,-0.10582953400640985
ordinary_fusion_harmful,full_holonomy_projective,8,cocycle_residual,-0.011817358763461426
ordinary_fusion_harmful,full_holonomy_projective,8,coboundary_residual,-0.10582953400640985
ordinary_fusion_harmful,full_holonomy_projective,8,bootstrap_stability,0.0
ordinary_fusion_harmful,full_holonomy_projective,8,estimated_period,-0.00957568789951975
ordinary_fusion_harmful,full_holonomy_projective,8,estimated_index,-0.4135058956488686
ordinary_fusion_harmful,full_holonomy_projective,8,candidate_capacity,-0.048009058713994024
ordinary_fusion_harmful,full_holonomy_projective,8,controlled_structural_residual,0.18247450656130587
ordinary_fusion_harmful,full_holonomy_projective,9,mean_heldout_pairwise_residual,0.018862563518710924
ordinary_fusion_harmful,full_holonomy_projective,9,mean_inverse_consistency_residual,0.04655639952508451
ordinary_fusion_harmful,full_holonomy_projective,9,global_synchronization_residual,0.012598754801644073
ordinary_fusion_harmful,full_holonomy_projective,9,ordinary_prediction_disagreement,2.5016826997624
ordinary_fusion_harmful,full_holonomy_projective,9,mean_parameter_distance,-0.019872134698669632
ordinary_fusion_harmful,full_holonomy_projective,9,max_loop_holonomy_norm,-0.026753149145405247
ordinary_fusion_harmful,full_holonomy_projective,9,loop_commutator_norm,-0.06038360916015231
ordinary_fusion_harmful,full_holonomy_projective,9,mean_loop_spectral_radius,-0.05609489157344045
ordinary_fusion_harmful,full_holonomy_projective,9,mean_loop_absolute_phase,0.015212901454468858
ordinary_fusion_harmful,full_holonomy_projective,9,centrality_residual,0.5836630682008633
ordinary_fusion_harmful,full_holonomy_projective,9,torsion_confidence,0.39018051557767336
ordinary_fusion_harmful,full_holonomy_projective,9,cocycle_residual,0.04340248852798807
ordinary_fusion_harmful,full_holonomy_projective,9,coboundary_residual,-0.15204379362858964
ordinary_fusion_harmful,full_holonomy_projective,9,bootstrap_stability,-0.7513756277013445
ordinary_fusion_harmful,full_holonomy_projective,9,estimated_period,-0.050195101019263125
ordinary_fusion_harmful,full_holonomy_projective,9,estimated_index,-1.1319909843206757
ordinary_fusion_harmful,full_holonomy_projective,9,candidate_capacity,0.7242342170578009
ordinary_fusion_harmful,full_holonomy_projective,9,controlled_structural_residual,0.5836619843032385
ordinary_fusion_harmful,full_holonomy_projective,10,mean_heldout_pairwise_residual,0.03232256078646969
ordinary_fusion_harmful,full_holonomy_projective,10,mean_inverse_consistency_residual,0.04840417765391888
ordinary_fusion_harmful,full_holonomy_projective,10,global_synchronization_residual,-0.008858712208953554
ordinary_fusion_harmful,full_holonomy_projective,10,ordinary_prediction_disagreement,2.7230433790939155
ordinary_fusion_harmful,full_holonomy_projective,10,mean_parameter_distance,-0.04575860101853093
ordinary_fusion_harmful,full_holonomy_projective,10,max_loop_holonomy_norm,-0.04606629800891355
ordinary_fusion_harmful,full_holonomy_projective,10,loop_commutator_norm,-0.08021578329906352
ordinary_fusion_harmful,full_holonomy_projective,10,mean_loop_spectral_radius,-0.08505458550732943
ordinary_fusion_harmful,full_holonomy_projective,10,mean_loop_absolute_phase,0.03140241778073575
ordinary_fusion_harmful,full_holonomy_projective,10,centrality_residual,0.5611587329669283
ordinary_fusion_harmful,full_holonomy_projective,10,torsion_confidence,0.24687169453274832
ordinary_fusion_harmful,full_holonomy_projective,10,cocycle_residual,0.024320169394895164
ordinary_fusion_harmful,full_holonomy_projective,10,coboundary_residual,-0.2582829825661626
ordinary_fusion_harmful,full_holonomy_projective,10,bootstrap_stability,-0.7092580399058559
ordinary_fusion_harmful,full_holonomy_projective,10,estimated_period,-0.502914985772134
ordinary_fusion_harmful,full_holonomy_projective,10,estimated_index,-0.502914985772134
ordinary_fusion_harmful,full_holonomy_projective,10,candidate_capacity,1.0077316061555295
ordinary_fusion_harmful,full_holonomy_projective,10,controlled_structural_residual,0.5611576264236099
ordinary_fusion_harmful,full_holonomy_projective,11,mean_heldout_pairwise_residual,0.026743421870514875
ordinary_fusion_harmful,full_holonomy_projective,11,mean_inverse_consistency_residual,0.04534445490929529
ordinary_fusion_harmful,full_holonomy_projective,11,global_synchronization_residual,0.02576621969131662
ordinary_fusion_harmful,full_holonomy_projective,11,ordinary_prediction_disagreement,2.1368005513566217
ordinary_fusion_harmful,full_holonomy_projective,11,mean_parameter_distance,-0.017359387820159677
ordinary_fusion_harmful,full_holonomy_projective,11,max_loop_holonomy_norm,-0.030737605093547848
ordinary_fusion_harmful,full_holonomy_projective,11,loop_commutator_norm,-0.051055466837347775
ordinary_fusion_harmful,full_holonomy_projective,11,mean_loop_spectral_radius,-0.03852050733866265
ordinary_fusion_harmful,full_holonomy_projective,11,mean_loop_absolute_phase,-0.006094889653596399
ordinary_fusion_harmful,full_holonomy_projective,11,centrality_residual,0.6214346384631261
ordinary_fusion_harmful,full_holonomy_projective,11,torsion_confidence,0.39406778664217673
ordinary_fusion_harmful,full_holonomy_projective,11,cocycle_residual,0.05606803319647123
ordinary_fusion_harmful,full_holonomy_projective,11,coboundary_residual,0.052052479703100014
ordinary_fusion_harmful,full_holonomy_projective,11,bootstrap_stability,-0.47775094058206746
ordinary_fusion_harmful,full_holonomy_projective,11,estimated_period,-0.4628560476582623
ordinary_fusion_harmful,full_holonomy_projective,11,estimated_index,-1.0254824636878788
ordinary_fusion_harmful,full_holonomy_projective,11,candidate_capacity,0.6976990928080443
ordinary_fusion_harmful,full_holonomy_projective,11,controlled_structural_residual,0.6214337924451504
ordinary_fusion_harmful,full_holonomy_projective,12,mean_heldout_pairwise_residual,0.05090039814878472
ordinary_fusion_harmful,full_holonomy_projective,12,mean_inverse_consistency_residual,-0.002774673143735674
ordinary_fusion_harmful,full_holonomy_projective,12,global_synchronization_residual,0.00278188639313237
ordinary_fusion_harmful,full_holonomy_projective,12,ordinary_prediction_disagreement,2.34490911675364
ordinary_fusion_harmful,full_holonomy_projective,12,mean_parameter_distance,-0.06565907601824128
ordinary_fusion_harmful,full_holonomy_projective,12,max_loop_holonomy_norm,-0.022505636231371123
ordinary_fusion_harmful,full_holonomy_projective,12,loop_commutator_norm,-0.07020259940454397
ordinary_fusion_harmful,full_holonomy_projective,12,mean_loop_spectral_radius,-0.055606191783643864
ordinary_fusion_harmful,full_holonomy_projective,12,mean_loop_absolute_phase,0.00902295370940149
ordinary_fusion_harmful,full_holonomy_projective,12,centrality_residual,0.1458552311663957
ordinary_fusion_harmful,full_holonomy_projective,12,torsion_confidence,-0.11669707067602379
ordinary_fusion_harmful,full_holonomy_projective,12,cocycle_residual,-0.16728077676286957
ordinary_fusion_harmful,full_holonomy_projective,12,coboundary_residual,-0.11669707067602379
ordinary_fusion_harmful,full_holonomy_projective,12,bootstrap_stability,0.0
ordinary_fusion_harmful,full_holonomy_projective,12,estimated_period,-0.01933086337916709
ordinary_fusion_harmful,full_holonomy_projective,12,estimated_index,-0.4217329189118091
ordinary_fusion_harmful,full_holonomy_projective,12,candidate_capacity,-0.11925332319961152
ordinary_fusion_harmful,full_holonomy_projective,12,controlled_structural_residual,0.1458552311663957
ordinary_fusion_harmful,full_holonomy_projective,13,mean_heldout_pairwise_residual,0.03089451138898034
ordinary_fusion_harmful,full_holonomy_projective,13,mean_inverse_consistency_residual,0.0036367170196177807
ordinary_fusion_harmful,full_holonomy_projective,13,global_synchronization_residual,-0.0060024203933715155
ordinary_fusion_harmful,full_holonomy_projective,13,ordinary_prediction_disagreement,2.46852551021605
ordinary_fusion_harmful,full_holonomy_projective,13,mean_parameter_distance,-0.04347457903280684
ordinary_fusion_harmful,full_holonomy_projective,13,max_loop_holonomy_norm,-0.01824943350001292
ordinary_fusion_harmful,full_holonomy_projective,13,loop_commutator_norm,-0.04218893202455373
ordinary_fusion_harmful,full_holonomy_projective,13,mean_loop_spectral_radius,-0.040856457566105245
ordinary_fusion_harmful,full_holonomy_projective,13,mean_loop_absolute_phase,0.010236174810235359
ordinary_fusion_harmful,full_holonomy_projective,13,centrality_residual,0.5612471878188039
ordinary_fusion_harmful,full_holonomy_projective,13,torsion_confidence,0.37551804502518293
ordinary_fusion_harmful,full_holonomy_projective,13,cocycle_residual,-0.09759634367586198
ordinary_fusion_harmful,full_holonomy_projective,13,coboundary_residual,-0.13918353401175854
ordinary_fusion_harmful,full_holonomy_projective,13,bootstrap_stability,-0.7138784350278798
ordinary_fusion_harmful,full_holonomy_projective,13,estimated_period,-0.026279224368770757
ordinary_fusion_harmful,full_holonomy_projective,13,estimated_index,-1.0910519696287848
ordinary_fusion_harmful,full_holonomy_projective,13,candidate_capacity,0.6586114887924854
ordinary_fusion_harmful,full_holonomy_projective,13,controlled_structural_residual,0.5612461556462497
ordinary_fusion_harmful,full_holonomy_projective,14,mean_heldout_pairwise_residual,0.054202756655315945
ordinary_fusion_harmful,full_holonomy_projective,14,mean_inverse_consistency_residual,-0.013644781354628835
ordinary_fusion_harmful,full_holonomy_projective,14,global_synchronization_residual,-0.004562989036559824
ordinary_fusion_harmful,full_holonomy_projective,14,ordinary_prediction_disagreement,2.7315969371157167
ordinary_fusion_harmful,full_holonomy_projective,14,mean_parameter_distance,-0.0779933983924115
ordinary_fusion_harmful,full_holonomy_projective,14,max_loop_holonomy_norm,-0.01734512768175734
ordinary_fusion_harmful,full_holonomy_projective,14,loop_commutator_norm,-0.09007117259224301
ordinary_fusion_harmful,full_holonomy_projective,14,mean_loop_spectral_radius,-0.0745785558307352
ordinary_fusion_harmful,full_holonomy_projective,14,mean_loop_absolute_phase,0.02487208329249525
ordinary_fusion_harmful,full_holonomy_projective,14,centrality_residual,0.6208336169059523
ordinary_fusion_harmful,full_holonomy_projective,14,torsion_confidence,0.26964253736381916
ordinary_fusion_harmful,full_holonomy_projective,14,cocycle_residual,-0.08194226837827175
ordinary_fusion_harmful,full_holonomy_projective,14,coboundary_residual,-0.1965958719681006
ordinary_fusion_harmful,full_holonomy_projective,14,bootstrap_stability,-0.6661686764840862
ordinary_fusion_harmful,full_holonomy_projective,14,estimated_period,-0.517612371363577
ordinary_fusion_harmful,full_holonomy_projective,14,estimated_index,-0.517612371363577
ordinary_fusion_harmful,full_holonomy_projective,14,candidate_capacity,0.9858537723227545
ordinary_fusion_harmful,full_holonomy_projective,14,controlled_structural_residual,0.6208325337458371
ordinary_fusion_harmful,full_holonomy_projective,15,mean_heldout_pairwise_residual,0.03591480643876082
ordinary_fusion_harmful,full_holonomy_projective,15,mean_inverse_consistency_residual,0.008809730067377685
ordinary_fusion_harmful,full_holonomy_projective,15,global_synchronization_residual,0.007697101192608774
ordinary_fusion_harmful,full_holonomy_projective,15,ordinary_prediction_disagreement,2.1242632928360643
ordinary_fusion_harmful,full_holonomy_projective,15,mean_parameter_distance,-0.03942858142532338
ordinary_fusion_harmful,full_holonomy_projective,15,max_loop_holonomy_norm,-0.022757185058903086
ordinary_fusion_harmful,full_holonomy_projective,15,loop_commutator_norm,-0.035271528384030436
ordinary_fusion_harmful,full_holonomy_projective,15,mean_loop_spectral_radius,-0.026140077990289293
ordinary_fusion_harmful,full_holonomy_projective,15,mean_loop_absolute_phase,-0.007013613328205781
ordinary_fusion_harmful,full_holonomy_projective,15,centrality_residual,0.6512767533150297
ordinary_fusion_harmful,full_holonomy_projective,15,torsion_confidence,0.39469229814768014
ordinary_fusion_harmful,full_holonomy_projective,15,cocycle_residual,-0.10128404891337528
ordinary_fusion_harmful,full_holonomy_projective,15,coboundary_residual,0.09403948265082568
ordinary_fusion_harmful,full_holonomy_projective,15,bootstrap_stability,-0.425313621814086
ordinary_fusion_harmful,full_holonomy_projective,15,estimated_period,-0.4105840272872647
ordinary_fusion_harmful,full_holonomy_projective,15,estimated_index,-1.0622446353343935
ordinary_fusion_harmful,full_holonomy_projective,15,candidate_capacity,0.6740914001961261
ordinary_fusion_harmful,full_holonomy_projective,15,controlled_structural_residual,0.6512759532022453
ordinary_fusion_harmful,full_holonomy_projective,16,mean_heldout_pairwise_residual,0.046965825698562405
ordinary_fusion_harmful,full_holonomy_projective,16,mean_inverse_consistency_residual,0.002314327671044728
ordinary_fusion_harmful,full_holonomy_projective,16,global_synchronization_residual,0.04663818272768558
ordinary_fusion_harmful,full_holonomy_projective,16,ordinary_prediction_disagreement,2.3651300294589364
ordinary_fusion_harmful,full_holonomy_projective,16,mean_parameter_distance,-0.03751320487700411
ordinary_fusion_harmful,full_holonomy_projective,16,max_loop_holonomy_norm,0.028377068166343448
ordinary_fusion_harmful,full_holonomy_projective,16,loop_commutator_norm,-0.09123047667582984
ordinary_fusion_harmful,full_holonomy_projective,16,mean_loop_spectral_radius,-0.05452963313951619
ordinary_fusion_harmful,full_holonomy_projective,16,mean_loop_absolute_phase,0.0038773854867324947
ordinary_fusion_harmful,full_holonomy_projective,16,centrality_residual,0.14605611118925332
ordinary_fusion_harmful,full_holonomy_projective,16,torsion_confidence,-0.1309114186573744
ordinary_fusion_harmful,full_holonomy_projective,16,cocycle_residual,-0.047780414402223075
ordinary_fusion_harmful,full_holonomy_projective,16,coboundary_residual,-0.1309114186573744
ordinary_fusion_harmful,full_holonomy_projective,16,bootstrap_stability,0.0
ordinary_fusion_harmful,full_holonomy_projective,16,estimated_period,-0.007340492921549684
ordinary_fusion_harmful,full_holonomy_projective,16,estimated_index,-0.42161029936582267
ordinary_fusion_harmful,full_holonomy_projective,16,candidate_capacity,-0.04902692099366434
ordinary_fusion_harmful,full_holonomy_projective,16,controlled_structural_residual,0.14605611118925332
ordinary_fusion_harmful,full_holonomy_projective,17,mean_heldout_pairwise_residual,0.02393787165308411
ordinary_fusion_harmful,full_holonomy_projective,17,mean_inverse_consistency_residual,0.007940418082193198
ordinary_fusion_harmful,full_holonomy_projective,17,global_synchronization_residual,0.03324672389274215
ordinary_fusion_harmful,full_holonomy_projective,17,ordinary_prediction_disagreement,2.535367564645209
ordinary_fusion_harmful,full_holonomy_projective,17,mean_parameter_distance,-0.017292854902595037
ordinary_fusion_harmful,full_holonomy_projective,17,max_loop_holonomy_norm,0.024896080654939815
ordinary_fusion_harmful,full_holonomy_projective,17,loop_commutator_norm,-0.060674515437192704
ordinary_fusion_harmful,full_holonomy_projective,17,mean_loop_spectral_radius,-0.03909715803559186
ordinary_fusion_harmful,full_holonomy_projective,17,mean_loop_absolute_phase,0.006834390436532635
ordinary_fusion_harmful,full_holonomy_projective,17,centrality_residual,0.5556432612120574
ordinary_fusion_harmful,full_holonomy_projective,17,torsion_confidence,0.36749885347985245
ordinary_fusion_harmful,full_holonomy_projective,17,cocycle_residual,0.011247310537309888
ordinary_fusion_harmful,full_holonomy_projective,17,coboundary_residual,-0.17532095516569493
ordinary_fusion_harmful,full_holonomy_projective,17,bootstrap_stability,-0.7345638886671557
ordinary_fusion_harmful,full_holonomy_projective,17,estimated_period,-0.03479499480498863
ordinary_fusion_harmful,full_holonomy_projective,17,estimated_index,-1.140801368670721
ordinary_fusion_harmful,full_holonomy_projective,17,candidate_capacity,0.7346987826929043
ordinary_fusion_harmful,full_holonomy_projective,17,controlled_structural_residual,0.5556421993815879
ordinary_fusion_harmful,full_holonomy_projective,18,mean_heldout_pairwise_residual,0.05243172338172288
ordinary_fusion_harmful,full_holonomy_projective,18,mean_inverse_consistency_residual,-0.012711659555659472
ordinary_fusion_harmful,full_holonomy_projective,18,global_synchronization_residual,0.036057896274500324
ordinary_fusion_harmful,full_holonomy_projective,18,ordinary_prediction_disagreement,2.693808794324146
ordinary_fusion_harmful,full_holonomy_projective,18,mean_parameter_distance,-0.05448306318113008
ordinary_fusion_harmful,full_holonomy_projective,18,max_loop_holonomy_norm,0.03326083758314112
ordinary_fusion_harmful,full_holonomy_projective,18,loop_commutator_norm,-0.10566859078472725
ordinary_fusion_harmful,full_holonomy_projective,18,mean_loop_spectral_radius,-0.07452416207265865
ordinary_fusion_harmful,full_holonomy_projective,18,mean_loop_absolute_phase,0.019681636178345948
ordinary_fusion_harmful,full_holonomy_projective,18,centrality_residual,0.5488905681219447
ordinary_fusion_harmful,full_holonomy_projective,18,torsion_confidence,0.2552179815366437
ordinary_fusion_harmful,full_holonomy_projective,18,cocycle_residual,0.018146474854071327
ordinary_fusion_harmful,full_holonomy_projective,18,coboundary_residual,-0.27244925456151337
ordinary_fusion_harmful,full_holonomy_projective,18,bootstrap_stability,-0.6911475315339043
ordinary_fusion_harmful,full_holonomy_projective,18,estimated_period,-0.4962988909105692
ordinary_fusion_harmful,full_holonomy_projective,18,estimated_index,-0.4962988909105692
ordinary_fusion_harmful,full_holonomy_projective,18,candidate_capacity,1.0001205845046828
ordinary_fusion_harmful,full_holonomy_projective,18,controlled_structural_residual,0.5488894794388344
ordinary_fusion_harmful,full_holonomy_projective,19,mean_heldout_pairwise_residual,0.031130324606437842
ordinary_fusion_harmful,full_holonomy_projective,19,mean_inverse_consistency_residual,0.013159149977539893
ordinary_fusion_harmful,full_holonomy_projective,19,global_synchronization_residual,0.042509147297933626
ordinary_fusion_harmful,full_holonomy_projective,19,ordinary_prediction_disagreement,2.1692575851782885
ordinary_fusion_harmful,full_holonomy_projective,19,mean_parameter_distance,-0.014394626077573759
ordinary_fusion_harmful,full_holonomy_projective,19,max_loop_holonomy_norm,0.01495959630500921
ordinary_fusion_harmful,full_holonomy_projective,19,loop_commutator_norm,-0.053792872387542955
ordinary_fusion_harmful,full_holonomy_projective,19,mean_loop_spectral_radius,-0.0216467348389306
ordinary_fusion_harmful,full_holonomy_projective,19,mean_loop_absolute_phase,-0.011868666336673873
ordinary_fusion_harmful,full_holonomy_projective,19,centrality_residual,0.6075135814978948
ordinary_fusion_harmful,full_holonomy_projective,19,torsion_confidence,0.37517408234517435
ordinary_fusion_harmful,full_holonomy_projective,19,cocycle_residual,0.023882283148415378
ordinary_fusion_harmful,full_holonomy_projective,19,coboundary_residual,0.03975732078489974
ordinary_fusion_harmful,full_holonomy_projective,19,bootstrap_stability,-0.45283279257792153
ordinary_fusion_harmful,full_holonomy_projective,19,estimated_period,-0.4530597593773372
ordinary_fusion_harmful,full_holonomy_projective,19,estimated_index,-1.052973216732834
ordinary_fusion_harmful,full_holonomy_projective,19,candidate_capacity,0.7140529934161093
ordinary_fusion_harmful,full_holonomy_projective,19,controlled_structural_residual,0.607512763537759
ordinary_fusion_harmful,oracle_structural_labels,0,capacity_divisible_by_index,-0.0065090632495007775
ordinary_fusion_harmful,oracle_structural_labels,0,controlled_projective_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,0,natural_connection_trivial_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,0,fusion_parameter_multiplier,0.0
ordinary_fusion_harmful,oracle_structural_labels,1,capacity_divisible_by_index,0.0075766419381694435
ordinary_fusion_harmful,oracle_structural_labels,1,controlled_projective_indicator,-0.19707902647476214
ordinary_fusion_harmful,oracle_structural_labels,1,natural_connection_trivial_indicator,0.19707902647476214
ordinary_fusion_harmful,oracle_structural_labels,1,fusion_parameter_multiplier,0.43483662652196015
ordinary_fusion_harmful,oracle_structural_labels,2,capacity_divisible_by_index,-0.08382687434038351
ordinary_fusion_harmful,oracle_structural_labels,2,controlled_projective_indicator,-0.17425951836847986
ordinary_fusion_harmful,oracle_structural_labels,2,natural_connection_trivial_indicator,0.17425951836848153
ordinary_fusion_harmful,oracle_structural_labels,2,fusion_parameter_multiplier,0.4647191516065667
ordinary_fusion_harmful,oracle_structural_labels,3,capacity_divisible_by_index,0.03807525502543207
ordinary_fusion_harmful,oracle_structural_labels,3,controlled_projective_indicator,-0.21565472661045965
ordinary_fusion_harmful,oracle_structural_labels,3,natural_connection_trivial_indicator,0.21565472661045995
ordinary_fusion_harmful,oracle_structural_labels,3,fusion_parameter_multiplier,0.4490216993870791
ordinary_fusion_harmful,oracle_structural_labels,4,capacity_divisible_by_index,-0.013496659601078174
ordinary_fusion_harmful,oracle_structural_labels,4,controlled_projective_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,4,natural_connection_trivial_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,4,fusion_parameter_multiplier,0.0
ordinary_fusion_harmful,oracle_structural_labels,5,capacity_divisible_by_index,-0.0005631893831532567
ordinary_fusion_harmful,oracle_structural_labels,5,controlled_projective_indicator,-0.1938842567672093
ordinary_fusion_harmful,oracle_structural_labels,5,natural_connection_trivial_indicator,0.1938842567672093
ordinary_fusion_harmful,oracle_structural_labels,5,fusion_parameter_multiplier,0.4348025305958789
ordinary_fusion_harmful,oracle_structural_labels,6,capacity_divisible_by_index,-0.10807485866978035
ordinary_fusion_harmful,oracle_structural_labels,6,controlled_projective_indicator,-0.16490824650625027
ordinary_fusion_harmful,oracle_structural_labels,6,natural_connection_trivial_indicator,0.164908246506248
ordinary_fusion_harmful,oracle_structural_labels,6,fusion_parameter_multiplier,0.4643748958682188
ordinary_fusion_harmful,oracle_structural_labels,7,capacity_divisible_by_index,0.0477885682818374
ordinary_fusion_harmful,oracle_structural_labels,7,controlled_projective_indicator,-0.2194719378869792
ordinary_fusion_harmful,oracle_structural_labels,7,natural_connection_trivial_indicator,0.21947193788697839
ordinary_fusion_harmful,oracle_structural_labels,7,fusion_parameter_multiplier,0.44903007539240897
ordinary_fusion_harmful,oracle_structural_labels,8,capacity_divisible_by_index,0.033752807665425384
ordinary_fusion_harmful,oracle_structural_labels,8,controlled_projective_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,8,natural_connection_trivial_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,8,fusion_parameter_multiplier,0.0
ordinary_fusion_harmful,oracle_structural_labels,9,capacity_divisible_by_index,0.03190584974680851
ordinary_fusion_harmful,oracle_structural_labels,9,controlled_projective_indicator,-0.20643190634137587
ordinary_fusion_harmful,oracle_structural_labels,9,natural_connection_trivial_indicator,0.20643190634137587
ordinary_fusion_harmful,oracle_structural_labels,9,fusion_parameter_multiplier,0.4346413883348178
ordinary_fusion_harmful,oracle_structural_labels,10,capacity_divisible_by_index,-0.02458736193015327
ordinary_fusion_harmful,oracle_structural_labels,10,controlled_projective_indicator,-0.19816606996415081
ordinary_fusion_harmful,oracle_structural_labels,10,natural_connection_trivial_indicator,0.19816606996415023
ordinary_fusion_harmful,oracle_structural_labels,10,fusion_parameter_multiplier,0.4646294213292845
ordinary_fusion_harmful,oracle_structural_labels,11,capacity_divisible_by_index,0.07697983739033382
ordinary_fusion_harmful,oracle_structural_labels,11,controlled_projective_indicator,-0.23070364694913248
ordinary_fusion_harmful,oracle_structural_labels,11,natural_connection_trivial_indicator,0.23070364694913345
ordinary_fusion_harmful,oracle_structural_labels,11,fusion_parameter_multiplier,0.449083567839374
ordinary_fusion_harmful,oracle_structural_labels,12,capacity_divisible_by_index,-0.02024658161737467
ordinary_fusion_harmful,oracle_structural_labels,12,controlled_projective_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,12,natural_connection_trivial_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,12,fusion_parameter_multiplier,0.0
ordinary_fusion_harmful,oracle_structural_labels,13,capacity_divisible_by_index,-0.008700966194562022
ordinary_fusion_harmful,oracle_structural_labels,13,controlled_projective_indicator,-0.19069055116514064
ordinary_fusion_harmful,oracle_structural_labels,13,natural_connection_trivial_indicator,0.19069055116514064
ordinary_fusion_harmful,oracle_structural_labels,13,fusion_parameter_multiplier,0.4347679057360054
ordinary_fusion_harmful,oracle_structural_labels,14,capacity_divisible_by_index,-0.09608583313767445
ordinary_fusion_harmful,oracle_structural_labels,14,controlled_projective_indicator,-0.16968145218318348
ordinary_fusion_harmful,oracle_structural_labels,14,natural_connection_trivial_indicator,0.16968145218318245
ordinary_fusion_harmful,oracle_structural_labels,14,fusion_parameter_multiplier,0.46443147518634637
ordinary_fusion_harmful,oracle_structural_labels,15,capacity_divisible_by_index,0.028369962958650796
ordinary_fusion_harmful,oracle_structural_labels,15,controlled_projective_indicator,-0.21184026496798103
ordinary_fusion_harmful,oracle_structural_labels,15,natural_connection_trivial_indicator,0.21184026496798172
ordinary_fusion_harmful,oracle_structural_labels,15,fusion_parameter_multiplier,0.4490126896579226
ordinary_fusion_harmful,oracle_structural_labels,16,capacity_divisible_by_index,0.03375280766542549
ordinary_fusion_harmful,oracle_structural_labels,16,controlled_projective_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,16,natural_connection_trivial_indicator,0.0
ordinary_fusion_harmful,oracle_structural_labels,16,fusion_parameter_multiplier,0.0
ordinary_fusion_harmful,oracle_structural_labels,17,capacity_divisible_by_index,0.03190584974680825
ordinary_fusion_harmful,oracle_structural_labels,17,controlled_projective_indicator,-0.20643190634137726
ordinary_fusion_harmful,oracle_structural_labels,17,natural_connection_trivial_indicator,0.20643190634137726
ordinary_fusion_harmful,oracle_structural_labels,17,fusion_parameter_multiplier,0.4346413883348127
ordinary_fusion_harmful,oracle_structural_labels,18,capacity_divisible_by_index,-0.02458736193015352
ordinary_fusion_harmful,oracle_structural_labels,18,controlled_projective_indicator,-0.19816606996415076
ordinary_fusion_harmful,oracle_structural_labels,18,natural_connection_trivial_indicator,0.1981660699641502
ordinary_fusion_harmful,oracle_structural_labels,18,fusion_parameter_multiplier,0.46462942132928403
ordinary_fusion_harmful,oracle_structural_labels,19,capacity_divisible_by_index,0.07697983739061541
ordinary_fusion_harmful,oracle_structural_labels,19,controlled_projective_indicator,-0.23070364694918735
