scope,metric,mean_delta_full_minus_baseline,ci_low,ci_high,bootstrap_samples_retained
all_accumulated_rows,auroc,0.09927298981306969,0.036363693527785575,0.17401109501399392,4000
all_accumulated_rows,auprc,0.04462801318752163,0.014249933355966082,0.07847271319626296,4000
all_accumulated_rows,brier_delta,-0.04583274438624347,-0.07005528247748932,-0.026323010837341582,4000
natural_application_A_only,auroc,-0.02734785714285714,-0.042857142857142816,-0.005714285714285672,4000
natural_application_A_only,auprc,-0.007256378854080651,-0.01469304503062141,0.0028241103987507454,4000
natural_application_A_only,brier_delta,-0.1658882258651438,-0.250819277701135,-0.09420590314627775,4000
