seed,perturbation,confidence_threshold,coverage,dice,boundary_dice,selective_risk,chart_accuracy
0,none,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,none,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,none,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,none,0.15000000000000002,0.9375,0.35026131392816623,0.04417898240564396,0.6497386860718337,0.6666666865348816
0,none,0.2,0.8125,0.3619534736850469,0.0465205267324315,0.6380465263149531,0.692307710647583
0,none,0.25,0.5,0.36643913468527123,0.06284122916951025,0.6335608653147288,0.75
0,approximately_symmetric,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,approximately_symmetric,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,approximately_symmetric,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,blur,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,blur,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,blur,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,blur,0.15000000000000002,0.9375,0.35026131392816623,0.04417898240564396,0.6497386860718337,0.6666666865348816
0,blur,0.2,0.75,0.35707336332266454,0.050397237293467456,0.6429266366773354,0.75
0,blur,0.25,0.3125,0.3519373984766688,0.053694581280788176,0.6480626015233313,0.800000011920929
0,noise,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.5625
0,noise,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.5625
0,noise,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.5625
0,noise,0.15000000000000002,0.9375,0.35026131392816623,0.04417898240564396,0.6497386860718337,0.6000000238418579
0,noise,0.2,0.8125,0.3619534736850469,0.0465205267324315,0.6380465263149531,0.6153846383094788
0,noise,0.25,0.1875,0.33031259540764574,0.018062397372742203,0.6696874045923542,0.6666666865348816
0,partial_crop,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,partial_crop,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,partial_crop,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,partial_crop,0.15000000000000002,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.1875
0,partial_crop,0.2,0.75,0.31713773326810063,0.037366585149912084,0.6828622667318993,0.25
0,partial_crop,0.25,0.5,0.2365001464911965,0.013005798673346636,0.7634998535088036,0.375
0,color_shift,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,color_shift,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,color_shift,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,color_shift,0.15000000000000002,0.875,0.35642662064675396,0.044454439674249856,0.6435733793532461,0.7142857313156128
0,color_shift,0.2,0.8125,0.3619534736850469,0.0465205267324315,0.6380465263149531,0.692307710647583
0,color_shift,0.25,0.5,0.36643913468527123,0.06284122916951025,0.6335608653147288,0.75
0,missing_region,0.0,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,missing_region,0.05,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,missing_region,0.1,1.0,0.33395307218669784,0.04141779600529121,0.6660469278133021,0.625
0,missing_region,0.15000000000000002,0.9375,0.35026131392816623,0.04417898240564396,0.6497386860718337,0.6666666865348816
0,missing_region,0.2,0.8125,0.3619534736850469,0.0465205267324315,0.6380465263149531,0.692307710647583
0,missing_region,0.25,0.4375,0.35955463875142973,0.07181854762229743,0.6404453612485703,0.7142857313156128
1,none,0.0,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
1,none,0.05,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
1,none,0.1,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
1,none,0.15000000000000002,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
1,none,0.2,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
1,none,0.25,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
1,none,0.30000000000000004,0.8125,4.427547495709833e-12,0.0,0.9999999999955724,0.692307710647583
1,none,0.35000000000000003,0.625,4.5696086050911314e-12,0.0,0.9999999999954304,0.6000000238418579
1,none,0.4,0.625,4.5696086050911314e-12,0.0,0.9999999999954304,0.6000000238418579
1,none,0.45,0.5,4.811194346610327e-12,0.0,0.9999999999951888,0.625
1,none,0.5,0.5,4.811194346610327e-12,0.0,0.9999999999951888,0.625
1,none,0.55,0.375,4.5428754053271735e-12,0.0,0.9999999999954571,0.6666666865348816
1,none,0.6000000000000001,0.375,4.5428754053271735e-12,0.0,0.9999999999954571,0.6666666865348816
1,none,0.65,0.0625,4.078303425758245e-12,0.0,0.9999999999959217,1.0
1,approximately_symmetric,0.0,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.0625
1,approximately_symmetric,0.05,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.0625
1,approximately_symmetric,0.1,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.0625
1,blur,0.0,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.5625
1,blur,0.05,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.5625
1,blur,0.1,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.5625
1,blur,0.15000000000000002,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.5625
1,blur,0.2,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.5625
1,blur,0.25,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.5625
1,blur,0.30000000000000004,0.75,4.449142828565522e-12,0.0,0.9999999999955509,0.5833333134651184
1,blur,0.35000000000000003,0.625,4.5696086050911314e-12,0.0,0.9999999999954304,0.6000000238418579
1,blur,0.4,0.625,4.5696086050911314e-12,0.0,0.9999999999954304,0.6000000238418579
1,blur,0.45,0.5,4.811194346610327e-12,0.0,0.9999999999951888,0.625
1,blur,0.5,0.5,4.811194346610327e-12,0.0,0.9999999999951888,0.625
1,blur,0.55,0.375,4.5428754053271735e-12,0.0,0.9999999999954571,0.6666666865348816
1,blur,0.6000000000000001,0.3125,5.063928688292216e-12,0.0,0.999999999994936,0.800000011920929
1,blur,0.65,0.0625,4.078303425758245e-12,0.0,0.9999999999959217,1.0
1,noise,0.0,1.0,4.638965591318173e-12,0.0,0.999999999995361,0.625
