collection,layer,gauge_family,source,target,heldout_pairwise_fit,condition_number,inverse_consistency,cycle_residual,centrality,residual_rank,subspace_width
0,block3,cca_whitened,2,3,0.5688405166004511,7.778195191880301,1.1977715235659808e-14,1.3538884703571226,1.8431731972490093,15,24
0,block3,low_rank_subspace,0,1,0.661121469092251,6.117172993400865e+17,1.0696921981435241,1.0486210313837154,0.3496342540010942,24,24
0,block3,low_rank_subspace,0,2,0.6911305567661713,1.4783980828054054e+18,1.0696921981435241,1.0486210313837154,0.3496342540010942,24,24
0,block3,low_rank_subspace,0,3,0.6903096435644434,1.0848357436363846e+18,1.0696921981435241,1.0486210313837154,0.3496342540010942,24,24
0,block3,low_rank_subspace,1,2,0.7225781952641249,4.96547170290998e+17,1.0696921981435241,1.0486210313837154,0.3496342540010942,24,24
0,block3,low_rank_subspace,1,3,0.7375129567214977,5.781721196704486e+17,1.0696921981435241,1.0486210313837154,0.3496342540010942,24,24
0,block3,low_rank_subspace,2,3,0.6854216973592152,6.675745129834816e+17,1.0696921981435241,1.0486210313837154,0.3496342540010942,24,24
0,block4,channel_permutation,0,1,1.0253750768369732,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,block4,channel_permutation,0,2,0.5895849726316368,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,block4,channel_permutation,0,3,0.9011513335683636,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,block4,channel_permutation,1,2,0.9141331186397945,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,block4,channel_permutation,1,3,0.9417645121826201,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,block4,channel_permutation,2,3,0.8803835919134884,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,block4,positive_monomial,0,1,0.7783612849005689,7064.976017363162,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,block4,positive_monomial,0,2,0.5277017103693111,1.967177942567271,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,block4,positive_monomial,0,3,0.7454123108335683,9442.817287133452,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,block4,positive_monomial,1,2,0.7620576517097,11122.798793087399,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,block4,positive_monomial,1,3,0.81563281961482,10146.288232705043,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,block4,positive_monomial,2,3,0.7738768269442796,10.042080161011073,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,block4,orthogonal_procrustes,0,1,0.8879549285826583,1.0000000000000009,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,block4,orthogonal_procrustes,0,2,0.546098698265,1.000000000000001,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,block4,orthogonal_procrustes,0,3,0.7228377331126896,1.000000000000002,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,block4,orthogonal_procrustes,1,2,0.7561232193569041,1.0000000000000013,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,block4,orthogonal_procrustes,1,3,0.7762772537846802,1.0000000000000018,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,block4,orthogonal_procrustes,2,3,0.7513705163930099,1.0000000000000016,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,block4,block_orthogonal,0,1,0.9695290449868691,1.0000000000000018,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,block4,block_orthogonal,0,2,0.5805014335022307,1.000000000000002,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,block4,block_orthogonal,0,3,0.8297675673381887,1.0000000000000013,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,block4,block_orthogonal,1,2,0.8285879530271736,1.0000000000000018,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,block4,block_orthogonal,1,3,0.8556241965228877,1.0000000000000009,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,block4,block_orthogonal,2,3,0.8381074020658549,1.0000000000000013,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,block4,cca_whitened,0,1,0.7317538445885353,13.096770950606079,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,block4,cca_whitened,0,2,0.46277077714141396,3.841645780888125,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,block4,cca_whitened,0,3,0.6726524676188312,10.693818268632459,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,block4,cca_whitened,1,2,0.7174080803159445,10.680343774239276,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,block4,cca_whitened,1,3,0.7719245178844967,11.054797161232525,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,block4,cca_whitened,2,3,0.7063262507594444,8.396180325225826,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,block4,low_rank_subspace,0,1,0.7077356231777802,4.8277487485114086e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,block4,low_rank_subspace,0,2,0.6648684747211532,3.6373438994287904e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,block4,low_rank_subspace,0,3,0.6937088527721643,3.9200236081005024e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,block4,low_rank_subspace,1,2,0.704413876739247,4.80194492107562e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,block4,low_rank_subspace,1,3,0.7347436954820523,1.543308971247984e+18,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,block4,low_rank_subspace,2,3,0.700124937528601,9.594457313382963e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,penultimate,channel_permutation,0,1,1.0253750768369732,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,penultimate,channel_permutation,0,2,0.5895849726316368,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,penultimate,channel_permutation,0,3,0.9011513335683636,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,penultimate,channel_permutation,1,2,0.9141331186397945,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,penultimate,channel_permutation,1,3,0.9417645121826201,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,penultimate,channel_permutation,2,3,0.8803835919134884,1.0,0.0,1.118033988749895,0.6454972243679029,3,24
0,penultimate,positive_monomial,0,1,0.7783612849005689,7064.976017363162,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,penultimate,positive_monomial,0,2,0.5277017103693111,1.967177942567271,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,penultimate,positive_monomial,0,3,0.7454123108335683,9442.817287133452,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,penultimate,positive_monomial,1,2,0.7620576517097,11122.798793087399,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,penultimate,positive_monomial,1,3,0.81563281961482,10146.288232705043,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,penultimate,positive_monomial,2,3,0.7738768269442796,10.042080161011073,0.8887066673104893,0.9419104211466587,0.005740329527147701,24,24
0,penultimate,orthogonal_procrustes,0,1,0.8879549285826583,1.0000000000000009,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,penultimate,orthogonal_procrustes,0,2,0.546098698265,1.000000000000001,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,penultimate,orthogonal_procrustes,0,3,0.7228377331126896,1.000000000000002,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,penultimate,orthogonal_procrustes,1,2,0.7561232193569041,1.0000000000000013,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,penultimate,orthogonal_procrustes,1,3,0.7762772537846802,1.0000000000000018,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,penultimate,orthogonal_procrustes,2,3,0.7513705163930099,1.0000000000000016,4.12915179402025e-15,0.5158446945446079,0.5075918543391201,20,24
0,penultimate,block_orthogonal,0,1,0.9695290449868691,1.0000000000000018,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,penultimate,block_orthogonal,0,2,0.5805014335022307,1.000000000000002,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,penultimate,block_orthogonal,0,3,0.8297675673381887,1.0000000000000013,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,penultimate,block_orthogonal,1,2,0.8285879530271736,1.0000000000000018,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,penultimate,block_orthogonal,1,3,0.8556241965228877,1.0000000000000009,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,penultimate,block_orthogonal,2,3,0.8381074020658549,1.0000000000000013,1.7284860307999948e-15,0.955225065027461,0.6909528872473899,13,24
0,penultimate,cca_whitened,0,1,0.7317538445885353,13.096770950606079,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,penultimate,cca_whitened,0,2,0.46277077714141396,3.841645780888125,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,penultimate,cca_whitened,0,3,0.6726524676188312,10.693818268632459,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,penultimate,cca_whitened,1,2,0.7174080803159445,10.680343774239276,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,penultimate,cca_whitened,1,3,0.7719245178844967,11.054797161232525,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,penultimate,cca_whitened,2,3,0.7063262507594444,8.396180325225826,8.696858330442339e-15,0.8142928963336292,1.1760941104408578,16,24
0,penultimate,low_rank_subspace,0,1,0.7077356231777802,4.8277487485114086e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,penultimate,low_rank_subspace,0,2,0.6648684747211532,3.6373438994287904e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,penultimate,low_rank_subspace,0,3,0.6937088527721643,3.9200236081005024e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,penultimate,low_rank_subspace,1,2,0.704413876739247,4.80194492107562e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,penultimate,low_rank_subspace,1,3,0.7347436954820523,1.543308971247984e+18,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
0,penultimate,low_rank_subspace,2,3,0.700124937528601,9.594457313382963e+17,0.9925773446492484,0.999570962734098,0.23778773270449513,24,24
1,block2,channel_permutation,0,1,0.8770225076905412,1.0,0.0,0.5,0.5,1,24
1,block2,channel_permutation,0,2,0.3722649739451892,1.0,0.0,0.5,0.5,1,24
1,block2,channel_permutation,0,3,0.7904518267660632,1.0,0.0,0.5,0.5,1,24
1,block2,channel_permutation,1,2,1.1171349465854299,1.0,0.0,0.5,0.5,1,24
1,block2,channel_permutation,1,3,1.4694414635154391,1.0,0.0,0.5,0.5,1,24
1,block2,channel_permutation,2,3,0.597271595958628,1.0,0.0,0.5,0.5,1,24
1,block2,positive_monomial,0,1,0.7886497368115956,9864.708715831302,0.41963093431862736,0.49853512237600894,0.027972921614108064,24,24
1,block2,positive_monomial,0,2,0.3502927034634321,1.7709654023613661,0.41963093431862736,0.49853512237600894,0.027972921614108064,24,24
1,block2,positive_monomial,0,3,0.6599659635481832,10507.064618074903,0.41963093431862736,0.49853512237600894,0.027972921614108064,24,24
1,block2,positive_monomial,1,2,0.6479103158570709,9414.641510332356,0.41963093431862736,0.49853512237600894,0.027972921614108064,24,24
1,block2,positive_monomial,1,3,0.7534423522530268,11380.423434176348,0.41963093431862736,0.49853512237600894,0.027972921614108064,24,24
1,block2,positive_monomial,2,3,0.573004535559877,2.255444962408212,0.41963093431862736,0.49853512237600894,0.027972921614108064,24,24
1,block2,orthogonal_procrustes,0,1,0.6273263935522941,1.0000000000000018,3.652407126432511e-15,0.41510105862953844,0.5801491956193199,6,24
1,block2,orthogonal_procrustes,0,2,0.26967914664221626,1.0000000000000016,3.652407126432511e-15,0.41510105862953844,0.5801491956193199,6,24
1,block2,orthogonal_procrustes,0,3,0.4599544662827869,1.0000000000000013,3.652407126432511e-15,0.41510105862953844,0.5801491956193199,6,24
1,block2,orthogonal_procrustes,1,2,0.7837473776080615,1.000000000000001,3.652407126432511e-15,0.41510105862953844,0.5801491956193199,6,24
1,block2,orthogonal_procrustes,1,3,0.5618389697632867,1.0000000000000018,3.652407126432511e-15,0.41510105862953844,0.5801491956193199,6,24
1,block2,orthogonal_procrustes,2,3,0.41932375181137765,1.000000000000001,3.652407126432511e-15,0.41510105862953844,0.5801491956193199,6,24
1,block2,block_orthogonal,0,1,0.7154373354500427,1.0000000000000016,2.2256159014131173e-15,0.41660938300855144,0.5652385907176583,10,24
1,block2,block_orthogonal,0,2,0.33684657663534184,1.0000000000000018,2.2256159014131173e-15,0.41660938300855144,0.5652385907176583,10,24
1,block2,block_orthogonal,0,3,0.5414203616930708,1.0000000000000009,2.2256159014131173e-15,0.41660938300855144,0.5652385907176583,10,24
1,block2,block_orthogonal,1,2,0.8682514758558034,1.0000000000000022,2.2256159014131173e-15,0.41660938300855144,0.5652385907176583,10,24
1,block2,block_orthogonal,1,3,0.603360443046529,1.0000000000000013,2.2256159014131173e-15,0.41660938300855144,0.5652385907176583,10,24
1,block2,block_orthogonal,2,3,0.4766223317181348,1.0000000000000016,2.2256159014131173e-15,0.41660938300855144,0.5652385907176583,10,24
1,block2,cca_whitened,0,1,0.4848314784013711,10.831215420705643,7.572202927211114e-15,0.6248519628732927,1.833718832761176,2,24
1,block2,cca_whitened,0,2,0.19558569071981857,2.968156400143573,7.572202927211114e-15,0.6248519628732927,1.833718832761176,2,24
1,block2,cca_whitened,0,3,0.38612097260643435,6.948596335979968,7.572202927211114e-15,0.6248519628732927,1.833718832761176,2,24
1,block2,cca_whitened,1,2,0.3594210129383441,12.651264022561904,7.572202927211114e-15,0.6248519628732927,1.833718832761176,2,24
1,block2,cca_whitened,1,3,0.4150589476904788,6.053943215016576,7.572202927211114e-15,0.6248519628732927,1.833718832761176,2,24
1,block2,cca_whitened,2,3,0.37630365022316725,3.862620948657081,7.572202927211114e-15,0.6248519628732927,1.833718832761176,2,24
1,block2,low_rank_subspace,0,1,0.6405461975549627,1.4268958439148567e+18,1.0444249760005384,1.0698767611065993,0.3809932880655201,24,24
1,block2,low_rank_subspace,0,2,0.7334898860855142,3.1393904668621626e+17,1.0444249760005384,1.0698767611065993,0.3809932880655201,24,24
1,block2,low_rank_subspace,0,3,0.6644608295380411,4.017134591729961e+18,1.0444249760005384,1.0698767611065993,0.3809932880655201,24,24
1,block2,low_rank_subspace,1,2,0.7406789519365109,2.627986584752577e+17,1.0444249760005384,1.0698767611065993,0.3809932880655201,24,24
1,block2,low_rank_subspace,1,3,0.7392898922275702,4.2808127189302835e+17,1.0444249760005384,1.0698767611065993,0.3809932880655201,24,24
1,block2,low_rank_subspace,2,3,0.6562134747955762,7.447063545914275e+17,1.0444249760005384,1.0698767611065993,0.3809932880655201,24,24
1,block3,channel_permutation,0,1,0.9710784182922589,1.0,0.0,0.5,0.5773502691896258,2,24
1,block3,channel_permutation,0,2,0.4231011787268936,1.0,0.0,0.5,0.5773502691896258,2,24
1,block3,channel_permutation,0,3,0.923331343075426,1.0,0.0,0.5,0.5773502691896258,2,24
1,block3,channel_permutation,1,2,1.4459148956141716,1.0,0.0,0.5,0.5773502691896258,2,24
1,block3,channel_permutation,1,3,1.424971631411284,1.0,0.0,0.5,0.5773502691896258,2,24
1,block3,channel_permutation,2,3,0.9277685768067935,1.0,0.0,0.5,0.5773502691896258,2,24
1,block3,positive_monomial,0,1,0.8893871617159302,12171.954167982425,0.7746917044784691,0.8533464795558001,0.04256022531154052,24,24
1,block3,positive_monomial,0,2,0.4078245714425546,1.4773562431474436,0.7746917044784691,0.8533464795558001,0.04256022531154052,24,24
1,block3,positive_monomial,0,3,0.8153291977096482,11043.842865137647,0.7746917044784691,0.8533464795558001,0.04256022531154052,24,24
1,block3,positive_monomial,1,2,0.806498506162015,9169.13080339531,0.7746917044784691,0.8533464795558001,0.04256022531154052,24,24
1,block3,positive_monomial,1,3,0.8783686237441334,8283.702648677048,0.7746917044784691,0.8533464795558001,0.04256022531154052,24,24
1,block3,positive_monomial,2,3,0.801312558678618,13765.397440323544,0.7746917044784691,0.8533464795558001,0.04256022531154052,24,24
1,block3,orthogonal_procrustes,0,1,0.7295568549296255,1.0000000000000013,3.275711162120665e-15,0.35199792586709056,0.4230074336409562,18,24
1,block3,orthogonal_procrustes,0,2,0.34029117718820584,1.0000000000000009,3.275711162120665e-15,0.35199792586709056,0.4230074336409562,18,24
1,block3,orthogonal_procrustes,0,3,0.5924073628350323,1.0000000000000013,3.275711162120665e-15,0.35199792586709056,0.4230074336409562,18,24
1,block3,orthogonal_procrustes,1,2,1.126600913260187,1.0000000000000013,3.275711162120665e-15,0.35199792586709056,0.4230074336409562,18,24
1,block3,orthogonal_procrustes,1,3,0.812065083943459,1.0000000000000013,3.275711162120665e-15,0.35199792586709056,0.4230074336409562,18,24
1,block3,orthogonal_procrustes,2,3,0.6003402175566915,1.0000000000000013,3.275711162120665e-15,0.35199792586709056,0.4230074336409562,18,24
1,block3,block_orthogonal,0,1,0.7929319119628586,1.0000000000000016,2.1149081842787948e-15,0.6468778557774195,0.681855181900347,20,24
1,block3,block_orthogonal,0,2,0.399386152355844,1.000000000000001,2.1149081842787948e-15,0.6468778557774195,0.681855181900347,20,24
1,block3,block_orthogonal,0,3,0.7060907415957959,1.000000000000001,2.1149081842787948e-15,0.6468778557774195,0.681855181900347,20,24
1,block3,block_orthogonal,1,2,1.2263764754039403,1.0000000000000018,2.1149081842787948e-15,0.6468778557774195,0.681855181900347,20,24
1,block3,block_orthogonal,1,3,0.9131515739589094,1.0000000000000013,2.1149081842787948e-15,0.6468778557774195,0.681855181900347,20,24
1,block3,block_orthogonal,2,3,0.7143725109609451,1.0000000000000018,2.1149081842787948e-15,0.6468778557774195,0.681855181900347,20,24
1,block3,cca_whitened,0,1,0.6223893143497808,14.517205822325984,7.955179841727856e-15,0.9680379480511969,1.475722621984893,13,24
1,block3,cca_whitened,0,2,0.29768399183430905,2.418549727183612,7.955179841727856e-15,0.9680379480511969,1.475722621984893,13,24
1,block3,cca_whitened,0,3,0.5411823216596505,8.731002466401433,7.955179841727856e-15,0.9680379480511969,1.475722621984893,13,24
1,block3,cca_whitened,1,2,0.5282731909245538,20.633785829740056,7.955179841727856e-15,0.9680379480511969,1.475722621984893,13,24
1,block3,cca_whitened,1,3,0.5826560373621106,17.858598665990623,7.955179841727856e-15,0.9680379480511969,1.475722621984893,13,24
1,block3,cca_whitened,2,3,0.5441117376986639,9.20915093024523,7.955179841727856e-15,0.9680379480511969,1.475722621984893,13,24
1,block3,low_rank_subspace,0,1,0.6565272008918301,6.922756489022939e+17,1.0777318322859852,1.0677869567988942,0.44179466742728063,24,24
1,block3,low_rank_subspace,0,2,0.7245246885135926,2.8083654774209222e+17,1.0777318322859852,1.0677869567988942,0.44179466742728063,24,24
1,block3,low_rank_subspace,0,3,0.6614238293304059,6.222183873682781e+18,1.0777318322859852,1.0677869567988942,0.44179466742728063,24,24
