reference,alternative,mean_delta,ci_low,ci_high
structured_retransport_certified_only,strict_synchronization,0.008799999999999985,0.005099999999999971,0.0125
structured_retransport_certified_only,generic_low_rank_merge,0.008799999999999985,0.005099999999999971,0.0125
