setting_id,group,seed,method,implementation,accuracy,loss,ece,action_accuracy,downstream_task_accuracy,multiplication_error,trainable_parameters,stored_parameters,training_words,generator_supervision,multiplication_supervision,optimization_epochs,training_time_seconds,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command
A4_seed0,A4,0,lookup_table,executed_training_word_dictionary,0.08928571428571429,3.8264046376952736,0.7430266299733519,0.08928571428571429,0.08928571428571429,0.9107142857142857,0,0,2048,2048,0,0,0.0,34d2db39ab62927b72680016f14cffa27ebb918dfabaaa1ee081216b627fc0c8,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,exact_structured_retransport,executed_exact_word_reduction,1.0,-0.0,0.0,1.0,1.0,0.0,0,0,2048,2048,36,0,0.0,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,symbolic_word_reduction_oracle,executed_exact_word_reduction,1.0,-0.0,0.0,1.0,1.0,0.0,0,0,2048,2048,36,0,0.0,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,learned_cayley_table_model,LearnedCayleyTable,0.34151785714285715,1.7631684895891364,0.1091106204035668,0.34151785714285715,0.34151785714285715,0.6584821428571428,216,216,2048,2048,36,20,4.940037583000958,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,differentiable_finite_state_automaton,DifferentiableAutomaton,0.29910714285714285,1.8186450648451813,0.06681989558037676,0.29910714285714285,0.29910714285714285,0.7008928571428572,216,216,2048,2048,36,20,5.409539750078693,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,group_equivariant_recurrent_network,ExactRegularRNN,0.84375,0.7494561594273623,0.3716311624914216,0.84375,0.84375,0.15625,36,36,2048,2048,36,20,1.5376134580001235,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,group_equivariant_transformer,EquivariantTransformer,0.18415178571428573,5.674095028430677,0.7447895093537688,0.18415178571428573,0.18415178571428573,0.8158482142857143,5454,5454,2048,2048,0,20,11.42442399985157,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,transformer_multiplication_augmentation,SequenceTransformer,0.1796875,6.22939300021802,0.7126650808678918,0.1796875,0.1796875,0.8203125,9318,9318,2048,2048,36,20,5.1367550829891115,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,ordinary_sequence_transformer,SequenceTransformer,0.1875,5.4716856087757355,0.7369234700696545,0.1875,0.1875,0.8125,9318,9318,2048,2048,0,20,3.353820083895698,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
S3_seed1,S3,1,sequence_mlp,SequenceMLP,0.19419642857142858,7.011705988713118,0.6374624695434525,0.19419642857142858,0.19419642857142858,0.8058035714285714,6198,6198,2048,2048,0,20,1.58903529192321,4a110ba3d899fd7c6fcd41f211a8605f0458c9ac434c5a822b91b37f651f9c23,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,28bc45bbaf750e4314320763ced44147ee70586c962b671592f1c2b59da07e3f,python experiments/learned_compositional_baselines.py
