reference,alternative,mean_delta,ci_low,ci_high
inferred_view_structured_retransport,generic_calibration_network,0.004999999999999999,-0.0010000000000000009,0.011
inferred_view_structured_retransport,generic_moe,0.0069999999999999975,0.0010000000000000009,0.013999999999999993
