collection,layer,gauge_family,null_family,draw,statistic
0,block2,channel_permutation,matched_fit_random_gauge,62,2.449604536405536
0,block2,channel_permutation,graph_topology_shuffle,62,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,62,0.06804138174397718
0,block2,channel_permutation,edge_shuffle,63,0.0
0,block2,channel_permutation,matched_norm_coboundary,63,8.650224330900357e-16
0,block2,channel_permutation,matched_fit_random_gauge,63,2.3112985593122426
0,block2,channel_permutation,graph_topology_shuffle,63,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,63,0.13608276348795437
0,block2,channel_permutation,edge_shuffle,64,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,64,1.0099622867651415e-15
0,block2,channel_permutation,matched_fit_random_gauge,64,2.0096480305424564
0,block2,channel_permutation,graph_topology_shuffle,64,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,64,0.4082482904638631
0,block2,channel_permutation,edge_shuffle,65,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,65,9.711165539119612e-16
0,block2,channel_permutation,matched_fit_random_gauge,65,2.519146986939736
0,block2,channel_permutation,graph_topology_shuffle,65,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,65,0.06804138174397718
0,block2,channel_permutation,edge_shuffle,66,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,66,1.0543916224446629e-15
0,block2,channel_permutation,matched_fit_random_gauge,66,2.127361249477053
0,block2,channel_permutation,graph_topology_shuffle,66,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,66,0.20412414523193154
0,block2,channel_permutation,edge_shuffle,67,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,67,9.759074913449029e-16
0,block2,channel_permutation,matched_fit_random_gauge,67,2.6925344723635027
0,block2,channel_permutation,graph_topology_shuffle,67,0.0
0,block2,channel_permutation,calibration_label_independent_bootstrap,67,0.20412414523193154
0,block2,channel_permutation,edge_shuffle,68,0.0
0,block2,channel_permutation,matched_norm_coboundary,68,8.55678271735143e-16
0,block2,channel_permutation,matched_fit_random_gauge,68,2.3577809752102246
0,block2,channel_permutation,graph_topology_shuffle,68,0.4082482904638631
0,block2,channel_permutation,calibration_label_independent_bootstrap,68,0.20412414523193154
0,block2,channel_permutation,edge_shuffle,69,0.4082482904638631
0,block2,channel_permutation,matched_norm_coboundary,69,9.105132992362285e-16
0,block2,channel_permutation,matched_fit_random_gauge,69,2.42829521524477
0,block2,channel_permutation,graph_topology_shuffle,69,0.0
