collection,layer,gauge_family,inverse_consistency,cycle_residual,centrality,hodge_exact,hodge_coexact,hodge_harmonic,distance_to_coboundaries,residual_rank
1,block4,low_rank_subspace,0.9970680395528763,1.0086426504855843,0.32665367032137915,0.8563844484481146,0.5163387226000186,1.5360651659375342e-16,0.10917827428466402,24
1,penultimate,channel_permutation,0.0,1.2583057392117916,1.1547005383792517,0.6957316675209555,0.7183017797614806,1.442719149068276e-16,0.11846334798077764,15
1,penultimate,positive_monomial,0.922509281825509,0.9817902408949151,0.017080079064684492,0.8254758840894075,0.5644373878357202,1.3304588170572947e-16,0.08688249947815246,24
1,penultimate,orthogonal_procrustes,7.300769722811972e-15,0.6609846149949276,0.7514899736787027,0.8253351074907815,0.5646432150864651,1.6327202978710204e-16,0.08475863521796206,17
1,penultimate,block_orthogonal,3.0026286005486428e-15,1.1633118021490447,1.1322137994135226,0.7104187843065121,0.7037791918666377,1.6475649689003286e-16,0.11307079882163511,15
1,penultimate,cca_whitened,1.3292580067504019e-14,1.0560266032195162,1.8959745520525981,0.8333970519538545,0.5526747269367622,1.661413051602254e-16,0.14240551282219965,13
1,penultimate,low_rank_subspace,0.9970680395528763,1.0086426504855843,0.32665367032137915,0.8563844484481146,0.5163387226000186,1.5360651659375342e-16,0.10917827428466402,24
2,block2,channel_permutation,0.0,0.5,0.0,0.816496580927726,0.5773502691896258,1.3455014484288012e-16,0.041666666666666664,2
2,block2,positive_monomial,0.4369920444936084,0.48950074095258234,0.04921831126541072,0.7583431075065886,0.6518556061715284,1.5701554060305522e-16,0.04519466773271637,24
2,block2,orthogonal_procrustes,4.0577268505441795e-15,0.41400386721449933,0.5799517970930002,0.7764194934530703,0.6302164470926455,1.5908609665615906e-16,0.05919161906912978,6
2,block2,block_orthogonal,2.2018842726153202e-15,0.4212502241084312,0.5735840111040433,0.7200358661719364,0.6939368497392465,1.5886648613150966e-16,0.05642103280037186,10
2,block2,cca_whitened,6.325202276964265e-15,1.5213469221385318,1.7236507477008287,0.8138548512367976,0.5810682241512862,1.613407026002987e-16,0.0883275059292503,3
2,block2,low_rank_subspace,1.0454706010103993,1.0630671868943145,0.32236256289531956,0.8689709526226193,0.4948630957124792,1.5454212569630637e-16,0.0987298308184326,24
