collection,layer,gauge_family,calibration_resample,inverse_consistency,cycle_residual,centrality,residual_rank
2,block4,orthogonal_procrustes,4,5.463560944817532e-15,0.7549960083969882,0.8258439478196162,16
2,block4,block_orthogonal,0,2.8352407036370016e-15,0.9510178487139276,1.0281128228083454,14
2,block4,block_orthogonal,1,2.8903701224451277e-15,0.9536206038783295,1.0080100526745268,13
2,block4,block_orthogonal,2,1.5234215992656789e-15,1.0240324275927961,1.0529398163156554,15
2,block4,block_orthogonal,3,2.0633331699228795e-15,0.9900597099146995,1.055625352109077,13
2,block4,block_orthogonal,4,1.713734886214738e-15,1.0890973225950469,1.0208159506746546,14
2,block4,cca_whitened,0,1.4823947177964095e-14,1.412465227455035,2.4941499392707294,14
2,block4,cca_whitened,1,2.1523567656587423e-14,1.1084234990198327,1.8499283434225686,12
2,block4,cca_whitened,2,1.4938959779662353e-14,1.1369783054306604,1.8607112051391401,14
2,block4,cca_whitened,3,1.192535750637503e-14,1.177947903381132,1.8498396636818581,13
2,block4,cca_whitened,4,1.573232153939087e-14,1.0570435602989599,1.827165768626266,14
2,block4,low_rank_subspace,0,0.9968956215367866,1.036513986767129,0.37434922154467004,24
2,block4,low_rank_subspace,1,1.0015691247669052,1.0167652474991962,0.3806837381692162,24
2,block4,low_rank_subspace,2,1.0185013439234285,1.0304061235587694,0.3460462412244797,24
2,block4,low_rank_subspace,3,1.024064047267076,1.0412349434519954,0.38461195570652257,24
2,block4,low_rank_subspace,4,1.0129002540443663,1.0257149820941205,0.32897555867869294,24
2,penultimate,channel_permutation,0,0.0,1.1902380714238086,1.1547005383792517,9
2,penultimate,channel_permutation,1,0.0,1.2247448713915892,1.1547005383792517,5
2,penultimate,channel_permutation,2,0.0,1.2583057392117916,1.2247448713915892,9
2,penultimate,channel_permutation,3,0.0,1.2583057392117916,1.1902380714238086,11
2,penultimate,channel_permutation,4,0.0,1.2247448713915892,1.118033988749895,8
2,penultimate,positive_monomial,0,0.893137660224398,0.9656679733057159,0.01959801077746877,24
2,penultimate,positive_monomial,1,0.8876216945305421,0.9616849822472514,0.017373750384905,24
2,penultimate,positive_monomial,2,0.8874779710269481,0.9630902070737115,0.019789762371484207,24
2,penultimate,positive_monomial,3,0.883129753898441,0.9664220831633198,0.011530567031594588,24
2,penultimate,positive_monomial,4,0.8946287218808141,0.961175175911424,0.012780838596219146,24
2,penultimate,orthogonal_procrustes,0,5.623918734564067e-15,0.7115697497124138,0.7952027774499226,18
2,penultimate,orthogonal_procrustes,1,6.602709036985067e-15,0.6945216634628595,0.7180939386723239,15
2,penultimate,orthogonal_procrustes,2,1.0165136011453603e-14,0.7112190383494373,0.7875138220183712,15
2,penultimate,orthogonal_procrustes,3,8.100269665066314e-15,0.7515477930081779,0.8586307298356195,16
2,penultimate,orthogonal_procrustes,4,6.439770437433856e-15,0.8025284649576687,0.8330225587445321,15
2,penultimate,block_orthogonal,0,1.827759005146531e-15,1.0613193947374924,1.1025472963129754,15
2,penultimate,block_orthogonal,1,2.150492424051109e-15,1.009532519089013,0.8535130403155307,13
2,penultimate,block_orthogonal,2,2.2254889639414626e-15,0.9981799781169959,0.8631959720176703,14
2,penultimate,block_orthogonal,3,2.224420538980603e-15,1.0198291111640978,1.1056823166316088,15
2,penultimate,block_orthogonal,4,2.4889400948211153e-15,1.0372832682805138,1.1039797110830767,15
2,penultimate,cca_whitened,0,1.5448196623604586e-14,1.3089192505065461,2.0259718238962727,14
2,penultimate,cca_whitened,1,1.3145467327323728e-14,1.4264653006716415,2.134059275283382,13
2,penultimate,cca_whitened,2,2.425147091462944e-14,1.3477210258845738,2.155794556544442,12
2,penultimate,cca_whitened,3,1.6816145107129767e-14,1.4372836821931283,2.0599724318889416,13
2,penultimate,cca_whitened,4,1.4202367067533827e-14,1.270936753994498,1.9444453768974173,15
2,penultimate,low_rank_subspace,0,1.0336534157836879,1.044380383449505,0.4801609707991196,24
2,penultimate,low_rank_subspace,1,1.0054354250299584,1.0153347375999644,0.33018411738179376,24
2,penultimate,low_rank_subspace,2,1.0223271524221198,1.029132404402368,0.38779279227925356,24
2,penultimate,low_rank_subspace,3,1.0128427156851212,1.0298024568991735,0.39348944755001064,24
2,penultimate,low_rank_subspace,4,1.0202150159867074,1.01617351839755,0.31859332926260764,24
3,block2,channel_permutation,0,0.0,0.4082482904638631,0.0,1
3,block2,channel_permutation,1,0.0,0.4082482904638631,0.0,0
3,block2,channel_permutation,2,0.0,0.4082482904638631,0.0,1
3,block2,channel_permutation,3,0.0,0.4082482904638631,0.0,0
3,block2,channel_permutation,4,0.0,0.0,0.0,0
3,block2,positive_monomial,0,0.4301136210203511,0.48727101707403386,0.0783199259069539,24
3,block2,positive_monomial,1,0.43974022686613945,0.49735995654839926,0.08347905272327746,24
3,block2,positive_monomial,2,0.4414189270657259,0.49818928160207965,0.06477572285490991,24
3,block2,positive_monomial,3,0.42727200655274833,0.4834379486094786,1.7711671835355157e-05,24
3,block2,positive_monomial,4,0.4387492416817527,0.4963888970892169,0.07142037718427627,24
3,block2,orthogonal_procrustes,0,3.8044017793947154e-15,0.4153411625082303,0.5786416934721624,6
3,block2,orthogonal_procrustes,1,3.4116874857180836e-15,0.4160333457135224,0.580276616908573,6
3,block2,orthogonal_procrustes,2,4.789190407284948e-15,0.416684515492593,0.5806705066352703,6
3,block2,orthogonal_procrustes,3,4.2323475878463915e-15,0.41709875282088404,0.5802843911747911,6
3,block2,orthogonal_procrustes,4,3.3401588687798815e-15,0.4153055276124319,0.578466318349915,8
3,block2,block_orthogonal,0,1.700451292252565e-15,0.4294017735796122,0.5703157439717429,10
3,block2,block_orthogonal,1,2.0138695750455597e-15,0.4330300966648085,0.5741593919961365,10
3,block2,block_orthogonal,2,1.893027404058831e-15,0.43079561308662817,0.5773999354565458,10
3,block2,block_orthogonal,3,2.6046802580597523e-15,0.4309457179908356,0.5771415426738797,10
3,block2,block_orthogonal,4,1.975952349892526e-15,0.43022416933051866,0.5742684893784897,10
3,block2,cca_whitened,0,8.076690907151655e-15,1.359612972495118,1.7998557026593704,4
3,block2,cca_whitened,1,6.4352465771057305e-15,1.3611863454621267,1.8091718120922253,4
3,block2,cca_whitened,2,1.0533046679237117e-14,1.4177064595628546,1.7689658963029657,3
3,block2,cca_whitened,3,7.453046726073678e-15,0.6864579354612216,1.7818402763831855,1
3,block2,cca_whitened,4,7.005035270187696e-15,1.3771654523059076,1.7748099480573802,4
3,block2,low_rank_subspace,0,1.040385415170152,1.0504996526148906,0.31116578248236015,24
3,block2,low_rank_subspace,1,1.032880976359017,1.043878917038096,0.28094379133828035,24
3,block2,low_rank_subspace,2,1.0507914511660859,1.058609431729332,0.33602509330929564,24
3,block2,low_rank_subspace,3,1.036254130053739,1.044885790772937,0.30933037277212305,24
3,block2,low_rank_subspace,4,1.0388686762222659,1.044262670853707,0.3188443903242314,24
3,block3,channel_permutation,0,0.0,0.8660254037844386,0.5,0
3,block3,channel_permutation,1,0.0,0.8164965809277261,0.6454972243679029,1
3,block3,channel_permutation,2,0.0,0.8164965809277261,0.5,0
3,block3,channel_permutation,3,0.0,0.8660254037844386,0.5,0
3,block3,channel_permutation,4,0.0,0.912870929175277,0.6454972243679029,1
3,block3,positive_monomial,0,0.7405896613795755,0.8695612098493852,0.05216678124110936,24
3,block3,positive_monomial,1,0.7871080540674591,0.8971292510049313,0.09363355128815817,24
3,block3,positive_monomial,2,0.7428013300748594,0.8671800567124354,0.17233907602420853,24
3,block3,positive_monomial,3,0.7366316708977676,0.8734157978368253,0.12676246219566156,24
3,block3,positive_monomial,4,0.7844996103356338,0.8912110248148339,0.17734004098062278,24
3,block3,orthogonal_procrustes,0,4.0921098791218836e-15,0.45381907122442605,0.5929476003109755,16
3,block3,orthogonal_procrustes,1,4.767807947926507e-15,0.4719302020339839,0.5561599066003372,18
3,block3,orthogonal_procrustes,2,3.4026621491460363e-15,0.4109317577398679,0.48921229970746205,20
3,block3,orthogonal_procrustes,3,3.572487739620105e-15,0.4693481550906236,0.5546508531874448,18
3,block3,orthogonal_procrustes,4,4.138897927330295e-15,0.48694249990218286,0.5758091050915527,18
3,block3,block_orthogonal,0,2.3238078620852664e-15,0.6835043369408536,0.8315412324967622,13
3,block3,block_orthogonal,1,1.785479408196824e-15,0.7448933322636676,0.6590417380973729,20
3,block3,block_orthogonal,2,1.7194096909847113e-15,0.572451826273853,0.640607294639188,13
3,block3,block_orthogonal,3,1.9571876045033484e-15,0.7406616007713126,0.6735824007934728,20
3,block3,block_orthogonal,4,1.78674456088146e-15,0.7525215267184946,0.8455856397325751,12
3,block3,cca_whitened,0,1.0303262985751724e-14,1.2531952020837056,1.7398711570500767,14
3,block3,cca_whitened,1,8.227536248669036e-15,1.0693221587492205,1.6769714902866113,13
3,block3,cca_whitened,2,1.1282486611383628e-14,0.7037114267756575,1.717622243318078,14
3,block3,cca_whitened,3,9.935428352478248e-15,1.029245450823677,1.599495999352523,14
3,block3,cca_whitened,4,9.767343801562526e-15,1.0469992985159797,1.3360941256809926,14
3,block3,low_rank_subspace,0,1.0490286098243622,1.072405929692309,0.3703432370145721,24
3,block3,low_rank_subspace,1,1.039406643044985,1.0773117930479137,0.46197728066566524,24
3,block3,low_rank_subspace,2,1.0296939087400767,1.0626373904249558,0.3988246323961119,24
3,block3,low_rank_subspace,3,1.0639318810580873,1.1099736503114712,0.49062233789720794,24
3,block3,low_rank_subspace,4,1.0383171609197053,1.0956023907030221,0.43747603890236275,24
3,block4,channel_permutation,0,0.0,1.1547005383792517,1.0408329997330663,6
3,block4,channel_permutation,1,0.0,1.1547005383792517,1.1547005383792517,11
3,block4,channel_permutation,2,0.0,1.2247448713915892,1.0408329997330663,5
3,block4,channel_permutation,3,0.0,1.0801234497346435,0.9574271077563382,10
3,block4,channel_permutation,4,0.0,1.2247448713915892,1.0,10
3,block4,positive_monomial,0,0.886367296984528,0.9470015542489044,0.011654063560411394,24
3,block4,positive_monomial,1,0.8911251941392407,0.9485744043871406,0.014850913270902724,24
3,block4,positive_monomial,2,0.8850252931502276,0.9414162423015072,0.009867648594086837,24
3,block4,positive_monomial,3,0.8737374261777606,0.9433888560284028,0.014507741619861719,24
3,block4,positive_monomial,4,0.8942071343276977,0.9488745772144777,0.018328088739898662,24
3,block4,orthogonal_procrustes,0,5.849635281167295e-15,0.6340454187326382,0.7302933694572202,15
3,block4,orthogonal_procrustes,1,4.5688668402794526e-15,0.6702247044477867,0.7061312822562319,18
3,block4,orthogonal_procrustes,2,4.2246126587218585e-15,0.7278961602835341,0.7916530102903284,15
3,block4,orthogonal_procrustes,3,4.574478929768192e-15,0.6373283689402601,0.7385745669613777,20
3,block4,orthogonal_procrustes,4,4.0078734639132955e-15,0.626199672501669,0.7021705091400157,18
3,block4,block_orthogonal,0,2.5465907141785947e-15,1.023737587817927,0.9578627991334244,14
3,block4,block_orthogonal,1,2.5776238460141106e-15,0.9809222518443824,0.9144418632378943,15
3,block4,block_orthogonal,2,2.0143647862065073e-15,1.0503203089528812,0.9285776973251402,14
3,block4,block_orthogonal,3,3.602382816513499e-15,1.0136594469810454,1.0934158684344506,16
3,block4,block_orthogonal,4,2.4528717002910874e-15,1.007693669515837,0.9424457070258568,18
3,block4,cca_whitened,0,1.0292493947790904e-14,1.0255510475536216,1.8770594668198648,14
3,block4,cca_whitened,1,1.1135628443254249e-14,0.9140831997808341,1.683143975891695,13
3,block4,cca_whitened,2,1.2339058161943441e-14,0.9812459751365756,2.4702325699172993,13
3,block4,cca_whitened,3,1.3671355387253179e-14,1.001026409606924,2.1463214087855813,11
3,block4,cca_whitened,4,1.1591424630479138e-14,1.0020930015902891,1.6422646821947242,14
3,block4,low_rank_subspace,0,0.996723894927733,1.0131638068352327,0.3793113891788371,24
3,block4,low_rank_subspace,1,0.9920031239296303,1.0108305541811164,0.41223772116491486,24
3,block4,low_rank_subspace,2,0.9982330365354268,1.0311129023343388,0.35919492847886886,24
3,block4,low_rank_subspace,3,0.9930919860106168,1.010685418824669,0.3753555829759294,24
3,block4,low_rank_subspace,4,1.001607317318123,1.0200272382063682,0.45032099160436423,24
3,penultimate,channel_permutation,0,0.0,1.1902380714238086,1.0408329997330663,9
3,penultimate,channel_permutation,1,0.0,1.2247448713915892,1.0408329997330663,9
3,penultimate,channel_permutation,2,0.0,1.0801234497346435,1.0408329997330663,10
3,penultimate,channel_permutation,3,0.0,1.1547005383792517,1.0408329997330663,10
3,penultimate,channel_permutation,4,0.0,1.1547005383792517,1.0408329997330663,8
3,penultimate,positive_monomial,0,0.8989436289892033,0.9426559485439246,0.008699860963119277,24
3,penultimate,positive_monomial,1,0.8870336612539109,0.9469974824127315,0.005737366343915702,24
3,penultimate,positive_monomial,2,0.892809320736369,0.9413820306814815,0.009013593008338618,24
3,penultimate,positive_monomial,3,0.8849465124667748,0.943784957755748,0.005229396618790823,24
3,penultimate,positive_monomial,4,0.8935608888555239,0.9473849472117809,0.010292555655930832,24
3,penultimate,orthogonal_procrustes,0,4.591739025435896e-15,0.7264367580677203,0.8095813663689344,17
3,penultimate,orthogonal_procrustes,1,5.054783862062953e-15,0.7101545340934163,0.7673751431379711,18
3,penultimate,orthogonal_procrustes,2,4.314671701553638e-15,0.6124210953862645,0.6669942359462635,20
3,penultimate,orthogonal_procrustes,3,4.811205035802327e-15,0.6703951466712811,0.6680681838739008,18
3,penultimate,orthogonal_procrustes,4,3.5375119822283765e-15,0.5962837392518958,0.6154459751057595,20
3,penultimate,block_orthogonal,0,1.7896627885085128e-15,1.0963344415556477,0.930650910216878,13
3,penultimate,block_orthogonal,1,2.5625801478219167e-15,1.0076930836427596,0.9111799649330231,14
3,penultimate,block_orthogonal,2,3.0097486153458282e-15,1.121061057476092,0.9717615213269021,16
3,penultimate,block_orthogonal,3,3.617017759157997e-15,1.0587449268505844,0.9049615583102997,16
3,penultimate,block_orthogonal,4,1.208589782145658e-15,1.0692106948214404,0.9263991783793591,16
3,penultimate,cca_whitened,0,1.1752432505870958e-14,1.0895491624612013,2.203083903433885,14
3,penultimate,cca_whitened,1,1.0683848512694043e-14,1.123172785396335,2.4819847074471775,14
3,penultimate,cca_whitened,2,1.012178763250801e-14,1.029362869874167,1.9784380237409633,14
3,penultimate,cca_whitened,3,1.072926738231268e-14,1.1033247921484426,1.7642411390002386,15
3,penultimate,cca_whitened,4,1.1958231777609412e-14,1.0498799191354713,2.2355293302183545,15
3,penultimate,low_rank_subspace,0,1.002709784254624,1.0383267780996566,0.5592442721567109,24
3,penultimate,low_rank_subspace,1,1.0010808739781205,1.032651019477907,0.45045003054259863,24
3,penultimate,low_rank_subspace,2,0.9986188899453793,1.0158769917702986,0.40556131877879176,24
3,penultimate,low_rank_subspace,3,1.0030057092862574,1.031918559714152,0.44461520237453805,24
3,penultimate,low_rank_subspace,4,0.998569005527033,1.0193162252442232,0.42443436954672076,24
4,block2,channel_permutation,0,0.0,0.5,0.0,0
4,block2,channel_permutation,1,0.0,0.5,0.0,0
4,block2,channel_permutation,2,0.0,0.5,0.0,0
4,block2,channel_permutation,3,0.0,0.5,0.0,0
4,block2,channel_permutation,4,0.0,0.5,0.0,0
4,block2,positive_monomial,0,0.43111882222128495,0.5124151493564065,0.020634202217106382,24
4,block2,positive_monomial,1,0.43349188071072453,0.5149648741997503,0.021475241098884545,24
4,block2,positive_monomial,2,0.43483373088961336,0.5193188970720672,0.023371038867111747,24
4,block2,positive_monomial,3,0.42395200237201003,0.5061244459378049,0.01547380780289022,24
4,block2,positive_monomial,4,0.43398380454406477,0.5187974682110584,0.01799274224523018,24
4,block2,orthogonal_procrustes,0,3.2655479081355213e-15,0.41523401245732616,0.5802819730462646,6
4,block2,orthogonal_procrustes,1,3.643867091636324e-15,0.41545372198781555,0.5807254364560122,6
4,block2,orthogonal_procrustes,2,3.8686584663558605e-15,0.41351287280994115,0.5797078261335028,8
4,block2,orthogonal_procrustes,3,3.99555595649107e-15,0.4148541103074943,0.580732549638314,6
4,block2,orthogonal_procrustes,4,3.5485539624624618e-15,0.41446941204802634,0.578039143830981,6
4,block2,block_orthogonal,0,1.7850523363825103e-15,0.42520518372644384,0.5565458641211971,12
4,block2,block_orthogonal,1,2.395531376567394e-15,0.42425863036277794,0.5613942803031498,12
4,block2,block_orthogonal,2,1.829306393606958e-15,0.42571769561063516,0.5642421497795604,10
4,block2,block_orthogonal,3,2.673832475727032e-15,0.4238557816247703,0.5561792726246352,12
4,block2,block_orthogonal,4,1.8473598805363833e-15,0.4260819986180954,0.5533043212110514,12
4,block2,cca_whitened,0,8.927094547512138e-15,1.4631998075936203,1.800880408280014,4
4,block2,cca_whitened,1,7.291041639785048e-15,1.3834667993415921,1.7368344500388995,4
4,block2,cca_whitened,2,6.0482715452737076e-15,1.412528863232264,1.7417528904344644,3
4,block2,cca_whitened,3,8.612074614044377e-15,1.4269785298698758,1.6981115600308834,4
4,block2,cca_whitened,4,6.804172750099914e-15,1.4983791047877904,1.69296778644545,3
4,block2,low_rank_subspace,0,1.0440130957355729,1.0698302504296477,0.41324561782248714,24
4,block2,low_rank_subspace,1,1.0350051658763004,1.066375817014665,0.3401139484853786,24
4,block2,low_rank_subspace,2,1.048831963484201,1.0817770555420971,0.37129221110682653,24
4,block2,low_rank_subspace,3,1.034051207132279,1.0647531352371489,0.3373348618225862,24
4,block2,low_rank_subspace,4,1.0381334122832924,1.0741242936081266,0.3648024787708788,24
4,block3,channel_permutation,0,0.0,0.5773502691896258,0.5,2
4,block3,channel_permutation,1,0.0,0.6454972243679029,0.5,0
4,block3,channel_permutation,2,0.0,0.5773502691896258,0.5,2
4,block3,channel_permutation,3,0.0,0.5773502691896258,0.5,2
4,block3,channel_permutation,4,0.0,0.6454972243679029,0.5,0
4,block3,positive_monomial,0,0.7583914582305623,0.8640172109623302,0.05698333067522441,24
4,block3,positive_monomial,1,0.7600317743923346,0.8593402200899777,0.050370454146932475,24
4,block3,positive_monomial,2,0.7563476036368076,0.8564068958292222,0.05857989341244681,24
4,block3,positive_monomial,3,0.7481671527066825,0.8544846517363366,0.05715988440194886,24
4,block3,positive_monomial,4,0.7641229770482045,0.8654934907490704,0.0520603360882143,24
4,block3,orthogonal_procrustes,0,3.592913813992272e-15,0.4467804672336103,0.6000002046113099,16
4,block3,orthogonal_procrustes,1,2.9476717270798674e-15,0.4408757233322838,0.590324216695673,9
4,block3,orthogonal_procrustes,2,3.9804431860423936e-15,0.45718320625298575,0.5950991989557842,9
4,block3,orthogonal_procrustes,3,4.59997244052746e-15,0.4513628364371266,0.5931253401975138,9
4,block3,orthogonal_procrustes,4,3.2738949609015185e-15,0.48082876601916896,0.5838400539794059,18
4,block3,block_orthogonal,0,2.0244203238701865e-15,0.6332343832614201,0.5961110424318532,18
4,block3,block_orthogonal,1,1.950310087403372e-15,0.6650917121268042,0.6005579068079956,18
4,block3,block_orthogonal,2,1.8705117692082753e-15,0.6633560702644016,0.5985404133253786,18
4,block3,block_orthogonal,3,1.8546096858788976e-15,0.633502539224583,0.6007656454733934,18
4,block3,block_orthogonal,4,2.082398304668205e-15,0.5627709524099834,0.5715840587550958,15
4,block3,cca_whitened,0,8.81777160661814e-15,1.2576429480084106,1.5268768114373206,12
4,block3,cca_whitened,1,9.644006809927974e-15,1.7068516506008318,1.8326581936336617,12
4,block3,cca_whitened,2,1.1478567250622545e-14,1.1779580308624182,1.346328726641938,13
4,block3,cca_whitened,3,9.093414142786348e-15,1.4916346339390847,1.6190095434020721,14
4,block3,cca_whitened,4,8.527344357594281e-15,1.1337383932733793,1.2552343109092976,14
4,block3,low_rank_subspace,0,1.097965377558832,1.1297717829950076,0.537410001047631,24
4,block3,low_rank_subspace,1,1.096061909362773,1.05450360197638,0.39024311575597204,24
4,block3,low_rank_subspace,2,1.0890906567141057,1.0777074632343198,0.43115854483244337,24
4,block3,low_rank_subspace,3,1.0962683316357655,1.0605210338895081,0.35587284329221597,24
4,block3,low_rank_subspace,4,1.0824449285194018,1.0800959898114793,0.4051419671012727,24
4,block4,channel_permutation,0,0.0,1.2247448713915892,1.1902380714238086,6
4,block4,channel_permutation,1,0.0,1.1902380714238086,1.118033988749895,8
4,block4,channel_permutation,2,0.0,1.2583057392117916,1.0408329997330663,7
4,block4,channel_permutation,3,0.0,1.1547005383792517,1.118033988749895,8
4,block4,channel_permutation,4,0.0,1.0801234497346435,1.0,7
4,block4,positive_monomial,0,0.9041520922212665,0.9514906559832925,0.12110485972183144,24
4,block4,positive_monomial,1,0.9128252124271425,0.954687965509062,0.12822072616421115,24
4,block4,positive_monomial,2,0.9325371542574517,0.9642655326215797,0.10320735117563928,24
4,block4,positive_monomial,3,0.9163471763955502,0.9556214053797213,0.13203146216612188,24
4,block4,positive_monomial,4,0.9093751956765262,0.9493171223964543,0.1600692730777441,24
4,block4,orthogonal_procrustes,0,5.2380157388303794e-15,0.7795644574255743,0.855437113835287,14
4,block4,orthogonal_procrustes,1,4.584033099149774e-15,0.7057798908125722,0.7764298662342005,18
4,block4,orthogonal_procrustes,2,4.951448118024668e-15,0.7486264640195125,0.8157507760482953,16
4,block4,orthogonal_procrustes,3,3.76685466382605e-15,0.7012876373609507,0.7575303615049972,17
4,block4,orthogonal_procrustes,4,3.738265520167943e-15,0.7243835841966063,0.7982898029602862,16
4,block4,block_orthogonal,0,1.900565070943053e-15,0.9457728901329577,0.8780890596596997,19
4,block4,block_orthogonal,1,1.5685170450095841e-15,0.9471100221978487,0.9260395976403965,18
4,block4,block_orthogonal,2,2.7577488295169565e-15,1.0861415110966675,1.0101988414166077,16
4,block4,block_orthogonal,3,1.7152288475091089e-15,0.9431944677565351,0.9717388297199391,16
4,block4,block_orthogonal,4,2.0893719482587125e-15,0.9603167359981739,0.9375076082654904,15
4,block4,cca_whitened,0,1.1365520489545818e-14,1.3369609451214788,2.3968383917930822,14
4,block4,cca_whitened,1,1.3395380030202069e-14,1.5112915213999158,3.072688502482355,12
4,block4,cca_whitened,2,1.2746507824068443e-14,1.3557369610170202,2.427601771006468,13
4,block4,cca_whitened,3,1.611229119323531e-14,1.3596004274558413,2.250408901841112,13
4,block4,cca_whitened,4,1.2926124438184121e-14,1.382121536942075,3.124669844704664,13
4,block4,low_rank_subspace,0,1.026861926670981,1.0832117107729506,0.6722654075157204,24
4,block4,low_rank_subspace,1,1.0739899452772954,1.133133599005059,0.8036980101067716,24
4,block4,low_rank_subspace,2,1.017063284076734,1.080730503127804,0.5701234557895215,24
4,block4,low_rank_subspace,3,1.0326195336876847,1.092195365301054,0.6160768920700334,24
4,block4,low_rank_subspace,4,1.0881676716118682,1.110616610331898,0.6158506700320536,24
4,penultimate,channel_permutation,0,0.0,1.1902380714238086,1.0,7
4,penultimate,channel_permutation,1,0.0,1.1902380714238086,0.9574271077563382,6
4,penultimate,channel_permutation,2,0.0,1.1902380714238086,1.118033988749895,8
4,penultimate,channel_permutation,3,0.0,1.0801234497346435,1.0408329997330663,7
4,penultimate,channel_permutation,4,0.0,1.2247448713915892,1.0801234497346435,6
4,penultimate,positive_monomial,0,0.9295622697581051,0.960621345718978,0.13706481529867595,24
4,penultimate,positive_monomial,1,0.9168692179901452,0.9538595534217787,0.12677072588457036,24
4,penultimate,positive_monomial,2,0.905001054388568,0.9538768581598377,0.1451023521481408,24
4,penultimate,positive_monomial,3,0.9123570649421804,0.958220101086087,0.10955971736614764,24
4,penultimate,positive_monomial,4,0.9129207640563793,0.9703798207414196,0.12953835427108942,24
4,penultimate,orthogonal_procrustes,0,3.711686427621269e-15,0.7131180951030375,0.8232268748783438,15
4,penultimate,orthogonal_procrustes,1,3.886576133320722e-15,0.7067571048250114,0.7742155237876417,17
4,penultimate,orthogonal_procrustes,2,3.3011157717181113e-15,0.7468410102580525,0.8264543227513486,15
4,penultimate,orthogonal_procrustes,3,4.3450651268657155e-15,0.7454131636915962,0.8052872439332981,16
4,penultimate,orthogonal_procrustes,4,3.718383825532085e-15,0.6546967504056382,0.7434921323006973,18
4,penultimate,block_orthogonal,0,2.0257135256158666e-15,1.0394614401495517,0.8733221295103316,15
4,penultimate,block_orthogonal,1,2.820789992146338e-15,0.994418800732266,0.7893985538234354,20
4,penultimate,block_orthogonal,2,2.1518283069467226e-15,1.1470179764000505,1.027063061426967,17
4,penultimate,block_orthogonal,3,2.6053907972229637e-15,0.918568245177233,0.9122667219604947,17
4,penultimate,block_orthogonal,4,2.3265056000111466e-15,1.0106150436863872,1.0253861500590056,16
4,penultimate,cca_whitened,0,1.580696066528165e-14,1.5806872861278178,3.129370745283462,12
4,penultimate,cca_whitened,1,1.3106954237966122e-14,1.4283875265797212,2.603422307900679,14
4,penultimate,cca_whitened,2,1.3570635159457871e-14,1.327434959619355,2.7711343401953132,13
4,penultimate,cca_whitened,3,1.6045293128129616e-14,1.3022710413079626,2.309110638088174,15
4,penultimate,cca_whitened,4,1.3196068624350491e-14,1.6306552303108968,2.9355024397011036,13
4,penultimate,low_rank_subspace,0,1.053752183478571,1.1033393228290775,0.6321178381837745,24
4,penultimate,low_rank_subspace,1,1.0222101041576244,1.1152343492756076,0.7909662574477722,24
4,penultimate,low_rank_subspace,2,1.0443355394975806,1.1152752701103046,0.6902082125071469,24
4,penultimate,low_rank_subspace,3,1.0211079723985348,1.0593579824866888,0.5418542498564087,24
4,penultimate,low_rank_subspace,4,1.0172894801680454,1.0853751918722963,0.5212154057268575,24
0,,,0,0.7882368536994213,1.2820187644293972,,24
0,,,1,0.8875968347349731,1.2242886702184468,,22
0,,,2,0.9951823543884636,1.1549196974281724,,22
0,,,3,0.9319864739531013,1.2743143195211957,,24
0,,,4,0.8215105681651526,1.2463279660519495,,23
1,,,0,0.8867616586333107,1.147916627029659,,23
1,,,1,0.7926947070984369,1.1726030631778555,,23
1,,,2,0.9060695835056904,1.0581742084994845,,24
1,,,3,0.9065602849604766,1.169123550782882,,24
1,,,4,0.9702090042787351,1.1597674353572551,,23
2,,,0,0.9654412816786407,1.1336127597528558,,24
2,,,1,0.9550750017871441,1.1590196355048399,,23
2,,,2,0.8649718186261651,1.1733788214487675,,23
2,,,3,0.8224280328428323,1.1909962225093902,,24
2,,,4,0.8489464663458457,1.152778563593258,,24
3,,,0,0.948195560894918,1.1050919736436904,,24
3,,,1,0.8990126775113031,1.0506698346042902,,23
3,,,2,0.8925063710323213,1.1721511470254793,,24
3,,,3,0.9209225746776442,1.2111188535009387,,23
3,,,4,0.856764139273719,1.1958469582918532,,24
4,,,0,0.8608162130565096,1.171849455150261,,24
4,,,1,0.9346223731184694,1.154925370348115,,24
4,,,2,0.9329460259040718,1.1951239919169383,,24
4,,,3,0.83814150147596,1.1906450271973608,,24
4,,,4,0.8492866941131952,1.144669317415072,,23
