collection,layer,gauge_family,calibration_resample,inverse_consistency,cycle_residual,centrality,residual_rank
0,block2,low_rank_subspace,4,1.0661739184786474,1.1189473667905563,0.4216360447933356,24
0,block3,channel_permutation,0,0.0,0.8164965809277261,0.7637626158259734,3
0,block3,channel_permutation,1,0.0,0.8164965809277261,0.8164965809277261,0
0,block3,channel_permutation,2,0.0,0.8164965809277261,0.7637626158259734,3
0,block3,channel_permutation,3,0.0,0.8660254037844386,0.7637626158259734,3
0,block3,channel_permutation,4,0.0,0.8164965809277261,0.7637626158259734,3
0,block3,positive_monomial,0,0.7461310248848707,0.8656951178160558,0.08156242468616207,24
0,block3,positive_monomial,1,0.7385043672842528,0.86229763264141,0.07928469774558043,24
0,block3,positive_monomial,2,0.7500443903927752,0.8693434355497809,0.07687810194020808,24
0,block3,positive_monomial,3,0.7432097431521179,0.8661499845368378,0.0756345854931915,24
0,block3,positive_monomial,4,0.7438441851675532,0.8636120088033551,0.08391426998717415,24
0,block3,orthogonal_procrustes,0,4.894219463440124e-15,0.454635330183853,0.6009055658486189,16
0,block3,orthogonal_procrustes,1,4.623160533283408e-15,0.4515142205129281,0.602597300934678,18
0,block3,orthogonal_procrustes,2,4.104869137129825e-15,0.4411810815345023,0.5873190217024811,16
0,block3,orthogonal_procrustes,3,4.063915096960743e-15,0.39162860036867997,0.5021420848836315,20
0,block3,orthogonal_procrustes,4,4.170913856373215e-15,0.4513523383639037,0.5944367977794357,18
0,block3,block_orthogonal,0,2.9668164723229384e-15,0.5800791214934856,0.5878256142009789,18
0,block3,block_orthogonal,1,2.620906281194824e-15,0.6411113652403236,0.5882627507899781,20
0,block3,block_orthogonal,2,2.283794984413699e-15,0.6341152043295545,0.6645119873109103,16
0,block3,block_orthogonal,3,1.91270686965489e-15,0.601953644768934,0.5715383163351664,16
0,block3,block_orthogonal,4,1.7516409574796855e-15,0.6411765870115281,0.6619724685047187,16
0,block3,cca_whitened,0,8.306050994842494e-15,1.356825774647018,1.8260655637903411,17
0,block3,cca_whitened,1,9.889550297236413e-15,1.4324250804204337,1.961183644233027,16
0,block3,cca_whitened,2,1.0013433241959206e-14,1.3896010987321181,1.9001957381640422,15
0,block3,cca_whitened,3,9.068774222437242e-15,1.3123910433130386,1.9160266891328002,16
0,block3,cca_whitened,4,9.298534294760352e-15,1.353898433852986,1.9199582280584535,18
0,block3,low_rank_subspace,0,1.0989066223126425,1.061471360420283,0.41240970392620063,24
0,block3,low_rank_subspace,1,1.078930996841044,1.0557693024183041,0.3672441556619413,24
0,block3,low_rank_subspace,2,1.0844972824336876,1.0617993844813727,0.35707817437448325,24
0,block3,low_rank_subspace,3,1.0532488431867395,1.0314813333008412,0.3171506836137144,24
0,block3,low_rank_subspace,4,1.0751538397263993,1.0662457245981387,0.4031691882203305,24
0,block4,channel_permutation,0,0.0,1.0801234497346435,0.8660254037844386,3
0,block4,channel_permutation,1,0.0,1.2247448713915892,0.8164965809277261,4
0,block4,channel_permutation,2,0.0,1.0801234497346435,0.9574271077563382,9
0,block4,channel_permutation,3,0.0,1.0408329997330663,0.8660254037844386,2
0,block4,channel_permutation,4,0.0,1.1547005383792517,0.8164965809277261,5
0,block4,positive_monomial,0,0.8996060796083507,0.9412504334589765,0.0032618346904525423,24
0,block4,positive_monomial,1,0.88252780544174,0.9398344356966125,0.004906626884108981,24
0,block4,positive_monomial,2,0.8826450670982307,0.9435567206469109,0.009440659205831634,24
0,block4,positive_monomial,3,0.9044261576436953,0.9433295785492526,0.004567930788097495,24
0,block4,positive_monomial,4,0.8956116590412542,0.9436021457378854,0.007610640004188624,24
0,block4,orthogonal_procrustes,0,4.868176540894921e-15,0.6997157879917073,0.7352685105081717,20
0,block4,orthogonal_procrustes,1,4.412055858125593e-15,0.5809398113266008,0.5707730934917686,18
0,block4,orthogonal_procrustes,2,4.309001256881064e-15,0.6640486410556763,0.6711388583682241,18
0,block4,orthogonal_procrustes,3,5.050705788007951e-15,0.6939044405473046,0.7386279966393668,18
0,block4,orthogonal_procrustes,4,4.207235885808789e-15,0.6374473249428843,0.6631949750179681,16
0,block4,block_orthogonal,0,1.5165711013475226e-15,0.913750667524078,0.7478672548096711,16
0,block4,block_orthogonal,1,2.584751610194983e-15,1.0524281769457973,0.9671936838097415,16
0,block4,block_orthogonal,2,2.0014173168195903e-15,0.9341729435588951,0.7754684534361574,15
0,block4,block_orthogonal,3,2.394868736040115e-15,0.9501429278142227,0.7749872270118247,14
0,block4,block_orthogonal,4,1.4838218272233587e-15,1.0598068704287567,0.7253657871622401,17
0,block4,cca_whitened,0,9.488103827839603e-15,1.166890830806772,1.7119790243311022,16
0,block4,cca_whitened,1,1.0071793130333521e-14,1.0637185513986027,1.5146594983091188,13
0,block4,cca_whitened,2,1.0313887049235097e-14,1.078099232572249,1.8121127669247523,12
0,block4,cca_whitened,3,1.2553993241735143e-14,1.0214982047382102,1.4101085312180368,17
0,block4,cca_whitened,4,1.053484155423983e-14,0.8895652173918177,1.3360431553284553,16
0,block4,low_rank_subspace,0,1.0021773054228802,1.0143978572649437,0.25496348370391847,24
0,block4,low_rank_subspace,1,0.9938454197007215,1.0058770788604163,0.26064712334482254,24
0,block4,low_rank_subspace,2,1.011984657599589,1.0060882848813286,0.2522679746344221,24
0,block4,low_rank_subspace,3,0.9922301690586869,1.011252045345998,0.3283570646995187,24
0,block4,low_rank_subspace,4,0.9954447424586957,1.0190345176396123,0.3181344798491905,24
0,penultimate,channel_permutation,0,0.0,1.0408329997330663,0.7637626158259734,6
0,penultimate,channel_permutation,1,0.0,1.1902380714238086,0.912870929175277,7
0,penultimate,channel_permutation,2,0.0,1.118033988749895,1.0,10
0,penultimate,channel_permutation,3,0.0,1.0801234497346435,0.8660254037844386,3
0,penultimate,channel_permutation,4,0.0,1.0801234497346435,0.7071067811865476,5
0,penultimate,positive_monomial,0,0.8908862594555963,0.9449563677014998,0.005078406830533843,24
0,penultimate,positive_monomial,1,0.883489267964789,0.9420177496434524,0.007362821476498303,24
0,penultimate,positive_monomial,2,0.8834056717744212,0.942364018879243,0.00760048396964677,24
0,penultimate,positive_monomial,3,0.8894394117226502,0.9433924426234493,0.008310432749108932,24
0,penultimate,positive_monomial,4,0.8910392663789486,0.9338687623628323,0.004107152875619115,24
0,penultimate,orthogonal_procrustes,0,5.214362454340657e-15,0.6060649059046872,0.5854518439809296,20
0,penultimate,orthogonal_procrustes,1,4.633233366172375e-15,0.5883704640418809,0.5778510015473459,18
0,penultimate,orthogonal_procrustes,2,5.052572765242647e-15,0.6984075463853308,0.6917634230544807,16
0,penultimate,orthogonal_procrustes,3,4.8743287239538276e-15,0.6630897684023846,0.7120403523096075,15
0,penultimate,orthogonal_procrustes,4,3.842005111975434e-15,0.6276829505845907,0.7141103082915181,20
0,penultimate,block_orthogonal,0,2.8956855809219894e-15,1.0427679443839102,0.7768962694598395,13
0,penultimate,block_orthogonal,1,2.6086407148677313e-15,0.9572005133217728,0.6994377356821989,15
0,penultimate,block_orthogonal,2,2.3530694743643736e-15,1.0019499448204505,0.8561707852325217,14
0,penultimate,block_orthogonal,3,1.6197958066330917e-15,0.9249534275295683,0.7551955219231506,16
0,penultimate,block_orthogonal,4,3.503954264299471e-15,0.9969049087306403,0.6594521062771127,15
0,penultimate,cca_whitened,0,1.1944698765869793e-14,0.950606280140779,1.2604720417070754,15
0,penultimate,cca_whitened,1,1.2602213026412195e-14,0.8159549868916962,1.1705509519948765,15
0,penultimate,cca_whitened,2,1.1256499615055494e-14,1.040635627119722,1.4949009444219983,15
0,penultimate,cca_whitened,3,1.0379023435651242e-14,0.9920199407501155,1.439107309623696,12
0,penultimate,cca_whitened,4,1.0686825630847022e-14,1.0218323928465691,1.5795363039555208,12
0,penultimate,low_rank_subspace,0,1.0087833259253824,1.012912701990352,0.2796597210983631,24
0,penultimate,low_rank_subspace,1,1.007058994166444,1.007221957542897,0.29031855881863783,24
0,penultimate,low_rank_subspace,2,0.9988860563710166,1.006877950716662,0.2636229610780004,24
0,penultimate,low_rank_subspace,3,1.0087068349634425,1.013139713762036,0.37268442971616256,24
0,penultimate,low_rank_subspace,4,1.0016813984423332,1.0097433989378266,0.24447914790607106,24
1,block2,channel_permutation,0,0.0,0.5,0.5,0
1,block2,channel_permutation,1,0.0,0.4082482904638631,0.5,0
1,block2,channel_permutation,2,0.0,0.4082482904638631,0.5,0
1,block2,channel_permutation,3,0.0,0.5,0.0,0
1,block2,channel_permutation,4,0.0,0.5,0.5,0
1,block2,positive_monomial,0,0.41691652835493864,0.49647861706854984,0.024051481559244067,24
1,block2,positive_monomial,1,0.42074469242016016,0.470339204979512,0.08390999233051202,24
1,block2,positive_monomial,2,0.4183012618538243,0.4990210937014862,0.09251838008436036,24
1,block2,positive_monomial,3,0.4146207026142696,0.4968842143450433,0.029971297282690504,24
1,block2,positive_monomial,4,0.41490638818905473,0.4957362772286801,0.023924211836328643,24
1,block2,orthogonal_procrustes,0,4.158664049799732e-15,0.41728366343324796,0.5806936000255276,8
1,block2,orthogonal_procrustes,1,4.153887128007755e-15,0.41505398076087613,0.5787078391011405,6
1,block2,orthogonal_procrustes,2,4.409890033992715e-15,0.41514466303793407,0.5807059439067386,8
1,block2,orthogonal_procrustes,3,4.367266855322932e-15,0.41599173367979475,0.5809318367092597,6
1,block2,orthogonal_procrustes,4,3.585256184353819e-15,0.41585750975842545,0.5808660321831197,8
1,block2,block_orthogonal,0,1.698352782806978e-15,0.4163728064506042,0.5677347074277179,10
1,block2,block_orthogonal,1,1.9497309705515282e-15,0.4162154070331489,0.5634867104118444,10
1,block2,block_orthogonal,2,1.6571557160288615e-15,0.41761037974166454,0.5465065986397722,10
1,block2,block_orthogonal,3,3.228340196410824e-15,0.419267536864895,0.5550820725986688,12
1,block2,block_orthogonal,4,1.614624587226523e-15,0.41755575663727534,0.5717198800706237,10
1,block2,cca_whitened,0,1.3748087415904525e-14,0.6133783193105699,1.8735466928710884,2
1,block2,cca_whitened,1,9.350484535087473e-15,1.4105856094800553,1.79487647524445,2
1,block2,cca_whitened,2,9.969610902038292e-15,1.5726730939447913,1.8638342882897212,3
1,block2,cca_whitened,3,8.003200870033012e-15,0.6418565732128858,1.9063698428520757,2
1,block2,cca_whitened,4,7.550100811898262e-15,0.5779241393565959,1.9354709983824423,3
1,block2,low_rank_subspace,0,1.0394358123873657,1.0628350218199811,0.3662823237961315,24
1,block2,low_rank_subspace,1,1.0568238963597525,1.0821174886486147,0.4215878956580892,24
1,block2,low_rank_subspace,2,1.0502186490827985,1.064767895243897,0.37829557633166083,24
1,block2,low_rank_subspace,3,1.0349082341213607,1.0542928713646367,0.3724066138705207,24
1,block2,low_rank_subspace,4,1.0545346945940473,1.0778725054150895,0.38502917988582397,24
1,block3,channel_permutation,0,0.0,0.6454972243679029,0.7071067811865476,2
1,block3,channel_permutation,1,0.0,0.6454972243679029,0.5,1
1,block3,channel_permutation,2,0.0,0.5773502691896258,0.5,1
1,block3,channel_permutation,3,0.0,0.6454972243679029,0.5773502691896258,3
1,block3,channel_permutation,4,0.0,0.6454972243679029,0.7071067811865476,2
1,block3,positive_monomial,0,0.7847289026495498,0.8769357661999874,0.046350624955430506,24
1,block3,positive_monomial,1,0.7750707635772194,0.8502257106373712,0.0428973527537586,24
1,block3,positive_monomial,2,0.7802925085170221,0.8582925637928274,0.04865318515224791,24
1,block3,positive_monomial,3,0.7705638222382888,0.8446385025151872,0.03284016585652441,24
1,block3,positive_monomial,4,0.7734855250332172,0.8587943875127753,0.06027111664239777,24
1,block3,orthogonal_procrustes,0,3.668149707532826e-15,0.3769257041888254,0.4339957336794028,20
1,block3,orthogonal_procrustes,1,3.644622072805917e-15,0.3645522667899765,0.4406969332585124,18
1,block3,orthogonal_procrustes,2,3.123961352645037e-15,0.4546624356675292,0.5929791795617002,16
1,block3,orthogonal_procrustes,3,4.1908760299273245e-15,0.44790264335918695,0.589964825144762,18
1,block3,orthogonal_procrustes,4,3.995273768537752e-15,0.3402974367769732,0.4081328169605346,20
1,block3,block_orthogonal,0,2.307416252522463e-15,0.6419189397534142,0.689456933554216,18
1,block3,block_orthogonal,1,2.574479737581025e-15,0.6579960304491782,0.6973822780799718,22
1,block3,block_orthogonal,2,2.1767203711003197e-15,0.6582282780027092,0.6708041499326522,20
1,block3,block_orthogonal,3,2.357383974903684e-15,0.6493317133902372,0.6814797625831691,18
1,block3,block_orthogonal,4,1.3723366655613015e-15,0.6322588741531452,0.7144309836786839,20
1,block3,cca_whitened,0,1.096247023471906e-14,0.8492105071197257,1.3863319119891107,14
1,block3,cca_whitened,1,8.74183271311285e-15,0.9873295822383948,1.5644394401225448,13
1,block3,cca_whitened,2,7.260866710886893e-15,0.9657745318287152,1.718979117398911,12
1,block3,cca_whitened,3,8.166693739253512e-15,0.9479975042380989,1.1997745822351291,15
1,block3,cca_whitened,4,1.0310473678221974e-14,1.1680596981870541,1.8540905519678021,15
1,block3,low_rank_subspace,0,1.107184098198116,1.1054350722333408,0.4862268169569883,24
1,block3,low_rank_subspace,1,1.087467244165489,1.0354547797632419,0.3972077826231291,24
1,block3,low_rank_subspace,2,1.1046652320909756,1.0887859266285775,0.49268376649394213,24
1,block3,low_rank_subspace,3,1.0594217353188404,1.0786847006634042,0.47527051316998775,24
1,block3,low_rank_subspace,4,1.0586005955394662,1.0573714331505772,0.442878598145604,24
1,block4,channel_permutation,0,0.0,1.2583057392117916,1.1902380714238086,9
1,block4,channel_permutation,1,0.0,1.2909944487358058,1.118033988749895,14
1,block4,channel_permutation,2,0.0,1.2909944487358058,1.2247448713915892,13
1,block4,channel_permutation,3,0.0,1.2909944487358058,1.1547005383792517,12
1,block4,channel_permutation,4,0.0,1.2909944487358058,1.2247448713915892,8
1,block4,positive_monomial,0,0.9198363934569095,0.9770661942163636,0.021941687011254665,24
1,block4,positive_monomial,1,0.9112908559703349,0.9825980155256496,0.02951963048766397,24
1,block4,positive_monomial,2,0.9137264129760816,0.9788409748788907,0.01544715325581702,24
1,block4,positive_monomial,3,0.9235753735764887,0.9985740333869456,0.02317568485207891,24
1,block4,positive_monomial,4,0.9214556308955009,0.9840007389827972,0.07007635638894509,24
1,block4,orthogonal_procrustes,0,5.473458489700839e-15,0.6924689204370061,0.8464223083086159,16
1,block4,orthogonal_procrustes,1,4.619102269096968e-15,0.707502533691384,0.8806586906003061,20
1,block4,orthogonal_procrustes,2,7.209375454657866e-15,0.7891050486902755,0.9152601128630625,15
1,block4,orthogonal_procrustes,3,5.06690855851842e-15,0.7378805363880074,0.8391157004245847,15
1,block4,orthogonal_procrustes,4,4.286567653720621e-15,0.7605429587836428,0.8833383740931985,18
1,block4,block_orthogonal,0,2.2827634559589056e-15,1.14063209038492,1.1136536845189648,16
1,block4,block_orthogonal,1,3.292082625741951e-15,1.0318909647762475,0.9923396918727783,17
1,block4,block_orthogonal,2,2.3331039275593425e-15,1.188202351848486,1.1224531609213215,14
1,block4,block_orthogonal,3,2.1964235039995327e-15,1.1303832601810824,1.088178131404069,18
1,block4,block_orthogonal,4,2.2329509296936064e-15,1.117595446997956,1.0942082861137583,17
1,block4,cca_whitened,0,2.240347885305083e-14,1.4090784297664343,2.1433609271686676,14
1,block4,cca_whitened,1,1.3021780322953453e-14,1.3376084418438972,2.7013680547537082,15
1,block4,cca_whitened,2,1.1045703530198217e-14,1.3310641804696262,2.5159861999945914,11
1,block4,cca_whitened,3,1.3071859885830661e-14,1.3053560435445588,2.7129606094474443,13
1,block4,cca_whitened,4,1.2218318211103047e-14,1.33709244588896,2.1540450247364618,15
1,block4,low_rank_subspace,0,1.0184512369864152,1.0300517325686025,0.46014082580473903,24
1,block4,low_rank_subspace,1,1.0228183048837907,1.036128444085447,0.45882244757787954,24
1,block4,low_rank_subspace,2,1.0058929969654393,1.0480912824009414,0.47734528874232196,24
1,block4,low_rank_subspace,3,1.0176595910558537,1.015494533154831,0.37035685955337966,24
1,block4,low_rank_subspace,4,1.004554255275381,1.0336369178373626,0.43190349427596464,24
1,penultimate,channel_permutation,0,0.0,1.3228756555322954,1.1902380714238086,13
1,penultimate,channel_permutation,1,0.0,1.3228756555322954,1.2909944487358058,12
1,penultimate,channel_permutation,2,0.0,1.2909944487358058,1.2247448713915892,11
1,penultimate,channel_permutation,3,0.0,1.2909944487358058,1.118033988749895,12
1,penultimate,channel_permutation,4,0.0,1.2909944487358058,1.2909944487358058,15
1,penultimate,positive_monomial,0,0.9156059526281294,0.9766781914121604,0.028000323236484388,24
1,penultimate,positive_monomial,1,0.9178210946752479,0.9889053854822276,0.045268472209598516,24
1,penultimate,positive_monomial,2,0.9194807299582094,0.9948344582070249,0.03925400923895724,24
1,penultimate,positive_monomial,3,0.9160718903332257,1.0059094094057668,0.04347682305658202,24
1,penultimate,positive_monomial,4,0.9158522638407921,0.9784324351665118,0.01650836691824821,24
1,penultimate,orthogonal_procrustes,0,4.429733415170935e-15,0.7197956178281076,0.8236473823609246,15
1,penultimate,orthogonal_procrustes,1,4.586170797815116e-15,0.7258545158971426,0.8194782118109718,18
1,penultimate,orthogonal_procrustes,2,4.0614656638735935e-15,0.8051454370956004,0.939983560680238,18
1,penultimate,orthogonal_procrustes,3,3.879008768367046e-15,0.6771984293680247,0.788898743938025,16
1,penultimate,orthogonal_procrustes,4,5.801473744079524e-15,0.7463154460970552,0.8602811265636893,16
1,penultimate,block_orthogonal,0,2.223839452207884e-15,1.1154075848411833,1.0895629242556502,16
1,penultimate,block_orthogonal,1,3.2358707584784034e-15,1.088326005757404,1.0142123488913974,15
1,penultimate,block_orthogonal,2,2.2088189056293174e-15,1.0575068827007015,1.0811610451263285,16
1,penultimate,block_orthogonal,3,2.3708484888413114e-15,1.1277365447378422,1.1127421313273531,17
1,penultimate,block_orthogonal,4,2.0065472145609764e-15,1.0955960657433004,1.2110489555061865,15
1,penultimate,cca_whitened,0,1.4163236396966739e-14,1.2734021451481556,2.376845010265736,12
1,penultimate,cca_whitened,1,1.871288905590797e-14,1.2775125274887542,2.149711356956859,14
1,penultimate,cca_whitened,2,1.450716796175057e-14,1.2471987881245044,2.4649038260992664,13
1,penultimate,cca_whitened,3,1.2638130382239459e-14,1.4536097562556691,2.377383977285133,13
1,penultimate,cca_whitened,4,1.428581251028533e-14,1.1020327747010072,2.528548942833313,16
1,penultimate,low_rank_subspace,0,1.005804996236386,1.028293642828043,0.4285500644734589,24
1,penultimate,low_rank_subspace,1,1.0021725373692383,1.0383563255118582,0.4105085357855431,24
1,penultimate,low_rank_subspace,2,1.0150015709000881,1.0510240537885482,0.48144971617235566,24
1,penultimate,low_rank_subspace,3,1.019994043364124,1.0316014789373413,0.4278604021838844,24
1,penultimate,low_rank_subspace,4,1.0105628652371248,1.0462548508216405,0.4535267611713471,24
2,block2,channel_permutation,0,0.0,0.5,0.0,2
2,block2,channel_permutation,1,0.0,0.5,0.0,2
2,block2,channel_permutation,2,0.0,0.5,0.0,2
2,block2,channel_permutation,3,0.0,0.5,0.0,2
2,block2,channel_permutation,4,0.0,0.5,0.0,2
2,block2,positive_monomial,0,0.43137783891431464,0.48651421114777127,0.0605627841109414,24
2,block2,positive_monomial,1,0.43630953399883055,0.49117460412315855,0.05184158515021247,24
2,block2,positive_monomial,2,0.44340554314439873,0.49257949624769337,0.049000619316897136,24
2,block2,positive_monomial,3,0.4254304368811915,0.4823855843725054,0.04971785136673205,24
2,block2,positive_monomial,4,0.4352456932052886,0.49500846240151464,0.05229662401623009,24
2,block2,orthogonal_procrustes,0,4.56089061220792e-15,0.41468186918788896,0.580407196617763,6
2,block2,orthogonal_procrustes,1,3.995705264885002e-15,0.4168325917815931,0.5747273545525995,8
2,block2,orthogonal_procrustes,2,4.190358899542549e-15,0.4137796834827107,0.579645795943527,6
2,block2,orthogonal_procrustes,3,4.336498871219491e-15,0.41529970595613513,0.5806783155015955,6
2,block2,orthogonal_procrustes,4,4.015671123786216e-15,0.41407105346083617,0.5796711347863504,8
2,block2,block_orthogonal,0,1.4860235021899495e-15,0.4233651203144515,0.5722268327868084,10
2,block2,block_orthogonal,1,2.1964467706978826e-15,0.4226614252500346,0.5686919864946811,10
2,block2,block_orthogonal,2,2.0314106250912182e-15,0.4209440563227733,0.5717007291073442,10
2,block2,block_orthogonal,3,1.6258535752506402e-15,0.422454430711494,0.5705565406525194,10
2,block2,block_orthogonal,4,2.4346255186277464e-15,0.42414290781375513,0.5681004530914279,10
2,block2,cca_whitened,0,8.43537867809015e-15,1.636772605725377,1.7997456107289282,4
2,block2,cca_whitened,1,1.0164997239254718e-14,1.5871467698757333,1.774892097200793,4
2,block2,cca_whitened,2,7.943298941220088e-15,1.5461557468021923,1.8617427562997049,4
2,block2,cca_whitened,3,9.437850330725485e-15,1.5977415455677118,1.765526513055429,4
2,block2,cca_whitened,4,7.13269010490676e-15,1.5742160671419185,1.7482335184073454,4
2,block2,low_rank_subspace,0,1.0627149403786291,1.0841178289984592,0.3383494738626609,24
2,block2,low_rank_subspace,1,1.0478475886289036,1.0877519711790844,0.34425033689766366,24
2,block2,low_rank_subspace,2,1.0369628963374478,1.0511131519050094,0.30276703157599694,24
2,block2,low_rank_subspace,3,1.060147663006478,1.0721381265749055,0.3756671219839884,24
2,block2,low_rank_subspace,4,1.065849239528083,1.0816948796743548,0.3870789088938688,24
2,block3,channel_permutation,0,0.0,0.8660254037844386,0.8164965809277261,2
2,block3,channel_permutation,1,0.0,0.912870929175277,0.7071067811865476,5
2,block3,channel_permutation,2,0.0,0.8660254037844386,0.8164965809277261,3
2,block3,channel_permutation,3,0.0,0.8660254037844386,0.6454972243679029,1
2,block3,channel_permutation,4,0.0,0.8660254037844386,0.8164965809277261,4
2,block3,positive_monomial,0,0.7340268615261731,0.8644000010374585,0.10806537537319906,24
2,block3,positive_monomial,1,0.7416443597614651,0.8835113810458805,0.0387143734396124,24
2,block3,positive_monomial,2,0.7402331341085692,0.882789797211228,0.03465111525028164,24
2,block3,positive_monomial,3,0.7294201532358598,0.8759939733781745,0.032200794694780134,24
2,block3,positive_monomial,4,0.7250090261480847,0.874854248087258,0.04435711012674839,24
2,block3,orthogonal_procrustes,0,3.5860043895295544e-15,0.4606594187566009,0.5904451645609031,18
2,block3,orthogonal_procrustes,1,4.304073769910823e-15,0.4543160038914298,0.5916427082039973,18
2,block3,orthogonal_procrustes,2,3.807623127994263e-15,0.4753431482037058,0.448271917392262,16
2,block3,orthogonal_procrustes,3,4.153910450813413e-15,0.4730890156981874,0.47345662468173155,18
2,block3,orthogonal_procrustes,4,3.1637739450126437e-15,0.39559439574493405,0.5003849842064807,16
2,block3,block_orthogonal,0,2.9759245022473208e-15,0.6694149688408657,0.6775359265232559,18
2,block3,block_orthogonal,1,2.22811409602135e-15,0.6904597913208331,0.6799645209854907,18
2,block3,block_orthogonal,2,2.7900829594735825e-15,0.7033642839409707,0.6704469061601088,18
2,block3,block_orthogonal,3,1.993302850468497e-15,0.6775405395644204,0.7020026947778177,18
2,block3,block_orthogonal,4,1.7814382245621683e-15,0.6672779924638832,0.6712166399490872,20
2,block3,cca_whitened,0,1.032998560312122e-14,0.6842195315906768,1.212195147891045,14
2,block3,cca_whitened,1,1.0082682790967094e-14,0.8694185532045229,2.092301349129819,11
2,block3,cca_whitened,2,1.0594919687029964e-14,1.4544484587012032,2.0575988937032976,9
2,block3,cca_whitened,3,1.0556270629829326e-14,0.8569126696173874,2.376910575196189,9
2,block3,cca_whitened,4,1.0092598218475927e-14,0.8351050908574109,1.1591512004847742,11
2,block3,low_rank_subspace,0,1.0834501575123332,1.0744681879023263,0.46784733033671205,24
2,block3,low_rank_subspace,1,1.0951531350815351,1.0838243884546153,0.48915056064674256,24
2,block3,low_rank_subspace,2,1.111376419527107,1.1019359539357063,0.5520097646191772,24
2,block3,low_rank_subspace,3,1.0932724880950553,1.0955187832358535,0.4110807652622446,24
2,block3,low_rank_subspace,4,1.078574686770475,1.1019964215378706,0.4574482305751409,24
2,block4,channel_permutation,0,0.0,1.2583057392117916,1.118033988749895,5
2,block4,channel_permutation,1,0.0,1.1902380714238086,1.118033988749895,7
2,block4,channel_permutation,2,0.0,1.2909944487358058,1.0801234497346435,10
2,block4,channel_permutation,3,0.0,1.1547005383792517,1.0408329997330663,5
2,block4,channel_permutation,4,0.0,1.2247448713915892,1.1902380714238086,8
2,block4,positive_monomial,0,0.8904713146740526,0.9665987922064085,0.013852477981995908,24
2,block4,positive_monomial,1,0.89961434659543,0.9672985348918351,0.01300262348740627,24
2,block4,positive_monomial,2,0.9055562131370506,0.9680806969115112,0.007879873458021424,24
2,block4,positive_monomial,3,0.8957905660828647,0.965495157919535,0.014330943944890512,24
2,block4,positive_monomial,4,0.885093007055756,0.9640856619550611,0.01308629417305106,24
2,block4,orthogonal_procrustes,0,7.8982320705254e-15,0.7297096209639358,0.8311497414356013,16
2,block4,orthogonal_procrustes,1,4.36898967274557e-15,0.7241432583854426,0.746338357440362,18
2,block4,orthogonal_procrustes,2,5.867602387437957e-15,0.7396585473457521,0.8250650238457029,17
2,block4,orthogonal_procrustes,3,5.4992623305181764e-15,0.6828002522269881,0.7788999452493646,17
