setting_id,collection,condition,method,implementation,accuracy,loss,ece,view_inference_accuracy,transition_fit,inverse_consistency,cycle_residual_before,cycle_residual_after,training_time_seconds,trainable_parameters,stored_parameters,branch_count,context_mode,certificate_activated,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command,seed
ModelNet10_collection_0,0,one_missing_edge,supplied_view_retransport_oracle,explicit_3d_inverse_forward_coordinate_map,0.1,2.2729833559332526,0.014999667565489358,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.2665605850052088,3094,3094,4,supplied,True,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,wrong_view_control,trained_neural_or_feature_alignment,0.1,2.2994938957547717,0.01502035726295145,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,random_action_control,trained_neural_or_feature_alignment,0.1,2.2980841528502554,0.014497448112833738,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,ensemble,trained_neural_or_feature_alignment,0.1,2.297316459253127,0.014871365995743041,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,4,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,raw_parameter_merge,trained_neural_or_feature_alignment,0.1,2.3036078283707546,0.007886693752345408,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,strict_graph_synchronization,trained_neural_or_feature_alignment,0.13,2.307675584530031,0.003563980594523841,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,c2m3_internal_feature_alignment,trained_neural_or_feature_alignment,0.13,2.307675584530031,0.003563980594523841,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,generic_calibration_network,trained_neural_or_feature_alignment,0.1,2.302802610469748,0.010407392106759658,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.3684693349059671,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,generic_moe,trained_neural_or_feature_alignment,0.1,2.2958392181682257,0.014817240745234606,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.4800373760517687,2944,2944,4,inferred,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,generic_low_rank_correction,trained_neural_or_feature_alignment,0.13,2.307675584530031,0.003563980594523841,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,weighted_hodge_synchronization,trained_neural_or_feature_alignment,0.13,2.307675584530031,0.003563980594523841,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,inferred_view_structured_retransport,explicit_3d_inverse_forward_coordinate_map,0.1,2.295495757282606,0.014753308344712862,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.4800373760517687,2944,2944,4,inferred,True,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,supplied_view_retransport_oracle,explicit_3d_inverse_forward_coordinate_map,0.1,2.2729833559332526,0.014999667565489358,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.2665605850052088,3094,3094,4,supplied,True,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,wrong_view_control,trained_neural_or_feature_alignment,0.1,2.293958559421432,0.015085835816538676,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,random_action_control,trained_neural_or_feature_alignment,0.1,2.2950718602277034,0.014792285425732146,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,sparse_graph,ensemble,trained_neural_or_feature_alignment,0.1,2.295783138414294,0.014789609990461541,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,4,none,False,0c1d36138366091e1042d0b692387551c396515a63200fcd5c290de99e8a66e9,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,raw_parameter_merge,trained_neural_or_feature_alignment,0.1,2.3039343646556603,0.00785485369484705,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,strict_graph_synchronization,trained_neural_or_feature_alignment,0.13,2.3113148451978685,0.002936850159111132,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,c2m3_internal_feature_alignment,trained_neural_or_feature_alignment,0.13,2.3113148451978685,0.002936850159111132,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,generic_calibration_network,trained_neural_or_feature_alignment,0.1,2.3028986369134246,0.010255074031594036,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.3684693349059671,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,generic_moe,trained_neural_or_feature_alignment,0.1,2.2968883053589586,0.015009635575721353,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.4800373760517687,2944,2944,4,inferred,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,generic_low_rank_correction,trained_neural_or_feature_alignment,0.13,2.3113148451978685,0.002936850159111132,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,weighted_hodge_synchronization,trained_neural_or_feature_alignment,0.13,2.3113148451978685,0.002936850159111132,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,inferred_view_structured_retransport,explicit_3d_inverse_forward_coordinate_map,0.1,2.2961399340072375,0.014390101764221869,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.4800373760517687,2944,2944,4,inferred,True,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,supplied_view_retransport_oracle,explicit_3d_inverse_forward_coordinate_map,0.1,2.2729833559332526,0.014999667565489358,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.2665605850052088,3094,3094,4,supplied,True,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,wrong_view_control,trained_neural_or_feature_alignment,0.1,2.297993286027787,0.014850601476710204,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,random_action_control,trained_neural_or_feature_alignment,0.1,2.3018650859836383,0.014842887216605122,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,noisy_transitions,ensemble,trained_neural_or_feature_alignment,0.1,2.296963327123059,0.014999364306552604,0.22,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,4,none,False,b9f8e793d728e2c0d614a2a38caeb9215670e0d303a69e15b52212d48bf41444,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,inconsistent_loop_estimates,raw_parameter_merge,trained_neural_or_feature_alignment,0.1,2.3041308280575308,0.007875864019254289,0.35,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,fe177dbd6384dfc11c68d82bd98c539f316dec9c1b7cfdf8d6a5ac5311d1e0ad,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,inconsistent_loop_estimates,strict_graph_synchronization,trained_neural_or_feature_alignment,0.12,2.3077351795602725,0.006805598531678947,0.35,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,fe177dbd6384dfc11c68d82bd98c539f316dec9c1b7cfdf8d6a5ac5311d1e0ad,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,inconsistent_loop_estimates,c2m3_internal_feature_alignment,trained_neural_or_feature_alignment,0.12,2.3077351795602725,0.006805598531678947,0.35,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,fe177dbd6384dfc11c68d82bd98c539f316dec9c1b7cfdf8d6a5ac5311d1e0ad,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
