setting_id,collection,condition,method,implementation,accuracy,loss,ece,view_inference_accuracy,transition_fit,inverse_consistency,cycle_residual_before,cycle_residual_after,training_time_seconds,trainable_parameters,stored_parameters,branch_count,context_mode,certificate_activated,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command,seed
ModelNet10_collection_0,0,complete_comparison_graph,raw_parameter_merge,trained_neural_or_feature_alignment,0.1,2.3034618347444655,0.007856722074519304,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,strict_graph_synchronization,trained_neural_or_feature_alignment,0.12,2.3102006867388134,0.00714865058030148,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,c2m3_internal_feature_alignment,trained_neural_or_feature_alignment,0.12,2.3102006867388134,0.00714865058030148,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,generic_calibration_network,trained_neural_or_feature_alignment,0.1,2.3031537140015867,0.010243205352505308,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.3684693349059671,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,generic_moe,trained_neural_or_feature_alignment,0.1,2.2967648153238773,0.015017673511856053,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.4800373760517687,2944,2944,4,inferred,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,generic_low_rank_correction,trained_neural_or_feature_alignment,0.12,2.3102006867388134,0.00714865058030148,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,weighted_hodge_synchronization,trained_neural_or_feature_alignment,0.12,2.3102006867388134,0.00714865058030148,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,inferred_view_structured_retransport,explicit_3d_inverse_forward_coordinate_map,0.1,2.2944337927594916,0.014882783126555305,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.4800373760517687,2944,2944,4,inferred,True,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,supplied_view_retransport_oracle,explicit_3d_inverse_forward_coordinate_map,0.1,2.2729833559332526,0.014999667565489358,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.2665605850052088,3094,3094,4,supplied,True,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,wrong_view_control,trained_neural_or_feature_alignment,0.1,2.298061320762952,0.01513201018975277,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,random_action_control,trained_neural_or_feature_alignment,0.1,2.2982347520689355,0.014619918394317297,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,complete_comparison_graph,ensemble,trained_neural_or_feature_alignment,0.1,2.296722280334296,0.01500687433875382,0.23,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,4,none,False,e90f90c78d544ff79c90645f5451a8aa819d4d602f1ad24011e9deaaa1240152,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,raw_parameter_merge,trained_neural_or_feature_alignment,0.1,2.303727558131545,0.007866678942939784,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,strict_graph_synchronization,trained_neural_or_feature_alignment,0.1,2.3108296954762224,0.026837972681630268,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,c2m3_internal_feature_alignment,trained_neural_or_feature_alignment,0.1,2.3108296954762224,0.026837972681630268,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,generic_calibration_network,trained_neural_or_feature_alignment,0.1,2.3034973283709315,0.010280324949778014,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.3684693349059671,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,generic_moe,trained_neural_or_feature_alignment,0.1,2.2972769873612333,0.014888280299069745,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.4800373760517687,2944,2944,4,inferred,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,generic_low_rank_correction,trained_neural_or_feature_alignment,0.1,2.3108296954762224,0.026837972681630268,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,weighted_hodge_synchronization,trained_neural_or_feature_alignment,0.1,2.3108296954762224,0.026837972681630268,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,1.1955011997414071,1.2665605850052088,3094,3094,1,none,False,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
ModelNet10_collection_0,0,one_missing_edge,inferred_view_structured_retransport,explicit_3d_inverse_forward_coordinate_map,0.1,2.293160906329326,0.014964883821782154,0.26,0.4984819044669469,0.8424470190587796,1.1955011997414071,0.0,1.4800373760517687,2944,2944,4,inferred,True,04d6982d6e8a402af2e6f703b9b50830d31192112e5ecab93e9bf101490cbb8f,True,74b1d5e9779324615eaf21fe53e7a8f8639190d2,b925e4332381ea5115e62e36bf7254058aac1661da5ae4193ccd7a821c9ad16b,python experiments/genuine_multiview_retransport.py,0
