setting_id,collection,architecture,method,implementation,accuracy,loss,ece,training_examples_per_specialist,transition_samples,router_samples,selector_samples,calibration_samples,test_samples,trainable_parameters,stored_parameters,training_time_seconds,context_mode,certificate_activated,output_type,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command,seed
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,c2m3_internal_activation_alignment,AlignedFeatures,0.617,1.0922342227102668,0.06940462720349201,10000,512,512,512,512,2000,0,44726568,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,regmean_internal_matched_average,ResNet,0.618,1.0875606289925859,0.0463325843506323,10000,512,512,512,512,2000,11181642,11181642,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,representation_alignment_merge,AlignedFeatures,0.617,1.0922342227102668,0.06940462720349201,10000,512,512,512,512,2000,0,44726568,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,task_arithmetic,ResNet,0.618,1.0875606289925859,0.0463325843506323,10000,512,512,512,512,2000,11181642,11181642,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,ties,ResNet,0.594,1.1721869109154361,0.0603595795829304,10000,512,512,512,512,2000,11181642,11181642,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,dare,ResNet,0.572,1.1879755664684581,0.01786794073485056,10000,512,512,512,512,2000,11181642,11181642,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,generic_low_rank_merge,AlignedFeatures,0.617,1.0922342227102668,0.06940462720349201,10000,512,512,512,512,2000,0,44726568,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,generic_router,Router,0.636,1.0666516213152506,0.05974553865900958,10000,512,512,512,512,2000,164,44726732,49.372300958260894,none,False,router,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,strict_synchronization,AlignedFeatures,0.617,1.0922342227102668,0.06940462720349201,10000,512,512,512,512,2000,0,44726568,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,hodge_gated_ordinary_fallback,ResNet,0.632,1.0702048908206494,0.023255799327938493,10000,512,512,512,512,2000,11181642,11181642,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,structured_retransport_certified_only,ResNet,0.632,1.0702048908206494,0.023255799327938493,10000,512,512,512,512,2000,11181642,11181642,43.909182833274826,none,False,single_model,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_3,3,torchvision_resnet18_imagenet_pretrained,ensemble_reference,Ensemble,0.6355,1.0766949816699416,0.0914096767512893,10000,512,512,512,512,2000,0,44726568,43.909182833274826,none,False,ensemble,85cecbba05b65ee37edf32d9e3426259b4edb7a6b62fea1ade4f70a977857fdd,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,3
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,weight_average,ResNet,0.6305,1.1062661518558938,0.08057872908074876,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,greedy_soup,ResNet,0.6325,1.0986255061299242,0.04471910967377559,10000,512,512,512,512,2000,11181642,11181642,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,git_rebasin_internal_activation_alignment,AlignedFeatures,0.622,1.1163443511695104,0.08182799656764977,10000,512,512,512,512,2000,0,44726568,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
CIFAR10_collection_4,4,torchvision_resnet18_imagenet_pretrained,c2m3_internal_activation_alignment,AlignedFeatures,0.622,1.1163443511695104,0.08182799656764977,10000,512,512,512,512,2000,0,44726568,50.17914974922314,none,False,single_model,b95d74c2a57fc9535fd863aacc737c31f2afafabf996acded3c8f8a0aed87c2b,True,1237f70e2276c249ee5cbc1eedb977fc1043db26,4a63081894c0c7ff36950ae15cb56111d9236da93acf33eb6039ff6a05c6b3e1,python experiments/full_model_hidden_geometry.py,4
