selector,selector_label,n_exact_settings,n_training_groups,failed_runs,mean_test_accuracy,median_test_accuracy,std_test_accuracy,se_test_accuracy,mean_test_loss,mean_regret_vs_greedy_soup,mean_regret_vs_oracle,worst_setting_accuracy,tm_specific_selection_frequency,validation_test_best_agreement,mean_stability_modal_fraction,deployable
A0,ordinary greedy baseline,40,10,0,0.87257,0.8733500000000001,0.010259234739292083,0.001622127441324336,0.5375834935560533,0.0,0.0015775000000000123,0.848,0.0,0.325,0.7699999999999999,True
A1,official-synchronization pool,40,10,0,0.8715824999999999,0.87155,0.010311927062561576,0.0016304588291612104,0.557732249599072,0.0009875000000000023,0.0025650000000000143,0.8472,0.0,0.275,0.695,True
A2,gauge-only augmentation,40,10,0,0.87257,0.8733500000000001,0.010259234739292083,0.001622127441324336,0.5375834935560533,0.0,0.0015775000000000123,0.848,0.0,0.325,0.76,True
A3,gauge plus soup augmentation,40,10,0,0.8714275,0.87235,0.010356541039733894,0.0016375129183283745,0.5530035917570955,0.0011424999999999936,0.002720000000000006,0.848,0.7,0.35,0.645,True
A4,diagnostic-only augmentation,40,10,0,0.8715824999999999,0.87155,0.010311927062561576,0.0016304588291612104,0.557732249599072,0.0009875000000000023,0.0025650000000000143,0.8472,0.0,0.275,0.71,True
A5,full TwistedMerge selector,40,10,0,0.8707050000000001,0.8714,0.01056090880898964,0.001669826299887169,0.5698750017586646,0.0018649999999999945,0.0034425000000000068,0.8472,0.65,0.3,0.6050000000000001,True
B0,budget-matched ordinary soup control,40,10,0,0.87257,0.8733500000000001,0.010259234739292083,0.001622127441324336,0.5375834935560533,0.0,0.0015775000000000123,0.848,0.0,0.325,nan,True
A6,test oracle upper bound,40,10,0,0.8741475,0.87425,0.009501173679185708,0.0015022674635534385,0.5433936741855405,-0.0015775000000000123,0.0,0.8571,0.375,1.0,nan,False
