setting_id,candidate,output_type,parameter_multiplier,active_parameters,stored_checkpoint_bytes,inference_multiplier,branches,same_capacity_single_model,merge_compute_seconds,training_compute_seconds_group,test_inference_seconds,test_samples,peak_process_memory_mb,generation_validation_evals,selector_validation_eval
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_0,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.000475957989692688,1.7278305001091212,0.2427502078935504,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_1,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00034566689282655716,1.7278305001091212,0.23750541685149074,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_2,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00036800000816583633,1.7278305001091212,0.2348964160773903,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_3,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.00034733302891254425,1.7278305001091212,0.2305509999860078,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_4,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.000367084052413702,1.7278305001091212,0.2473356667906046,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_5,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.0003575000446289778,1.7278305001091212,0.23903337493538857,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W32_S9300,ordinary_weighted_soup_6,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.0003522501792758703,1.7278305001091212,0.23883091704919934,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,individual_0,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.7257464998401701,0.23827450000680983,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,individual_1,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.7257464998401701,0.23487158282659948,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,individual_2,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.7257464998401701,0.24410212482325733,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,individual_3,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0,1.7257464998401701,0.2351517090573907,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,weight_average,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.0005108341574668884,1.7257464998401701,0.2345992079935968,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,greedy_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.19680912513285875,1.7257464998401701,0.237873415928334,10000,445744.0,8,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,official_git_rebasin,same_capacity_single_model,1.0,50890,203560,1.0,1,True,4.36607512505725,1.7257464998401701,0.24236358306370676,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,official_c2m3,same_capacity_single_model,1.0,50890,203560,1.0,1,True,4.272927333135158,1.7257464998401701,0.24658729205839336,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,permutation_gauge_merge,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.11653033411130309,1.7257464998401701,0.2378929581027478,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,positive_monomial_gauge_merge,same_capacity_single_model,1.0,50890,203560,1.0,1,True,0.003372542094439268,1.7257464998401701,0.23837483394891024,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,permutation_gauge_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.1898207499179989,1.7257464998401701,0.2339394590817392,10000,445744.0,8,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,monomial_gauge_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.19399937498383224,1.7257464998401701,0.2445219170767814,10000,445744.0,8,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,union_gauge_soup,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.5930802919901907,1.7257464998401701,0.23485687491483986,10000,445744.0,24,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_0,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0006925838533788919,1.7257464998401701,0.23712820815853775,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_1,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0007742499001324177,1.7257464998401701,0.23465458396822214,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_2,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0006664579268544912,1.7257464998401701,0.24317270913161337,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_3,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.000684583093971014,1.7257464998401701,0.23592166602611542,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_4,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0006037498824298382,1.7257464998401701,0.2392138340510428,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_5,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0006061249878257513,1.7257464998401701,0.23766550002619624,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N4_W64_S9300,ordinary_weighted_soup_6,same_capacity_model_soup,1.0,50890,203560,1.0,1,True,0.0006159171462059021,1.7257464998401701,0.2365330420434475,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,individual_0,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.2747011668980122,0.24741887487471104,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,individual_1,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.2747011668980122,0.23600687505677342,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,individual_2,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0,1.2747011668980122,0.23597287479788065,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,weight_average,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0003429159987717867,1.2747011668980122,0.23623670800589025,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,greedy_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.14694120781496167,1.2747011668980122,0.2420844160951674,10000,445744.0,6,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,official_git_rebasin,same_capacity_single_model,1.0,25450,101800,1.0,1,True,3.0727683750446886,1.2747011668980122,0.23964945785701275,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,official_c2m3,same_capacity_single_model,1.0,25450,101800,1.0,1,True,1.8495966671034694,1.2747011668980122,0.23439570795744658,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,permutation_gauge_merge,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.08801583317108452,1.2747011668980122,0.23554758308455348,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,positive_monomial_gauge_merge,same_capacity_single_model,1.0,25450,101800,1.0,1,True,0.0029574581421911716,1.2747011668980122,0.23524479195475578,10000,445744.0,0,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,permutation_gauge_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.15166974999010563,1.2747011668980122,0.24961662502028048,10000,445744.0,6,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,monomial_gauge_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.14616133295930922,1.2747011668980122,0.23533212509937584,10000,445744.0,6,1
post_iclr_v2_mnist_mlp_N3_W32_S9301,union_gauge_soup,same_capacity_model_soup,1.0,25450,101800,1.0,1,True,0.43123566592112184,1.2747011668980122,0.2385443749371916,10000,445744.0,18,1
