comparison,left_method,right_method,metric,collections,mean_delta,ci_low,ci_high
soft_moe_minus_hard_same_probabilities,d4_chart_soft_moe,d4_chart_hard_branch_selection,task_accuracy,10,0.007499999999999995,0.002399999999999991,0.012149999999999994
retransport_minus_hard_same_probabilities,canonicalize_pool_retransport,d4_chart_hard_branch_selection,task_accuracy,10,-0.20715000000000003,-0.251,-0.17179875
four_experts_minus_one_after_canonicalization,inverse_transform_four_expert_average,inverse_transform_one_canonical_expert,task_accuracy,10,0.009550000000000025,-0.0010512500000000155,0.019850000000000045
retransport_minus_d4_tta,canonicalize_pool_retransport,d4_test_time_augmentation,task_accuracy,10,0.11120000000000001,0.04569875,0.17045
retransport_minus_direct_equivariant_task,canonicalize_pool_retransport,direct_d4_equivariant_task_classifier,task_accuracy,10,-0.26544999999999996,-0.30580124999999997,-0.23204999999999995
