seed,branch_family,loop_id,method,mean_accuracy,worst_domain_accuracy,mean_nll,mean_brier,mean_ece,a_accuracy,a_nll,a_brier,a_ece,b_accuracy,b_nll,b_brier,b_ece,c_accuracy,c_nll,c_brier,c_ece,ordinary_raw_harmful,cycle_action,fallback_method,interpolation_weight,validation_evaluation_count,parameter_distance,prediction_disagreement,pairwise_transport_residual,inverse_consistency,loop_identity_distance,loop_spectral_radius,loop_singular_spread,loop_stable_nonidentity,ordinary_sync_residual,cycle_sync_residual,regret_vs_best_deployable,regret_if_ordinary_merge,regret_if_abstain,additional_training_control,nondeployable_or_upper_bound,test_logits_hashed_before_labels
0,AB,0:AB_square,raw_parameter_average,0.512666662534078,0.39399999380111694,1.4955860773722331,0.6435408393541971,0.07387374997294198,0.39399999380111694,1.7874658107757568,0.7638591527938843,0.05861015344271436,0.5649999976158142,1.322544813156128,0.5836182236671448,0.04542029957519844,0.5789999961853027,1.3767476081848145,0.5831451416015625,0.11759079690091312,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.0,0.0,0.02599999308586126,False,False,True
0,AB,0:AB_square,pairwise_reference_alignment,0.509333332379659,0.3880000114440918,1.5023682514826457,0.6451846957206726,0.07480765922082355,0.3880000114440918,1.8017542362213135,0.7671102285385132,0.06321641951217316,0.5640000104904175,1.3254117965698242,0.5841416716575623,0.039137881009082776,0.5759999752044678,1.3799387216567993,0.5843021869659424,0.12206867714121472,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.0033333301544189453,0.0,0.02599999308586126,False,False,True
0,AB,0:AB_square,ordinary_global_synchronization,0.34066667159398395,0.25699999928474426,1.8879411220550537,0.8219450116157532,0.17978472635149956,0.25699999928474426,2.133005380630493,0.8795209527015686,0.1572980071650818,0.3930000066757202,1.6919968128204346,0.7638822197914124,0.1398822710616514,0.3720000088214874,1.8388211727142334,0.8224318623542786,0.24217390082776546,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.17199999094009405,0.0,0.02599999308586126,False,False,True
0,AB,0:AB_square,validation_selected_interpolation,0.512666662534078,0.39399999380111694,1.4955860773722331,0.6435408393541971,0.07387374997294198,0.39399999380111694,1.7874658107757568,0.7638591527938843,0.05861015344271436,0.5649999976158142,1.322544813156128,0.5836182236671448,0.04542029957519844,0.5789999961853027,1.3767476081848145,0.5831451416015625,0.11759079690091312,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,11,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.0,0.0,0.02599999308586126,False,False,True
0,AB,0:AB_square,cycle_aware_synchronization,0.512666662534078,0.39399999380111694,1.4955860773722331,0.6435408393541971,0.07387374997294198,0.39399999380111694,1.7874658107757568,0.7638591527938843,0.05861015344271436,0.5649999976158142,1.322544813156128,0.5836182236671448,0.04542029957519844,0.5789999961853027,1.3767476081848145,0.5831451416015625,0.11759079690091312,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.0,0.0,0.02599999308586126,False,False,True
0,AB,0:AB_square,fallback_only_policy,0.512666662534078,0.39399999380111694,1.4955860773722331,0.6435408393541971,0.07387374997294198,0.39399999380111694,1.7874658107757568,0.7638591527938843,0.05861015344271436,0.5649999976158142,1.322544813156128,0.5836182236671448,0.04542029957519844,0.5789999961853027,1.3767476081848145,0.5831451416015625,0.11759079690091312,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.0,0.0,0.02599999308586126,False,False,True
0,AB,0:AB_square,joint_sequential_adaptation_oracle,0.49166666467984516,0.41999998688697815,1.6102790832519531,0.672154446442922,0.10252739139832556,0.41999998688697815,1.6119588613510132,0.7099819779396057,0.03354438778478652,0.5230000019073486,1.5623899698257446,0.6486129760742188,0.09751528361812234,0.5320000052452087,1.6564884185791016,0.6578683853149414,0.17652250279206783,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.020999997854232844,0.0,0.02599999308586126,True,True,True
0,AB,0:AB_square,prediction_ensemble_upper_bound,0.509333332379659,0.3880000114440918,1.5023682117462158,0.6451846758524576,0.07480765422951663,0.3880000114440918,1.801754117012024,0.7671101689338684,0.06321640728856437,0.5640000104904175,1.3254117965698242,0.5841416716575623,0.03913788477802882,0.5759999752044678,1.3799387216567993,0.5843021869659424,0.1220686706219567,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.5,0,0.370641241363362,0.41200000047683716,1.4924669654890138e-07,1.160913586143618e-14,3.99786509148144e-14,1.0000000000000095,2.688960165642129e-13,False,0.022086817120537245,0.019008490086899303,0.0033333301544189453,0.0,0.02599999308586126,False,True,True
0,AC,0:AC_square,raw_parameter_average,0.5026666621367136,0.3409999907016754,1.456670840581258,0.6354902386665344,0.06942047923196999,0.3409999907016754,1.8532519340515137,0.7855222225189209,0.09034264158253791,0.5540000200271606,1.334309458732605,0.5922889113426208,0.04463025875520543,0.6129999756813049,1.1824511289596558,0.5286595821380615,0.07328853735816665,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.4,0,0.39467309667919404,0.47833332419395447,1.4683442341738856e-07,1.2893912286205413e-14,3.25905086005446e-14,1.00000000000001,2.0261570199409107e-13,False,0.018588974971014773,0.01390189558939402,0.005666673183441162,0.005666673183441162,0.02166666587193805,False,False,True
0,AC,0:AC_square,pairwise_reference_alignment,0.5033333202203115,0.335999995470047,1.4608405828475952,0.636224627494812,0.06940118260657376,0.335999995470047,1.865824818611145,0.7900570034980774,0.10024704664829187,0.5529999732971191,1.3368537425994873,0.592176616191864,0.041995419040176785,0.6209999918937683,1.1798431873321533,0.5264402627944946,0.06596108213125262,False,fallback:validation_selected_interpolation,validation_selected_interpolation,0.4,0,0.39467309667919404,0.47833332419395447,1.4683442341738856e-07,1.2893912286205413e-14,3.25905086005446e-14,1.00000000000001,2.0261570199409107e-13,False,0.018588974971014773,0.01390189558939402,0.005000015099843269,0.005666673183441162,0.02166666587193805,False,False,True
