seed,layer,left_loop,right_loop,commutator_distance,bootstrap_mean,bootstrap_ci_low,bootstrap_ci_high,edge_quality_passed,stable_noncommuting
0,mid,BC_square,swap_ABC_ACB,9.472625472526815e-15,9.472625472526812e-15,9.472625472526815e-15,9.472625472526815e-15,True,False
0,mid,BC_square,swap_ACB_CAB,9.472625472526815e-15,9.472625472526812e-15,9.472625472526815e-15,9.472625472526815e-15,True,False
0,mid,BC_square,swap_BAC_BCA,9.472625472526815e-15,9.472625472526812e-15,9.472625472526815e-15,9.472625472526815e-15,True,False
0,mid,BC_square,swap_BCA_CBA,9.472625472526815e-15,9.472625472526812e-15,9.472625472526815e-15,9.472625472526815e-15,True,False
0,mid,BC_square,swap_CAB_CBA,9.472625472526815e-15,9.472625472526812e-15,9.472625472526815e-15,9.472625472526815e-15,True,False
0,mid,swap_ABC_BAC,swap_ABC_ACB,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_BAC,swap_ACB_CAB,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_BAC,swap_BAC_BCA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_BAC,swap_BCA_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_BAC,swap_CAB_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_ACB,swap_ACB_CAB,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_ACB,swap_BAC_BCA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_ACB,swap_BCA_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ABC_ACB,swap_CAB_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ACB_CAB,swap_BAC_BCA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ACB_CAB,swap_BCA_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_ACB_CAB,swap_CAB_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_BAC_BCA,swap_BCA_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_BAC_BCA,swap_CAB_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,mid,swap_BCA_CBA,swap_CAB_CBA,1.2738475395472459e-14,1.273847539547246e-14,1.2738475395472459e-14,1.2738475395472459e-14,True,False
0,late,AB_square,AC_square,1.1549731002019575e-14,1.1549731002019577e-14,1.1549731002019575e-14,1.1549731002019575e-14,True,False
0,late,AB_square,BC_square,1.1549731002019575e-14,1.1549731002019577e-14,1.1549731002019575e-14,1.1549731002019575e-14,True,False
0,late,AB_square,swap_ABC_BAC,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AB_square,swap_ABC_ACB,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AB_square,swap_ACB_CAB,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AB_square,swap_BAC_BCA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AB_square,swap_BCA_CBA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AB_square,swap_CAB_CBA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AC_square,BC_square,1.1549731002019575e-14,1.1549731002019577e-14,1.1549731002019575e-14,1.1549731002019575e-14,True,False
0,late,AC_square,swap_ABC_BAC,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AC_square,swap_ABC_ACB,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AC_square,swap_ACB_CAB,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AC_square,swap_BAC_BCA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AC_square,swap_BCA_CBA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,AC_square,swap_CAB_CBA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,BC_square,swap_ABC_BAC,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,BC_square,swap_ABC_ACB,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,BC_square,swap_ACB_CAB,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,BC_square,swap_BAC_BCA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,BC_square,swap_BCA_CBA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,BC_square,swap_CAB_CBA,9.692040874260319e-15,9.692040874260317e-15,9.692040874260319e-15,9.692040874260319e-15,True,False
0,late,swap_ABC_BAC,swap_ABC_ACB,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_BAC,swap_ACB_CAB,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_BAC,swap_BAC_BCA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_BAC,swap_BCA_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_BAC,swap_CAB_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_ACB,swap_ACB_CAB,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_ACB,swap_BAC_BCA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_ACB,swap_BCA_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ABC_ACB,swap_CAB_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ACB_CAB,swap_BAC_BCA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ACB_CAB,swap_BCA_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_ACB_CAB,swap_CAB_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_BAC_BCA,swap_BCA_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_BAC_BCA,swap_CAB_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,late,swap_BCA_CBA,swap_CAB_CBA,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,1.193032300190761e-14,True,False
0,adapter,AB_square,AC_square,0.9682605417958879,0.9682591594999718,0.9682519085853158,0.9682713097334147,False,False
0,adapter,AB_square,BC_square,0.9682516245046109,0.9682536691093644,0.9682496709862506,0.9682589377637825,False,False
0,adapter,AB_square,swap_ABC_BAC,0.9682678149652146,0.9682776487667213,0.968259742950023,0.9683204676459022,False,False
0,adapter,AB_square,swap_ABC_ACB,0.968320232779871,0.9683153933692491,0.9682829414171784,0.9683698717646326,False,False
0,adapter,AB_square,swap_ACB_CAB,0.9683727353245664,0.9683535934066103,0.9683064394207395,0.9684233226962875,False,False
0,adapter,AB_square,swap_BAC_BCA,0.9684490853144636,0.9684508010403805,0.9683625434700451,0.9685949052858418,False,False
0,adapter,AB_square,swap_BCA_CBA,0.9683224329763801,0.9683309508670809,0.9682893957520958,0.9683853513103934,False,False
0,adapter,AB_square,swap_CAB_CBA,0.9683346453422804,0.968327287052259,0.9682880741910486,0.9683935999170196,False,False
0,adapter,AC_square,BC_square,0.9682533438687523,0.9682522937516502,0.9682488347181947,0.9682572679168473,False,False
0,adapter,AC_square,swap_ABC_BAC,0.9683631929076866,0.968355151775709,0.9682998734244938,0.9684798688156685,False,False
0,adapter,AC_square,swap_ABC_ACB,0.9683288163833957,0.9683963012099361,0.9683150483022301,0.9685223689213361,False,False
0,adapter,AC_square,swap_ACB_CAB,0.968322584017871,0.9683566680213156,0.9682925879031609,0.9684663610676006,False,False
0,adapter,AC_square,swap_BAC_BCA,0.9686459214581792,0.96854628903608,0.9684132820935529,0.968770599989779,False,False
0,adapter,AC_square,swap_BCA_CBA,0.9683969618173693,0.968350312812845,0.9682963010308479,0.9684185127692053,False,False
0,adapter,AC_square,swap_CAB_CBA,0.9684435238846458,0.968384236697654,0.9683122896382294,0.9685550350076811,False,False
0,adapter,BC_square,swap_ABC_BAC,0.9682709377205827,0.9682802245889904,0.9682631645960416,0.9683093074126792,False,False
0,adapter,BC_square,swap_ABC_ACB,0.9682851880894034,0.9682902920275871,0.968262488796255,0.9683410931612381,False,False
0,adapter,BC_square,swap_ACB_CAB,0.9682812995686279,0.9682889731895565,0.9682597972285469,0.96834306322813,False,False
0,adapter,BC_square,swap_BAC_BCA,0.9682790896625021,0.96831275191287,0.9682752370939091,0.9683669737516154,False,False
0,adapter,BC_square,swap_BCA_CBA,0.9682542765966653,0.9682707137163709,0.9682556778470709,0.9682944404583436,False,False
0,adapter,BC_square,swap_CAB_CBA,0.9682617858296105,0.9682834802753975,0.9682628511688172,0.9683285066556687,False,False
0,adapter,swap_ABC_BAC,swap_ABC_ACB,0.968416816641565,0.9684220410639465,0.9682913083955454,0.9687815503014058,False,False
0,adapter,swap_ABC_BAC,swap_ACB_CAB,0.9687195851704112,0.9686518880605114,0.968395202456311,0.96906108746727,False,False
0,adapter,swap_ABC_BAC,swap_BAC_BCA,0.9689022787163697,0.9689720326548461,0.968553915805178,0.9698240370020813,False,False
0,adapter,swap_ABC_BAC,swap_BCA_CBA,0.9685075850234324,0.9685319209981834,0.9683553466196317,0.968815561420176,False,False
0,adapter,swap_ABC_BAC,swap_CAB_CBA,0.9684611423969347,0.968419831981625,0.9682906996867247,0.968738903713958,False,False
0,adapter,swap_ABC_ACB,swap_ACB_CAB,0.9684701231867887,0.9686508991874017,0.9683828715288989,0.9692346852184589,False,False
0,adapter,swap_ABC_ACB,swap_BAC_BCA,0.9689851144460966,0.9691695180055504,0.9685326777585528,0.9703969376406227,False,False
0,adapter,swap_ABC_ACB,swap_BCA_CBA,0.9686805847903232,0.9685588177321865,0.9683366340578692,0.9688583751168103,False,False
0,adapter,swap_ABC_ACB,swap_CAB_CBA,0.9687200970414372,0.9685341204937543,0.9682982135951057,0.969278389921626,False,False
0,adapter,swap_ACB_CAB,swap_BAC_BCA,0.9687102406274222,0.968618085089549,0.9683247117384669,0.969115655382448,False,False
0,adapter,swap_ACB_CAB,swap_BCA_CBA,0.9686526330743291,0.9684044606825466,0.9682898764031813,0.9686728038337957,False,False
0,adapter,swap_ACB_CAB,swap_CAB_CBA,0.9688588473398857,0.9685332935134252,0.9683320238035064,0.9690211191397192,False,False
0,adapter,swap_BAC_BCA,swap_BCA_CBA,0.9683966323246105,0.9683340790939706,0.9682591026459132,0.9685263952125788,False,False
0,adapter,swap_BAC_BCA,swap_CAB_CBA,0.9685968739932639,0.9685721382423295,0.9683304614452564,0.9690150822114089,False,False
0,adapter,swap_BCA_CBA,swap_CAB_CBA,0.9683058313434065,0.9683920122363532,0.9682878140873946,0.9685582954665907,False,False
0,penultimate,AB_square,AC_square,9.788031384817901e-15,9.080801285430558e-15,8.590221147721785e-15,9.566503344145338e-15,True,False
0,penultimate,AB_square,BC_square,9.143259144679675e-15,9.019307702026662e-15,8.516990718477906e-15,9.524959626426143e-15,True,False
0,penultimate,AB_square,swap_ABC_BAC,9.730093486802858e-15,9.067164986553857e-15,8.565889836383005e-15,9.562928356938326e-15,True,False
0,penultimate,AB_square,swap_ABC_ACB,9.720622062063413e-15,9.048497536118363e-15,8.493177070954867e-15,9.533299946961897e-15,True,False
0,penultimate,AB_square,swap_ACB_CAB,9.123444344112702e-15,9.046724920648349e-15,8.529699509982254e-15,9.588395692635753e-15,True,False
0,penultimate,AB_square,swap_BAC_BCA,9.03930070461022e-15,8.991490072317881e-15,8.454175880105316e-15,9.605374444724115e-15,True,False
0,penultimate,AB_square,swap_BCA_CBA,9.425324533130282e-15,9.015506044991925e-15,8.455398768582106e-15,9.49169456855795e-15,True,False
0,penultimate,AB_square,swap_CAB_CBA,9.068993188117555e-15,8.987836088898613e-15,8.561411028356651e-15,9.550868357680841e-15,True,False
0,penultimate,AC_square,BC_square,9.521341196242633e-15,9.081610449294095e-15,8.644037677697274e-15,9.519715805089731e-15,True,False
0,penultimate,AC_square,swap_ABC_BAC,9.863557999235913e-15,9.0465354092084e-15,8.49961578640688e-15,9.513868697928861e-15,True,False
0,penultimate,AC_square,swap_ABC_ACB,9.963191657569134e-15,9.06212248199563e-15,8.502933615389823e-15,9.63049853189306e-15,True,False
0,penultimate,AC_square,swap_ACB_CAB,9.570684106811057e-15,9.101699237807784e-15,8.499540671963796e-15,9.607326655727048e-15,True,False
0,penultimate,AC_square,swap_BAC_BCA,9.367337120551373e-15,8.99254251642319e-15,8.505577176098202e-15,9.4833505708171e-15,True,False
0,penultimate,AC_square,swap_BCA_CBA,9.648155720084901e-15,9.045722013773032e-15,8.539232481948332e-15,9.48626575707523e-15,True,False
0,penultimate,AC_square,swap_CAB_CBA,9.51619795625759e-15,9.039002203777235e-15,8.576862338121992e-15,9.570269761916478e-15,True,False
0,penultimate,BC_square,swap_ABC_BAC,9.14810464793039e-15,9.028493082263593e-15,8.503920960572996e-15,9.591754252889086e-15,True,False
0,penultimate,BC_square,swap_ABC_ACB,9.265940388292553e-15,9.031997946892523e-15,8.479240840548747e-15,9.657616842524076e-15,True,False
0,penultimate,BC_square,swap_ACB_CAB,9.153905686764449e-15,9.070826583716455e-15,8.6334602368572e-15,9.573910492083503e-15,True,False
0,penultimate,BC_square,swap_BAC_BCA,8.80804994547577e-15,8.965638176531333e-15,8.463996660443773e-15,9.512812593021014e-15,True,False
0,penultimate,BC_square,swap_BCA_CBA,9.324690194545519e-15,9.023820486815797e-15,8.568378246009729e-15,9.52966291350104e-15,True,False
0,penultimate,BC_square,swap_CAB_CBA,9.075130281135304e-15,9.012732091755436e-15,8.430143369929953e-15,9.501444090323748e-15,True,False
0,penultimate,swap_ABC_BAC,swap_ABC_ACB,9.780784430776128e-15,9.042228514135565e-15,8.542846266787968e-15,9.507978293960702e-15,True,False
0,penultimate,swap_ABC_BAC,swap_ACB_CAB,9.099414051219525e-15,9.051590589045455e-15,8.48646005597591e-15,9.645777179982468e-15,True,False
0,penultimate,swap_ABC_BAC,swap_BAC_BCA,9.144630293105487e-15,8.960213450355173e-15,8.42495552851387e-15,9.497740356096945e-15,True,False
0,penultimate,swap_ABC_BAC,swap_BCA_CBA,9.269455035184996e-15,9.003713389075444e-15,8.344473441776481e-15,9.546189202004749e-15,True,False
0,penultimate,swap_ABC_BAC,swap_CAB_CBA,9.12521867729995e-15,8.997150709859636e-15,8.355748745446422e-15,9.519844628547055e-15,True,False
0,penultimate,swap_ABC_ACB,swap_ACB_CAB,9.423297086952157e-15,9.05036086934307e-15,8.636928647601695e-15,9.640572117284788e-15,True,False
0,penultimate,swap_ABC_ACB,swap_BAC_BCA,9.252530023346268e-15,8.983170448883218e-15,8.52539865390989e-15,9.57700687286315e-15,True,False
0,penultimate,swap_ABC_ACB,swap_BCA_CBA,9.436501343060844e-15,9.025814182798471e-15,8.506955884747823e-15,9.470468200086417e-15,True,False
0,penultimate,swap_ABC_ACB,swap_CAB_CBA,9.283228944045383e-15,9.030788826932775e-15,8.488790474696373e-15,9.563236381028348e-15,True,False
0,penultimate,swap_ACB_CAB,swap_BAC_BCA,8.861533514044038e-15,8.998324045259749e-15,8.507164141073598e-15,9.537465309922676e-15,True,False
0,penultimate,swap_ACB_CAB,swap_BCA_CBA,9.095565856516424e-15,9.037298569828998e-15,8.520268613894548e-15,9.523905902646307e-15,True,False
0,penultimate,swap_ACB_CAB,swap_CAB_CBA,9.15264410668668e-15,9.025752125929307e-15,8.483857510689411e-15,9.568067561260965e-15,True,False
0,penultimate,swap_BAC_BCA,swap_BCA_CBA,9.068753381877159e-15,8.948735483315571e-15,8.379347154699849e-15,9.487302855430781e-15,True,False
0,penultimate,swap_BAC_BCA,swap_CAB_CBA,8.813064814876343e-15,8.944303990437743e-15,8.345871710527043e-15,9.574172459361375e-15,True,False
0,penultimate,swap_BCA_CBA,swap_CAB_CBA,9.275873248279471e-15,9.001007286992529e-15,8.447586457470493e-15,9.610168555092563e-15,True,False
1,early,AB_square,AC_square,8.192450674060324e-15,8.192450674060325e-15,8.192450674060324e-15,8.192450674060324e-15,True,False
1,early,AB_square,BC_square,8.192450674060324e-15,8.192450674060325e-15,8.192450674060324e-15,8.192450674060324e-15,True,False
1,early,AB_square,swap_ABC_BAC,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AB_square,swap_ABC_ACB,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AB_square,swap_ACB_CAB,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AB_square,swap_BAC_BCA,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AB_square,swap_BCA_CBA,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AB_square,swap_CAB_CBA,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AC_square,BC_square,8.192450674060324e-15,8.192450674060325e-15,8.192450674060324e-15,8.192450674060324e-15,True,False
1,early,AC_square,swap_ABC_BAC,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AC_square,swap_ABC_ACB,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AC_square,swap_ACB_CAB,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AC_square,swap_BAC_BCA,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AC_square,swap_BCA_CBA,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,AC_square,swap_CAB_CBA,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,BC_square,swap_ABC_BAC,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,BC_square,swap_ABC_ACB,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
1,early,BC_square,swap_ACB_CAB,9.603778625923269e-15,9.603778625923267e-15,9.603778625923269e-15,9.603778625923269e-15,True,False
